# Time-averaged data for fix fIK
# TimeStep Number-of-rows
# Row c_pIK[1] c_pIK[2] c_pIK[3] c_pIK[4] c_pIK[5] c_pIK[6] c_pIK[7] c_pIK[8]
30000 360
159 15.85 0.75 0.635219 0.539202 0.608878 -0.695684 -1.17506 -0.80643
160 15.95 0.793333 0.790685 0.65949 0.674883 -0.908567 -0.764383 -0.783052
161 16.05 0.79 0.590907 0.676495 0.687141 -1.21451 -0.615394 -0.863961
162 16.15 0.786667 0.638695 0.693972 0.64746 -1.11245 -0.494979 -0.798948
163 16.25 0.703333 0.521468 0.572712 0.59653 -0.979586 -0.489123 -0.761564
164 16.35 0.643333 0.485057 0.539689 0.595269 -0.843956 -0.964951 -0.75291
165 16.45 0.703333 0.504935 0.590042 0.633207 -0.836951 -1.0092 -0.718607
166 16.55 0.823333 0.613197 0.729884 0.658015 -0.647631 -1.01512 -0.712856
167 16.65 0.756667 0.617098 0.653322 0.544214 -0.594623 -0.443992 -0.724557
168 16.75 0.803333 0.775463 0.807899 0.676497 -0.961965 -0.546465 -0.772911
169 16.85 0.69 0.738059 0.574144 0.596943 -0.886427 -0.616096 -0.835306
170 16.95 0.856667 0.737081 0.650961 0.714684 -0.852021 -0.567262 -0.867017
171 17.05 0.82 0.655514 0.723535 0.718193 -0.911656 -0.353891 -0.84174
172 17.15 0.68 0.626409 0.570913 0.519027 -0.997088 -0.518895 -0.827212
173 17.25 0.723333 0.484943 0.596436 0.641522 -1.25255 -1.14897 -0.866358
174 17.35 0.68 0.554133 0.527744 0.508611 -0.914609 -0.998238 -0.882757
175 17.45 0.723333 0.723571 0.558169 0.634419 -1.11805 -1.11984 -0.93712
176 17.55 0.696667 0.47387 0.714 0.550649 -0.768716 -1.31955 -1.03815
177 17.65 0.756667 0.633738 0.701252 0.67705 -0.855069 -1.2252 -0.897319
178 17.75 0.84 0.68557 0.667826 0.673942 -0.518698 -0.528411 -0.903788
179 17.85 0.74 0.678706 0.693655 0.603508 -0.649138 -0.680638 -0.860171
180 17.95 0.813333 0.733981 0.785518 0.727423 -1.19292 -0.799143 -0.953129
181 18.05 0.773333 0.721774 0.633124 0.645147 -0.839186 -0.725874 -0.905382
182 18.15 0.693333 0.586911 0.683724 0.629425 -0.356857 -0.52297 -0.746634
183 18.25 0.716667 0.566282 0.723435 0.664169 -0.663449 -0.630474 -0.692838
184 18.35 0.723333 0.574386 0.62858 0.672028 -0.935009 -0.721206 -0.75847
185 18.45 0.806667 0.789008 0.707516 0.64733 -0.359108 -0.56044 -0.683957
186 18.55 0.72 0.6267 0.533507 0.568888 -0.701868 -0.990956 -0.625113
187 18.65 0.823333 0.687144 0.653611 0.898058 -0.82043 -1.08792 -0.72636
188 18.75 0.696667 0.564576 0.679867 0.54697 -0.566575 -0.786054 -0.69886
189 18.85 0.73 0.608689 0.651228 0.64112 -0.0995782 -0.716087 -0.693903
190 18.95 0.776667 0.479849 0.761683 0.668021 -0.653561 -0.550111 -0.665543
191 19.05 0.833333 0.671218 0.678441 0.712934 -0.820607 -0.590662 -0.760004
192 19.15 0.756667 0.594 0.555637 0.724417 -0.612624 -0.367302 -0.745958
193 19.25 0.703333 0.685798 0.537394 0.715093 -0.212184 -0.484019 -0.631857
194 19.35 0.73 0.573761 0.610082 0.75527 -0.850698 -0.921874 -0.662339
195 19.45 0.806667 0.701539 0.698517 0.693931 -0.445978 -0.895185 -0.724737
196 19.55 0.736667 0.698484 0.689736 0.678176 -0.800753 -0.922653 -0.757876
197 19.65 0.76 0.638209 0.574035 0.653481 -0.7384 -0.750543 -0.705658
198 19.75 0.736667 0.706195 0.733367 0.591604 -0.523896 -0.914079 -0.692758
199 19.85 0.713333 0.660443 0.573044 0.536186 -0.756102 -0.74379 -0.709365
200 19.95 0.763333 0.753347 0.668542 0.696688 -1.18317 -0.597789 -0.723094
201 20.05 0.793333 0.543898 0.579416 0.735457 -0.519534 -0.695974 -0.792366
202 20.15 0.863333 0.747915 0.668469 0.870428 -0.712845 -0.493022 -0.926173
203 20.25 0.7 0.607222 0.67539 0.555241 -0.633067 -1.17508 -0.751947
204 20.35 0.716667 0.645909 0.608622 0.634133 -0.330589 -0.811527 -0.734202
205 20.45 0.716667 0.563169 0.615786 0.744605 -0.53491 -0.74767 -0.689023
206 20.55 0.756667 0.607716 0.528714 0.782273 -0.598889 -0.562267 -0.697411
207 20.65 0.773333 0.62523 0.633216 0.59082 -0.955256 -0.726343 -0.749368
208 20.75 0.77 0.69949 0.584383 0.651516 -1.14717 -0.957176 -0.728056
209 20.85 0.736667 0.671375 0.564484 0.667459 -0.868033 -0.797904 -0.711992
210 20.95 0.703333 0.601188 0.620064 0.602661 -1.08491 -0.667602 -0.665577
211 21.05 0.756667 0.713904 0.545867 0.542996 -0.958068 -0.152256 -0.726903
212 21.15 0.78 0.629493 0.536712 0.693957 -0.61422 -0.488838 -0.73921
213 21.25 0.816667 0.802846 0.650188 0.719562 -1.18589 -0.715644 -0.772196
214 21.35 0.706667 0.665935 0.616245 0.608068 -0.766514 -0.886873 -0.857169
215 21.45 0.773333 0.633752 0.6242 0.596415 -0.950107 -0.613809 -0.91222
216 21.55 0.736667 0.611259 0.699795 0.587465 -0.92192 -1.22441 -0.84285
217 21.65 0.743333 0.561898 0.594229 0.552972 -0.55373 -0.859901 -0.770606
218 21.75 0.75 0.592424 0.557612 0.671026 -0.524119 -0.933644 -0.684275
219 21.85 0.766667 0.600916 0.653336 0.628794 -1.10431 -1.256 -0.817346
220 21.95 0.7 0.651019 0.70691 0.534421 -0.726638 -1.03524 -0.816703
221 22.05 0.7 0.69611 0.458427 0.690124 -1.23234 -1.08281 -0.815382
222 22.15 0.796667 0.706333 0.572075 0.698846 -0.731224 -0.654327 -0.860596
223 22.25 0.76 0.679276 0.579724 0.585611 -0.883881 -0.892093 -0.794771
224 22.35 0.763333 0.657902 0.631278 0.577739 -0.517519 -0.604601 -0.778238
225 22.45 0.736667 0.674447 0.559665 0.559241 -0.515978 -0.326917 -0.735578
226 22.55 0.76 0.512911 0.630398 0.584463 -0.924864 -1.05539 -0.797512
227 22.65 0.78 0.677996 0.793053 0.730194 -0.997468 -0.930274 -0.764339
228 22.75 0.746667 0.650017 0.639787 0.654698 -0.994259 -0.949154 -0.758342
229 22.85 0.69 0.460716 0.57167 0.493974 -0.718397 -0.843881 -0.810847
230 22.95 0.72 0.648941 0.626664 0.673198 -0.995911 -1.00174 -0.789675
231 23.05 0.783333 0.571525 0.737509 0.59169 -0.739149 -0.599232 -0.79649
232 23.15 0.733333 0.70787 0.598314 0.645256 -1.03715 -0.54492 -0.73442
233 23.25 0.733333 0.516438 0.613011 0.617908 -0.365583 -1.01716 -0.738462
234 23.35 0.736667 0.508663 0.57548 0.631516 -0.798709 -0.895582 -0.760727
235 23.45 0.76 0.671001 0.618746 0.636706 -1.11368 -1.25387 -0.74839
236 23.55 0.746667 0.757685 0.653245 0.709697 -0.938397 -0.799968 -0.599906
237 23.65 0.74 0.602209 0.599521 0.641084 -0.486706 -0.841266 -0.579703
238 23.75 0.683333 0.550966 0.663777 0.671182 -0.216773 -0.621933 -0.502114
239 23.85 0.71 0.694234 0.635997 0.592545 -0.598638 -0.626044 -0.454889
240 23.95 0.806667 0.719168 0.76548 0.731474 -1.05937 -0.729538 -0.499566
241 24.05 0.726667 0.563798 0.600451 0.540635 -1.09713 -0.9666 -0.524831
242 24.15 0.786667 0.718202 0.684036 0.630739 -0.848801 -1.06899 -0.609159
243 24.25 0.693333 0.577537 0.545376 0.514802 -0.76472 -1.21497 -0.6507
244 24.35 0.65 0.597613 0.573451 0.473883 -1.22218 -1.35138 -0.717741
245 24.45 0.753333 0.599157 0.70438 0.622864 -1.12656 -1.13833 -0.744029
246 24.55 0.646667 0.50267 0.662534 0.550357 -1.22827 -1.29608 -0.744747
247 24.65 0.78 0.887427 0.696368 0.568607 -1.16625 -1.13514 -0.752287
248 24.75 0.646667 0.591911 0.543035 0.53982 -0.920856 -1.27637 -0.723996
249 24.85 0.696667 0.59848 0.523682 0.606065 -1.00531 -1.27606 -0.74151
250 24.95 0.67 0.525807 0.568923 0.657918 -0.808186 -0.901492 -0.707531
251 25.05 0.646667 0.638452 0.573226 0.537004 -0.804628 -0.86524 -0.657427
252 25.15 0.61 0.403946 0.515653 0.732881 -0.788848 -0.8402 -0.682438
253 25.25 0.64 0.547564 0.604044 0.602313 -0.814717 -1.04589 -0.647523
254 25.35 0.613333 0.42555 0.544575 0.475586 -0.917117 -0.99524 -0.655432
255 25.45 0.54 0.471488 0.412309 0.471795 -0.63736 -0.979002 -0.650753
256 25.55 0.546667 0.395771 0.420971 0.508603 -1.07541 -1.02228 -0.647552
257 25.65 0.493333 0.496202 0.41407 0.415576 -0.931079 -0.785512 -0.603449
258 25.75 0.533333 0.458879 0.482772 0.446417 -0.731689 -0.658204 -0.500783
259 25.85 0.5 0.535282 0.462439 0.487197 -0.666915 -0.687556 -0.483353
260 25.95 0.443333 0.424913 0.402099 0.395589 -0.515429 -0.600647 -0.489733
261 26.05 0.393333 0.398853 0.357032 0.344183 -0.605097 -0.616759 -0.485613
262 26.15 0.4 0.325994 0.387329 0.434214 -0.578244 -0.603705 -0.433423
263 26.25 0.436667 0.341906 0.359985 0.292584 -0.493179 -0.422628 -0.380943
264 26.35 0.363333 0.320653 0.2537 0.380313 -0.484331 -0.279085 -0.322512
265 26.45 0.266667 0.239092 0.232169 0.202023 -0.301604 -0.393934 -0.285392
266 26.55 0.246667 0.247749 0.224529 0.185462 -0.260199 -0.272751 -0.253338
267 26.65 0.23 0.220239 0.179781 0.143802 -0.186845 -0.163451 -0.201807
268 26.75 0.176667 0.183835 0.187478 0.12987 -0.219444 -0.157024 -0.150978
269 26.85 0.173333 0.163806 0.166758 0.176793 -0.146436 -0.0935912 -0.101649
270 26.95 0.106667 0.0900991 0.0977946 0.0778318 -0.122424 -0.064492 -0.0884364
271 27.05 0.123333 0.14594 0.0986849 0.0971964 -0.115406 -0.014712 -0.0750541
272 27.15 0.13 0.0998092 0.0918857 0.0745726 -0.0356646 0.0199585 -0.0658569
273 27.25 0.123333 0.0982929 0.0804393 0.0966169 0.160322 -0.0269997 -0.0486915
274 27.35 0.0766667 0.0713876 0.0988157 0.0799918 -0.0177213 -0.0659683 -0.048163
275 27.45 0.05 0.0538446 0.0573119 0.0927969 -0.0379093 -0.0350116 -0.0515413
276 27.55 0.0566667 0.0530237 0.055838 0.0464871 -0.0342646 -0.0193375 -0.0387429
277 27.65 0.05 0.0483407 0.0452202 0.0432808 -0.0338096 -0.0151802 -0.029798
278 27.75 0.0333333 0.0602762 0.0206853 0.0208624 -0.0189694 -0.00999961 -0.0285281
279 27.85 0.0366667 0.0217241 0.0307212 0.0361379 -0.0110652 -0.013467 -0.0214942
280 27.95 0.0266667 0.0120187 0.0300262 0.0142981 -0.00569729 -0.00880589 -0.0171799
281 28.05 0.0233333 0.0106098 0.00983564 0.00466479 0.000599355 0.0182688 -0.011692
282 28.15 0.0166667 0.0173507 0.00525003 0.0114271 0.003192 0.0220784 -0.0135447
283 28.25 0.05 0.0576024 0.04064 0.0314609 -0.0089111 -0.0013389 -0.0145193
284 28.35 0.0133333 0.00465889 0.00211179 0.00802744 -0.00473573 -0.00578775 -0.010489
285 28.45 0.0166667 0.00695017 0.00518843 0.00560942 -0.00363817 -0.00566766 -0.00891211
286 28.55 0.0166667 0.0236795 0.00688356 0.000970732 -0.00308543 -0.00474168 -0.00753322
287 28.65 0.0166667 0.031315 0.0172695 0.00311851 -0.00412853 -0.00848178 -0.00717207
288 28.75 0.0166667 0.00849188 0.0150947 0.0357602 -0.004455 -0.00870318 -0.00608785
289 28.85 0.0133333 0.0344464 0.00828717 0.0167106 -0.00387139 -0.00587407 -0.004855
290 28.95 0.0133333 0.0118733 0.0185497 0.00297733 -0.0032253 -0.00464801 -0.00433376
291 29.05 0.02 0.0133242 0.0229303 0.010576 -0.00640682 -0.0013224 -0.00349815
292 29.15 0.00666667 0.0025535 0.000384749 0.00144532 -0.00562812 0.00205049 -0.00186349
293 29.25 0.01 0.00106715 0.00603965 0.00762345 -0.0042275 0.00276336 -0.00143638
294 29.35 0.0133333 0.014501 0.00993988 0.0109566 -0.00140013 0.0031736 0.000447249
295 29.45 0.00333333 0.00074295 0.00290803 0.00923572 -0.000623596 0.00322693 0.00196176
296 29.55 0.00666667 0.00291235 0.0128019 0.0216447 -0.000663236 0.00296584 0.00190986
297 29.65 0.0166667 0.0374844 0.0175295 0.00511347 -0.00180708 -0.00319676 6.21054e-05
298 29.75 0.00333333 0.000634188 0.00671734 0.00346637 -0.00214814 -0.00411843 -0.00019532
299 29.85 0.00666667 0.0042681 0.00518591 0.00398005 -0.00215662 -0.00411412 -0.000182815
300 29.95 0.01 0.00509405 0.0139673 0.00278059 -0.00215723 -0.00410161 -0.000176294
301 30.05 0.02 0.0174767 0.0140695 0.00535297 -0.00240794 -0.00291454 -0.000712411
302 30.15 0.0133333 0.00544519 0.00540082 0.030746 -0.00341896 -0.00181133 -0.000392499
303 30.25 0.00333333 0.00104161 0.00899213 0.00208906 -0.00355298 -0.00164747 -0.000287868
304 30.35 0.01 0.00601012 0.0063314 0.0015847 -0.00353109 -0.00163981 -0.000712854
305 30.45 0.02 0.0224643 0.0363589 0.024145 -0.00126984 0.000178165 -0.00284946
306 30.55 0.02 0.0184061 0.0246433 0.0238387 -4.16398e-05 -0.00011532 -0.0021925
307 30.65 0 0 0 0 -0.00108455 -0.000677724 -0.00249305
308 30.75 0.0133333 0.00765154 0.0141645 0.0138285 -0.0010848 -0.000651047 -0.00239593
309 30.85 0.01 0.0097865 0.00669682 0.00922193 -0.0011729 -0.00094999 -0.0024281
310 30.95 0.0233333 0.0225088 0.0109854 0.0437845 -0.00136314 -0.00193756 -0.00248308
311 31.05 0.0133333 0.0115852 0.0198216 0.0285259 -0.00411436 -0.00178884 -0.00253209
312 31.15 0.0133333 0.00848446 0.00337004 0.0224214 -0.00465642 -0.00176494 -0.00234685
313 31.25 0.01 0.0046861 0.00382391 0.0114995 -0.00320991 0.00034183 -0.00119218
314 31.35 0.01 0.00425202 0.0215461 0.0113009 -0.00246258 -0.005878 -0.000511029
315 31.45 0.0133333 0.00410277 0.0123092 0.00192349 -0.00194204 0.001921 -0.000579864
316 31.55 0 0 0 0 -0.00309255 0.00184747 -0.00104266
317 31.65 0.01 0.0111554 0.00412437 0.00268999 -0.00669053 0.00179741 -0.00109911
318 31.75 0.0266667 0.034685 0.040211 0.0135863 -0.00670964 0.00103452 -0.00109567
319 31.85 0.0166667 0.0119058 0.027148 0.0227713 -0.00412829 -0.000927281 -0.00156248
320 31.95 0.00333333 0.000156078 4.85389e-06 0.0034528 -0.00317583 -0.00074249 -0.00145754
321 32.05 0.00666667 0.00978715 0.0059658 0.00453064 -0.00348715 -0.000899941 -0.00148445
322 32.15 0.00666667 0.0036745 0.0067191 0.00592819 -0.00394545 -0.00190256 -0.00170894
323 32.25 0.0133333 0.0180427 0.0435945 0.0061845 -0.00394072 -0.00191401 -0.00185101
324 32.35 0.0233333 0.0166228 0.0403427 0.0278819 -0.00504448 -0.00321285 -0.00193426
325 32.45 0 0 0 0 -0.00290878 -0.00113109 -0.00179734
326 32.55 0.00333333 0.000849234 0.0103504 0.00141314 -0.00291722 -0.00102674 -0.00177961
327 32.65 0.0166667 0.00191699 0.0139825 0.0382853 -0.002721 -0.00108525 -0.00181197
328 32.75 0.00666667 0.00405244 0.00449858 0.00894381 -0.000904575 -0.00103208 -0.00197528
329 32.85 0.00666667 0.0247728 0.00999106 0.0194869 -0.00113543 -0.00105559 -0.00216149
330 32.95 0.0133333 0.0236362 0.00299096 0.0104649 -0.00118505 -0.0011302 -0.00228997
331 33.05 0.0133333 0.028321 0.00880661 0.00986906 -0.000859254 -0.000639889 -0.0020023
332 33.15 0.00333333 0.00020327 0.000539751 0.00548371 -0.000872184 -0.000776301 -0.00262414
333 33.25 0.0166667 0.00466059 0.0137431 0.00556198 0.0175645 0.0200873 -0.00236598
334 33.35 0.0133333 0.00428963 0.0121764 0.0272297 0.0102894 0.0118 -0.00305868
335 33.45 0.02 0.014034 0.0104762 0.0169818 -0.00101761 -0.00111959 -0.00408508
336 33.55 0.01 0.00979211 0.0261554 0.000809025 -0.00120777 -0.00143243 -0.00407015
337 33.65 0.0133333 0.020684 0.00640076 0.00504488 -0.0012755 -0.00176048 -0.00410285
338 33.75 0.0233333 0.0265205 0.00843204 0.00782858 -0.00124692 -0.00171028 -0.00427537
339 33.85 0.0133333 0.0259892 0.00582451 0.00535017 -0.00131036 -0.00140686 -0.00443644
340 33.95 0.01 0.00212129 0.0225986 0.0024208 -0.00245605 -0.00171562 -0.00486166
341 34.05 0.0166667 0.00212737 0.0174797 0.0294647 -0.00263142 -0.00177996 -0.00487945
342 34.15 0.0166667 0.0289231 0.0157841 0.0140124 -0.00245799 -0.00121078 -0.00385121
343 34.25 0.00666667 0.000948216 0.00261544 0.00201594 -0.0020659 -0.00106308 -0.00222271
344 34.35 0.02 0.0248915 0.0350612 0.00980179 -0.00295509 -0.00128354 -0.00260749
345 34.45 0.02 0.0379134 0.010544 0.0150893 -0.00312111 -0.00129134 -0.00172672
346 34.55 0.0166667 0.00595988 0.0145363 0.0114964 -0.00274803 -0.00103194 -0.00140465
347 34.65 0.01 0.00985372 0.00180795 0.000841067 -0.00235202 -0.000888972 -0.000822874
348 34.75 0.01 0.0245807 0.0149472 0.00253988 -0.00226403 -0.000850067 -0.000751952
349 34.85 0.01 0.0296993 0.00485 0.00739488 -0.00220085 -0.00117857 -0.000864908
350 34.95 0.02 0.0690381 0.00562115 0.00601703 -0.00159092 -0.00182348 -0.000923109
351 35.05 0.01 0.00170291 0.00438692 0.0118631 -0.00147489 -0.00179608 -0.000797036
352 35.15 0.0133333 0.0238439 0.00752056 0.00497276 -0.00168293 -0.00178531 -0.00287325
353 35.25 0.01 0.012339 0.00346265 0.0180291 -0.00164318 -0.00209351 -0.00288498
354 35.35 0.0133333 0.0100254 0.0198948 0.00787368 -0.00183893 -0.00150821 -0.00300845
355 35.45 0.0133333 0.00944629 0.00461985 0.00459507 -0.00187405 -0.00119102 -0.00244429
356 35.55 0.00666667 0.0240767 0.00393558 0.00636096 -0.00093233 -0.000666928 -0.00157608
357 35.65 0.01 0.010062 0.0121928 0.00409532 -0.000915799 -0.000585371 -0.00167294
358 35.75 0.02 0.00356613 0.010505 0.0256273 -0.00123737 -0.000942777 -0.00207
359 35.85 0.01 0.0293641 0.00926945 0.00467791 -0.00119257 -0.000917512 -0.00198929
360 35.95 0.00666667 0.0279577 9.32698e-05 0.00429203 -0.00112823 -0.000887999 -0.00184807
120000 360
1 0.05 0.0133333 0.00936043 0.00977253 0.0078133 -0.00115239 -0.00103337 -0.0030861
2 0.15 0.02 0.00641241 0.0232619 0.0180913 -0.00183996 -0.000741472 -0.00390745
3 0.25 0.01 0.0137221 0.0165729 0.00314895 -0.00180997 -0.000888869 -0.00403914
4 0.35 0.0233333 0.0223523 0.0326639 0.0260414 -0.00199897 -0.00244562 -0.00386225
5 0.45 0.00666667 0.00167046 0.0016672 0.000586015 -0.00265001 -0.00605725 -0.00383305
6 0.55 0.0133333 0.000814458 0.00165145 0.0060013 -0.0019356 -0.00240958 -0.00383833
7 0.65 0.00666667 0.000656866 0.00271438 0.00114005 -0.00182831 -0.00225299 -0.00382232
8 0.75 0.0233333 0.0183123 0.0220649 0.0216271 -0.00164245 -0.00211987 -0.00353979
9 0.85 0.00666667 0.00501012 0.0234471 0.00115023 -0.000804252 -0.00106135 -0.00230911
10 0.95 0.00666667 0.00503772 0.00567037 0.00058188 -0.000790186 -0.00104522 -0.0022883
11 1.05 0.0233333 0.0283171 0.00905652 0.0226436 -0.00135572 -0.00142758 -0.0025723
12 1.15 0.00666667 0.00152688 0.0143762 0.015644 -0.0041267 -0.00376833 -0.00252183
13 1.25 0.00666667 0.00222324 0.00295181 0.00546188 -0.00474543 -0.00377262 -0.00252908
14 1.35 0.0133333 0.00060336 0.0055512 0.00824307 -0.00474964 -0.0031491 -0.0024159
15 1.45 0.0166667 0.00939676 0.0375995 0.0113685 -0.00403306 -0.00309173 -0.0019701
16 1.55 0.0133333 0.00371145 0.00644451 0.0168532 -0.00237191 -0.00371803 -0.00192155
17 1.65 0.0133333 0.00250136 0.0216466 0.00519129 -0.00107604 -0.000507485 -0.00175762
18 1.75 0.02 0.0268487 0.0141402 0.0185824 -0.00609846 -0.00703409 -0.00186264
19 1.85 0.00666667 0.00122008 0.000431153 0.000279937 -0.00109387 -0.00591325 -0.00196232
20 1.95 0.0266667 0.0338132 0.0608298 0.00622799 -0.00139803 -0.0037495 -0.00192741
21 2.05 0.0233333 0.0644572 0.0226474 0.00790891 -0.00200434 -0.00145932 -0.00213324
22 2.15 0.00666667 0.0274793 0.00108841 0.00610505 -0.00129251 -0.000384131 -0.000388003
23 2.25 0.0366667 0.0200821 0.0478755 0.0231724 -0.000566795 3.97478e-05 0.00103916
24 2.35 0.01 0.0046013 0.00313058 0.00519367 -0.000610994 -8.00232e-05 0.000509657
25 2.45 0.0166667 0.00665824 0.00857832 0.00827784 -0.000624279 -0.00169993 0.000466719
26 2.55 0.00333333 0.00608554 0.00504186 0.0006688 -0.000636027 -0.00171705 0.000555757
27 2.65 0.0133333 0.0159739 0.0105284 0.00948267 -0.00167236 -0.0014022 0.00021253
28 2.75 0.00666667 0.0052563 0.00445836 0.00254266 -0.00179153 0.000526404 0.000475316
29 2.85 0.0233333 0.0104418 0.0136538 0.0424638 -0.00162447 2.52584e-06 -0.000279859
30 2.95 0.0133333 0.00204185 0.00390574 0.01912 -0.00301444 -0.00388437 -0.00328579
31 3.05 0.0233333 0.059115 0.0105247 0.0462435 -0.00304016 -0.00362419 -0.00346689
32 3.15 0.01 0.0113082 0.0110434 0.00963172 -0.00266328 -0.00322794 -0.00379476
33 3.25 0.0233333 0.0157836 0.0113933 0.0093635 -0.00277594 -0.00246433 -0.00361799
34 3.35 0.0133333 0.0136702 0.00567992 0.00828766 -0.00240895 -0.00125109 -0.00306976
35 3.45 0.01 0.00617652 0.000935344 0.0078589 -0.0012817 -0.000850291 -0.00263491
36 3.55 0.01 0.00814688 0.00256633 0.00443043 -0.00140962 -0.000861824 -0.00258607
37 3.65 0.01 0.00529122 0.00654104 0.00413451 -0.00267538 -0.00265874 -0.00258433
38 3.75 0.02 0.0114979 0.00916011 0.0148106 -0.0050491 -0.00454639 -0.00277713
39 3.85 0.0133333 0.0100145 0.00727996 0.0164546 -0.00639302 -0.004176 -0.00284741
40 3.95 0.0166667 0.0136409 0.0124365 0.012964 -0.00549196 -0.00215108 -0.00218517
41 4.05 0.01 0.0150521 0.00764983 0.0179344 -0.0025974 -0.000509786 -0.00155352
42 4.15 0.02 0.0124916 0.0233353 0.0118645 0.00844399 -0.00036422 -0.00115299
43 4.25 0.0166667 0.0179071 0.0142725 0.0307784 0.0118842 -0.000416648 -0.00124919
44 4.35 0.0166667 0.0223312 0.00915159 0.0295425 -0.000725904 -0.00125052 -0.00192839
45 4.45 0 0 0 0 -0.0006732 -0.00107006 -0.00191712
46 4.55 0.01 0.00214112 0.00644894 0.00790932 -0.000544679 -0.0010432 -0.00128316
47 4.65 0.0166667 0.0315393 0.008977 0.00884004 4.52752e-05 -0.000614855 0.00261832
48 4.75 0.0133333 0.0167147 0.0101893 0.0105039 0.000909639 0.00117723 0.00442768
49 4.85 0.00666667 0.0035053 0.0197895 0.00304886 0.00106449 0.0021017 0.00591995
50 4.95 0.0133333 0.016914 0.025249 0.0151413 0.000335671 0.000553935 0.00590447
51 5.05 0.00333333 0.000185313 0.000110795 0.00138617 -0.000126778 0.00165265 0.00595855
52 5.15 0.01 0.0250314 0.0021442 0.00741004 -0.0050995 0.000958361 0.00587808
53 5.25 0.0166667 0.022274 0.0157344 0.00756139 -0.000353372 0.00130276 0.00566953
54 5.35 0.01 0.00982188 0.00118074 0.0018339 0.000647195 0.000390995 0.00516614
55 5.45 0.0266667 0.0326155 0.0125732 0.0231978 -0.0017569 -0.00344735 0.00241882
56 5.55 0.0166667 0.0511493 0.0378612 0.0150733 -0.00206926 -0.00198872 -0.00195976
57 5.65 0.00333333 0.00649507 0.00195135 0.00279418 -0.00534616 -0.00201728 -0.00223462
58 5.75 0.0133333 0.00964973 0.00806353 0.00769965 0.00992117 -0.00145481 -0.0021543
59 5.85 0.0233333 0.0469131 0.011873 0.0429924 0.0100311 -0.000716884 -0.00248481
60 5.95 0.0166667 0.0146165 0.00796997 0.00762704 -0.00134793 -0.000794833 -0.00307264
61 6.05 0.00666667 0.00469213 0.0153594 0.00278037 -0.00132405 -0.000859977 -0.00304884
62 6.15 0.00666667 0.00327654 0.00140018 0.00190455 -0.0014483 -0.00105646 -0.00308677
63 6.25 0.0166667 0.0135765 0.0155586 0.00276678 -0.00304849 -0.00262478 -0.00343756
64 6.35 0.02 0.0108149 0.0276468 0.00497022 -0.00295584 -0.00239433 -0.00363512
65 6.45 0.0233333 0.0501027 0.0212517 0.0252818 -0.00342574 -0.00249631 -0.0035213
66 6.55 0.0166667 0.0348019 0.00472717 0.0049159 -0.00359432 -0.00257263 -0.00405204
67 6.65 0.0133333 0.00188884 0.0126449 0.0213998 -0.00291564 -0.00244406 -0.00457519
68 6.75 0.0233333 0.0181073 0.00856326 0.0255609 -0.00354224 -0.00416483 -0.00545145
69 6.85 0.02 0.0232874 0.0244745 0.0169172 -0.00392845 -0.00418809 -0.00563594
70 6.95 0.00666667 0.000817966 0.00138357 0.0286866 -0.00394746 -0.00516204 -0.00633486
71 7.05 0.0166667 0.0119744 0.00966575 0.0109524 -0.00417132 -0.00531348 -0.00659651
72 7.15 0.0266667 0.0212096 0.00439455 0.0369811 -0.00443831 -0.00586671 -0.00795974
73 7.25 0.00666667 0.0129292 0.000676064 0.00454487 -0.00441751 -0.00778517 -0.00935082
74 7.35 0.0133333 0.00706751 0.00559703 0.00473781 -0.00455353 -0.00938015 -0.0114596
75 7.45 0.02 0.023784 0.0163748 0.00736581 -0.00433349 -0.0100101 -0.012167
76 7.55 0.0166667 0.00695045 0.0155478 0.0146711 -0.00395345 -0.000359246 -0.0106791
77 7.65 0.0233333 0.0137198 0.00431053 0.0154412 -0.00497992 0.0176812 -0.0121908
78 7.75 0.0466667 0.0198769 0.0311505 0.0405447 -0.00921672 0.000431523 -0.0198591
79 7.85 0.03 0.00945656 0.0202358 0.0384991 -0.0128193 -0.0185983 -0.0261018
80 7.95 0.0166667 0.0108514 0.0112597 0.0293355 -0.0156322 -0.0197308 -0.027817
81 8.05 0.0133333 0.00318222 0.014879 0.0134359 -0.0248829 -0.023925 -0.0305979
82 8.15 0.0533333 0.0476814 0.0457932 0.0804939 -0.0299888 -0.0244791 -0.0372247
83 8.25 0.0433333 0.0374615 0.0339296 0.0553261 -0.0243564 -0.0166958 -0.0428888
84 8.35 0.0466667 0.0379905 0.0448937 0.0693337 -0.0412962 -0.0321972 -0.0507622
85 8.45 0.0766667 0.0574679 0.0635968 0.0680117 -0.0525857 -0.0457886 -0.0559645
86 8.55 0.0933333 0.0872834 0.103584 0.076248 -0.0551217 -0.0646081 -0.0683986
87 8.65 0.0966667 0.105168 0.070416 0.0648981 -0.0416454 -0.0748735 -0.0827968
88 8.75 0.11 0.0680661 0.0877728 0.0832809 -0.0351107 -0.111981 -0.101113
89 8.85 0.15 0.0930262 0.125295 0.124915 -0.105573 -0.140062 -0.131026
90 8.95 0.153333 0.14641 0.132891 0.133911 -0.156214 -0.173955 -0.150447
91 9.05 0.163333 0.087946 0.126867 0.0999198 -0.170714 -0.159074 -0.18079
92 9.15 0.196667 0.143268 0.162283 0.188474 -0.225516 -0.135629 -0.207165
