# Time-averaged data for fix fIK
# TimeStep Number-of-rows
# Row c_pIK[1] c_pIK[2] c_pIK[3] c_pIK[4] c_pIK[5] c_pIK[6] c_pIK[7] c_pIK[8]
30000 360
290 28.95 0.0166667 0.015519 0.00904519 0.00871805 -0.00102747 -0.0013605 -0.00740836
291 29.05 0.01 0.00154701 0.00781961 0.000141962 -0.00068609 -0.000897244 -0.00629429
292 29.15 0.0233333 0.00972478 0.0208829 0.0272897 -0.00101413 -0.00139087 -0.00605807
293 29.25 0.03 0.0273245 0.0168318 0.0208629 -0.00377857 -0.00370417 -0.00717474
294 29.35 0.0233333 0.0143064 0.0177101 0.0235383 -0.0038058 -0.00548247 -0.00632786
295 29.45 0.0133333 0.00550244 0.0221308 0.0017053 -0.00458754 -0.00873923 -0.00548243
296 29.55 0.02 0.0163883 0.0352538 0.0273582 -0.00456664 -0.00906134 -0.00415757
297 29.65 0.01 0.0147797 0.00819447 0.00821033 -0.00503191 -0.00944846 -0.00397744
298 29.75 0.01 0.0195447 0.000252578 0.00223168 -0.00412912 -0.00455487 -0.00384349
299 29.85 0.00666667 0.00507542 0.00897319 9.69265e-05 -0.0041618 -0.00425887 -0.00395667
300 29.95 0.00333333 0.000654816 0.00111028 0.00198765 -0.00402746 -0.00393812 -0.0036445
301 30.05 0.02 0.00371102 0.00538684 0.0165065 -0.00302378 -0.00289446 -0.00277935
302 30.15 0.00333333 0.0022158 0.0007689 1.0444e-07 -0.00287049 -0.00284213 -0.00258606
303 30.25 0.0133333 0.0131853 0.0403459 0.00602299 -0.00218965 -0.00281618 -0.00283818
304 30.35 0.0233333 0.0135875 0.0264153 0.0248918 -0.00420615 -0.00261899 -0.00284313
305 30.45 0.0133333 0.00874043 0.00315669 0.00911329 -0.0059218 -0.00176137 -0.00394456
306 30.55 0.0166667 0.0155987 0.00513747 0.0113892 -0.00529132 -0.00191944 -0.00424128
307 30.65 0.0166667 0.0122036 0.0111783 0.0159091 -0.00453294 -0.00188749 -0.00460469
308 30.75 0.0166667 0.0282591 0.0157732 0.0104325 -0.00450741 -0.00187954 -0.00460292
309 30.85 0.02 0.00809817 0.0166816 0.0126895 -0.00373347 -0.00196413 -0.0043142
310 30.95 0.0233333 0.0265666 0.0305646 0.0341622 -0.0039493 -0.00273342 -0.00418818
311 31.05 0.02 0.0349587 0.0270869 0.00918265 -0.00679365 -0.00329553 -0.00468513
312 31.15 0.01 0.026907 0.00410718 0.00839625 -0.00361396 -0.00258386 -0.00469877
313 31.25 0.0233333 0.028544 0.00550641 0.0238322 -0.00175021 0.0034783 -0.00433169
314 31.35 0.01 0.0061407 0.00648175 0.00213725 -0.000697803 0.015859 -0.00364091
315 31.45 0.0133333 0.00621823 0.00951225 0.000298139 -0.00219005 -0.00067089 -0.00411206
316 31.55 0.01 0.00053765 0.000719689 0.00148718 -0.00302873 -0.00176706 -0.00429601
317 31.65 0.0166667 0.0121705 0.0118662 0.0203833 -0.00548209 -0.00444498 -0.00453311
318 31.75 0.00666667 0.00482957 0.00265244 0.00192855 -0.00607206 -0.00569632 -0.00426094
319 31.85 0.0166667 0.0156645 0.0184212 0.0192724 -0.00669965 -0.00845388 -0.00439851
320 31.95 0.02 0.00849089 0.00750896 0.00390018 -0.00247889 -0.00449969 -0.00438925
321 32.05 0.02 0.00734996 0.0122248 0.00709067 -0.0027984 -0.00440594 -0.0044452
322 32.15 0.01 0.011817 0.00859482 0.0051336 -0.0010528 -0.00351539 -0.00430676
323 32.25 0.01 0.00610844 0.0129521 0.00321268 -0.00240636 -0.00594841 -0.00438406
324 32.35 0.0166667 0.00802601 0.0351949 0.0340923 -0.00755241 -0.0131453 -0.00452498
325 32.45 0.0133333 0.00521368 0.00665995 0.0104861 -0.00480484 -0.00476008 -0.00407478
326 32.55 0.0133333 0.00829077 0.016145 0.00209643 -0.00612639 -0.00364983 -0.00352101
327 32.65 0.0166667 0.00568876 0.0139231 0.00253156 -0.00263978 -0.00213682 -0.0035747
328 32.75 0.02 0.0116087 0.0138203 0.00457968 -0.00328637 -0.00236092 -0.00389741
329 32.85 0.00666667 0.00168831 0.000197121 0.00372617 -0.00330325 -0.00289514 -0.00433852
330 32.95 0.0166667 0.016011 0.0129296 0.00983591 -0.0034567 -0.00308385 -0.00484908
331 33.05 0.0233333 0.0100015 0.0323314 0.0364242 -0.00370805 -0.00203339 -0.0036288
332 33.15 0.0233333 0.0128949 0.0432672 0.00699718 -0.00330132 0.000149675 -0.00172146
333 33.25 0.0133333 0.00684197 0.0166927 0.00722809 0.000710354 0.00550474 0.000222888
334 33.35 0.0166667 0.0119632 0.0113177 0.00382688 0.00639939 0.0131271 0.000737153
335 33.45 0.02 0.0132464 0.00357664 0.0195915 0.00230396 0.00616517 0.000271882
336 33.55 0.01 0.0134055 0.0138533 0.00371045 -0.000601277 0.00197492 0.000133331
337 33.65 0.0133333 0.0151856 0.0117959 0.016341 -0.00172329 0.000400234 -0.000867363
338 33.75 0.02 0.00830503 0.0170095 0.0218993 -0.00557022 -0.00465065 -0.00293166
339 33.85 0.02 0.0106834 0.00453298 0.00465459 -0.0036216 -0.00523844 -0.00457087
340 33.95 0.0166667 0.00771508 0.0208191 0.00992121 -0.00504876 -0.00666275 -0.00397013
341 34.05 0.00333333 0.000120092 3.64371e-06 0.00443825 -0.00144958 -0.00242357 -0.003923
342 34.15 0.0166667 0.0160692 0.00744951 0.0128398 -0.000538425 -0.00102397 -0.00321156
343 34.25 0.0166667 0.00972814 0.0160972 0.0053796 0.00138809 0.000296931 -0.003169
344 34.35 0.0166667 0.0118493 0.00917159 0.0125023 0.00454392 -9.14374e-05 0.000539131
345 34.45 0.0233333 0.00870474 0.0109112 0.0455118 0.00501703 -0.00265459 0.00192635
346 34.55 0.0233333 0.00616165 0.0183813 0.0306251 0.00289154 -0.00543392 0.0017668
347 34.65 0.02 0.0406777 0.00951486 0.0079418 0.000904367 -0.000773832 0.0011122
348 34.75 0.01 0.0057908 0.0033022 0.000728689 -0.00042665 -0.00756477 0.00183279
349 34.85 0.02 0.0170483 0.00788091 0.00819095 -0.00347983 -0.0054909 -0.00146826
350 34.95 0.0133333 0.00704553 0.0453705 0.00654737 -0.00470314 -0.00183712 -0.00211892
351 35.05 0.01 0.00459073 0.00751831 0.00112777 -0.00322318 -0.00119253 -0.00200711
352 35.15 0.0166667 0.0260639 0.0113947 0.0102717 -0.00279642 -0.00157477 -0.00194953
353 35.25 0.02 0.0182682 0.013543 0.0200705 -0.0055148 -0.00543544 -0.00187789
354 35.35 0.0233333 0.013004 0.00631559 0.0117548 -0.00323059 -0.00400599 -0.0021459
355 35.45 0.00666667 0.0120998 0.00215317 0.0153465 -0.00364058 -0.0034069 -0.00210439
356 35.55 0.0233333 0.0303017 0.0243295 0.0197414 -0.00257871 -0.00285785 -0.00186659
357 35.65 0.01 0.0018121 0.00138938 0.00273678 -0.002345 -0.00465944 -0.00268739
358 35.75 0.00666667 0.00151859 0.00762637 0.00947882 -0.00235058 -0.00781571 -0.00357641
359 35.85 0.0166667 0.00811105 0.0116444 0.0300735 -0.00227922 -0.00350922 -0.00342148
360 35.95 0.01 0.00111767 0.00537615 0.00279601 -0.00243497 -0.0021123 -0.00334198
60000 360
1 0.05 0.0133333 0.0120486 0.0040154 0.0268172 -0.00255227 -0.00157987 -0.00113058
2 0.15 0.0133333 0.0143663 0.00710085 0.0118868 -0.00249559 -0.00164088 -0.00126439
3 0.25 0.0133333 0.00999416 0.015451 0.00705838 -0.00345328 -0.00136082 -0.00194941
4 0.35 0.00666667 0.00114584 0.00140807 0.00195465 -0.00382047 -0.00150304 -0.0019398
5 0.45 0.00666667 0.00142792 0.00101824 0.00865429 -0.00595415 -0.00213818 -0.00206239
6 0.55 0.01 0.0116277 0.00130584 0.00156597 -0.00598784 -0.00211556 -0.00208779
7 0.65 0.02 0.00899343 0.039362 0.0219787 -0.00463468 -0.0015761 -0.00181438
8 0.75 0.0133333 0.0169198 0.00283975 0.0112221 -0.0034391 -0.00151722 -0.00167701
9 0.85 0.0166667 0.0239605 0.0145385 0.0138381 -0.00453925 -0.00154921 -0.00173217
10 0.95 0.0133333 0.00741847 0.00305032 0.00601813 -0.00404627 -0.00554583 -0.00180116
11 1.05 0.0133333 0.0213966 0.00417761 0.00708624 -0.00114814 -0.000846278 -0.00162764
12 1.15 0.01 0.00664745 0.00451027 0.0339903 -0.001214 -0.00060272 -0.00177161
13 1.25 0.01 0.00443757 0.0117664 0.00719198 -0.0013285 -0.000681952 -0.00184859
14 1.35 0.0133333 0.0101219 0.00262707 0.0103639 -0.000868947 -0.000695108 -0.00130556
15 1.45 0.0166667 0.0160226 0.00510389 0.0197303 -0.00092211 -0.000749263 -0.00129206
16 1.55 0.00666667 0.000696892 0.0128121 0.00388016 -0.000871914 -0.000736999 -0.00127567
17 1.65 0.00666667 0.0117273 0.00563789 0.00118515 -0.000878784 -0.000793637 -0.00122172
18 1.75 0.0166667 0.00941611 0.00971644 0.00459961 -0.0011724 -0.00114766 -0.0012867
19 1.85 0.00666667 0.00672788 0.0064068 0.0163731 -0.000858041 -0.000920302 -0.00131545
20 1.95 0.0133333 0.0131347 0.00162423 0.0131066 -8.75298e-05 -0.00156381 -0.00148061
21 2.05 0.0133333 0.00444491 0.0133112 0.0120225 0.0126582 -0.0017316 1.87305e-05
22 2.15 0.00666667 0.00664498 0.000339864 0.00430848 0.0127207 -0.0016859 5.26558e-05
23 2.25 0.01 0.00353527 0.000941614 0.0075266 0.0128715 -0.00152571 6.60742e-05
24 2.35 0.0233333 0.0113317 0.01448 0.0278645 0.00576602 -0.0015691 -0.00131282
25 2.45 0.0133333 0.0148138 0.0179102 0.00671243 -0.00214115 -0.00162549 -0.00290981
26 2.55 0.0133333 0.00354904 0.0176517 0.00481371 -0.00908359 -0.00471867 -0.00279158
27 2.65 0.0233333 0.00547082 0.00882085 0.0233139 -0.0029866 -0.00407289 -0.00257794
28 2.75 0.0166667 0.0131237 0.00579739 0.00906618 -0.00189789 0.00101894 -0.00203907
29 2.85 0.0133333 0.0178303 0.00410431 0.00771071 -0.00131145 0.00267862 -0.00186591
30 2.95 0.0233333 0.00889809 0.0148456 0.0568969 -0.000990877 0.00041215 -0.00220512
31 3.05 0.0133333 0.00431827 0.0102399 0.0141806 -0.00195811 -0.00111668 -0.00265886
32 3.15 0.01 0.000835517 0.00253227 0.00272531 -0.00214929 -0.00128196 -0.00274226
33 3.25 0.0166667 0.00616967 0.0100587 0.00444968 -0.00511765 -0.00382705 -0.00270329
34 3.35 0.0133333 0.00319204 0.0153292 0.00769198 -0.00192426 -0.0012196 -0.00220588
35 3.45 0.00333333 0.00101663 1.13871e-05 0.00715747 -0.00186149 -0.00125324 -0.00221047
36 3.55 0.0133333 0.00607813 0.0125114 0.0165348 -0.00181434 -0.00208129 -0.00223208
37 3.65 0.03 0.0528223 0.0137956 0.0279017 -0.00474015 -0.00597256 -0.00325849
38 3.75 0.02 0.013842 0.00905551 0.00358153 -0.00521157 -0.00368704 -0.0033255
39 3.85 0.01 0.00147946 0.0177686 0.00918227 -0.00471207 -0.00637564 -0.002976
40 3.95 0.0133333 0.00468262 0.0166157 0.00764273 -0.00424021 -0.00605878 -0.00269982
41 4.05 0.0166667 0.0150121 0.0170059 0.0239405 -0.0033201 -0.00339446 -0.0022299
42 4.15 0.00666667 0.00511062 0.00672665 0.00238376 -0.00294216 -0.00401388 -0.00212772
43 4.25 0.0233333 0.0122018 0.0142022 0.0345035 -0.00172537 0.00604129 -0.00208333
44 4.35 0.0166667 0.010533 0.0145862 0.00368658 -0.00181498 -0.00216541 -0.00212251
45 4.45 0.01 0.00949839 0.00480717 0.00446181 -0.00170204 -0.00193487 -0.00223103
46 4.55 0.0266667 0.0127361 0.0155501 0.035554 -0.00109672 -0.00185103 -0.00265279
47 4.65 0.0233333 0.0113164 0.0129822 0.0151232 -0.000941751 -0.00168102 -0.0027976
48 4.75 0.0133333 0.0148143 0.0136133 0.0059077 -0.000910558 -0.00154555 -0.00267077
49 4.85 0.0166667 0.017348 0.0436224 0.00786091 -0.00116161 -0.00250252 -0.00307564
50 4.95 0.01 0.00313471 0.00328104 0.00454661 -0.0012248 -0.00258633 -0.00342557
51 5.05 0.00666667 0.000636058 0.00199175 0.000901124 -0.00120687 -0.00256577 -0.00340257
52 5.15 0.0366667 0.0307595 0.0232148 0.0351059 -0.00272817 -0.00520183 -0.00400739
53 5.25 0.02 0.00664212 0.00517503 0.0038161 -0.00331026 -0.00865286 -0.00473106
54 5.35 0.01 0.00275323 0.00460404 0.0120777 -0.00191682 -0.00547973 -0.0050339
55 5.45 0.00333333 0.00183716 8.21325e-05 0.00239609 -0.00190286 -0.00382276 -0.00502784
56 5.55 0.0166667 0.0193753 0.0209761 0.00947227 -0.00191095 -0.00335053 -0.0050257
57 5.65 0.01 0.00711621 0.0031484 0.00212097 -0.00226282 -0.00307246 -0.00451159
58 5.75 0.00333333 4.24398e-05 0.00914886 1.36972e-05 -0.0024321 -0.00306835 -0.00487726
59 5.85 0.02 0.0100519 0.0109547 0.00958413 -0.00308342 -0.00416771 -0.00604291
60 5.95 0.02 0.00500765 0.0123725 0.0122785 -0.00354267 -0.00419018 -0.00657568
61 6.05 0.02 0.0354805 0.0219036 0.0101596 -0.0064709 -0.00620005 -0.00725437
62 6.15 0.0133333 0.00416331 0.00598206 0.00367417 -0.00635363 -0.00587658 -0.00800054
63 6.25 0.0133333 0.00233072 0.0101339 0.00676454 -0.00531715 -0.00869956 -0.00850372
64 6.35 0.0166667 0.00399553 0.00550218 0.00811554 -0.00995652 -0.00716648 -0.0102976
65 6.45 0.0133333 0.00265363 0.0146344 0.0112108 -0.0105035 -0.00834021 -0.0114484
66 6.55 0.0333333 0.0248092 0.0165063 0.0271361 -0.00961665 -0.00851734 -0.0119725
67 6.65 0.03 0.0101775 0.0156139 0.0283139 -0.0067916 -0.00710793 -0.0118649
68 6.75 0.0266667 0.0156548 0.0130083 0.0154856 -0.00505193 -0.00679789 -0.0108903
69 6.85 0.0133333 0.0124569 0.006197 0.00438963 -0.0025456 -0.004487 -0.00956197
70 6.95 0.0166667 0.00698013 0.012879 0.013665 -0.00218022 -0.00499611 -0.0103576
71 7.05 0.02 0.015451 0.0104503 0.0153476 -0.0030244 -0.0088454 -0.0114397
72 7.15 0.03 0.0100906 0.0129817 0.0235514 -0.0153916 -0.0105155 -0.0118123
73 7.25 0.00333333 0.000207187 0.00197346 0.00138069 -0.00695459 -0.00995081 -0.0114279
74 7.35 0.03 0.0325717 0.0083333 0.0240839 -0.00607812 -0.007462 -0.0129919
75 7.45 0.03 0.0262831 0.0268634 0.0335501 -0.00989995 -0.00934707 -0.0166993
76 7.55 0.04 0.040709 0.0320072 0.021351 -0.00711509 -0.00546966 -0.0172265
77 7.65 0.0233333 0.0556245 0.0138504 0.00594469 -0.00581018 0.00152586 -0.0111135
78 7.75 0.0533333 0.0804335 0.0240296 0.0429136 0.0133085 0.000310371 -0.011341
79 7.85 0.03 0.0242086 0.0289903 0.0208844 0.0245901 -0.0110281 -0.0125684
80 7.95 0.0233333 0.0407271 0.0266548 0.0108232 0.0188893 -0.0198033 -0.0128576
81 8.05 0.0566667 0.0596495 0.0385507 0.0385035 0.00674753 -0.0281783 -0.0173822
82 8.15 0.0666667 0.0849008 0.0361404 0.059135 -0.00201663 -0.0193798 -0.0369831
83 8.25 0.0566667 0.0746393 0.0716901 0.0966062 -0.0235182 -0.0145084 -0.0585037
84 8.35 0.0733333 0.0744295 0.0660426 0.0519447 -0.030028 -0.0424367 -0.0673649
85 8.45 0.113333 0.0650975 0.0749773 0.108068 -0.0827736 -0.0843533 -0.0904716
86 8.55 0.0666667 0.0425169 0.0630188 0.071013 -0.0876421 -0.0840182 -0.107067
87 8.65 0.0933333 0.118856 0.121893 0.13214 -0.0584061 -0.118891 -0.12141
88 8.75 0.176667 0.13431 0.131206 0.0958546 -0.148879 -0.162259 -0.138601
89 8.85 0.163333 0.122326 0.18058 0.137605 -0.142721 -0.135423 -0.160635
90 8.95 0.176667 0.114523 0.163914 0.142887 -0.142188 -0.0513752 -0.164659
91 9.05 0.166667 0.202913 0.139755 0.12619 -0.246028 -0.185691 -0.18373
92 9.15 0.23 0.162565 0.18201 0.153788 -0.32813 -0.136008 -0.22028
93 9.25 0.263333 0.207947 0.291495 0.193905 -0.311337 -0.28695 -0.262182
94 9.35 0.236667 0.221934 0.176231 0.169503 -0.289159 -0.360627 -0.301716
95 9.45 0.336667 0.252974 0.257789 0.231291 -0.270878 -0.239514 -0.359677
96 9.55 0.346667 0.322978 0.315059 0.366033 -0.459997 -0.330331 -0.359807
97 9.65 0.37 0.339293 0.328045 0.298677 -0.405197 -0.55062 -0.363522
98 9.75 0.35 0.333231 0.321474 0.306394 -0.303984 -0.556142 -0.333882
99 9.85 0.426667 0.405318 0.307289 0.275668 -0.344081 -0.489927 -0.34446
100 9.95 0.5 0.46178 0.449727 0.507605 -0.580355 -0.637891 -0.38424
101 10.05 0.493333 0.433314 0.387389 0.456353 -0.634641 -0.729518 -0.411815
102 10.15 0.493333 0.458814 0.424697 0.436803 -0.877373 -0.74266 -0.430378
103 10.25 0.603333 0.584225 0.49614 0.491919 -0.911777 -0.988929 -0.464811
104 10.35 0.576667 0.546326 0.585711 0.568252 -0.703596 -0.862022 -0.439306
105 10.45 0.613333 0.567524 0.470864 0.521729 -0.524305 -0.811386 -0.496031
106 10.55 0.623333 0.516891 0.524029 0.546094 -0.43386 -0.963121 -0.546297
107 10.65 0.613333 0.393478 0.525105 0.596932 -0.882162 -0.785033 -0.50091
108 10.75 0.696667 0.567444 0.658838 0.592445 -0.88514 -1.08983 -0.576566
109 10.85 0.64 0.537502 0.561456 0.595235 -0.905122 -1.14557 -0.584157
110 10.95 0.676667 0.543608 0.608832 0.557778 -0.953369 -0.930957 -0.632448
111 11.05 0.703333 0.492924 0.684874 0.582665 -0.942303 -0.980141 -0.647193
112 11.15 0.666667 0.510829 0.634668 0.493358 -0.605709 -0.792654 -0.629971
113 11.25 0.7 0.619215 0.546039 0.564235 -1.00256 -1.0484 -0.674951
114 11.35 0.746667 0.590199 0.763328 0.588897 -1.19781 -0.841819 -0.692677
115 11.45 0.703333 0.629832 0.593079 0.644143 -1.09918 -0.729595 -0.684315
116 11.55 0.773333 0.75917 0.639138 0.689937 -0.922671 -0.727046 -0.716508
117 11.65 0.703333 0.491843 0.547159 0.544125 -0.985311 -0.674683 -0.692664
118 11.75 0.723333 0.643818 0.609797 0.62338 -0.930575 -1.01745 -0.729178
119 11.85 0.71 0.602229 0.692661 0.50969 -0.774766 -1.02493 -0.764404
120 11.95 0.72 0.511619 0.678548 0.620648 -1.10311 -1.25579 -0.932679
121 12.05 0.736667 0.627269 0.616328 0.729752 -0.819877 -1.36692 -0.995269
122 12.15 0.7 0.571545 0.710437 0.623726 -0.891749 -1.2412 -1.06039
123 12.25 0.743333 0.607629 0.675286 0.640067 -1.11536 -1.14435 -1.0295
124 12.35 0.8 0.618179 0.598537 0.656054 -1.38566 -1.4605 -1.05177
125 12.45 0.72 0.565803 0.63182 0.567365 -1.02027 -1.24609 -1.06192
126 12.55 0.683333 0.460634 0.519412 0.664686 -1.23902 -1.37334 -1.02214
127 12.65 0.793333 0.8034 0.609393 0.630355 -1.02053 -1.34891 -1.07834
128 12.75 0.73 0.58135 0.560378 0.642076 -1.41535 -1.44483 -0.975646
129 12.85 0.733333 0.609658 0.615496 0.685597 -0.877927 -1.17812 -0.838232
130 12.95 0.706667 0.597924 0.647426 0.556689 -0.425789 -0.701155 -0.830098
131 13.05 0.7 0.603787 0.581538 0.539123 -0.743153 -0.996441 -0.848691
132 13.15 0.806667 0.591661 0.602955 0.675372 -0.695912 -0.789188 -0.889078
133 13.25 0.776667 0.737509 0.632805 0.708886 -1.26518 -0.731904 -0.83991
134 13.35 0.81 0.856678 0.633735 0.626725 -1.43293 -0.980633 -0.842486
135 13.45 0.766667 0.745374 0.548565 0.614309 -1.08492 -1.25581 -0.819291
136 13.55 0.75 0.599777 0.66503 0.548769 -0.733304 -1.19477 -0.92596
137 13.65 0.71 0.461037 0.608197 0.69724 -1.52343 -1.33469 -0.974302
138 13.75 0.716667 0.60946 0.583577 0.661705 -0.782129 -1.20898 -0.935693
139 13.85 0.78 0.541125 0.74613 0.596021 -1.06794 -1.27441 -0.935929
140 13.95 0.69 0.579724 0.562472 0.580479 -0.881409 -1.12029 -0.914017
141 14.05 0.833333 0.677435 0.793041 0.690623 -0.682819 -0.56083 -0.836853
142 14.15 0.763333 0.630387 0.719613 0.719477 -0.558322 -0.832685 -0.823087
143 14.25 0.686667 0.513126 0.523657 0.54213 -0.597916 -0.705162 -0.821102
144 14.35 0.736667 0.597282 0.636827 0.671078 -0.774995 -1.06708 -0.870259
145 14.45 0.816667 0.853166 0.640327 0.660438 -0.622969 -0.665527 -0.801629
146 14.55 0.75 0.609143 0.685525 0.722251 -0.28633 -0.687336 -0.772833
147 14.65 0.783333 0.80892 0.616297 0.583791 -1.06836 -1.0278 -0.849247
148 14.75 0.753333 0.699219 0.654434 0.544758 -1.08734 -1.36709 -0.862432
149 14.85 0.75 0.604583 0.669035 0.666622 -0.707837 -0.904018 -0.880263
150 14.95 0.853333 0.708225 0.719631 0.616989 -1.02274 -0.994228 -0.894752
151 15.05 0.716667 0.52102 0.645483 0.573108 -1.16744 -0.756068 -0.979573
152 15.15 0.706667 0.640553 0.605576 0.554736 -1.1396 -0.696317 -0.900147
153 15.25 0.703333 0.662024 0.592047 0.522896 -0.964028 -0.643672 -0.801174
154 15.35 0.703333 0.624759 0.660445 0.589549 -0.472529 -0.946133 -0.762168
155 15.45 0.78 0.613266 0.782465 0.706676 -0.800001 -1.03301 -0.802818
156 15.55 0.856667 0.725205 0.589351 0.802888 -0.974437 -1.10277 -0.819428
157 15.65 0.733333 0.625036 0.618815 0.578123 -0.819335 -0.961871 -0.810534
158 15.75 0.81 0.767515 0.613004 0.658369 -0.89048 -0.453027 -0.783324
159 15.85 0.773333 0.678181 0.646486 0.676265 -0.95704 -0.90308 -0.777044
160 15.95 0.763333 0.643621 0.632279 0.653454 -0.99756 -1.03549 -0.771426
161 16.05 0.736667 0.664845 0.630042 0.570263 -1.17499 -1.04064 -0.779713
162 16.15 0.763333 0.795459 0.635047 0.735434 -0.880868 -0.973832 -0.746799
163 16.25 0.733333 0.562764 0.656182 0.595415 -0.773546 -0.628983 -0.777617
164 16.35 0.69 0.60138 0.58172 0.577062 -0.902823 -0.425094 -0.766754
165 16.45 0.786667 0.64273 0.624323 0.723764 -1.22483 -0.588988 -0.777132
166 16.55 0.833333 0.707222 0.739299 0.722609 -1.11077 -0.972062 -0.80961
167 16.65 0.816667 0.759925 0.67583 0.63029 -1.11735 -1.01674 -0.759577
168 16.75 0.786667 0.612846 0.754769 0.680187 -0.918595 -1.26691 -0.739662
169 16.85 0.68 0.650549 0.515682 0.679313 -0.573731 -0.5036 -0.690651
170 16.95 0.71 0.538026 0.543084 0.632686 -0.804513 -0.847622 -0.713383
171 17.05 0.64 0.657952 0.502277 0.378258 -1.21445 -1.01054 -0.775534
172 17.15 0.83 0.777078 0.671926 0.791454 -0.632664 -1.11568 -0.772253
173 17.25 0.896667 0.778261 0.742529 0.887091 -0.37778 -0.717243 -0.764307
174 17.35 0.776667 0.680865 0.638203 0.603964 -0.725324 -0.729842 -0.724318
175 17.45 0.826667 0.661545 0.730505 0.637734 -0.46373 -0.883367 -0.721341
176 17.55 0.69 0.611258 0.54536 0.547238 -1.33044 -1.1996 -0.805479
177 17.65 0.76 0.744526 0.63558 0.551408 -1.33509 -1.06171 -0.821676
178 17.75 0.723333 0.547195 0.677342 0.63987 -1.1022 -1.03936 -0.758228
179 17.85 0.7 0.544971 0.738075 0.681266 -0.929236 -1.03809 -0.680122
180 17.95 0.726667 0.49201 0.621478 0.540533 -0.850497 -0.923649 -0.59237
181 18.05 0.743333 0.657847 0.691823 0.684713 -0.893911 -1.23093 -0.636329
182 18.15 0.826667 0.653506 0.781019 0.691861 -1.0073 -1.06896 -0.706146
183 18.25 0.77 0.65624 0.506198 0.714855 -0.764555 -0.793614 -0.664119
184 18.35 0.803333 0.738354 0.684824 0.689355 -0.817843 -0.650815 -0.640456
185 18.45 0.773333 0.568642 0.661961 0.653256 -1.00186 -0.452895 -0.595038
186 18.55 0.773333 0.673842 0.597046 0.734351 -0.706022 -0.25815 -0.523533
187 18.65 0.753333 0.5473 0.663667 0.620044 -0.69535 -0.872856 -0.498359
188 18.75 0.703333 0.581208 0.570584 0.597538 -0.692888 -0.512697 -0.530036
189 18.85 0.753333 0.636748 0.679726 0.684113 -0.689304 -0.596797 -0.589711
190 18.95 0.773333 0.634235 0.587165 0.645602 -0.766942 -0.784515 -0.660274
191 19.05 0.853333 0.770463 0.724052 0.739056 -0.746056 -0.383393 -0.799549
192 19.15 0.773333 0.622491 0.614612 0.712497 -0.956472 -1.11427 -0.858075
193 19.25 0.663333 0.581453 0.548822 0.468633 -0.694853 -1.32797 -0.93552
194 19.35 0.76 0.596559 0.784318 0.57404 -0.513836 -1.05342 -0.936435
195 19.45 0.746667 0.532345 0.650173 0.731804 -0.759306 -0.968302 -0.916722
196 19.55 0.806667 0.663753 0.698084 0.630853 -0.272034 -0.721007 -0.95158
197 19.65 0.83 0.809238 0.812837 0.74645 -0.77399 -0.4452 -0.86526
198 19.75 0.67 0.608374 0.500309 0.598873 -0.519438 -0.898662 -0.773179
199 19.85 0.76 0.637879 0.662411 0.581009 -0.809304 -0.937324 -0.774618
200 19.95 0.84 0.715904 0.66221 0.822056 -0.966807 -1.11792 -0.834843
201 20.05 0.703333 0.552958 0.467691 0.541542 -1.10093 -0.774937 -0.744559
202 20.15 0.73 0.523707 0.572769 0.536604 -0.617456 -0.895609 -0.677609
203 20.25 0.78 0.68117 0.733474 0.754907 -0.876758 -0.820704 -0.653851
204 20.35 0.743333 0.608582 0.694199 0.557581 -0.658721 -0.789337 -0.68573
205 20.45 0.773333 0.556323 0.715542 0.746389 -0.630344 -1.06805 -0.710488
206 20.55 0.746667 0.56745 0.681037 0.62383 -0.486142 -0.591856 -0.747689
207 20.65 0.773333 0.622658 0.584606 0.773049 -0.641775 -0.864946 -0.703027
208 20.75 0.803333 0.700916 0.732183 0.647526 -0.64309 -0.784522 -0.765927
209 20.85 0.726667 0.576397 0.581814 0.601135 -0.900003 -1.11415 -0.877093
210 20.95 0.73 0.523524 0.527705 0.633746 -0.76021 -1.07093 -0.911616
211 21.05 0.743333 0.629233 0.639452 0.688419 -0.811588 -1.12841 -0.903334
212 21.15 0.78 0.659418 0.698522 0.699375 -0.884488 -0.65414 -0.76197
213 21.25 0.74 0.551182 0.614524 0.728546 -1.06506 -0.95052 -0.740402
214 21.35 0.813333 0.612 0.72629 0.803852 -0.714639 -1.06546 -0.74156
215 21.45 0.693333 0.56768 0.604772 0.573785 -0.725026 -0.861769 -0.745279
216 21.55 0.703333 0.636608 0.684839 0.675349 -0.64847 -0.998495 -0.797714
217 21.65 0.813333 0.664198 0.682195 0.747083 -1.21552 -0.659208 -0.941789
218 21.75 0.77 0.755607 0.59082 0.727593 -1.44376 -0.621181 -0.970478
219 21.85 0.8 0.731972 0.608903 0.611556 -0.825901 -0.686056 -0.820907
220 21.95 0.71 0.631337 0.675556 0.614216 -1.11471 -0.699863 -0.857781
221 22.05 0.703333 0.58401 0.664356 0.615413 -1.09254 -0.890319 -0.89489
222 22.15 0.73 0.590867 0.604124 0.668022 -0.860389 -0.717382 -0.839421
223 22.25 0.72 0.650272 0.631233 0.590037 -0.671587 -1.00191 -0.853058
224 22.35 0.743333 0.645959 0.689356 0.611161 -0.712803 -1.14701 -0.850129
