# Time-averaged data for fix fb
# TimeStep Number-of-rows
# Row c_pB[1] c_pB[2] c_pB[3] c_pB[4] c_pB[5] c_pB[6] c_pB[7] c_pB[8]
0 360
258 25.75 0.542857 0.347613 0.454827 0.601974 -0.714161 -0.799294 -0.260153
259 25.85 0.485714 0.577082 0.320655 0.347148 -0.688128 -0.689683 -0.334208
260 25.95 0.557143 0.440865 0.659943 0.370315 -0.966331 -0.760506 -0.430276
261 26.05 0.457143 0.405888 0.3245 0.378928 -0.97039 -0.142659 -0.571624
262 26.15 0.557143 0.510662 0.51697 0.318205 -0.673017 -0.236157 -0.492779
263 26.25 0.328571 0.343719 0.284861 0.362411 -0.248767 -0.416735 -0.342371
264 26.35 0.342857 0.240586 0.276681 0.353763 -0.158384 -0.668549 -0.312526
265 26.45 0.457143 0.581919 0.574651 0.32701 -0.295401 -0.711774 -0.191109
266 26.55 0.242857 0.113316 0.19296 0.18441 -0.228526 -0.456745 -0.126735
267 26.65 0.185714 0.15525 0.193926 0.104264 -0.292548 -0.451081 -0.112392
268 26.75 0.157143 0.203959 0.179559 0.231794 -0.295111 -0.335968 -0.0737026
269 26.85 0.128571 0.0922339 0.121993 0.117436 -0.323646 -0.209562 -0.0885044
270 26.95 0.271429 0.114403 0.219974 0.449811 -0.287714 -0.135478 -0.0512365
271 27.05 0.2 0.18996 0.0533894 0.255331 -0.257968 -0.186364 -0.0443888
272 27.15 0.142857 0.0865545 0.0737808 0.0895341 -0.153202 -0.169549 0.00170795
273 27.25 0.142857 0.252479 0.141175 0.106444 -0.129984 -0.145999 0.0537222
274 27.35 0.114286 0.0211053 0.102764 0.128812 -0.0764379 -0.0846713 0.00487819
275 27.45 0.0714286 0.0457163 0.0788885 0.13837 -0.0988808 -0.0572266 -0.0188705
276 27.55 0.0714286 0.0602493 0.0349072 0.0312797 -0.0681261 -0.00720577 -0.0151185
277 27.65 0.0428571 0.0428088 0.0152827 0.0290695 -0.0497854 -0.0230265 -0.0100099
278 27.75 0.0428571 0.0559032 0.0273853 0.0245483 -0.0440719 -0.0449439 -0.0121754
279 27.85 0.0571429 0.0446284 0.0541972 0.0111862 -0.0318327 -0.0337847 0.000769457
280 27.95 0.0857143 0.0326793 0.043524 0.128063 -0.0353219 -0.0364039 0.0056059
281 28.05 0.0714286 0.0956086 0.0456752 0.0893371 -0.0108645 -0.0309098 -0.0202242
282 28.15 0.0285714 0.0158541 0.00843973 0.0170303 -0.0500154 -0.0310463 -0.014251
283 28.25 0.0142857 0.0275748 0.00352426 0.0143369 -0.00564498 -0.00335651 -0.00889749
284 28.35 0.0142857 0.0242693 0.0961833 0.0077801 -0.00453583 -0.00631432 -0.0082283
285 28.45 0 0 0 0 -0.00387557 -0.00646941 -0.00781487
286 28.55 0.0142857 0.00268356 0.0033914 0.0254363 -0.00376638 -0.00629801 -0.00748602
287 28.65 0.0142857 0.0170823 0.0461429 0.000593547 -0.00281189 -0.00122331 -0.00435655
288 28.75 0.0142857 0.0503385 0.00543366 0.0319033 -0.00279092 -0.000938764 -0.00482191
289 28.85 0 0 0 0 -0.00274858 -0.000938821 -0.00590981
290 28.95 0.0142857 0.000992913 0.0176119 0.00493661 -0.00178998 -0.000952098 -0.00397599
291 29.05 0 0 0 0 -0.00156072 -0.000955273 -0.0035135
292 29.15 0.0142857 0.0185683 0.000594392 0.0019418 -0.00154597 -0.000954828 -0.00346673
293 29.25 0.0142857 0.000488363 0.00390491 0.00664375 -0.00134988 -0.000912515 -0.00321505
294 29.35 0.0142857 0.000141066 0.000668151 4.19053e-05 -0.000780245 -0.000691926 -0.00291325
295 29.45 0.0142857 0.00305323 0.0154366 0.000728037 -0.000331091 -0.000495313 -0.00263614
296 29.55 0 0 0 0 -0.000328563 -0.00048916 -0.00262376
297 29.65 0 0 0 0 -0.000328563 -0.00048916 -0.00262376
298 29.75 0.0142857 0.0390443 0.000361025 0.0183339 -0.000319625 -0.000479494 -0.00258703
299 29.85 0 0 0 0 -0.000316353 -0.000475955 -0.00257359
300 29.95 0 0 0 0 -0.000316353 -0.000475955 -0.00257359
301 30.05 0.0285714 0.0189009 0.01885 0.00982536 -0.000440693 -0.00143821 -0.00283265
302 30.15 0.0142857 0.0141077 0.00018286 0.0252362 -0.000820636 -0.00452303 -0.0038664
303 30.25 0.0142857 0.0255359 0.00784581 0.0019504 -0.00108332 -0.00675427 -0.00481819
304 30.35 0.0142857 0.00728925 0.0202167 0.00175183 -0.00115548 -0.00750207 -0.00486327
305 30.45 0 0 0 0 -0.00119477 -0.00797522 -0.00491293
306 30.55 0.0285714 0.0787215 0.00975164 0.0916448 -0.000866008 -0.00540638 -0.00467842
307 30.65 0.0142857 0.00387584 0.00206944 0.0487571 -0.000754588 -0.00395722 -0.00445236
308 30.75 0.0142857 0.0408188 1.89815e-05 0.00457986 -0.000665532 -0.00248394 -0.00416148
309 30.85 0.0285714 0.00166165 0.0537425 0.00365725 0.012773 0.000382503 -0.0040943
310 30.95 0.0285714 0.00467899 0.0689842 0.0310065 -0.000661059 -0.00321803 -0.00472302
311 31.05 0.0428571 0.0246301 0.0394597 0.0214958 -0.0353827 -0.0035369 -0.00544567
312 31.15 0.0142857 0.00841474 0.00434916 0.00628676 -0.00793106 -0.0028709 -0.0052315
313 31.25 0.0285714 0.0346022 0.0052895 0.00456305 -0.000723271 -0.00412812 -0.00585562
314 31.35 0.0142857 0.000583474 0.0387078 0.000266042 -0.00841109 -0.00989529 -0.00833272
315 31.45 0.0571429 0.110019 0.0159598 0.0113602 -0.0289978 -0.0178317 -0.00697353
316 31.55 0 0 0 0 -0.00617708 -0.0107623 -0.00641736
317 31.65 0.0428571 0.00783658 0.0384533 0.00526408 -0.00607145 -0.0105072 -0.00640392
318 31.75 0.0142857 2.39671e-06 0.00928339 0.00189832 -0.00590111 -0.0101855 -0.00636445
319 31.85 0.0142857 0.00321331 0.0215999 0.021914 -0.00374498 -0.00889377 -0.00657804
320 31.95 0.0142857 0.0179389 0.000886042 0.00105861 -0.00293975 -0.00787342 -0.00636951
321 32.05 0.0428571 0.105749 0.00688768 0.0141749 -0.00397583 -0.00309286 -0.00489691
322 32.15 0 0 0 0 -0.00315185 -0.00211279 -0.00445407
323 32.25 0.0142857 0.00666341 0.000462328 0.00203075 -0.00315202 -0.00210422 -0.00445208
324 32.35 0.0142857 0.0144916 0.012889 0.000589681 -0.00314561 -0.00188435 -0.00439725
325 32.45 0 0 0 0 -0.00305114 -0.00185846 -0.00435837
326 32.55 0.0428571 0.0424361 0.0135832 0.0414342 -0.00303439 -0.00183584 -0.00432137
327 32.65 0.0142857 0.0079918 0.00459602 0.00186355 -0.00313426 -0.00188761 -0.00365822
328 32.75 0.0714286 0.0558203 0.0655751 0.0264747 -0.00296599 -0.00183338 -0.00292929
329 32.85 0.0285714 0.00302097 0.0506359 0.0275028 -0.00227189 -0.00239302 -0.00414188
330 32.95 0.0142857 0.0337398 0.00194195 9.67253e-05 -0.00230113 -0.00298415 -0.00423992
331 33.05 0.0285714 0.000245283 0.00587094 0.0108931 -0.00178459 -0.00360447 -0.00427313
332 33.15 0 0 0 0 -0.0014048 -0.00285345 -0.00407371
333 33.25 0.0428571 0.0492706 0.0214121 0.0575234 -0.00128951 -0.00298046 -0.00438548
334 33.35 0 0 0 0 -0.00408286 -0.00316728 -0.00634616
335 33.45 0 0 0 0 -0.00408286 -0.00316728 -0.00634616
336 33.55 0.0285714 0.0186568 0.00397001 0.00774773 -0.00522987 -0.00200206 -0.00573596
337 33.65 0 0 0 0 -0.00595505 -0.00115358 -0.0053034
338 33.75 0.0285714 0.0416325 0.00263294 0.00592291 -0.00593749 -0.00117351 -0.00522321
339 33.85 0.0142857 0.000263502 0.00152931 0.00467546 -0.00659315 -0.00349029 -0.00542976
340 33.95 0.0142857 0.00351884 0.0104472 0.0205505 -0.00669749 -0.00392858 -0.00573392
341 34.05 0.0285714 0.00691703 0.0157758 0.0185087 -0.00558282 -0.00329019 -0.00511777
342 34.15 0.0142857 0.000114408 4.79434e-06 0.0146012 -0.00275705 -0.00170471 -0.00347372
343 34.25 0.0142857 0.00462857 0.00434172 0.0116475 -0.0145891 -0.00210367 -0.00322962
344 34.35 0.0428571 0.0184521 0.00739499 0.010668 -0.0447167 -0.0066449 -0.00314999
345 34.45 0 0 0 0 -0.000987369 -0.00232659 -0.00268507
346 34.55 0 0 0 0 -0.000987369 -0.00232659 -0.00268507
347 34.65 0.0571429 0.0246518 0.0825605 0.0330753 -0.000640458 -0.00167271 -0.00232793
348 34.75 0.0285714 0.00898071 0.0389992 0.15028 -0.000525394 -0.00163768 -0.0024535
349 34.85 0.0142857 0.00357159 0.00741076 0.00501573 -0.000291586 -0.00144094 -0.00237764
350 34.95 0.0142857 0.0447446 7.27386e-06 0.0148981 -0.00051705 -0.00163702 -0.0052597
351 35.05 0.0428571 0.0410198 0.0408305 0.00396343 -0.00119199 -0.00170884 -0.00473085
352 35.15 0.0142857 0.00157589 0.00050727 0.0480351 0.00641228 0.000160109 0.00316234
353 35.25 0 0 0 0 0.00645544 0.000169978 0.00325406
354 35.35 0.0285714 0.0317929 0.00802482 0.0137538 0.00689501 -0.000142546 0.00281952
355 35.45 0 0 0 0 0.00754309 -0.000600112 0.00217692
356 35.55 0.0714286 0.0222857 0.0278708 0.0119287 0.00804536 1.69798e-05 0.00429028
357 35.65 0 0 0 0 0.0126921 0.000661115 0.00615775
358 35.75 0.0142857 0.00126107 0.028072 0.00737306 0.00962062 -0.000338952 0.00212179
359 35.85 0 0 0 0 0.00432298 -0.00206386 -0.00483941
360 35.95 0.0714286 0.0244202 0.0593985 1.47167e-05 0.00430895 -0.00529139 -0.00505194
4200 360
1 0.05 0.0125 0.018009 0.00228703 0.00495739 0.00370973 -0.00555481 -0.00345223
2 0.15 0.0375 0.0197252 0.0168439 0.0097072 0.00261222 -0.00585954 -0.00262202
3 0.25 0.0375 0.00256831 0.00681943 0.00640323 -0.00257127 -0.00900973 -0.00465568
4 0.35 0.0375 0.0193408 0.0042046 0.000557256 -0.0018101 -0.00754613 -0.00249877
5 0.45 0.025 0.000783556 0.00215287 0.0132027 -0.0018124 -0.00709515 -0.00247285
6 0.55 0.0125 0.0316442 0.00112762 0.118759 -0.00173322 -0.00732828 -0.0025491
7 0.65 0.025 0.0109703 0.0351227 0.013847 -0.00306648 -0.00987151 -0.00312018
8 0.75 0.025 0.0144847 0.0110059 0.00757604 -0.00244463 -0.0110094 -0.00334331
9 0.85 0 0 0 0 -0.00242865 -0.0113143 -0.00364081
10 0.95 0.025 0.0250099 0.017364 0.00762407 -0.00658898 -0.00768436 -0.00326722
11 1.05 0.0125 0.000963473 0.00112374 2.01378e-06 -0.00723125 -0.00375718 -0.00276031
12 1.15 0 0 0 0 -0.000200696 -0.00272288 -0.00247807
13 1.25 0.025 0.0169033 0.0106803 0.0113236 -0.000177012 -0.0026946 -0.00242079
14 1.35 0.0125 0.000119558 0.0075836 0.00102554 -0.000134364 -0.00260757 -0.00226356
15 1.45 0.025 0.000988711 0.017747 0.00644883 -0.000165763 -0.00261313 -0.00223489
16 1.55 0.025 0.0236074 0.0130131 0.0104946 -0.000338516 -0.00364365 -0.00190541
17 1.65 0.0125 0.00282372 0.0161622 3.98901e-05 -0.000402125 -0.000478992 -0.000263835
18 1.75 0.0125 0.0245665 0.00136974 0.0018072 -0.00281744 -0.000775336 -0.00351951
19 1.85 0 0 0 0 -0.00284436 -0.000775572 -0.00373894
20 1.95 0.0125 0.000130957 0.00859447 0.000418169 -0.0028349 -0.000733822 -0.00370807
21 2.05 0.0125 4.91703e-05 0.00886169 0.000275401 -0.00276119 -0.000431504 -0.00363785
22 2.15 0 0 0 0 -0.00276056 -0.000428941 -0.00363738
23 2.25 0.0125 0.024991 0.00266247 0.0596751 -0.00274798 -0.000425848 -0.0036373
24 2.35 0 0 0 0 -0.00272354 -0.000419843 -0.00363716
25 2.45 0.025 0.0062556 0.0230951 0.0124022 -0.00153412 -0.000432833 -0.00305635
26 2.55 0 0 0 0 -0.000941372 -0.000821673 -0.00289314
27 2.65 0.025 1.27317e-05 0.00911136 0.0191614 -0.000999871 -0.00082116 -0.00288992
28 2.75 0.0125 0.00285708 0.00234215 0.0205941 -0.00118423 -0.000829154 -0.00288179
29 2.85 0.025 0.0131472 0.00237617 0.0389278 -0.000710447 -0.000908222 -0.00116519
30 2.95 0 0 0 0 -0.000558492 -0.000889397 -0.000196673
31 3.05 0.025 0.00648754 0.00937314 0.00949355 -0.00245687 -0.000494279 -0.00100036
32 3.15 0 0 0 0 -0.00364327 -0.000252821 -0.00150461
33 3.25 0 0 0 0 -0.00364327 -0.000252821 -0.00150461
34 3.35 0 0 0 0 -0.00364327 -0.000252821 -0.00150461
35 3.45 0 0 0 0 -0.00364327 -0.000252821 -0.00150461
36 3.55 0.0125 0.00991839 0.0101103 0.00863349 -0.00364379 -0.000252504 -0.00150495
37 3.65 0 0 0 0 -0.00364518 -0.000251668 -0.00150583
38 3.75 0.0125 0.0046838 0.00203837 0.00519826 -0.000970633 -0.000102405 -0.000453339
39 3.85 0 0 0 0 -1.62155e-05 -4.91402e-05 -7.77547e-05
40 3.95 0 0 0 0 -1.62155e-05 -4.91402e-05 -7.77547e-05
41 4.05 0 0 0 0 -1.62155e-05 -4.91402e-05 -7.77547e-05
42 4.15 0 0 0 0 -1.62155e-05 -4.91402e-05 -7.77547e-05
43 4.25 0.0125 0.0112439 0.00978031 0.0293133 -6.34055e-05 -4.99248e-05 -0.000126183
44 4.35 0 0 0 0 -7.76288e-05 -5.01613e-05 -0.00014078
45 4.45 0 0 0 0 -7.76288e-05 -5.01613e-05 -0.00014078
46 4.55 0 0 0 0 -7.76288e-05 -5.01613e-05 -0.00014078
47 4.65 0 0 0 0 -7.76288e-05 -5.01613e-05 -0.00014078
48 4.75 0.0125 8.67901e-05 0.0149635 0.00650045 0.00644565 0.0194376 0.0141396
49 4.85 0 0 0 0 0.0109117 0.0327797 0.0239164
50 4.95 0 0 0 0 0.0109117 0.0327797 0.0239164
51 5.05 0 0 0 0 0.0109117 0.0327797 0.0239164
52 5.15 0.0125 2.3738e-05 0.00804829 0.0106894 0.0107714 0.0327439 0.0239009
53 5.25 0.025 0.00498855 0.0190812 0.00789633 0.0107249 0.0326599 0.0238616
54 5.35 0.0125 0.000977719 0.0266041 0.0142116 0.00252751 0.00824059 0.00603875
55 5.45 0.0125 0.00152658 0.00575538 0.000912067 -0.00039009 -0.000532862 -0.000395616
56 5.55 0.025 0.0144983 0.0174239 0.0109169 -0.000408177 -0.000853942 -0.000658503
57 5.65 0 0 0 0 -0.000415337 -0.000866261 -0.000697765
58 5.75 0 0 0 0 -0.000415337 -0.000866261 -0.000697765
59 5.85 0.0125 0.0229822 0.0242229 0.0377567 -0.000426913 -0.000868934 -0.000704197
60 5.95 0.0125 0.00473838 0.00193245 0.0233152 -0.000577094 -0.000847868 -0.00099427
61 6.05 0 0 0 0 -0.000548035 -0.00083287 -0.00100884
62 6.15 0 0 0 0 -0.000548035 -0.00083287 -0.00100884
63 6.25 0.025 0.00915857 0.00289527 0.129079 -0.000597621 -0.000913728 -0.00149521
64 6.35 0.0125 0.00660721 0.000729004 0.000359679 -0.000770455 -0.00108539 -0.00459704
65 6.45 0 0 0 0 -0.000785545 -0.00111296 -0.00477294
66 6.55 0.0125 0.0130734 0.000562171 0.00139706 0.00178449 0.00395172 -0.00276686
67 6.65 0 0 0 0 0.013266 0.026578 0.00619524
68 6.75 0.0125 0.00765348 0.00585419 0.0148548 0.0132978 0.0262147 0.00516938
69 6.85 0.0125 0.00331976 9.03395e-05 0.0017511 0.0132339 0.0260028 0.00462578
70 6.95 0 0 0 0 0.0132288 0.0259983 0.00461661
71 7.05 0.025 0.000475272 0.00909363 0.0283656 0.00819966 0.0200312 -0.0011041
72 7.15 0.025 0.00121929 0.019677 0.00979488 -0.00229667 0.00707355 -0.00944365
73 7.25 0.0125 0.00802941 0.00778538 5.80285e-05 -0.00284637 0.00671398 -0.0104396
74 7.35 0.0125 0.00100966 0.0252753 0.018131 -0.00825864 0.00541836 -0.0141641
75 7.45 0.025 0.00419011 0.0122025 0.0240463 -0.0088096 0.00302603 -0.0156753
76 7.55 0.025 0.0214073 0.0144769 0.00955863 -0.010763 0.00226435 -0.0188848
77 7.65 0.0375 0.013843 0.0370356 0.101785 -0.0464769 -0.0159415 -0.0257311
78 7.75 0.075 0.0328999 0.0617821 0.0396572 -0.0317294 -0.0240243 -0.0460105
79 7.85 0.025 0.00841503 0.0181748 0.026196 -0.048085 -0.029434 -0.0563971
80 7.95 0.0625 0.105763 0.0211679 0.0487826 -0.0446642 -0.0313977 -0.0615486
81 8.05 0.0875 0.0583062 0.0429271 0.0556905 -0.0445058 -0.063372 -0.0763359
82 8.15 0.1 0.047076 0.0825627 0.100225 -0.0787591 -0.0749332 -0.0874534
83 8.25 0.0375 0.0593674 0.0140993 0.0298726 -0.102535 -0.0955553 -0.108669
84 8.35 0.05 0.067722 0.0440838 0.0300198 -0.108958 -0.0989086 -0.11566
85 8.45 0.1375 0.110542 0.0692449 0.100748 -0.0890346 -0.137805 -0.125919
86 8.55 0.175 0.154726 0.128481 0.0995805 -0.139359 -0.149823 -0.146878
87 8.65 0.05 0.0101503 0.0658487 0.0544973 -0.225425 -0.142303 -0.16423
88 8.75 0.1125 0.0713861 0.0663438 0.128386 -0.0790787 -0.00919452 -0.17158
89 8.85 0.15 0.0505446 0.170067 0.122626 -0.127539 -0.169233 -0.175813
90 8.95 0.2125 0.184225 0.308655 0.121268 -0.162722 -0.125547 -0.18831
91 9.05 0.225 0.219375 0.102311 0.177482 -0.117106 -0.00863544 -0.192775
92 9.15 0.2375 0.126705 0.206177 0.260627 0.00890935 -0.156513 -0.180651
93 9.25 0.3 0.270812 0.192958 0.159855 -0.423539 -0.353691 -0.235288
94 9.35 0.3125 0.23883 0.167863 0.382079 -0.440025 -0.499234 -0.274869
95 9.45 0.325 0.344015 0.272647 0.310468 -0.509615 -0.541707 -0.300307
96 9.55 0.375 0.344512 0.365757 0.284375 -0.75383 -0.526659 -0.281667
97 9.65 0.3125 0.358206 0.240698 0.209638 -0.690234 -0.533949 -0.364887
98 9.75 0.3 0.193771 0.2029 0.17695 -0.390295 -0.654649 -0.402747
99 9.85 0.4375 0.452169 0.291685 0.28506 -0.562038 -0.855726 -0.414096
100 9.95 0.55 0.617385 0.410922 0.483805 -0.474016 -0.47886 -0.329002
101 10.05 0.525 0.628396 0.561069 0.568713 -0.735117 -0.877878 -0.345062
102 10.15 0.45 0.416539 0.48906 0.42045 -0.590818 -1.12947 -0.431307
103 10.25 0.5 0.40676 0.381504 0.631581 -0.779166 -1.00857 -0.491194
104 10.35 0.5875 0.573596 0.440218 0.475119 -1.14295 -0.207319 -0.481076
105 10.45 0.7375 0.777314 0.622669 0.811608 -1.13965 -0.906129 -0.349267
106 10.55 0.6625 0.665151 0.413853 0.593652 -1.0156 -1.10945 -0.451227
107 10.65 0.6375 0.510793 0.415738 0.493655 -1.55267 -1.08412 -0.499571
108 10.75 0.6625 0.513589 0.715239 0.391927 -1.10975 -0.342055 -0.550409
109 10.85 0.5875 0.334692 0.441644 0.367935 -0.958054 -0.772968 -0.585898
110 10.95 0.6875 0.564722 0.543087 0.531526 -0.441839 -0.73486 -0.479119
111 11.05 0.6 0.529068 0.431835 0.489061 -1.15849 -1.25626 -0.55789
112 11.15 0.5625 0.569754 0.55888 0.43268 -1.4882 -1.27871 -0.584389
113 11.25 0.6125 0.632008 0.437179 0.404597 -1.2537 -1.6175 -0.56446
114 11.35 0.7625 0.762818 0.612933 0.653137 -1.11451 -1.62757 -0.740952
115 11.45 0.7875 0.575238 0.540638 0.576682 -1.12436 -1.0904 -0.773454
116 11.55 0.7 0.570135 0.515913 0.747403 -0.393001 -0.678334 -0.869402
117 11.65 0.7625 0.561311 0.518574 0.608168 -0.698372 -0.0963628 -0.782594
118 11.75 0.7625 0.793303 0.677109 0.568223 -0.239407 -0.37463 -0.7438
119 11.85 0.7125 0.727646 0.765727 0.555229 -0.766308 -1.05053 -0.769878
120 11.95 0.525 0.377457 0.532362 0.332488 -0.84934 -1.09919 -0.79342
121 12.05 0.775 0.536098 0.568642 0.688346 -0.939176 -1.51939 -0.809567
122 12.15 0.725 0.586907 0.772973 0.57634 -0.949933 -1.20314 -0.8147
123 12.25 0.6625 0.617209 0.547372 0.563229 -1.1241 -1.48403 -0.870941
124 12.35 0.675 0.412069 0.455658 0.544099 -0.324198 0.264942 -0.81157
125 12.45 0.825 0.383722 0.715891 0.616748 -1.10315 -0.854561 -0.993804
126 12.55 0.7375 0.440188 0.591843 0.413513 -0.512184 -1.36117 -0.987768
127 12.65 0.725 0.700902 0.55899 0.623403 -0.882627 -0.802653 -0.868646
128 12.75 0.8625 0.648041 0.5219 0.790673 -1.16671 -0.876918 -0.683371
129 12.85 0.75 0.899471 0.655174 0.641423 -0.84205 -0.549956 -0.497636
130 12.95 0.6625 0.64791 0.462714 0.579977 -1.45377 -1.20901 -0.603845
131 13.05 0.775 0.854216 0.658809 0.572371 -1.38377 -1.72678 -0.535124
132 13.15 0.7 0.584284 0.794248 0.581619 -0.21818 -1.40208 -0.413214
133 13.25 0.675 0.568291 0.620903 0.487647 0.0168459 -0.995346 -0.436018
134 13.35 0.8 0.629782 0.729821 0.475418 -0.682251 -0.141092 -0.395922
135 13.45 0.9 0.679626 0.720574 1.13314 -0.862497 -0.49003 -0.398397
136 13.55 0.7375 0.501476 0.644186 0.474715 -0.135578 -0.453675 -0.421658
137 13.65 0.8375 0.808884 0.679561 0.502969 -0.776422 -0.710681 -0.626972
138 13.75 0.6625 0.476249 0.603206 0.394208 -0.24722 -0.474355 -0.746551
139 13.85 0.725 0.842082 0.752278 0.642425 -0.398919 -1.07521 -0.823503
140 13.95 0.7875 0.695904 0.514872 0.928087 0.474314 -0.474174 -0.64722
141 14.05 0.675 0.651844 0.771197 0.608426 0.332854 -0.082131 -0.676547
142 14.15 0.75 0.8289 0.661647 0.492103 -0.297269 -0.828265 -0.616596
143 14.25 0.8375 0.853305 0.807352 0.70621 -0.710191 -0.641938 -0.583947
144 14.35 0.8 0.736086 0.750235 0.455025 -0.468241 -0.578359 -0.605621
145 14.45 0.775 0.580576 0.861299 0.671113 -0.635014 -0.305653 -0.654826
146 14.55 0.825 0.664342 0.627809 0.720493 -0.454849 -0.761443 -0.668827
147 14.65 0.825 0.717792 0.71539 0.919108 -0.0319383 -0.395837 -0.499703
148 14.75 0.6375 0.562498 0.67833 0.467417 -1.15142 -1.07774 -0.513022
149 14.85 0.725 0.517973 0.868995 0.606535 -1.18946 -1.04889 -0.607616
150 14.95 0.65 0.520075 0.508984 0.527884 -1.39679 -1.15739 -0.565724
151 15.05 0.85 0.64498 0.796309 0.899128 -0.72708 -0.480524 -0.65097
152 15.15 0.7375 0.642218 0.458969 0.620171 -1.0704 -0.476789 -0.763053
153 15.25 0.8125 0.761064 0.634509 0.53291 -1.03846 -1.23706 -0.848025
154 15.35 0.7 0.613528 0.346782 0.488158 -0.358162 -0.33142 -0.86439
155 15.45 0.8625 0.717375 1.0071 0.810762 -0.535864 -0.592061 -0.938483
156 15.55 0.7 0.823138 0.676653 0.536638 -0.923876 -0.91826 -0.936116
157 15.65 0.55 0.453904 0.433026 0.349782 -0.857473 -0.963847 -0.938456
158 15.75 0.775 0.519654 0.618873 0.802101 -0.843986 -0.459301 -0.698435
159 15.85 0.725 0.646424 0.7023 0.662615 -0.732293 -0.687962 -0.717371
160 15.95 0.7625 1.02905 0.658022 0.645834 -0.926547 -0.733752 -0.843995
161 16.05 0.8125 0.908785 0.789783 0.618034 -0.905695 -0.959882 -0.785204
162 16.15 0.6875 0.715865 0.602822 0.591645 -1.32933 -1.15472 -0.481173
163 16.25 0.8 0.730737 0.993406 0.777402 -0.69369 -1.48884 -0.511974
164 16.35 0.6875 0.658136 0.561603 0.469053 -0.786086 -0.58546 -0.536785
165 16.45 0.8375 0.674399 0.597478 0.716949 0.00235533 -0.658704 -0.608272
166 16.55 0.875 0.703347 0.762109 0.645806 -1.06847 -1.08467 -0.49186
167 16.65 0.6125 0.553167 0.6489 0.457959 -0.895964 -1.09011 -0.289892
168 16.75 0.6875 0.564236 0.745127 0.582376 -1.3523 -0.848959 -0.474623
169 16.85 0.6875 0.378268 0.488151 0.500387 -0.374746 -0.711862 -0.585856
170 16.95 0.5875 0.471837 0.660792 0.490845 -0.169413 -1.05957 -0.542262
171 17.05 0.7 0.509627 0.586145 0.719972 -1.32525 -1.19558 -0.633575
172 17.15 0.75 0.42404 0.527971 0.775225 -1.45876 -0.920873 -0.721462
173 17.25 0.8375 0.774594 0.532757 0.647913 -1.32579 -0.553905 -0.756631
174 17.35 0.7875 0.721983 0.837205 0.860703 -0.736791 -0.183923 -0.740261
175 17.45 0.85 0.627969 0.656249 0.670393 -1.54519 -0.385813 -0.686184
176 17.55 0.875 0.592588 0.870236 0.674286 -1.10971 -0.641538 -0.628548
177 17.65 0.625 0.490009 0.458178 0.647534 -1.24894 -0.978029 -0.596432
178 17.75 0.675 0.480477 0.637289 0.556787 -0.495093 -0.585966 -0.453852
179 17.85 0.75 0.621188 0.453924 0.642001 -0.763276 -1.02711 -0.417689
180 17.95 0.725 0.630813 0.63067 0.499257 -0.0841455 -0.854228 -0.444934
181 18.05 0.7375 0.540763 0.559519 0.543215 -0.995205 -1.05851 -0.541205
182 18.15 0.7375 0.688508 0.752223 0.553556 -0.771735 -1.17892 -0.643865
183 18.25 0.8375 0.754537 0.724755 0.626786 -1.42622 -1.55803 -0.971102
184 18.35 0.75 0.35408 0.717745 0.461369 -1.5675 -1.32216 -1.09419
185 18.45 0.7 0.740706 0.732475 0.58109 -1.34105 -0.968036 -1.04254
186 18.55 0.775 0.580523 0.64334 0.502433 -1.00444 -1.23741 -1.04733
187 18.65 0.7 0.817506 0.592511 0.617975 -1.44845 -0.655191 -1.00561
188 18.75 0.7125 0.705958 0.691716 0.525486 -1.32306 -0.540532 -0.920547
189 18.85 0.775 1.07959 0.494558 0.6081 -1.62734 -0.791798 -0.904497
190 18.95 0.85 0.823878 0.86047 0.633804 -1.67387 -1.11344 -0.948595
191 19.05 0.7625 0.497761 0.604117 0.723541 -1.36023 -1.01406 -0.992261
192 19.15 0.575 0.446983 0.537984 0.515406 -1.29179 -0.852507 -1.05735
193 19.25 0.9375 0.922648 0.745303 0.507124 -1.1003 -1.78382 -1.047
194 19.35 0.6875 0.699332 0.648626 0.402081 0.12043 -1.71014 -1.13774
195 19.45 0.6625 0.689956 0.521474 0.637034 0.0972543 -0.740118 -1.11734
196 19.55 0.6125 0.555526 0.659668 0.480469 -1.09686 -1.13478 -1.23019
197 19.65 0.825 0.791276 0.608796 0.748911 -1.39107 -1.36166 -1.2192
198 19.75 0.8 0.627637 0.599117 0.557501 -1.06715 -1.49932 -1.19328
199 19.85 0.7125 0.34368 0.597339 0.717293 -1.47999 -1.41862 -1.26716
200 19.95 0.725 0.535431 0.478154 0.700461 -0.649454 -0.646578 -1.25004
201 20.05 0.8 0.615019 0.508012 0.5977 -0.369161 -0.622523 -1.1891
202 20.15 0.8375 0.654874 0.726241 0.777157 -1.02145 -1.32635 -1.13611
203 20.25 0.725 0.490349 0.811939 0.394328 -0.825206 -1.02871 -1.01758
204 20.35 0.65 0.408702 0.580775 0.504252 -0.717997 -0.251061 -0.873571
205 20.45 0.775 0.739587 0.479906 0.839771 -0.921279 -0.454138 -0.755965
206 20.55 0.6875 0.572623 0.554416 0.589777 -0.967574 -0.305955 -0.782913
207 20.65 0.825 1.00031 0.919913 0.884655 -1.01326 -1.07181 -0.905768
