# Time-averaged data for fix fS
# TimeStep Number-of-rows
# Row c_pSR[1] c_pSR[2] c_pSR[3] c_pSR[4] c_pSR[5] c_pSR[6] c_pSR[7] c_pSR[8]
0 360
181 18.05 0.727778 0.588974 0.676084 0.659461 -0.736485 -0.782246 -0.534454
182 18.15 0.797222 0.788081 0.730136 0.740087 -0.63795 -0.552481 -0.495628
183 18.25 0.702778 0.582685 0.582291 0.58673 -0.67202 -0.853697 -0.520792
184 18.35 0.794444 0.778447 0.641404 0.667866 -0.4337 -0.781325 -0.467382
185 18.45 0.738889 0.609185 0.581759 0.539963 -0.423492 -0.215241 -0.447166
186 18.55 0.730556 0.646046 0.621798 0.694255 -0.450104 0.263349 -0.408417
187 18.65 0.788889 0.565922 0.659339 0.6301 -0.548739 -0.60598 -0.439815
188 18.75 0.763889 0.67451 0.664949 0.556216 -0.768488 -0.951528 -0.525971
189 18.85 0.747222 0.666396 0.661029 0.72667 -0.680957 -0.721505 -0.591623
190 18.95 0.719444 0.540738 0.609145 0.602505 -0.487728 -0.720702 -0.577975
191 19.05 0.861111 0.80243 0.692691 0.710207 -0.540501 -0.115162 -0.587322
192 19.15 0.738889 0.596577 0.626548 0.650063 -0.621728 -0.54494 -0.57378
193 19.25 0.713889 0.589843 0.572976 0.572575 -0.616901 -0.89746 -0.572067
194 19.35 0.711111 0.627507 0.733938 0.528285 -0.315864 -0.660577 -0.48284
195 19.45 0.752778 0.58724 0.641887 0.676541 -0.0100075 -0.0659412 -0.44379
196 19.55 0.802778 0.797168 0.723307 0.723907 -0.369034 -0.269268 -0.49364
197 19.65 0.847222 0.78534 0.801031 0.718082 -0.502376 0.220467 -0.509583
198 19.75 0.688889 0.641833 0.545802 0.590919 -0.531215 -0.196284 -0.483193
199 19.85 0.761111 0.702192 0.701066 0.684747 -0.449922 -0.500485 -0.507684
200 19.95 0.808333 0.73809 0.734429 0.867811 -0.675178 -0.478962 -0.536654
201 20.05 0.780556 0.606279 0.535303 0.583602 -0.611332 -0.395839 -0.561873
202 20.15 0.741667 0.647124 0.593017 0.607594 -0.254247 -0.445986 -0.568244
203 20.25 0.741667 0.727369 0.629029 0.702735 -0.250163 -0.18782 -0.465285
204 20.35 0.669444 0.50021 0.604879 0.561501 -0.241119 -0.226535 -0.426047
205 20.45 0.783333 0.550551 0.728281 0.777485 -0.544647 -0.752806 -0.468673
206 20.55 0.783333 0.61362 0.645602 0.718744 -0.07561 -0.339335 -0.450475
207 20.65 0.797222 0.712033 0.618464 0.699324 -0.266387 -0.366349 -0.473513
208 20.75 0.744444 0.673447 0.595666 0.560179 -0.430744 -0.553946 -0.500308
209 20.85 0.772222 0.626961 0.699838 0.687291 -0.511683 -0.333591 -0.51156
210 20.95 0.741667 0.581117 0.542763 0.620018 -0.407425 -0.322445 -0.500534
211 21.05 0.775 0.599535 0.672631 0.61749 -0.685438 -0.283091 -0.445463
212 21.15 0.794444 0.618394 0.628669 0.684348 -0.643831 -0.352016 -0.361336
213 21.25 0.680556 0.573533 0.587198 0.595969 -0.823248 -0.534678 -0.378873
214 21.35 0.808333 0.56224 0.667488 0.775802 -0.767822 -0.783095 -0.491062
215 21.45 0.677778 0.581656 0.577311 0.636869 -0.609786 -0.27165 -0.523219
216 21.55 0.705556 0.595966 0.639121 0.489897 -0.265062 -0.635849 -0.547466
217 21.65 0.788889 0.64362 0.584052 0.701841 -0.675725 -0.287998 -0.533014
218 21.75 0.780556 0.764031 0.652961 0.69028 -0.532232 -0.294176 -0.529569
219 21.85 0.797222 0.695598 0.628584 0.655563 -0.76102 -0.341563 -0.44982
220 21.95 0.802778 0.654508 0.651616 0.67681 -0.802398 -0.578797 -0.453804
221 22.05 0.691667 0.58215 0.602163 0.579705 -1.04236 -0.761715 -0.46845
222 22.15 0.727778 0.642866 0.573286 0.633206 -0.689278 -0.260892 -0.489091
223 22.25 0.711111 0.581493 0.611759 0.648967 -0.209973 -0.415978 -0.426205
224 22.35 0.722222 0.642011 0.6144 0.608359 -0.319285 -0.708032 -0.390078
225 22.45 0.719444 0.664323 0.554889 0.566586 -0.350834 -0.37743 -0.414739
226 22.55 0.788889 0.486981 0.61836 0.585135 -0.478683 -0.327298 -0.470503
227 22.65 0.841667 0.690123 0.86591 0.72539 -0.650985 -0.670508 -0.432266
228 22.75 0.725 0.510686 0.576838 0.572602 -0.373636 -0.613669 -0.484796
229 22.85 0.711111 0.621093 0.709981 0.580511 -0.171767 -0.552154 -0.455237
230 22.95 0.833333 0.710811 0.689309 0.687947 -0.0290738 -0.0472164 -0.445754
231 23.05 0.736111 0.625124 0.541315 0.578108 -0.387901 -0.0391182 -0.524592
232 23.15 0.666667 0.629186 0.622028 0.598415 -0.246655 -0.361726 -0.501851
233 23.25 0.769444 0.564892 0.603534 0.590643 -0.732957 -0.62914 -0.487192
234 23.35 0.661111 0.585631 0.597207 0.58072 -0.621009 -0.558376 -0.516943
235 23.45 0.838889 0.781014 0.819614 0.865237 -0.515873 -0.518119 -0.496409
236 23.55 0.808333 0.635312 0.679405 0.741616 -0.441513 -0.348374 -0.520015
237 23.65 0.738889 0.715751 0.679265 0.549942 -0.387101 -0.554794 -0.561064
238 23.75 0.727778 0.685973 0.627528 0.646901 -0.0255516 -0.35508 -0.55315
239 23.85 0.769444 0.638958 0.644559 0.763842 -0.297211 -0.483774 -0.524405
240 23.95 0.694444 0.653974 0.675334 0.642583 -0.442961 -0.49491 -0.472863
241 24.05 0.666667 0.561899 0.548271 0.51684 -0.350262 -0.64521 -0.432782
242 24.15 0.680556 0.546375 0.686564 0.605916 -0.579746 -1.02238 -0.487373
243 24.25 0.775 0.625943 0.611838 0.631092 -0.308215 -0.608586 -0.451022
244 24.35 0.755556 0.656923 0.636773 0.634585 -0.656186 -0.468294 -0.43391
245 24.45 0.708333 0.578417 0.641333 0.605513 -0.633981 -0.6211 -0.429678
246 24.55 0.691667 0.606333 0.579198 0.557906 -0.847655 -0.783021 -0.481685
247 24.65 0.663889 0.586522 0.523618 0.541709 -0.81351 -0.824167 -0.453718
248 24.75 0.772222 0.695036 0.621642 0.684906 -0.781623 -0.844712 -0.491335
249 24.85 0.683333 0.590646 0.678746 0.619111 -0.605442 -0.691193 -0.496871
250 24.95 0.625 0.519871 0.489333 0.611568 -0.829948 -0.724376 -0.474709
251 25.05 0.663889 0.585096 0.507782 0.520028 -0.649855 -0.625716 -0.520259
252 25.15 0.691667 0.502119 0.575838 0.566351 -0.663473 -0.830132 -0.603259
253 25.25 0.602778 0.605478 0.574451 0.548926 -0.950838 -0.718838 -0.645358
254 25.35 0.663889 0.566176 0.581655 0.642042 -0.872378 -0.853582 -0.652224
255 25.45 0.563889 0.508025 0.452109 0.427813 -0.312263 -0.478745 -0.57975
256 25.55 0.497222 0.408561 0.399299 0.394622 -0.517348 -0.524515 -0.519099
257 25.65 0.552778 0.506159 0.426129 0.498556 -0.600696 -0.612976 -0.497897
258 25.75 0.569444 0.477824 0.502584 0.495985 -0.521743 -0.496973 -0.475744
259 25.85 0.455556 0.408749 0.405034 0.423629 -0.624631 -0.538271 -0.444753
260 25.95 0.491667 0.393949 0.422984 0.467394 -0.517575 -0.640994 -0.452054
261 26.05 0.447222 0.33968 0.336248 0.397079 -0.53654 -0.589694 -0.421145
262 26.15 0.402778 0.356361 0.407432 0.333105 -0.542864 -0.431994 -0.338559
263 26.25 0.347222 0.308694 0.320525 0.205551 -0.498313 -0.371254 -0.269283
264 26.35 0.336111 0.372805 0.273791 0.297723 -0.292513 -0.343841 -0.239191
265 26.45 0.297222 0.175025 0.298237 0.251542 -0.331453 -0.269233 -0.244424
266 26.55 0.269444 0.285374 0.246184 0.240945 -0.302357 -0.134919 -0.209774
267 26.65 0.252778 0.200783 0.186489 0.201011 -0.296451 -0.276498 -0.18455
268 26.75 0.222222 0.159285 0.19887 0.230259 -0.245637 -0.303094 -0.152966
269 26.85 0.163889 0.1183 0.13788 0.11604 -0.0678911 -0.202805 -0.123275
270 26.95 0.147222 0.121235 0.10943 0.128994 -0.100993 -0.0721214 -0.0979317
271 27.05 0.125 0.138625 0.101096 0.0912598 -0.109113 -0.12188 -0.0913817
272 27.15 0.144444 0.116666 0.130967 0.160594 -0.0241015 -0.109577 -0.0950711
273 27.25 0.113889 0.11974 0.109257 0.0982813 -0.052999 -0.0816673 -0.0752808
274 27.35 0.0861111 0.0607433 0.0761376 0.0563192 -0.0680766 -0.0672905 -0.0534936
275 27.45 0.0833333 0.0912365 0.0717961 0.0554937 -0.0361724 -0.0237577 -0.0435428
276 27.55 0.0583333 0.031829 0.0510451 0.0489494 -0.0142512 -0.0328084 -0.0432265
277 27.65 0.0444444 0.0171618 0.0200701 0.0330674 0.00191928 -0.0227883 -0.0466136
278 27.75 0.0444444 0.0266409 0.0333399 0.0514153 -0.0252211 -0.0235864 -0.0389073
279 27.85 0.0305556 0.0263288 0.0170007 0.0181351 -0.0166591 -0.00787633 -0.0304591
280 27.95 0.0305556 0.0149075 0.0274663 0.00745794 -0.0097178 0.00672463 -0.0272972
281 28.05 0.0277778 0.0362532 0.00518677 0.0329569 -0.00585671 -0.000301511 -0.0225049
282 28.15 0.0222222 0.0409701 0.0182913 0.0104149 6.47451e-05 -0.0110403 -0.016502
283 28.25 0.0194444 0.0348537 0.0223702 0.0238011 -0.00334073 -0.0112901 -0.0151006
284 28.35 0.0194444 0.0179204 0.0125233 0.0124869 -0.00176459 -0.00716675 -0.0120887
285 28.45 0.025 0.00719573 0.0125784 0.0223125 -0.0072456 -0.0100412 -0.00935786
286 28.55 0.0166667 0.0113184 0.0179501 0.00279933 -0.00703347 -0.00867981 -0.00895428
287 28.65 0.025 0.0124554 0.0134862 0.0298628 0.0174261 -0.00827838 -0.0061519
288 28.75 0.0194444 0.0192186 0.0101985 0.00702415 0.0339381 0.00483735 -0.00285273
289 28.85 0.0194444 0.0063183 0.0152211 0.0212393 0.00857687 0.00144843 -0.00258964
290 28.95 0.0138889 0.00378743 0.00406926 0.00702383 0.00154713 -0.000227435 -0.0024136
291 29.05 0.0138889 0.00979469 0.00413232 0.000839496 0.00438553 0.00242831 0.00371819
292 29.15 0.0194444 0.00401021 0.0177497 0.0226747 0.00947515 0.00130521 0.00406751
293 29.25 0.0194444 0.00741957 0.009996 0.0104326 0.00645471 -0.00111472 0.00270993
294 29.35 0.0222222 0.0230009 0.0144414 0.0174175 0.00522505 -0.00155558 0.00211609
295 29.45 0.0138889 0.00463489 0.0256945 0.00142293 0.00589636 -0.000218963 0.00124059
296 29.55 0.0166667 0.0154378 0.0308199 0.0222056 0.00472324 -0.00151088 0.00130758
297 29.65 0.0111111 0.0146036 0.00178968 0.00459524 -0.00314934 -0.00834948 -0.00380901
298 29.75 0.0138889 0.0214851 0.0038151 0.0222277 -0.00220464 -0.0049215 -0.00413467
299 29.85 0.00833333 0.00390339 0.0154113 0.00552379 -0.0022687 -0.00457656 -0.00427362
300 29.95 0.00555556 0.00839747 0.00569347 0.0178765 -0.00238802 -0.00436888 -0.00430823
301 30.05 0.0166667 0.00410219 0.0102302 0.0169884 -0.00138146 -0.00233695 -0.00362775
302 30.15 0.00555556 0.00342119 0.00113864 0.000989131 -0.00126062 -0.00202991 -0.00363668
303 30.25 0.00555556 0.0108019 0.0236242 0.0043529 -0.00117855 -0.00199264 -0.00377705
304 30.35 0.0222222 0.0170947 0.0187569 0.0250654 -0.00372472 -0.00220971 -0.00392266
305 30.45 0.0138889 0.00592167 0.00321881 0.0183659 -0.00572597 -0.00203651 -0.00423743
306 30.55 0.0194444 0.0178439 0.0120248 0.0128618 -0.00521889 -0.00239303 -0.00434343
307 30.65 0.025 0.0166792 0.0103535 0.0225792 -0.00484246 -0.00239782 -0.00502774
308 30.75 0.0166667 0.0176532 0.00716219 0.00806242 -0.00556928 -0.00264293 -0.00504373
309 30.85 0.0111111 0.000594353 0.0171148 0.00123777 -0.00274768 -0.00257319 -0.00400997
310 30.95 0.0222222 0.0169086 0.020348 0.0263286 0.00515919 -0.00236213 -0.000831244
311 31.05 0.0166667 0.0384263 0.0211834 0.00993584 0.00525495 -0.00182777 -0.000738541
312 31.15 0.0138889 0.0335638 0.00510866 0.0118039 0.00562782 -0.00129103 -0.000510102
313 31.25 0.00833333 0.00565443 0.00190938 0.0023159 0.00617079 -0.00577394 0.000165668
314 31.35 0.00833333 0.00209432 0.00126288 0.00330451 0.00633981 -0.002738 0.000547587
315 31.45 0.00833333 0.0134363 0.00621352 0.00392526 0.00210752 -3.01193e-05 -0.00149665
316 31.55 0.00833333 0.0008917 0.000612055 0.00968216 8.73845e-05 0.000597234 -0.00256614
317 31.65 0.0138889 0.00871063 0.0107679 0.0181448 -0.0016709 -0.00144031 -0.00271598
318 31.75 0.0111111 0.00704209 0.0123386 0.00187713 -0.00180952 -0.00298873 -0.00223718
319 31.85 0.0111111 0.019216 0.00669439 0.0191178 -0.00166277 -0.00471337 -0.00205646
320 31.95 0.0138889 0.00505058 0.00255964 0.00811734 -0.00240489 -0.0047389 -0.0018116
321 32.05 0.0277778 0.0264377 0.0130711 0.0237945 -0.0032873 -0.00385247 -0.00187312
322 32.15 0.0222222 0.0154832 0.0259862 0.0311401 -0.00285246 -0.00296657 -0.00136707
323 32.25 0.00555556 0.00426979 0.00879429 0.00119132 -0.000587322 -0.000755965 -0.00105558
324 32.35 0.00555556 0.000872123 0.0198029 0.0108838 -0.00292149 -0.00599153 -0.0013048
325 32.45 0.00555556 0.00147669 0.00114259 0.00775686 -0.000548116 -0.000845992 -0.0010675
326 32.55 0.0166667 0.00824185 0.0310452 0.00474022 -0.00110067 -0.000872885 -0.00122607
327 32.65 0.0222222 0.006268 0.0120849 0.0301779 -0.00431642 -0.00219591 -0.00210748
328 32.75 0.00833333 0.010314 0.00137004 0.00127208 -0.00385404 -0.00200604 0.000552623
329 32.85 0.00833333 0.00358983 0.00190409 0.00328987 -0.00496936 -0.00291553 0.00116624
330 32.95 0.025 0.0299988 0.015174 0.0156764 -0.00518816 -0.00299148 0.000686652
331 33.05 0.0194444 0.00835486 0.0240589 0.0314298 -0.00235074 0.000237172 0.00170317
332 33.15 0.0194444 0.0147997 0.0280257 0.0254002 -0.000866843 1.78357e-05 0.00217332
333 33.25 0.0111111 0.00516487 0.0119845 0.00543917 0.000939139 0.000580039 0.00241867
334 33.35 0.0222222 0.0198521 0.0252174 0.0139773 0.00553705 0.00920711 0.00391904
335 33.45 0.0194444 0.0105971 0.00487034 0.0138762 0.00209361 0.00425347 0.00433013
336 33.55 0.0166667 0.0101783 0.0280906 0.0148684 -0.000756138 0.000994028 0.00159083
337 33.65 0.00833333 0.0118542 0.00481317 0.00743917 -0.00169505 0.000126105 0.000252415
338 33.75 0.0222222 0.020254 0.0168961 0.0109004 -0.00383662 -0.00212959 -0.000410737
339 33.85 0.00555556 0.000706709 0.00398653 0.00948739 -0.00238719 0.00886638 0.000716362
340 33.95 0.0111111 0.00451995 0.0043473 0.0100218 -0.00231259 0.0176779 0.00199022
341 34.05 0.0138889 0.0221589 0.00482443 0.0388917 -0.00269835 0.0197429 0.00184235
342 34.15 0.0166667 0.0105728 0.0178865 0.0306894 -0.0042492 0.019153 0.00116009
343 34.25 0.00833333 0.00368827 0.00174919 0.00821588 -0.00272521 0.000574975 -0.00326166
344 34.35 0.0166667 0.0149961 0.00973015 0.00373144 0.00354377 -6.74781e-05 -0.000460489
345 34.45 0.0138889 0.01108 0.004629 0.0134524 0.00571042 0.00220388 0.00119202
346 34.55 0.00277778 0.00106486 4.25191e-07 4.97625e-05 0.00555814 0.00309135 0.00160072
347 34.65 0.0166667 0.0364469 0.00345113 0.01166 0.00359105 0.00152999 0.00247424
348 34.75 0.0138889 0.00544033 0.00566666 0.0086996 0.00433306 -0.00221402 0.00343728
349 34.85 0.0222222 0.0105522 0.0210684 0.0203793 0.000627766 -0.00364814 0.000250914
350 34.95 0.0111111 0.00352761 0.00685165 0.00850395 -0.00063206 -0.000704253 -0.000601898
351 35.05 0.00277778 0.000682995 0.00513264 3.38627e-06 -0.000618865 -0.000666784 -0.000518254
352 35.15 0.0111111 0.0206453 0.00223885 0.0112016 -0.000571051 0.0014362 -0.000111109
353 35.25 0.00555556 0.00160709 0.000803661 0.00924581 -0.000966358 0.00169396 8.58354e-05
354 35.35 0.0166667 0.0110344 0.0194969 0.0100233 -0.000875331 4.32192e-05 0.000115532
355 35.45 0.00555556 0.00216099 0.00156568 0.0189445 -0.0015526 -0.000547171 -0.000324324
356 35.55 0.0166667 0.0139207 0.0130781 0.0230535 -0.00111262 -0.00160423 -0.000394817
357 35.65 0.00833333 0.00257452 0.00148829 0.00321621 -0.00182457 -0.00256974 -0.000907476
358 35.75 0.00277778 0.00549082 0.000115561 0.000773037 -0.00190758 -0.00122588 -0.00186135
359 35.85 0.0111111 0.0032803 0.0145571 0.0107111 -0.00117696 -0.00121557 -0.00185805
360 35.95 0.0138889 0.00338675 0.00992212 0.00385659 -0.00126189 -0.00129622 -0.00186368
72000 360
1 0.05 0.0162162 0.0186852 0.0291929 0.014126 -0.00182142 -0.00107284 -0.00160994
2 0.15 0.00810811 0.00470835 0.011691 0.00344588 -0.00172303 -0.000995359 -0.00155168
3 0.25 0.0243243 0.0189906 0.0307904 0.0263412 -0.00243356 -0.00129321 -0.00215513
4 0.35 0.0108108 0.0146718 0.00617109 0.0134912 -0.00247801 -0.00141967 -0.0022029
5 0.45 0.00810811 0.00570712 0.00118971 0.00424521 -0.00247693 -0.00142824 -0.00220315
6 0.55 0.0135135 0.0125782 0.00435526 0.00856329 -0.00246822 -0.00132778 -0.00219729
7 0.65 0.0108108 0.0051147 0.0338576 0.0124372 -0.00284306 -0.00118723 -0.00227151
8 0.75 0.0135135 0.00690332 0.0228005 0.00666571 -0.00368642 -0.00354452 -0.00242495
9 0.85 0.0189189 0.0273906 0.0125825 0.0159914 -0.00430291 -0.00348914 -0.00181852
10 0.95 0.0108108 0.00138082 0.00487085 0.010032 -0.00396775 -0.00666095 -0.00187705
11 1.05 0.0135135 0.0195102 0.00369802 0.0114674 -0.00275982 -0.00182292 -0.0018928
12 1.15 0.00810811 5.45697e-05 0.0119421 0.00131298 -0.0028464 -0.00218864 -0.0019935
13 1.25 0.0135135 0.00554066 0.01208 0.00541461 -0.00277722 -0.00191927 -0.00187598
14 1.35 0.0108108 0.0113501 0.00172297 0.00758887 -0.00221712 -0.00124627 -0.00126298
15 1.45 0.0108108 0.0154803 0.00395718 0.0167099 -0.00077619 -0.00080724 -0.00096293
16 1.55 0.0135135 0.00926117 0.0235645 0.00781719 -0.000665862 -0.000829202 -0.000751888
17 1.65 0.0189189 0.0156146 0.0222646 0.0128379 -0.000585713 -0.000779737 -0.00058115
18 1.75 0.00540541 0.00210934 0.0037675 0.00468825 -0.000749171 -0.000680592 -0.000550456
19 1.85 0.0216216 0.00564623 0.00576983 0.0193952 -0.00781464 -0.00212171 -0.00118938
20 1.95 0.00810811 0.0104969 0.00161347 0.00686228 -0.00289259 -0.000615514 -0.000835592
21 2.05 0.0189189 0.0169854 0.0148652 0.0136775 -0.00202949 -0.000361613 -0.000912168
22 2.15 0.0135135 0.00636563 0.000905003 0.00510711 -0.00205595 -0.000319139 -0.000889564
23 2.25 0.0162162 0.00469089 0.00583179 0.0131547 -0.00158471 2.96941e-05 -0.000882601
24 2.35 0.0108108 0.000325561 0.0101818 0.0091441 -0.00209201 1.80541e-06 -0.00135631
25 2.45 0.027027 0.0215358 0.018099 0.0120302 -0.00499042 -0.00267925 -0.0020102
26 2.55 0.0189189 0.00700775 0.00800151 0.00697991 -0.00535096 -0.00103624 -0.00201324
27 2.65 0.0162162 0.00713182 0.033767 0.0198315 -0.00482175 0.0062986 -0.00185917
28 2.75 0.0162162 0.00577501 0.0167444 0.0100418 -0.0045557 0.00578232 -0.00186084
29 2.85 0.0108108 0.0119681 0.0141072 0.00105416 -0.00212023 -0.00125832 -0.00214474
30 2.95 0.0135135 0.00562655 0.0198598 0.0150931 -0.00133379 -0.00114412 -0.00208556
31 3.05 0.0135135 0.0163974 0.00939032 0.00782074 -0.00198422 -0.00172975 -0.00283895
32 3.15 0.0135135 0.000832836 0.00346755 0.0139004 -0.00195744 -0.00196956 -0.00303858
33 3.25 0.0189189 0.0148137 0.0124265 0.0054401 -0.00571489 -0.00580087 -0.00324661
34 3.35 0.0135135 0.0014755 0.0120504 0.00394666 -0.0072194 -0.00366301 -0.00286365
35 3.45 0.00810811 0.017973 0.00404049 0.00965609 -0.00548161 -0.00209364 -0.00335943
36 3.55 0.0243243 0.0245761 0.0196722 0.0215385 -0.00243694 -0.00262611 -0.00337223
37 3.65 0.0189189 0.00406059 0.0127076 0.0181559 -0.00395072 -0.00316057 -0.00352444
38 3.75 0.0162162 0.0128649 0.00916157 0.00310293 -0.00470543 -0.00379751 -0.00339453
39 3.85 0.0108108 0.00341131 0.000643768 0.0143572 -0.0042618 -0.00559011 -0.00297332
40 3.95 0.0162162 0.00527364 0.0116721 0.0171358 -0.00444748 -0.00744764 -0.0027987
41 4.05 0.0162162 0.0104872 0.00989995 0.020008 -0.00384968 -0.00604539 -0.00251034
42 4.15 0.0162162 0.00535354 0.00993835 0.00399728 -0.00267969 -0.00358461 -0.00177758
43 4.25 0.0189189 0.0236293 0.0249652 0.0317024 -0.000926815 0.00497965 -0.00092543
44 4.35 0.0189189 0.00870488 0.0184306 0.0132201 -0.00158279 -0.00163084 -0.000837854
45 4.45 0.00810811 0.00252955 0.00759095 0.00482582 -0.00270535 -0.0036471 -0.000971538
46 4.55 0.0189189 0.00350978 0.00840239 0.00906022 -0.00238035 -0.00360311 -0.00100301
47 4.65 0.00810811 0.00174472 0.000341377 0.00567661 -0.00103172 -0.000652489 -0.00113067
48 4.75 0.00810811 0.00351662 0.00224668 0.0145665 -0.000987416 -0.000980144 -0.00117508
49 4.85 0.0189189 0.0170225 0.0181613 0.0108388 -0.000874403 -0.00170357 -0.00159509
50 4.95 0.0162162 0.00700374 0.00583775 0.0131379 -0.00123882 -0.00176284 -0.00220763
51 5.05 0.0135135 0.00389706 0.00555507 0.00631977 -0.00150536 -0.0017343 -0.00240473
52 5.15 0.0162162 0.0138306 0.00374736 0.0159096 -0.00149626 -0.00172718 -0.00253942
53 5.25 0.0108108 0.00670313 0.00236806 0.0115103 -0.00142777 -0.00166333 -0.00239414
54 5.35 0.0162162 0.0076783 0.0180287 0.0248282 -0.00147948 -0.00159742 -0.00226157
55 5.45 0.00810811 0.00434488 0.0177507 0.00601375 -0.00162095 -0.00153709 -0.00230739
56 5.55 0.0189189 0.0110694 0.0119067 0.00977912 0.00275319 0.0126385 -0.00212595
57 5.65 0.0189189 0.0204795 0.0133922 0.00643757 -0.000895619 -0.000996732 -0.00200388
58 5.75 0.00810811 0.0247126 0.00525844 0.00142385 -0.000220458 -0.000753251 0.000131485
59 5.85 0.0216216 0.0142508 0.0085946 0.0105065 -0.000791422 -0.00184506 -0.000281199
60 5.95 0.0135135 0.00516218 0.011391 0.00300376 -0.00152505 -0.00137401 -0.00105755
61 6.05 0.0027027 0.00165123 0.000836224 0.0080249 -0.0014599 -0.001283 -0.00109304
62 6.15 0.0162162 0.00691284 0.0131218 0.0073394 -0.00152782 -0.00133088 -0.00155568
63 6.25 0.0027027 0.000156476 0.000749432 0.000132724 -0.00167374 -0.0010706 -0.00205647
64 6.35 0.0135135 0.00264643 0.00637978 0.00598586 -0.00526506 -0.00157269 0.00127187
65 6.45 0.0216216 0.0116736 0.0178532 0.0215097 -0.0056687 -0.00215359 0.00186617
66 6.55 0.0216216 0.0115887 0.00901478 0.0121967 -0.00672916 -0.00288403 -0.00114887
67 6.65 0.0243243 0.0226949 0.0134445 0.0341579 -0.0053017 -0.00802039 -0.000901067
68 6.75 0.027027 0.0159027 0.0180866 0.0356299 -0.00601335 -0.00482298 -0.000216948
69 6.85 0.0108108 0.0122762 0.00403872 0.00899375 -0.00465629 -0.00431338 0.000287041
70 6.95 0.0108108 0.012518 0.00835997 0.0147216 0.00135184 -0.0032402 0.00273442
71 7.05 0.0216216 0.0121421 0.0224463 0.00670553 0.00287488 -0.00430964 0.00276625
72 7.15 0.0216216 0.00969538 0.00870725 0.0151558 -0.00509198 -0.00390054 0.00231094
73 7.25 0.0135135 0.00441402 0.00875423 0.0060921 0.00169987 -0.00459559 -0.003717
74 7.35 0.0243243 0.032487 0.0224139 0.0358159 0.00269615 -0.00324876 -0.00555555
75 7.45 0.0297297 0.0279926 0.0270153 0.0163303 -0.00492011 -0.00768446 -0.00712677
76 7.55 0.027027 0.00622311 0.0251944 0.00641019 -0.00783529 -0.00933606 -0.0131283
77 7.65 0.0216216 0.00963132 0.0146615 0.0117678 -0.015117 -0.00773547 -0.0112158
78 7.75 0.0405405 0.071169 0.0272802 0.0290529 -0.0066314 -0.0151406 -0.0111679
79 7.85 0.0297297 0.0240995 0.0238609 0.0386086 -0.0110698 -0.0157344 -0.0148463
80 7.95 0.027027 0.0451424 0.0314557 0.032005 -0.0107705 -0.0133256 -0.0164157
81 8.05 0.0486486 0.0624735 0.0285203 0.0312506 -0.0243831 -0.0284443 -0.0221922
82 8.15 0.0378378 0.0390069 0.028317 0.0511714 -0.0215176 -0.0125247 -0.0326764
83 8.25 0.0432432 0.0562862 0.0299621 0.0402921 -0.0183364 -0.00682449 -0.0380068
84 8.35 0.0783784 0.0671964 0.084699 0.0631766 -0.0242894 -0.0210893 -0.0450211
85 8.45 0.1 0.0607338 0.0793893 0.0734823 0.0122887 -0.0351453 -0.0523851
86 8.55 0.0864865 0.068425 0.0481525 0.0818371 -0.0370425 -0.0586394 -0.0698525
87 8.65 0.108108 0.111534 0.167349 0.109529 -0.0406787 -0.111152 -0.0886126
88 8.75 0.156757 0.12902 0.127691 0.101838 -0.116752 -0.0749859 -0.089258
89 8.85 0.113514 0.0853898 0.107844 0.108902 -0.15032 -0.118241 -0.104867
90 8.95 0.164865 0.119196 0.159372 0.151028 -0.132409 -0.108415 -0.110722
91 9.05 0.172973 0.170939 0.167897 0.132542 -0.232474 -0.182184 -0.133363
92 9.15 0.22973 0.170713 0.180593 0.177615 -0.260078 -0.177024 -0.147042
93 9.25 0.245946 0.178334 0.191782 0.154066 -0.208516 -0.324664 -0.177566
94 9.35 0.305405 0.284676 0.227564 0.232599 -0.164867 -0.262509 -0.210824
95 9.45 0.321622 0.207932 0.255714 0.217519 -0.295902 -0.200042 -0.239859
96 9.55 0.37027 0.301337 0.32946 0.275475 -0.343747 -0.12745 -0.267128
97 9.65 0.351351 0.319983 0.281969 0.32069 -0.551428 -0.521093 -0.278434
98 9.75 0.386486 0.365381 0.310081 0.347088 -0.508889 -0.532155 -0.272671
99 9.85 0.386486 0.372841 0.301699 0.291845 -0.474524 -0.585193 -0.291377
100 9.95 0.448649 0.51109 0.394926 0.419305 -0.516742 -0.660694 -0.297599
101 10.05 0.532432 0.455602 0.423564 0.505041 -0.49696 -0.630898 -0.300304
102 10.15 0.578378 0.529531 0.487138 0.521256 -0.610562 -0.665668 -0.312809
103 10.25 0.548649 0.507243 0.507416 0.475502 -0.769697 -0.989509 -0.309965
104 10.35 0.545946 0.520416 0.453536 0.447656 -0.478931 -0.612969 -0.319776
105 10.45 0.667568 0.580455 0.56924 0.543698 -0.609749 -0.354686 -0.388188
106 10.55 0.624324 0.559554 0.515241 0.5036 -0.65128 -0.644478 -0.425162
107 10.65 0.581081 0.512362 0.560189 0.560553 -0.750445 -0.643816 -0.395957
108 10.75 0.675676 0.502793 0.691023 0.609673 -0.714434 -0.929485 -0.405443
109 10.85 0.7 0.590709 0.681684 0.556183 -0.630666 -0.847291 -0.407841
110 10.95 0.67027 0.532166 0.596596 0.547066 -0.619917 -0.506036 -0.462574
