# Time-averaged data for fix fS
# TimeStep Number-of-rows
# Row c_pSR[1] c_pSR[2] c_pSR[3] c_pSR[4] c_pSR[5] c_pSR[6] c_pSR[7] c_pSR[8]
0 360
128 12.75 0.655 0.568645 0.489439 0.548191 -0.873025 -0.917457 -0.30225
129 12.85 0.695 0.644838 0.526925 0.625491 -0.59672 -0.34202 -0.294735
130 12.95 0.76 0.729679 0.682146 0.579436 -1.06574 -0.873893 -0.393305
131 13.05 0.725 0.606479 0.54174 0.537365 -0.411208 -0.270707 -0.376991
132 13.15 0.77 0.694528 0.572883 0.674429 -0.622365 -0.202853 -0.315893
133 13.25 0.745 0.595789 0.622313 0.59025 -0.59069 -0.1608 -0.348297
134 13.35 0.84 0.701664 0.905478 0.732282 -0.509479 -0.376597 -0.47797
135 13.45 0.725 0.618477 0.610081 0.591087 -0.644055 -0.501165 -0.586982
136 13.55 0.79 0.599952 0.700621 0.642175 -0.64651 -0.482641 -0.588998
137 13.65 0.695 0.555357 0.485078 0.667661 -0.812344 -0.48088 -0.628339
138 13.75 0.77 0.603564 0.669631 0.565739 -1.023 -0.705722 -0.746052
139 13.85 0.68 0.601959 0.421203 0.588674 -0.845676 -0.992616 -0.742327
140 13.95 0.74 0.553607 0.622021 0.689539 -0.699018 -0.628355 -0.766503
141 14.05 0.78 0.679653 0.664246 0.608955 -1.20586 -0.761648 -0.846994
142 14.15 0.755 0.615868 0.701798 0.672273 -1.18132 -0.996518 -0.754167
143 14.25 0.76 0.595918 0.461688 0.618261 -0.399422 -1.05544 -0.665207
144 14.35 0.75 0.53495 0.636807 0.674698 -0.512125 -0.738649 -0.49341
145 14.45 0.7 0.62007 0.686181 0.693102 -0.148504 -0.253866 -0.383304
146 14.55 0.645 0.390171 0.477198 0.559772 -0.140742 -0.562554 -0.409677
147 14.65 0.84 0.762754 0.771142 0.828164 -0.539359 -0.355419 -0.474352
148 14.75 0.715 0.696549 0.561179 0.553177 -0.837053 -0.44936 -0.466515
149 14.85 0.8 0.67031 0.80479 0.701821 -0.707612 -0.541265 -0.398356
150 14.95 0.84 0.597974 0.727061 0.461997 -0.732497 -0.692359 -0.37348
151 15.05 0.795 0.596109 0.77603 0.612432 -0.622672 -0.776559 -0.529695
152 15.15 0.715 0.736379 0.773925 0.510165 -0.953833 -0.613853 -0.431494
153 15.25 0.73 0.652441 0.715167 0.494514 -0.720035 -0.485103 -0.404409
154 15.35 0.665 0.519541 0.692627 0.592994 -0.524097 -0.738655 -0.472394
155 15.45 0.73 0.703442 0.62896 0.680146 -0.447507 -0.616904 -0.427899
156 15.55 0.795 0.565688 0.609275 0.726161 0.038819 -0.494425 -0.396196
157 15.65 0.73 0.698759 0.649309 0.768976 -0.224144 0.012104 -0.39812
158 15.75 0.795 0.64626 0.641063 0.627444 0.0699178 -0.0748999 -0.401135
159 15.85 0.85 0.609732 0.831373 0.870532 -0.454633 -0.546007 -0.369247
160 15.95 0.735 0.623471 0.699746 0.51862 -0.614042 -0.729642 -0.447924
161 16.05 0.66 0.65353 0.529176 0.495935 -0.728312 -0.581828 -0.374353
162 16.15 0.715 0.659346 0.634832 0.646254 -0.236986 -0.665249 -0.415431
163 16.25 0.805 0.531602 0.816514 0.643044 -0.408193 -0.649834 -0.385816
164 16.35 0.755 0.470732 0.747129 0.80506 -0.384753 -0.450183 -0.366572
165 16.45 0.77 0.662543 0.622353 0.65067 -1.14443 -0.847233 -0.364774
166 16.55 0.825 0.723023 0.769399 0.716743 -0.878086 -0.433111 -0.261107
167 16.65 0.82 0.708134 0.731458 0.764828 -0.672705 -0.454637 -0.287374
168 16.75 0.68 0.49366 0.640154 0.578188 -0.505606 -0.374064 -0.379236
169 16.85 0.725 0.656945 0.589389 0.6002 -0.681028 0.240964 -0.423073
170 16.95 0.645 0.435731 0.487831 0.433774 -0.868992 -0.470779 -0.410465
171 17.05 0.745 0.651082 0.591103 0.659445 -0.586584 -0.411242 -0.456691
172 17.15 0.82 0.668272 0.709717 0.837738 -0.886064 -0.254172 -0.484198
173 17.25 0.79 0.801647 0.631451 0.632521 -0.663623 -0.587548 -0.458658
174 17.35 0.85 0.679337 0.748005 0.63005 -0.386708 -0.135308 -0.502125
175 17.45 0.745 0.669753 0.560874 0.523009 -0.866085 -0.603492 -0.562434
176 17.55 0.715 0.596334 0.608909 0.634444 -0.187469 -0.368158 -0.555316
177 17.65 0.71 0.516773 0.53331 0.516968 -0.364566 -0.61992 -0.553175
178 17.75 0.71 0.562161 0.562694 0.600164 -0.339564 -0.215028 -0.547341
179 17.85 0.73 0.585724 0.692857 0.658176 -0.435808 -0.515537 -0.530712
180 17.95 0.78 0.623197 0.683379 0.668441 -0.981151 -0.306165 -0.500319
181 18.05 0.72 0.541208 0.664251 0.635878 -0.865122 -0.639052 -0.565026
182 18.15 0.8 0.802003 0.629995 0.810699 -0.667059 -0.323431 -0.599272
183 18.25 0.755 0.716804 0.665329 0.621445 -0.812844 -0.818867 -0.626554
184 18.35 0.8 0.782985 0.626894 0.668003 -0.326152 -0.66414 -0.57648
185 18.45 0.695 0.607455 0.553125 0.39909 -0.188944 -0.445003 -0.527399
186 18.55 0.665 0.567027 0.616098 0.650977 -0.130333 0.416618 -0.479691
187 18.65 0.785 0.600403 0.716656 0.610604 -0.432141 -0.464143 -0.553457
188 18.75 0.785 0.65511 0.619899 0.56566 -0.921246 -1.24003 -0.692055
189 18.85 0.765 0.709585 0.658412 0.697811 -0.861739 -0.705478 -0.771827
190 18.95 0.715 0.533783 0.607034 0.609966 -0.341739 -0.296226 -0.703759
191 19.05 0.86 0.778594 0.738044 0.702604 -0.742917 -0.118935 -0.66134
192 19.15 0.755 0.689449 0.742198 0.660372 -0.69445 -0.510432 -0.621963
193 19.25 0.77 0.620299 0.619074 0.643357 -0.710409 -0.824731 -0.56532
194 19.35 0.71 0.620013 0.629933 0.598141 -0.242127 -0.500229 -0.432513
195 19.45 0.73 0.588714 0.667371 0.588916 0.177564 0.0607492 -0.371462
196 19.55 0.77 0.760235 0.716757 0.771694 -0.599577 -0.387987 -0.431776
197 19.65 0.79 0.734555 0.791378 0.600692 -0.652826 0.0932893 -0.508854
198 19.75 0.76 0.715599 0.554442 0.658256 -0.656443 -0.130044 -0.557436
199 19.85 0.745 0.652599 0.712994 0.781471 -0.559607 -0.185001 -0.653108
200 19.95 0.77 0.665546 0.668807 0.80729 -0.722284 -0.945415 -0.688583
201 20.05 0.8 0.661902 0.574292 0.490884 -0.770788 -0.989174 -0.716262
202 20.15 0.71 0.645841 0.575708 0.549625 -0.393608 -0.882578 -0.754253
203 20.25 0.765 0.686383 0.65119 0.623816 -0.23717 -0.199201 -0.638901
204 20.35 0.6 0.424673 0.47168 0.552393 -0.310829 -0.282397 -0.563496
205 20.45 0.86 0.672211 0.722951 0.796254 -0.935563 -0.953404 -0.603013
206 20.55 0.765 0.643506 0.637869 0.732075 -0.0799586 -0.426251 -0.579738
207 20.65 0.795 0.675195 0.610746 0.676961 -0.260056 -0.1876 -0.510546
208 20.75 0.7 0.641381 0.472791 0.522028 -0.409616 -0.560276 -0.445043
209 20.85 0.77 0.536815 0.739845 0.663921 -0.362932 -0.012306 -0.473633
210 20.95 0.735 0.617666 0.506387 0.567817 -0.413175 -0.0428478 -0.49201
211 21.05 0.81 0.634317 0.69405 0.61168 -0.416069 -0.160394 -0.393082
212 21.15 0.775 0.544559 0.601341 0.700034 -0.644606 -0.438769 -0.234123
213 21.25 0.675 0.600919 0.590773 0.543661 -0.847866 -0.404431 -0.262077
214 21.35 0.765 0.459613 0.648005 0.747881 -1.04895 -0.78891 -0.369621
215 21.45 0.67 0.587844 0.596352 0.632435 -0.829504 -0.651859 -0.414008
216 21.55 0.765 0.608065 0.645131 0.436871 -0.326666 -0.874394 -0.531631
217 21.65 0.77 0.596584 0.591499 0.659554 -0.62637 -0.347517 -0.51861
218 21.75 0.765 0.79036 0.714671 0.639127 -0.738803 0.014203 -0.602186
219 21.85 0.805 0.679774 0.647365 0.683233 -1.10992 -0.0453739 -0.520443
220 21.95 0.845 0.634442 0.670532 0.803318 -0.808786 -0.437025 -0.543433
221 22.05 0.675 0.519132 0.611638 0.53371 -1.17226 -0.844043 -0.618334
222 22.15 0.68 0.615083 0.58425 0.640466 -0.611457 -0.590299 -0.66615
223 22.25 0.725 0.526321 0.645231 0.652929 -0.0507423 -0.121314 -0.607217
224 22.35 0.72 0.588396 0.589617 0.614908 -0.331123 -0.614387 -0.571407
225 22.45 0.72 0.664827 0.593864 0.62151 -0.0291633 -0.410319 -0.579699
226 22.55 0.755 0.527376 0.573338 0.580915 -0.208569 -0.212561 -0.624515
227 22.65 0.845 0.732959 0.884802 0.677194 -0.472482 -0.314869 -0.595467
228 22.75 0.725 0.519958 0.544538 0.586321 -0.478921 -0.419873 -0.656366
229 22.85 0.795 0.771973 0.828672 0.674371 0.0256715 -0.558039 -0.604327
230 22.95 0.8 0.673591 0.726679 0.724102 0.147793 -0.157352 -0.521087
231 23.05 0.75 0.674167 0.594785 0.614775 -0.166468 0.227469 -0.527346
232 23.15 0.65 0.635632 0.586312 0.539221 -0.0769727 -0.388493 -0.517553
233 23.25 0.785 0.565724 0.663934 0.530884 -0.888229 -0.838829 -0.564598
234 23.35 0.715 0.593885 0.630753 0.591817 -0.587422 -0.728917 -0.566933
235 23.45 0.785 0.712639 0.624872 0.882164 -0.888482 -0.655312 -0.58283
236 23.55 0.79 0.625124 0.523862 0.638805 -0.41208 -0.362959 -0.593753
237 23.65 0.81 0.772678 0.778336 0.616693 0.0969362 -0.482401 -0.63981
238 23.75 0.745 0.767984 0.641294 0.651801 0.285992 -0.142016 -0.669341
239 23.85 0.755 0.601508 0.574363 0.736292 -0.0875492 -0.356454 -0.698889
240 23.95 0.665 0.636294 0.568929 0.618291 -0.510467 -0.661088 -0.706186
241 24.05 0.63 0.519658 0.520337 0.42054 -0.452398 -0.878473 -0.686444
242 24.15 0.655 0.587416 0.563693 0.611989 -0.769789 -1.25787 -0.664153
243 24.25 0.79 0.686391 0.616919 0.570308 -0.557431 -0.774636 -0.665208
244 24.35 0.785 0.691939 0.579855 0.598726 -0.766766 -0.522891 -0.622804
245 24.45 0.72 0.517375 0.61893 0.545222 -0.619904 -0.533724 -0.550114
246 24.55 0.7 0.647367 0.619467 0.577104 -0.87528 -0.670556 -0.607178
247 24.65 0.655 0.557998 0.4893 0.476978 -0.888573 -1.06528 -0.496365
248 24.75 0.77 0.74368 0.603631 0.75765 -0.404219 -0.809684 -0.503897
249 24.85 0.695 0.574299 0.65713 0.607025 -0.39905 -0.66975 -0.482427
250 24.95 0.645 0.505554 0.509822 0.542339 -0.745308 -0.682363 -0.444868
251 25.05 0.64 0.606312 0.559512 0.493091 -0.518035 -0.591856 -0.459173
252 25.15 0.685 0.514381 0.59084 0.448298 -0.661143 -0.87269 -0.590014
253 25.25 0.62 0.617865 0.565932 0.551848 -0.878831 -0.562801 -0.630679
254 25.35 0.655 0.568541 0.528577 0.717124 -0.720866 -0.668591 -0.668045
255 25.45 0.64 0.5631 0.577417 0.455615 -0.249516 -0.428125 -0.597847
256 25.55 0.53 0.389352 0.401983 0.369916 -0.59237 -0.554819 -0.545451
257 25.65 0.585 0.508604 0.528532 0.571895 -0.561903 -0.445977 -0.491997
258 25.75 0.545 0.423629 0.51004 0.41691 -0.330165 -0.32097 -0.433254
259 25.85 0.475 0.477413 0.378193 0.375642 -0.590144 -0.541204 -0.405951
260 25.95 0.505 0.405558 0.379981 0.470087 -0.492491 -0.695921 -0.457111
261 26.05 0.5 0.418705 0.356363 0.460802 -0.486086 -0.64039 -0.39994
262 26.15 0.4 0.346848 0.403179 0.286119 -0.650126 -0.501307 -0.305462
263 26.25 0.35 0.3321 0.370935 0.210405 -0.636243 -0.440278 -0.265193
264 26.35 0.38 0.450605 0.319929 0.382289 -0.289162 -0.405365 -0.241673
265 26.45 0.35 0.20123 0.361965 0.316084 -0.453605 -0.348678 -0.2588
266 26.55 0.35 0.380616 0.342349 0.346136 -0.463816 -0.184789 -0.228205
267 26.65 0.26 0.220259 0.189123 0.221484 -0.469656 -0.335845 -0.221193
268 26.75 0.265 0.134927 0.247964 0.287512 -0.366237 -0.439089 -0.198874
269 26.85 0.18 0.156677 0.143593 0.112326 -0.0721563 -0.345546 -0.176286
270 26.95 0.16 0.11835 0.144603 0.12223 -0.171246 -0.209485 -0.159997
271 27.05 0.145 0.151824 0.163842 0.12061 -0.163587 -0.197291 -0.144323
272 27.15 0.15 0.126373 0.0864658 0.161621 -0.0244673 -0.153653 -0.124504
273 27.25 0.135 0.118731 0.152257 0.132189 -0.0985143 -0.0873577 -0.0875698
274 27.35 0.085 0.0616344 0.036764 0.0424963 -0.0981784 -0.0655987 -0.0535621
275 27.45 0.09 0.0491572 0.0307223 0.033642 -0.0434927 0.0095373 -0.0372019
276 27.55 0.065 0.0280608 0.047475 0.0689629 -0.00502885 -0.0275804 -0.0399497
277 27.65 0.04 0.0188441 0.0186931 0.025007 0.0253359 -0.0255208 -0.0537109
278 27.75 0.045 0.0264491 0.0358423 0.0714511 -0.0300378 -0.0260869 -0.0462436
279 27.85 0.045 0.0447721 0.0220065 0.0264137 -0.0217141 -0.00240561 -0.038032
280 27.95 0.03 0.00708502 0.0294615 0.00662713 -0.0195301 0.0213798 -0.0355439
281 28.05 0.04 0.0558342 0.00900496 0.048511 -0.0151172 0.00740411 -0.0294289
282 28.15 0.025 0.0720162 0.0220319 0.0115841 -0.00657515 -0.0132026 -0.0206409
283 28.25 0.02 0.0378717 0.0342918 0.0222354 -0.00566258 -0.0135507 -0.0165107
284 28.35 0.02 0.0279279 0.00694896 0.0107939 -0.00539896 -0.0090049 -0.0115438
285 28.45 0.025 0.00652416 0.0118853 0.0244098 -0.00557632 -0.00845358 -0.00966581
286 28.55 0.02 0.0131714 0.0186586 0.00145469 -0.00457366 -0.00462709 -0.00913912
287 28.65 0.02 0.00538876 0.00238073 0.0425128 0.042352 0.00723694 -0.0062773
288 28.75 0.01 0.00415414 0.00216766 0.00786177 0.0645492 0.0144129 -0.00269424
289 28.85 0.02 0.0107938 0.0140878 0.0277445 0.0135071 0.0035766 -0.00471393
290 28.95 0.01 0.00296906 0.000719573 0.0109116 0.000263442 0.000689587 -0.00518503
291 29.05 0.01 0.00101525 0.00472396 0.000146124 0.00053669 0.000998311 -0.00421014
292 29.15 0.02 0.00124734 0.0272953 0.027519 6.56548e-05 0.000169035 -0.0041396
293 29.25 0.025 0.0120922 0.0177298 0.0187683 -0.00433722 -0.00370236 -0.00653935
294 29.35 0.03 0.0221349 0.0246235 0.0261093 -0.00399649 -0.00393167 -0.00668652
295 29.45 0.02 0.00825366 0.0331963 0.00255795 -0.00324208 -0.00475472 -0.00665015
296 29.55 0.015 0.0228668 0.0412833 0.0280369 -0.00345132 -0.00612025 -0.00522645
297 29.65 0.015 0.0227988 0.00235862 0.00628962 -0.0048648 -0.0119438 -0.00533787
298 29.75 0.02 0.0326144 0.00596221 0.00550136 -0.00324397 -0.00538275 -0.005284
299 29.85 0.005 0.00343462 0.0109723 0.000123385 -0.00333703 -0.00475525 -0.00549565
300 29.95 0 0 0 0 -0.00331221 -0.00434546 -0.00512573
301 30.05 0.015 0.00162338 0.000848591 0.0186378 -0.00169289 -0.00267103 -0.00370288
302 30.15 0.005 0.0033237 0.00115335 1.56659e-07 -0.00149526 -0.00264074 -0.00356389
303 30.25 0.01 0.0194434 0.0425236 0.00783523 -0.00134836 -0.00257404 -0.00381868
304 30.35 0.035 0.0300436 0.0323893 0.0399489 -0.00582024 -0.00293048 -0.00405773
305 30.45 0.015 0.00657247 0.00398563 0.00952789 -0.00867676 -0.00239001 -0.00446941
306 30.55 0.02 0.0177294 0.00574269 0.01681 -0.00770917 -0.00281095 -0.00453236
307 30.65 0.025 0.0217234 0.016616 0.0267477 -0.00659396 -0.00306226 -0.00546534
308 30.75 0.03 0.0317757 0.0128919 0.0145123 -0.00663488 -0.00373991 -0.00606598
309 30.85 0.01 0.000292763 0.0243364 0.000162646 -0.00551549 -0.0037796 -0.00586343
310 30.95 0.03 0.0170556 0.034448 0.0439786 -0.0041797 -0.00370658 -0.00539113
311 31.05 0.02 0.0346858 0.0350828 0.00789966 -0.00452097 -0.00290259 -0.00533046
312 31.15 0.015 0.0502884 0.00570431 0.0124765 -0.00390737 -0.00195038 -0.0052412
313 31.25 0.01 0.00681285 0.000971073 0.00353677 -0.00287019 -0.0100549 -0.00491918
314 31.35 0.01 0.00366643 0.00165013 0.00350947 -0.00246203 -0.00458978 -0.00422686
315 31.45 0.005 0.0122422 0.000357209 0.00559724 -0.000443136 0.000344078 -0.00375546
316 31.55 0.01 0.000350171 0.00107801 0.00166536 0.000864285 0.00150494 -0.00354985
317 31.65 0.02 0.0138357 0.0172418 0.0293316 -0.00244451 -0.00218987 -0.00396501
318 31.75 0.01 0.00329069 0.00352522 0.0014792 -0.00317828 -0.00507087 -0.003598
319 31.85 0.01 0.0120003 0.000356513 0.0244764 -0.00292779 -0.00799105 -0.00331
320 31.95 0.015 0.00709722 0.00382921 0.00323563 -0.00425644 -0.00801773 -0.00283693
321 32.05 0.035 0.0354662 0.021093 0.0312062 -0.00566455 -0.00641674 -0.00294205
322 32.15 0.03 0.0263804 0.0248157 0.0425122 -0.00485905 -0.00502281 -0.00229848
323 32.25 0.005 0.00183437 0.00764936 0.00178989 -0.000733066 -0.000874865 -0.00158346
324 32.35 0.01 0.00156982 0.0356452 0.0195909 -0.00480352 -0.00985014 -0.00160196
325 32.45 0.01 0.00265803 0.00205666 0.0139623 -0.000531452 -0.000588173 -0.00117482
326 32.55 0.01 0.0047114 0.0170528 0.00190346 -0.000405244 -0.000430396 -0.000981554
327 32.65 0.02 0.00436359 0.0142644 0.0144222 -0.00260474 -0.000593574 -0.00144836
328 32.75 0.01 0.00121944 0.0024376 0.00171607 -0.00196439 0.000230382 0.00332687
329 32.85 0.01 0.00253246 0.000295681 0.00558926 -0.00139909 0.000439156 0.00449068
330 32.95 0.02 0.0239043 0.0182232 0.0147533 -0.00157213 0.000252969 0.00376928
331 33.05 0.025 0.0070915 0.0367463 0.0542125 -0.00189264 0.00189204 0.00566176
332 33.15 0.025 0.0225802 0.0355906 0.00366767 -0.000833208 0.00195238 0.005997
333 33.25 0.01 0.00899145 0.00129294 0.00633293 0.00245361 0.00537637 0.00604963
334 33.35 0.01 0.00386164 0.0128857 0.00020304 0.0109261 0.0168748 0.00684061
335 33.45 0.015 0.00725782 0.00358517 0.0103118 0.00471742 0.00683248 0.0064224
336 33.55 0.015 0.00378995 0.0099588 0.00613607 -0.000696456 0.000638752 0.00129138
337 33.65 0.01 0.0183832 0.00597747 0.0127445 -0.00279565 -0.00188881 -0.00163126
338 33.75 0.02 0.00603346 0.0225998 0.00770837 -0.00627553 -0.0056759 -0.0020578
339 33.85 0.005 0.000238585 0.00170528 0.000337735 -0.00329431 -0.00523595 -0.00395034
340 33.95 0.015 0.00544942 0.00178218 0.0170195 -0.00326512 -0.0038545 -0.00424623
341 34.05 0.005 0.000180137 5.46555e-06 0.00665743 -0.00429152 -0.0026478 -0.00441436
342 34.15 0.02 0.00660136 0.00987353 0.0153301 -0.00715273 -0.00485961 -0.00360843
343 34.25 0.01 0.00566857 0.00216202 0.000448202 -0.00418 -0.00269507 -0.00353514
344 34.35 0.02 0.013771 0.0166114 0.00645609 0.00696091 0.00103853 0.00155935
345 34.45 0.015 0.00728635 0.00704389 0.0240808 0.0117191 0.00529461 0.00485644
346 34.55 0.005 0.00191675 7.65344e-07 8.95724e-05 0.0115171 0.00689771 0.00571582
347 34.65 0.02 0.0548445 0.00601063 0.0191728 0.00921568 0.00561751 0.00670263
348 34.75 0.015 0.00821373 0.00595059 0.00182364 0.00930814 -0.00234199 0.0083341
349 34.85 0.025 0.0135419 0.0324322 0.0121019 0.0027178 -0.00154775 0.0026096
350 34.95 0.01 0.00205561 0.00843593 0.00712645 -5.78796e-05 -0.000954825 0.00052186
351 35.05 0.005 0.00122939 0.00923875 6.09529e-06 -6.13419e-05 -0.00096215 0.000516954
352 35.15 0.01 0.0214078 0.00238413 0.00959943 -6.82368e-05 -0.000995161 0.000504798
353 35.25 0.005 0.000919939 0.0014107 0.00955874 -6.82368e-05 -0.000995161 0.000504798
354 35.35 0.025 0.0196444 0.00984348 0.0151443 -0.000507411 -0.00400137 -7.72829e-05
355 35.45 0 0 0 0 -0.00173657 -0.00506489 -0.000874244
356 35.55 0.015 0.00925166 0.0114218 0.0204227 -0.00175831 -0.00507841 -0.000877059
357 35.65 0.01 0.00264807 0.000117082 0.00285973 -0.00181772 -0.0045335 -0.00129871
358 35.75 0 0 0 0 -0.00195606 -0.00211533 -0.00296895
359 35.85 0.01 0.00439871 0.0246995 0.0119323 -0.00199654 -0.00214158 -0.00296726
360 35.95 0.02 0.00437736 0.0177965 0.00589217 -0.00214647 -0.00227604 -0.00296188
40000 360
1 0.05 0.0142857 0.0102757 0.0093351 0.00338732 -0.00146241 -0.00117625 -0.00236559
2 0.15 0.00952381 0.00187313 0.0118084 0.000111842 -0.00141005 -0.00104445 -0.00213421
3 0.25 0.0380952 0.0272535 0.0477323 0.046305 -0.00381485 -0.0019334 -0.00319834
4 0.35 0.0142857 0.015927 0.010858 0.0113646 -0.00388112 -0.00211917 -0.00328441
5 0.45 0.0047619 0.00163586 0.0006903 0.000208893 -0.00387221 -0.00212034 -0.00328585
6 0.55 0.00952381 0.0124095 0.000980403 0.000915706 -0.00387301 -0.00204216 -0.00328582
7 0.65 0.00952381 0.00585161 0.0129668 0.00911735 -0.00195158 -0.00130289 -0.00322967
8 0.75 0.0142857 0.0102414 0.0202587 0.00602081 -0.00177657 -0.00116583 -0.00301547
9 0.85 0.0142857 0.0263126 0.00151024 0.01968 -0.00119215 -0.00049439 -0.0018634
10 0.95 0 0 0 0 -0.00118661 -0.000483953 -0.00186262
11 1.05 0.00952381 0.0273271 0.00107185 0.0075138 -0.00121337 -0.0014805 -0.0020026
12 1.15 0.0142857 9.61466e-05 0.0210409 0.00231334 -0.0012249 -0.00178515 -0.00204368
13 1.25 0.0190476 0.00970588 0.0208965 0.00629367 -0.0011028 -0.00130792 -0.00183572
14 1.35 0.0047619 2.13274e-07 0.000397664 0.0007859 -0.000386761 -0.000186233 -0.000806199
15 1.45 0.00952381 0.0133491 0.00409664 0.00710333 -0.000383796 -0.000190158 -0.00080421
16 1.55 0.0238095 0.0163173 0.0415185 0.0137731 -0.000171852 -0.000228932 -0.000432525
17 1.65 0.0238095 0.027195 0.0261874 0.0194454 -9.10543e-05 -0.000279072 -0.000179912
18 1.75 0.0047619 0.0035967 0.000857195 0.000841188 -0.000135381 -0.000330338 -0.000207832
19 1.85 0.0238095 0.0096641 0.0013591 0.0254167 -0.000741578 -0.000548662 -0.000474498
20 1.95 0.0047619 0.000125351 0.000449167 4.04045e-05 -0.000930162 -0.000622326 -0.000551426
21 2.05 0.0142857 0.0287095 0.0145078 0.0175544 -0.000942536 -0.000643034 -0.000807026
22 2.15 0.0142857 0.0108579 0.00119265 0.00227591 -0.000980516 -0.000633142 -0.00086739
23 2.25 0.0190476 0.00816872 0.00706218 0.0209241 -0.00129232 -0.000768303 -0.00133262
24 2.35 0.0047619 0.000202223 0.0166092 0.00572697 -0.00126634 -0.000686498 -0.00174295
25 2.45 0.0285714 0.0162698 0.029446 0.0121681 -0.000945754 -0.000535565 -0.00167372
26 2.55 0.00952381 0.0052625 0.00152422 0.0086142 -0.000533496 -0.000392624 -0.00155098
27 2.65 0.0142857 0.00780364 0.0480561 0.0218902 -0.000510771 -0.000397888 -0.00161313
28 2.75 0.0047619 0.00235314 2.3388e-05 8.30192e-05 -0.00050442 -0.000396021 -0.00161566
29 2.85 0.00952381 0.0140693 0.0223391 0.00102762 -0.00055389 -0.000460179 -0.00162555
30 2.95 0.0190476 0.00888423 0.0312497 0.0144838 -0.000734825 -0.000490781 -0.00178297
31 3.05 0.00952381 0.015147 0.0118581 0.00788395 -0.00104597 -0.000802254 -0.00280217
32 3.15 0.0142857 0.00108799 0.00249202 0.0215786 -0.00111932 -0.000964884 -0.00303841
33 3.25 0.0142857 0.00557922 0.00966007 0.00515557 -0.00749792 -0.00818712 -0.00374158
34 3.35 0.0190476 0.00236483 0.0166298 0.00688496 -0.0096935 -0.00477579 -0.00342381
35 3.45 0.0142857 0.0316668 0.00711897 0.0170131 -0.0070278 -0.00223638 -0.00429647
36 3.55 0.0333333 0.0424184 0.0285273 0.0238209 -0.00207281 -0.00285062 -0.00436788
37 3.65 0.0190476 0.00306676 0.0164019 0.00603564 -0.00502394 -0.00384958 -0.00465263
38 3.75 0.00952381 0.00496991 0.00543285 0.00114973 -0.00569292 -0.00429468 -0.0045243
39 3.85 0.0142857 0.0043047 0.000653139 0.0237171 -0.00175232 -0.00340631 -0.00418052
40 3.95 0.0285714 0.00929166 0.0205652 0.0301916 -0.00207947 -0.0066791 -0.00387286
41 4.05 0.0142857 0.00908861 0.00242678 0.0195464 -0.00246413 -0.00934452 -0.00388567
42 4.15 0.0190476 0.0061137 0.00974617 0.0020176 -0.000818417 -0.00337487 -0.00266689
43 4.25 0.0238095 0.00744924 0.0131043 0.0542153 0.00201601 0.0114968 -0.00116227
44 4.35 0.0190476 0.00594293 0.0216404 0.022715 -0.0006987 -0.00169423 -0.00104074
45 4.45 0.00952381 0.000558826 0.0101882 0.0084065 -0.00281683 -0.00540366 -0.0011756
46 4.55 0.0190476 0.000635894 0.00420573 0.00268192 -0.00350741 -0.005936 -0.00141221
47 4.65 0.00952381 0.00290309 0.000301166 0.00254592 -0.0015931 -0.000977744 -0.00172618
48 4.75 0.00952381 0.00436101 0.0026714 0.0202215 -0.00151504 -0.00155504 -0.00180443
49 4.85 0.0142857 0.00531733 0.016284 0.0128435 -0.00111373 -0.00154551 -0.0017802
50 4.95 0.0142857 0.00560515 0.0065251 0.0162655 -0.00165277 -0.0015711 -0.00239613
51 5.05 0.0142857 0.0059576 0.00694215 0.00984751 -0.00212193 -0.00152375 -0.00274722
52 5.15 0.0142857 0.00029746 0.00420486 0.00270742 -0.00207083 -0.00147664 -0.00289685
53 5.25 0.0142857 0.0108108 0.00416504 0.0201862 -0.00191621 -0.00131282 -0.00244082
54 5.35 0.0238095 0.0134372 0.0281221 0.0356319 -0.00192281 -0.000971566 -0.00203485
55 5.45 0.0047619 0.00026294 0.00777852 0.00576484 -0.00209259 -0.000884883 -0.00200332
56 5.55 0.0238095 0.0145574 0.0172067 0.0143046 0.00543812 0.0232987 -0.00200754
57 5.65 0.0285714 0.0308717 0.0226015 0.0109117 -0.000976989 -0.000726398 -0.00177464
58 5.75 0.0047619 0.0234861 0.00149212 0.00113823 0.00101133 8.43006e-05 0.00218358
59 5.85 0.0190476 0.0159941 0.00663369 0.0113492 0.000585242 -0.000429564 0.00200432
60 5.95 0.0190476 0.0086992 0.0167662 0.00492485 -0.000302206 -0.000676775 0.00118349
61 6.05 0 0 0 0 -0.000348856 -0.000693114 0.00110869
62 6.15 0.00952381 0.00435955 0.00577582 0.00656246 -0.000406576 -0.000699257 0.00100478
63 6.25 0.0047619 0.000275696 0.00132043 0.000233847 -0.000578324 -0.000739866 0.000851902
64 6.35 0.0047619 1.50447e-05 0.0055888 0.000214308 -0.000825897 0.0011249 0.00831541
65 6.45 0.0238095 0.0189051 0.0167638 0.0283646 -0.000765899 0.000959217 0.0102991
66 6.55 0.00952381 0.00352246 0.0026573 0.0170075 -0.003328 -0.000421922 0.00518835
67 6.65 0.0333333 0.035702 0.0205993 0.0600184 -0.00489336 -0.0114853 0.00540055
68 6.75 0.0333333 0.0163952 0.0272421 0.0535167 -0.0080749 -0.00593162 0.00552546
