# Time-averaged data for fix fa
# TimeStep Number-of-rows
# Row c_pA[1] c_pA[2] c_pA[3] c_pA[4] c_pA[5] c_pA[6] c_pA[7] c_pA[8]
0 360
26 2.55 0.00833333 0.00628503 0.00633034 0.00572628 -0.000788658 -0.000882254 -0.00254034
27 2.65 0.00833333 8.28078e-06 0.00607146 0.00536116 -0.000773171 -0.000862564 -0.00248974
28 2.75 0.0166667 0.00387699 0.00266169 0.0235128 -0.00192941 -0.000838035 -0.00252489
29 2.85 0.0166667 0.0087648 0.00158412 0.0259519 -0.0045101 -0.000692695 -0.00145844
30 2.95 0 0 0 0 -0.00438992 -0.000651571 -0.000810353
31 3.05 0.025 0.0153083 0.00786104 0.00635084 -0.00568804 -0.000466084 -0.00135095
32 3.15 0 0 0 0 -0.00252002 -0.000237756 -0.00127194
33 3.25 0 0 0 0 -0.00252078 -0.000238513 -0.00127186
34 3.35 0 0 0 0 -0.00252026 -0.000237996 -0.00127231
35 3.45 0 0 0 0 -0.00251986 -0.000237591 -0.00127168
36 3.55 0.00833333 0.00661226 0.00674022 0.00575566 -0.00253081 -0.000248544 -0.00127267
37 3.65 0.00833333 8.05034e-06 0.00664127 0.00594503 -0.00254492 -0.000250562 -0.00127921
38 3.75 0.00833333 0.00312254 0.00135891 0.00346551 -0.000774798 -0.000153754 -0.0005881
39 3.85 0.00833333 0.0143019 0.0212476 0.0200079 -0.000140314 -0.00056297 -0.000451132
40 3.95 0 0 0 0 -0.000161837 -0.00327709 -0.00114891
41 4.05 0.00833333 1.95161e-05 0.00511388 0.006456 -0.000177186 -0.00329244 -0.00115233
42 4.15 0 0 0 0 -0.000171465 -0.00328672 -0.00115662
43 4.25 0.00833333 0.00749593 0.00652021 0.0195422 -0.000211415 -0.00329715 -0.00118652
44 4.35 0.00833333 0.00193186 0.00157254 0.0140234 -0.000223905 -0.00330074 -0.00120492
45 4.45 0.00833333 0.00473706 0.0498079 0.000833603 -0.000203006 -0.000883382 -0.000607727
46 4.55 0.00833333 0.00620198 0.00632201 0.00549334 -0.000201078 -0.000153456 -0.000429363
47 4.65 0 0 0 0 -0.000190345 -0.000142723 -0.000433452
48 4.75 0.00833333 5.786e-05 0.00997564 0.00433363 0.00414256 0.0128349 0.00908397
49 4.85 0.00833333 0.0139323 0.00204698 0.0393965 0.00712469 0.0217287 0.0155953
50 4.95 0 0 0 0 0.00715491 0.0217317 0.015589
51 5.05 0 0 0 0 0.00715346 0.0217302 0.0155878
52 5.15 0.00833333 1.58254e-05 0.00536553 0.00712628 0.00712732 0.0217041 0.0155818
53 5.25 0.0333333 0.00583677 0.014596 0.00530832 0.00702664 0.02159 0.0155286
54 5.35 0.00833333 0.000651813 0.0177361 0.00947443 0.00141018 0.00514012 0.00355051
55 5.45 0.00833333 0.00101772 0.00383692 0.000608045 -0.000531557 -0.000701515 -0.000743666
56 5.55 0.00833333 0.00307226 0.0048951 0.00114821 -0.000541331 -0.000913766 -0.000898124
57 5.65 0 0 0 0 -0.000534651 -0.000907493 -0.000906147
58 5.75 0 0 0 0 -0.000532098 -0.00090494 -0.000898018
59 5.85 0.00833333 0.0153214 0.0161486 0.0251712 -0.000555537 -0.000922659 -0.000915768
60 5.95 0.025 0.00669621 0.0127611 0.019751 -0.000685801 -0.000942341 -0.00112738
61 6.05 0 0 0 0 -0.000712271 -0.000957274 -0.00139503
62 6.15 0.00833333 0.0061667 0.00697532 0.0212505 -0.00069861 -0.00100245 -0.0014092
63 6.25 0.0416667 0.00733702 0.0200724 0.100356 -0.0017528 -0.00110285 -0.00314328
64 6.35 0.00833333 0.00440481 0.000486003 0.000239786 -0.00194307 -0.00115505 -0.00541254
65 6.45 0.0166667 0.00747854 0.000145848 0.000978939 -0.00199055 -0.00120123 -0.00560386
66 6.55 0.00833333 0.00871562 0.000374781 0.000931371 -0.00133694 0.00168812 -0.00465009
67 6.65 0 0 0 0 0.00632291 0.0167788 0.00132557
68 6.75 0.00833333 0.00510232 0.00390279 0.0099032 0.00633702 0.0165115 0.00064812
69 6.85 0.00833333 0.00221317 6.02263e-05 0.0011674 0.00629926 0.0163698 0.00026038
70 6.95 0.00833333 0.00876085 0.00494364 0.00733654 0.0207162 0.0203691 0.000912418
71 7.05 0.0166667 0.000316848 0.00606242 0.0189104 0.0177743 0.0164979 -0.00291148
72 7.15 0.0333333 0.0484513 0.0170478 0.00699575 0.00034732 0.00494764 -0.00970399
73 7.25 0.0333333 0.0325414 0.00623063 0.0106207 -0.00844889 0.00150329 -0.0115292
74 7.35 0.00833333 0.000673109 0.0168502 0.0120874 -0.0106173 0.000392667 -0.0143302
75 7.45 0.0333333 0.00577064 0.0122585 0.017004 -0.0138792 -0.00150266 -0.016275
76 7.55 0.0333333 0.0179903 0.0172852 0.00659634 -0.0164923 -0.00258582 -0.0191177
77 7.65 0.05 0.0102836 0.0515211 0.0929679 -0.041702 -0.020063 -0.0237415
78 7.75 0.0666667 0.0429158 0.0541491 0.0314675 -0.0389531 -0.0260248 -0.0361466
79 7.85 0.0166667 0.00016446 0.00389508 0.010971 -0.0433929 -0.0324799 -0.0451881
80 7.95 0.0416667 0.0629057 0.0264193 0.0314622 -0.0406601 -0.0343772 -0.0473834
81 8.05 0.075 0.0349707 0.0405818 0.0549408 -0.0396324 -0.053729 -0.0557245
82 8.15 0.0916667 0.0919548 0.0593074 0.0767823 -0.0782365 -0.0466624 -0.0669302
83 8.25 0.05 0.0450329 0.0136653 0.00592313 -0.103283 -0.0669423 -0.096495
84 8.35 0.0666667 0.0685317 0.052229 0.047781 -0.104648 -0.0765584 -0.113305
85 8.45 0.15 0.079827 0.0980552 0.153533 0.0457863 -0.116878 -0.123655
86 8.55 0.15 0.124707 0.127127 0.150362 -0.161634 -0.129385 -0.153614
87 8.65 0.125 0.108132 0.0824249 0.134921 -0.240734 -0.174467 -0.159311
88 8.75 0.133333 0.133503 0.0688956 0.143065 -0.106258 -0.0122949 -0.180913
89 8.85 0.15 0.0527546 0.179442 0.112623 -0.160447 -0.0609346 -0.1616
90 8.95 0.183333 0.123291 0.311055 0.138422 -0.191352 -0.0747348 -0.138219
91 9.05 0.141667 0.0908773 0.0374632 0.0705863 -0.0608409 0.155646 -0.125985
92 9.15 0.241667 0.282188 0.288498 0.170435 0.0902532 0.227106 -0.0537907
93 9.25 0.3 0.258469 0.143776 0.159746 -0.203116 -0.124198 -0.0823661
94 9.35 0.291667 0.202931 0.162997 0.252884 -0.351413 -0.293191 -0.108445
95 9.45 0.35 0.281786 0.280576 0.330782 -0.479081 -0.509534 -0.170045
96 9.55 0.358333 0.412552 0.365875 0.298689 -0.555426 -0.427074 -0.248503
97 9.65 0.341667 0.286891 0.390637 0.227541 -0.506154 -0.273852 -0.311728
98 9.75 0.35 0.289495 0.333589 0.157227 -0.370765 -0.629997 -0.312235
99 9.85 0.391667 0.48125 0.348708 0.313938 -0.642284 -0.519881 -0.37584
100 9.95 0.516667 0.621629 0.371377 0.506402 -0.815248 -0.573572 -0.359478
101 10.05 0.416667 0.467812 0.279469 0.444255 -0.94083 -0.88269 -0.404347
102 10.15 0.516667 0.386142 0.536049 0.491216 -0.911013 -0.50726 -0.471087
103 10.25 0.55 0.464901 0.500609 0.518081 -0.87936 -0.834454 -0.481844
104 10.35 0.633333 0.600829 0.466908 0.507313 -0.696993 -0.161053 -0.49531
105 10.45 0.7 0.585266 0.689628 0.540625 -1.00432 -0.877993 -0.420089
106 10.55 0.575 0.383382 0.361169 0.589579 -0.674343 -1.29884 -0.434479
107 10.65 0.683333 0.553425 0.526105 0.644053 -1.35484 -1.41239 -0.50483
108 10.75 0.716667 0.650149 0.691535 0.581895 -1.51965 -0.844279 -0.539752
109 10.85 0.575 0.397282 0.508559 0.433223 -1.37384 -0.951986 -0.515475
110 10.95 0.725 0.721366 0.497376 0.49916 -0.867345 -0.627217 -0.449884
111 11.05 0.516667 0.376569 0.428425 0.342702 -1.05566 -1.04398 -0.493958
112 11.15 0.608333 0.754855 0.551589 0.386398 -1.42955 -1.17581 -0.507116
113 11.25 0.733333 0.538216 0.540667 0.490032 -1.52149 -1.74578 -0.611485
114 11.35 0.691667 0.584309 0.494968 0.622286 -1.53952 -1.62459 -0.76565
115 11.45 0.733333 0.633873 0.45108 0.415814 -1.18921 -1.22301 -0.711268
116 11.55 0.7 0.390002 0.592053 0.608382 -0.469304 -0.765016 -0.789263
117 11.65 0.791667 0.61046 0.563436 0.65222 -0.566638 -0.517216 -0.796425
118 11.75 0.791667 0.678225 0.656496 0.641582 -0.239613 -0.632872 -0.812863
119 11.85 0.708333 0.719458 0.5331 0.639714 -0.563966 -1.17446 -0.885961
120 11.95 0.658333 0.51381 0.548559 0.542496 -0.89829 -1.30721 -0.880291
121 12.05 0.7 0.460213 0.503146 0.689836 -0.744727 -1.42088 -0.876527
122 12.15 0.766667 0.57044 0.599612 0.591995 -1.39692 -1.22524 -0.87608
123 12.25 0.658333 0.579594 0.638601 0.615446 -1.14625 -0.960767 -0.865343
124 12.35 0.65 0.58204 0.545355 0.468271 -0.768911 -0.188751 -0.74531
125 12.45 0.825 0.415499 0.786633 0.579316 -0.981688 -1.20487 -0.895138
126 12.55 0.725 0.580347 0.590047 0.437978 -0.806501 -1.44877 -1.00447
127 12.65 0.766667 0.661894 0.659346 0.690571 -0.924827 -0.855369 -0.928238
128 12.75 0.8 0.719186 0.58085 0.794739 -0.957313 -1.08303 -0.840062
129 12.85 0.758333 0.739762 0.503075 0.597553 -0.424688 -0.99713 -0.742627
130 12.95 0.691667 0.625574 0.557267 0.530693 -1.28026 -1.34529 -0.788448
131 13.05 0.725 0.63814 0.611006 0.652194 -1.19452 -1.53731 -0.853327
132 13.15 0.775 0.562525 0.871086 0.647676 -1.09415 -1.11243 -0.787401
133 13.25 0.658333 0.482486 0.541087 0.520684 -1.04322 -0.632445 -0.820078
134 13.35 0.775 0.677126 0.694559 0.518878 -1.22783 -0.194349 -0.828698
135 13.45 0.816667 0.712065 0.702938 0.90746 -1.24474 -0.290294 -0.756424
136 13.55 0.75 0.512135 0.623282 0.607752 -0.711463 -0.813654 -0.75173
137 13.65 0.791667 0.579981 0.618302 0.560662 -1.02034 -1.03465 -0.855294
138 13.75 0.741667 0.537814 0.595677 0.500235 -0.78816 -0.685109 -0.897395
139 13.85 0.7 0.662225 0.725317 0.505124 -0.294679 -1.12766 -0.870448
140 13.95 0.725 0.620869 0.477533 0.671465 -0.304889 -1.5304 -0.776852
141 14.05 0.7 0.499554 0.769594 0.647936 -0.365225 -0.85873 -0.768722
142 14.15 0.716667 0.642161 0.464781 0.526482 -0.596969 -0.773504 -0.695071
143 14.25 0.825 0.836112 0.662683 0.680258 -0.603795 -0.954991 -0.60977
144 14.35 0.875 0.838302 0.807769 0.598858 -0.345709 -0.399187 -0.564152
145 14.45 0.808333 0.663931 0.850565 0.818377 -1.084 -0.749861 -0.71842
146 14.55 0.725 0.490354 0.659607 0.704444 -0.919835 -1.16003 -0.857851
147 14.65 0.775 0.608349 0.650935 0.746058 -1.01829 -1.04031 -0.887193
148 14.75 0.625 0.553267 0.681342 0.499091 -1.76322 -1.42765 -0.781836
149 14.85 0.775 0.597016 0.692963 0.593081 -1.53496 -1.46571 -0.793113
150 14.95 0.591667 0.612562 0.473172 0.519848 -1.24321 -1.26211 -0.604382
151 15.05 0.75 0.698022 0.719135 0.711275 -1.16833 -1.32577 -0.678212
152 15.15 0.766667 0.660208 0.569353 0.607108 -1.48988 -1.16154 -0.695124
153 15.25 0.858333 0.80018 0.587399 0.554267 -1.19021 -1.0532 -0.698481
154 15.35 0.783333 0.640782 0.477682 0.46449 -0.729336 -0.534996 -0.704488
155 15.45 0.766667 0.672559 0.686798 0.718923 -0.8091 -0.681768 -0.658083
156 15.55 0.775 0.774275 0.64443 0.739144 -0.730883 -0.712197 -0.688619
157 15.65 0.675 0.54203 0.526672 0.435305 -0.61456 -1.04511 -0.781211
158 15.75 0.7 0.493508 0.624568 0.660225 -0.338516 -0.486538 -0.689699
159 15.85 0.75 0.67925 0.573088 0.69455 -0.49613 -0.867772 -0.789514
160 15.95 0.75 0.945881 0.742901 0.721166 -0.648816 -0.74784 -0.979515
161 16.05 0.766667 0.833098 0.683093 0.646656 -0.918088 -0.745214 -1.02714
162 16.15 0.675 0.641102 0.701121 0.574623 -0.822179 -0.77669 -0.975142
163 16.25 0.708333 0.645849 0.679416 0.780096 -0.391102 -1.05901 -0.864084
164 16.35 0.908333 0.938062 0.810345 0.964168 -1.25365 0.019317 -0.87691
165 16.45 0.675 0.646148 0.581759 0.538034 -0.289473 -0.746887 -0.864263
166 16.55 0.775 0.804631 0.630287 0.770228 -0.911564 -1.22972 -0.732972
167 16.65 0.683333 0.538994 0.600849 0.552505 -0.732886 -1.14599 -0.617797
168 16.75 0.766667 0.535896 0.754872 0.660362 -1.33953 -0.665777 -0.731307
169 16.85 0.675 0.395029 0.509404 0.46937 -0.614357 -0.717714 -0.7796
170 16.95 0.716667 0.542742 0.759986 0.595436 -0.304314 -1.2575 -0.816151
171 17.05 0.641667 0.484077 0.45496 0.425174 -0.495169 -1.04315 -0.864025
172 17.15 0.808333 0.630175 0.422127 0.741701 -1.01912 -0.796311 -0.856232
173 17.25 0.766667 0.733286 0.492005 0.621228 -1.32991 -1.11278 -0.792163
174 17.35 0.766667 0.663612 0.71575 0.773738 -1.30287 -0.637751 -0.752532
175 17.45 0.766667 0.60038 0.636085 0.650096 -1.35599 -0.522086 -0.681976
176 17.55 0.783333 0.6025 0.739868 0.621377 -1.14609 -1.15842 -0.617261
177 17.65 0.591667 0.386724 0.524638 0.574765 -0.881952 -1.44123 -0.579871
178 17.75 0.683333 0.426242 0.555258 0.598754 -0.690941 -0.888183 -0.444526
179 17.85 0.816667 0.737649 0.574233 0.603223 -0.449325 -0.983219 -0.455104
180 17.95 0.725 0.468192 0.633591 0.579513 -0.245728 -0.9921 -0.579317
181 18.05 0.883333 0.761109 0.81951 0.74771 -0.812508 -0.923456 -0.743983
182 18.15 0.725 0.651341 0.74399 0.854068 -0.730388 -1.31621 -0.882774
183 18.25 0.658333 0.693862 0.419747 0.524615 -0.881097 -1.57156 -1.05446
184 18.35 0.766667 0.451285 0.735106 0.635242 -1.14051 -1.48182 -1.15471
185 18.45 0.725 0.68122 0.691213 0.653608 -0.888531 -0.973839 -0.999454
186 18.55 0.75 0.528745 0.695833 0.514317 -0.711275 -1.13615 -1.03861
187 18.65 0.7 0.68932 0.624144 0.682835 -1.19482 -0.644684 -1.08126
188 18.75 0.7 0.657462 0.617956 0.568336 -1.5844 -1.08484 -1.06818
189 18.85 0.858333 0.887042 0.662315 0.586678 -1.1994 -0.63673 -1.01885
190 18.95 0.791667 0.800977 0.629886 0.642399 -1.5597 -0.936686 -1.09821
191 19.05 0.766667 0.585394 0.652552 0.798231 -1.59963 -1.30055 -1.09399
192 19.15 0.675 0.454519 0.545424 0.612223 -1.00433 -1.03128 -0.954244
193 19.25 0.75 0.620016 0.671841 0.426519 -0.846427 -1.14254 -0.968458
194 19.35 0.725 0.805224 0.623611 0.586521 -0.247607 -1.45224 -1.0346
195 19.45 0.683333 0.666932 0.516183 0.594133 -0.284994 -1.14984 -1.05176
196 19.55 0.683333 0.548086 0.662016 0.55994 -0.324841 -0.621126 -1.09456
197 19.65 0.808333 0.680748 0.561479 0.649068 -0.896022 -0.799218 -1.06667
198 19.75 0.825 0.657023 0.747265 0.689523 -0.660834 -0.929778 -1.03987
199 19.85 0.841667 0.656086 0.671488 0.659113 -1.16603 -0.849518 -1.02424
200 19.95 0.791667 0.578321 0.53863 0.611671 -0.412605 -0.281376 -0.979864
201 20.05 0.733333 0.567709 0.448264 0.538802 -0.611009 -0.609882 -0.989795
202 20.15 0.741667 0.677588 0.871038 0.576903 -1.0537 -0.808761 -0.987372
203 20.25 0.791667 0.479711 0.719369 0.429559 -1.04377 -1.19294 -0.968029
204 20.35 0.608333 0.420219 0.509189 0.534491 -0.973547 -0.802014 -0.864012
205 20.45 0.741667 0.634786 0.43489 0.708191 -1.04649 -0.339866 -0.834336
206 20.55 0.675 0.61019 0.501711 0.563678 -0.813363 -0.326274 -0.908544
207 20.65 0.858333 0.758651 0.832943 0.91994 -0.549377 -1.07594 -1.08242
208 20.75 0.866667 0.57938 0.932223 0.737044 -0.498787 -0.917271 -1.04473
209 20.85 0.766667 0.708651 0.615968 0.62942 -0.835468 -0.695008 -0.769191
210 20.95 0.725 0.611324 0.725772 0.749932 -0.510435 -0.404479 -0.541084
211 21.05 0.841667 0.664955 0.687213 0.638982 -0.810377 -0.449792 -0.503885
212 21.15 0.725 0.677261 0.506031 0.571163 -0.712337 -0.994761 -0.504465
213 21.25 0.575 0.496222 0.43422 0.472178 -0.67485 -0.974712 -0.454455
214 21.35 0.825 0.81205 0.674461 0.75167 -0.578476 -0.346461 -0.368959
215 21.45 0.816667 0.720476 0.667888 0.741156 -0.909094 -0.685321 -0.357254
216 21.55 0.841667 0.919751 0.643725 0.627189 0.0252917 0.154507 -0.377487
217 21.65 0.741667 0.649831 0.644445 0.618044 -0.480777 -0.953842 -0.406097
218 21.75 0.883333 0.806844 0.663581 0.798696 -0.170877 -1.03634 -0.45829
219 21.85 0.733333 0.615572 0.684136 0.403109 -0.411011 -0.877994 -0.532376
220 21.95 0.716667 0.586415 0.554547 0.660494 -0.819892 -1.09089 -0.562786
221 22.05 0.675 0.406093 0.516419 0.571109 -1.12291 -0.97891 -0.630661
222 22.15 0.775 0.7733 0.616659 0.633361 -0.975561 -0.315072 -0.689269
223 22.25 0.641667 0.486016 0.511618 0.449053 -0.694339 -0.484956 -0.754579
224 22.35 0.791667 0.782413 0.7154 0.604119 -0.754392 -0.296051 -0.798932
225 22.45 0.8 0.612471 0.539558 0.713256 -0.916964 -0.272267 -0.849368
226 22.55 0.675 0.601442 0.68139 0.643546 -1.12611 -0.889097 -0.93761
227 22.65 0.933333 0.712637 0.878232 0.833979 -0.898315 -1.41774 -0.99484
228 22.75 0.766667 0.664902 0.802411 0.491156 -1.50757 -1.55027 -1.02437
229 22.85 0.758333 0.727449 0.659037 0.673154 -1.27317 -1.27309 -0.989954
230 22.95 0.575 0.42619 0.393569 0.433159 -0.895643 -1.04399 -0.972149
231 23.05 0.7 0.732015 0.492155 0.610059 -0.762156 -0.897661 -0.958151
232 23.15 0.675 0.532297 0.641242 0.504038 -1.39332 -1.29924 -0.928499
233 23.25 0.8 0.855613 0.690005 0.372682 -0.35029 -1.13071 -0.827734
234 23.35 0.8 0.739581 0.598432 0.744078 -0.997738 -1.31139 -0.886767
235 23.45 0.708333 0.706559 0.686894 0.706719 -0.260329 -1.50737 -0.957699
236 23.55 0.758333 0.634981 0.907888 0.748707 -0.835236 -1.45547 -0.939423
237 23.65 0.633333 0.561619 0.491567 0.818412 -1.19908 -1.66368 -0.94362
238 23.75 0.708333 0.694337 0.724719 0.759788 -1.05319 -1.5311 -0.966475
239 23.85 0.833333 0.469463 0.652473 0.744654 -1.07732 -1.68859 -0.951315
240 23.95 0.625 0.592747 0.404959 0.589398 -1.14615 -1.22839 -0.960132
241 24.05 0.733333 0.617971 0.71523 0.658599 -0.465171 -1.25138 -0.907907
242 24.15 0.708333 0.616584 0.553756 0.672659 -0.173651 -1.61467 -0.899137
243 24.25 0.825 0.802029 0.732823 0.829128 -0.90156 -1.52748 -0.837229
244 24.35 0.841667 0.743976 0.697783 0.546989 -1.33605 -0.486734 -0.909998
245 24.45 0.625 0.420188 0.577136 0.73438 -0.513598 -0.485507 -0.709299
246 24.55 0.583333 0.37672 0.463352 0.57568 -0.653173 -0.602929 -0.629856
247 24.65 0.675 0.510652 0.505496 0.503008 -0.323347 -0.563556 -0.601809
248 24.75 0.633333 0.587226 0.657884 0.547551 -1.40454 -0.819561 -0.710714
249 24.85 0.683333 0.653574 0.503596 0.609203 -1.02368 -1.2095 -0.783855
250 24.95 0.75 0.628362 0.651612 0.730951 -1.1534 -1.53461 -0.727847
251 25.05 0.783333 0.602869 0.839705 0.623752 -1.14747 -1.19625 -0.686709
252 25.15 0.658333 0.817488 0.630593 0.665236 -1.48449 -1.11723 -0.691546
253 25.25 0.625 0.564388 0.542155 0.493356 -1.11839 -1.01338 -0.646083
254 25.35 0.466667 0.411907 0.431091 0.362268 -0.85116 -0.89821 -0.65535
255 25.45 0.55 0.515718 0.477892 0.581893 -1.17126 -1.02535 -0.624166
256 25.55 0.658333 0.418795 0.471847 0.612052 -0.821468 -0.71554 -0.509192
257 25.65 0.591667 0.375606 0.441969 0.397466 -0.986755 -1.21597 -0.432199
258 25.75 0.6 0.478789 0.447249 0.718591 -0.829187 -0.978489 -0.359688
259 25.85 0.466667 0.447861 0.430938 0.31406 -0.825898 -0.860006 -0.413937
260 25.95 0.491667 0.407738 0.477842 0.305204 -1.00415 -0.61802 -0.473233
261 26.05 0.525 0.452011 0.378511 0.47273 -0.930726 -0.182593 -0.472623
262 26.15 0.45 0.43306 0.369323 0.304471 -0.725057 -0.305599 -0.44333
263 26.25 0.383333 0.321596 0.316049 0.330798 -0.458541 -0.401922 -0.368955
264 26.35 0.391667 0.32538 0.285174 0.424955 -0.206071 -0.374348 -0.290927
265 26.45 0.375 0.462223 0.41909 0.212268 -0.500719 -0.639006 -0.228123
266 26.55 0.275 0.178222 0.205 0.323346 -0.357251 -0.488421 -0.187488
267 26.65 0.233333 0.143947 0.230804 0.190758 -0.446803 -0.525423 -0.213726
268 26.75 0.191667 0.188981 0.180313 0.257543 -0.391 -0.37459 -0.163975
269 26.85 0.125 0.108313 0.156146 0.0527184 -0.307402 -0.155365 -0.149734
270 26.95 0.233333 0.147308 0.135171 0.333428 -0.288612 -0.154926 -0.121765
271 27.05 0.166667 0.13929 0.0590502 0.182959 -0.184223 -0.162022 -0.113487
272 27.15 0.108333 0.067657 0.0287894 0.100463 -0.134918 -0.156301 -0.0804386
273 27.25 0.166667 0.343454 0.143774 0.179197 -0.0867969 -0.0930834 -0.0436187
274 27.35 0.0666667 0.0236622 0.0345429 0.0813749 -0.0720726 -0.0323066 -0.0585988
275 27.45 0.0833333 0.0471661 0.0583092 0.0271356 -0.0894562 -0.0905558 -0.0504907
276 27.55 0.0666667 0.0481145 0.0380171 0.0265831 -0.0669707 -0.0608347 -0.0368116
277 27.65 0.0333333 0.0293481 0.0110002 0.0175625 -0.0509017 -0.049263 -0.0237276
278 27.75 0.075 0.0707465 0.0605921 0.0222971 -0.0377844 -0.0380636 -0.013543
279 27.85 0.025 0.0381036 0.00307222 0.0147231 0.0826699 -0.0205089 -0.0113854
280 27.95 0.075 0.0743875 0.0392224 0.0943606 -0.00014817 -0.025997 -0.0114371
281 28.05 0.0416667 0.0557717 0.0266439 0.0521133 -0.0148294 -0.0241731 -0.0256623
282 28.15 0.0333333 0.041407 0.0188589 0.0152204 -0.0348985 -0.021946 -0.0209071
283 28.25 0.025 0.0121722 0.0479613 0.013203 -0.00704454 -0.00356468 -0.0137657
284 28.35 0.025 0.0343877 0.058125 0.0254342 -0.00546958 -0.00274278 -0.0104144
285 28.45 0.00833333 0.00192697 0.000363622 0.0307738 -0.00479587 -0.00215811 -0.00963599
286 28.55 0.0166667 0.0164221 0.0113691 0.00511109 -0.0030553 0.00216548 -0.00522122
287 28.65 0.00833333 0.00957671 0.000326769 0.00179028 -0.00294124 0.00209514 -0.00438959
288 28.75 0.0166667 0.036452 0.00628531 0.021923 -0.00303149 0.000769878 -0.00436411
289 28.85 0.00833333 0.000454266 0.00831276 0.00153768 -0.00244172 0.000399518 -0.00404885
290 28.95 0.00833333 0.0005792 0.0102736 0.00287969 -0.00129042 0.000406307 -0.00207404
291 29.05 0.025 0.00645388 0.00324097 0.00783145 -0.00111315 0.000733445 -0.00253235
292 29.15 0.00833333 0.0108315 0.000346729 0.00113271 -0.00167354 -0.00114571 -0.00457528
293 29.25 0 0 0 0 -0.0016178 -0.00111315 -0.00445108
294 29.35 0.00833333 8.22886e-05 0.000389755 2.44448e-05 -0.00133165 -0.00100757 -0.00431458
295 29.45 0.0166667 0.016679 0.0119504 0.00747131 -0.00105994 -0.000884864 -0.00407888
296 29.55 0.0166667 0.0103951 0.0197757 0.0125411 -0.00098435 -0.000822875 -0.00393905
297 29.65 0.00833333 0.00207857 0.0100804 0.000290409 -0.000957536 -0.000869959 -0.00396686
298 29.75 0.00833333 0.0227759 0.000210598 0.0106948 -0.000971779 -0.000904133 -0.00393206
299 29.85 0 0 0 0 -0.000950816 -0.000883169 -0.00389934
300 29.95 0 0 0 0 -0.000956001 -0.000888355 -0.00392315
301 30.05 0.025 0.0134294 0.0112945 0.0355872 -0.000921372 -0.00143086 -0.00362872
302 30.15 0.00833333 0.00822948 0.000106668 0.0147211 -0.000733612 -0.00305126 -0.00304818
303 30.25 0.00833333 0.014896 0.00457672 0.00113773 -0.000878029 -0.00434727 -0.00358083
304 30.35 0 0 0 0 -0.000866106 -0.00433331 -0.00355906
305 30.45 0 0 0 0 -0.000864771 -0.00433198 -0.0035548
306 30.55 0.025 0.0546268 0.00663734 0.0548582 -0.000703773 -0.00282563 -0.00341487
307 30.65 0.00833333 0.00226091 0.00120717 0.0284416 -0.000624449 -0.00194954 -0.00325778
308 30.75 0.025 0.0438735 0.0155868 0.0046262 -0.000635449 -0.00115095 -0.00317099
309 30.85 0 0 0 0 -0.0006087 -0.00112408 -0.00318814
310 30.95 0.0416667 0.0299345 0.0539709 0.131752 -0.00132857 -0.00187086 -0.0036772
311 31.05 0.0333333 0.0455327 0.0135972 0.0171391 0.000853469 0.00430963 -0.00354348
312 31.15 0 0 0 0 0.000909614 0.00780788 -0.00473834
313 31.25 0.05 0.055657 0.0252839 0.0113767 -0.000354022 0.00301464 -0.00568768
314 31.35 0.0166667 0.00413039 0.0331643 0.00069101 -0.0104814 -0.0128244 -0.00922556
315 31.45 0.05 0.102541 0.00970685 0.00958763 -0.0225435 -0.0175939 -0.00863014
316 31.55 0.025 0.01192 0.00148575 0.0189564 -0.013145 -0.0161912 -0.00924834
317 31.65 0.0416667 0.014995 0.0290578 0.0134051 -0.0184882 -0.0141084 -0.00941645
318 31.75 0.00833333 0.000894332 0.000565081 0.000162914 -0.011641 -0.00986594 -0.00938685
319 31.85 0.0166667 0.00470724 0.0137308 0.0148683 -0.00941676 -0.00896839 -0.00940092
320 31.95 0.0333333 0.0553045 0.0419915 0.00227884 -0.00416295 -0.0124226 -0.00749882
321 32.05 0.0333333 0.0643232 0.0222781 0.0130165 -0.00238067 -0.00775817 -0.00504552
322 32.15 0.0166667 0.00928884 0.0128897 0.00155356 -6.20127e-05 -0.00110259 -0.00435982
323 32.25 0.00833333 0.00388699 0.000269691 0.0011846 6.43033e-06 -0.000937816 -0.00433181
324 32.35 0.025 0.0116423 0.0303507 0.0146569 -0.00126921 -0.00146851 -0.00470143
325 32.45 0.00833333 0.0021564 0.00651356 0.0141219 -0.00218273 -0.00193814 -0.00499558
326 32.55 0.025 0.0431421 0.00923633 0.000731918 -0.0026836 -0.00221011 -0.00522553
327 32.65 0.0166667 0.0247329 0.00433155 0.0011382 -0.00273382 -0.00215252 -0.00483895
328 32.75 0.05 0.03951 0.0550393 0.0597883 -0.00288454 -0.00289455 -0.00540718
329 32.85 0.0333333 0.0256538 0.0312337 0.0210733 -0.00301288 -0.00358749 -0.00777837
330 32.95 0.0166667 0.0211726 0.0114192 0.000401603 -0.00308713 -0.00395536 -0.00795524
331 33.05 0.0333333 0.0225331 0.00352721 0.0168398 -0.00274478 -0.00429275 -0.00771796
332 33.15 0.0166667 0.0210206 0.0034534 0.00637991 -0.00411129 -0.00415621 -0.00708968
333 33.25 0.025 0.0287412 0.0124904 0.0335553 -0.00736797 -0.00487273 -0.007427
