# Time-averaged data for fix fa
# TimeStep Number-of-rows
# Row c_pA[1] c_pA[2] c_pA[3] c_pA[4] c_pA[5] c_pA[6] c_pA[7] c_pA[8]
0 360
285 28.45 0.0130435 0.00964718 0.00668881 0.00390253 -0.00277469 -0.00304544 -0.00698122
286 28.55 0.0130435 0.00522866 0.00320327 0.0286846 -0.00183005 -0.00322808 -0.0064989
287 28.65 0.026087 0.0196575 0.0596747 0.00622169 0.000563516 -0.00110269 -0.00477749
288 28.75 0.00869565 0.0171511 0.00166986 0.0110869 -0.00149885 -0.00293611 -0.00664009
289 28.85 0.0217391 0.0291523 0.00709923 0.0116945 -0.00411966 -0.00461619 -0.00818932
290 28.95 0.0173913 0.00819588 0.0258462 0.0049547 -0.00417564 -0.00611526 -0.0084468
291 29.05 0.0130435 0.00940064 0.0292009 0.0206659 -0.00467232 -0.0053461 -0.00683228
292 29.15 0.0173913 0.0177899 0.00197659 0.0203933 -0.00487638 -0.00489768 -0.00670177
293 29.25 0.00869565 0.000183538 0.00119399 0.00237784 -0.00412384 -0.00407779 -0.00635089
294 29.35 0.026087 0.00563997 0.00554578 0.0227726 -0.00452167 -0.0027919 -0.00602481
295 29.45 0.0130435 0.00998971 0.0158872 0.00603478 -0.00316561 -0.0016745 -0.00518452
296 29.55 0.0173913 0.0250742 0.0248049 0.0128577 -0.00225047 -0.00155319 -0.00478785
297 29.65 0 0 0 0 -0.00129895 -0.00163058 -0.00462393
298 29.75 0.026087 0.0283934 0.010248 0.0542059 -0.00134213 -0.00169283 -0.0046217
299 29.85 0.0130435 0.00385905 0.0037837 0.0255259 -0.00273548 -0.00182426 -0.00422723
300 29.95 0.00869565 0.010669 0.0109777 0.00867158 -0.00465927 -0.00357486 -0.00390781
301 30.05 0.0217391 0.0143112 0.039117 0.0128634 -0.0142756 -0.00570543 -0.00399104
302 30.15 0.00434783 0.00429364 5.56534e-05 0.00768062 -0.00161331 -0.00543457 -0.00427394
303 30.25 0.0173913 0.0289372 0.00942457 0.0181638 -0.00245994 -0.00609875 -0.00499957
304 30.35 0.00869565 0.00541175 0.00958355 0.000859657 -0.00268851 -0.00861231 -0.00491445
305 30.45 0.00869565 0.00457426 0.000810848 0.00116516 -0.00272047 -0.00790336 -0.00457122
306 30.55 0.0304348 0.0455349 0.0140368 0.0324224 -0.0150669 -0.00725818 -0.00433159
307 30.65 0.0217391 0.015961 0.0104528 0.0302693 -0.00389441 -0.00381221 -0.00389728
308 30.75 0.0130435 0.0171288 0.00169344 0.00360592 -0.00392073 -0.0033145 -0.00336919
309 30.85 0.0217391 0.00707683 0.0353828 0.0027483 0.00206467 -0.00101455 -0.00315154
310 30.95 0.026087 0.0145766 0.0367258 0.0200358 -0.00209282 -0.00538716 -0.00370923
311 31.05 0.0130435 0.00749609 0.0120095 0.00654221 -0.0127562 -0.00640779 -0.00432698
312 31.15 0.0217391 0.00526804 0.00622171 0.0169954 -0.00658975 -0.00655749 -0.00429286
313 31.25 0.0434783 0.0573818 0.0285341 0.00897566 -0.00749996 -0.00519771 -0.00476134
314 31.35 0.0173913 0.0157182 0.0225474 0.000848301 -0.00892899 -0.00678719 -0.0059257
315 31.45 0.0304348 0.0438759 0.0132947 0.00436182 -0.0147151 -0.00957463 -0.00582808
316 31.55 0.026087 0.0184865 0.0152144 0.00923412 -0.00741008 -0.0100139 -0.00321058
317 31.65 0.0391304 0.0492907 0.0150021 0.0224603 -0.0102054 -0.010794 -0.00350566
318 31.75 0.0130435 0.00394001 0.0033017 0.00905602 -0.012244 -0.00619644 -0.00195348
319 31.85 0.026087 0.0183746 0.0226901 0.00875723 -0.00875343 -0.0046853 -0.00106973
320 31.95 0.0217391 0.0160384 0.016097 0.014842 -0.010202 -0.00319462 -0.000124201
321 32.05 0.0304348 0.0429168 0.0222529 0.0187331 -0.0115279 -0.00233179 0.000872022
322 32.15 0.0217391 0.00614029 0.0203305 0.0163216 -0.0038085 5.02648e-05 0.000948805
323 32.25 0.026087 0.0173562 0.020217 0.0507173 -0.00275317 -0.000183335 -0.00071944
324 32.35 0.0130435 0.0246002 0.00672692 0.026209 -0.00243087 -0.00180089 -0.00362242
325 32.45 0.00434783 0.000381406 2.00698e-05 0.000595258 -0.00694611 -0.00467325 -0.00367143
326 32.55 0.0304348 0.0279376 0.0169094 0.0142935 -0.00324466 -0.00235489 -0.00352733
327 32.65 0.0173913 0.02555 0.00907814 0.0205337 -0.00211867 -0.00187369 -0.00416921
328 32.75 0.0347826 0.0435781 0.0238258 0.0143157 -0.0019406 -0.00171579 -0.00374227
329 32.85 0.0217391 0.0224827 0.0232082 0.011765 0.00264209 -0.00131048 -0.00306624
330 32.95 0.00869565 0.0210856 0.00140469 6.04802e-05 0.0199044 -0.00177638 -0.00038109
331 33.05 0.0217391 0.00235693 0.0106617 0.0108342 0.0200401 -0.00199363 -0.000376465
332 33.15 0.00869565 0.00289841 0.00452553 0.00280089 0.0201848 -0.00171795 -0.000307111
333 33.25 0.0304348 0.0354012 0.00721776 0.0303124 0.00812167 -0.00246171 -0.00252001
334 33.35 0.00434783 0.00042212 1.65097e-05 0.00048503 -0.00529293 -0.00340626 -0.00563056
335 33.45 0.0130435 0.00348804 0.0143964 0.00755346 -0.00532119 -0.00458949 -0.00541202
336 33.55 0.0434783 0.0155736 0.0218111 0.0348355 -0.00633829 -0.00959534 -0.00477776
337 33.65 0.00869565 0.0101895 0.00298193 0.00767632 -0.00435223 0.00138167 -0.00248902
338 33.75 0.0130435 0.0131906 0.00085755 0.00190727 -0.00248368 0.00289628 -0.00180095
339 33.85 0.00869565 0.00204835 0.000490187 0.0137073 -0.00266807 0.00217408 -0.00166551
340 33.95 0.00434783 0.00107095 0.00317957 0.00625452 -0.00270556 0.00194906 -0.00179321
341 34.05 0.0217391 0.00555151 0.0207723 0.0114295 -0.0023824 0.00212365 -0.00160385
342 34.15 0.0173913 0.0129934 0.0140193 0.00914203 -0.00138629 0.00269242 -0.00104497
343 34.25 0.0130435 0.00923423 0.0143482 0.0109569 -0.00500415 0.00161707 -0.00156581
344 34.35 0.026087 0.0135929 0.00754481 0.0301202 -0.0146678 -0.00329821 -0.00419116
345 34.45 0.00869565 0.0123941 4.45128e-05 0.000966899 -0.00154107 -0.00201235 -0.00432006
346 34.55 0.0173913 0.00170034 0.0111415 0.0130446 -0.00178896 -0.00221294 -0.00347653
347 34.65 0.026087 0.00925511 0.0255277 0.0109299 -0.00199386 -0.00214229 -0.00245047
348 34.75 0.0130435 0.0027382 0.0118699 0.0462178 -0.00223736 -0.00204162 -0.00203864
349 34.85 0.0130435 0.0167865 0.00559978 0.0204366 -0.00184634 -0.00162608 -0.00209669
350 34.95 0.0391304 0.018893 0.0200688 0.00976123 0.00616794 0.00461837 -0.00267561
351 35.05 0.026087 0.020033 0.0211156 0.00457486 0.00590766 2.21516e-05 -0.0018095
352 35.15 0.0130435 0.000506847 0.00314888 0.016323 0.00483388 -0.00277727 0.000436825
353 35.25 0.0304348 0.0064003 0.0237892 0.023608 0.000319171 -0.00334907 0.000203763
354 35.35 0.0217391 0.0164946 0.0163496 0.0116416 -0.00548614 -0.0032264 0.000565465
355 35.45 0.0173913 0.008499 0.0158796 0.00531121 0.00972529 -0.00201342 -0.00150974
356 35.55 0.0304348 0.00810399 0.0160527 0.00736101 0.00876098 -0.00229079 -0.00108431
357 35.65 0.0130435 0.000637267 0.00238255 0.00563043 0.00234282 -0.00221999 -0.000548665
358 35.75 0.0217391 0.00735574 0.0141421 0.00936754 0.018569 0.0120834 -0.00165292
359 35.85 0.0173913 0.0118262 0.0069697 0.00195137 0.00600893 0.00299416 -0.00244386
360 35.95 0.0782609 0.0316285 0.064404 0.0132955 -0.000205485 -0.00305624 -0.00173451
4600 360
1 0.05 0.00416667 0.00600302 0.000762344 0.00165247 0.00413449 -0.00199115 0.00397023
2 0.15 0.025 0.0174801 0.0075349 0.00390202 0.00343926 -0.00232183 0.00424671
3 0.25 0.0333333 0.0212396 0.00837063 0.00924579 0.00206021 -0.0038702 0.00362199
4 0.35 0.0291667 0.00873783 0.00255794 0.000208244 0.00287667 -0.00302425 0.0046005
5 0.45 0.0208333 0.00540543 0.00995435 0.0104865 0.00296353 -0.00264428 0.00468151
6 0.55 0.0208333 0.0253201 0.00573689 0.0587766 0.00279184 -0.00256749 0.00486225
7 0.65 0.0125 0.00380317 0.0118186 0.023297 0.00228298 -0.0030323 0.00467706
8 0.75 0.0208333 0.00494595 0.00958428 0.00644899 -0.000576365 -0.00428898 -0.00105554
9 0.85 0.00833333 0.00343238 0.00393863 0.00415172 -0.00199407 -0.00472641 -0.00300211
10 0.95 0.0208333 0.00844222 0.0144786 0.00507223 -0.00342166 -0.00357138 -0.00288682
11 1.05 0.0208333 0.0037817 0.00596304 0.00100234 -0.00414941 -0.00232509 -0.00307375
12 1.15 0.025 0.00146857 0.00995798 0.0107989 -0.00259213 -0.0020777 -0.00312568
13 1.25 0.025 0.0168464 0.0157742 0.0455094 -0.00271001 -0.00203881 -0.00316963
14 1.35 0.00416667 3.98527e-05 0.00252787 0.000341847 -0.00267181 -0.00182392 -0.00348109
15 1.45 0.00833333 0.000329571 0.00591567 0.00214961 -0.00268737 -0.00183139 -0.00347458
16 1.55 0.0166667 0.0127978 0.00611475 0.0202323 -0.0022379 -0.00197561 -0.0032833
17 1.65 0.00833333 0.000983101 0.00821723 0.000274344 -0.00140165 -0.0005437 -0.00260897
18 1.75 0.025 0.0158971 0.0185309 0.0167592 -0.00163426 -0.000767472 -0.00377534
19 1.85 0.0125 0.000250906 0.00914036 0.00231663 -0.00225555 -0.0016093 -0.00426446
20 1.95 0.0125 0.00634336 0.00437757 0.00537647 -0.00171169 -0.000898144 -0.00386046
21 2.05 0.0125 4.95021e-05 0.00876582 0.000168239 -0.00161733 -0.000778635 -0.00350382
22 2.15 0.00416667 2.86705e-05 0.000205475 0.00070343 -0.0014459 -0.000649231 -0.00336399
23 2.25 0.00833333 0.0114883 0.00397223 0.0229948 -0.00125072 -0.000527105 -0.00333329
24 2.35 0.0166667 0.00843843 0.0085704 0.0117644 -0.00135346 -0.000500782 -0.00318431
25 2.45 0.00833333 0.0020852 0.00769838 0.00413408 -0.00204907 -0.000421649 -0.00275026
26 2.55 0 0 0 0 -0.0018347 -0.000531391 -0.0026953
27 2.65 0.00833333 4.24391e-06 0.00303712 0.00638715 -0.00184277 -0.000539462 -0.00269587
28 2.75 0.00416667 0.000952359 0.000780718 0.00686468 -0.00184373 -0.000543056 -0.00269685
29 2.85 0.0125 0.0148951 0.00123818 0.0428424 -0.0017613 -0.000537803 -0.00213231
30 2.95 0.00416667 0.00314102 0.00319745 0.00275271 -0.0016875 -0.000507152 -0.00187704
31 3.05 0.0208333 0.00765418 0.00870567 0.0131445 -0.00404681 -0.000359205 -0.00174862
32 3.15 0.00416667 0.00425774 0.000680521 0.00263196 -0.0111865 -0.000268403 -0.000942408
33 3.25 0 0 0 0 -0.00131339 -0.000165239 -0.000879186
34 3.35 0.00416667 4.46503e-06 0.00327376 0.00290911 -0.00131385 -0.000165698 -0.000880838
35 3.45 0.00416667 1.07594e-07 1.4468e-06 0.00386552 -0.00130808 -0.00015993 -0.000881074
36 3.55 0.00416667 0.00330613 0.00337011 0.00287783 -0.00130877 -0.000160616 -0.000881455
37 3.65 0 0 0 0 -0.00130465 -0.000156498 -0.000882469
38 3.75 0.0125 0.00333228 0.00417604 0.0447863 -0.00043555 -0.000135107 -0.000535274
39 3.85 0.00416667 0.00096898 0.000788754 0.00700566 -9.84163e-05 -0.000100458 -0.000413408
40 3.95 0 0 0 0 -9.65572e-05 -9.85994e-05 -0.000411782
41 4.05 0.00833333 0.0074287 0.00429186 0.0229229 -0.00120404 -0.000358775 -0.000435249
42 4.15 0 0 0 0 -9.29586e-05 -9.47756e-05 -0.000432823
43 4.25 0.0125 0.00699692 0.00657329 0.0165569 -0.000127813 -0.00011487 -0.000455102
44 4.35 0 0 0 0 -0.000114362 -9.69687e-05 -0.000460776
45 4.45 0.00416667 8.96734e-06 0.00257867 0.00328748 -0.000126435 -0.000109358 -0.000470564
46 4.55 0.00833333 0.00969261 0.0277313 0.0116398 -0.000155946 -0.000530442 -0.000491774
47 4.65 0.00416667 0.00108855 0.00574689 0.00261052 -0.000145436 -0.00014286 -0.000466223
48 4.75 0.00416667 2.89301e-05 0.00498784 0.00216681 0.00203202 0.00634402 0.00437049
49 4.85 0.00833333 0.00411275 0.0039625 0.00990522 0.00348695 0.0107798 0.00761389
50 4.95 0 0 0 0 0.00347889 0.0107895 0.00760637
51 5.05 0 0 0 0 0.00347746 0.010788 0.00760196
52 5.15 0.00416667 7.91266e-06 0.00268276 0.00356314 0.00346588 0.0107765 0.0076031
53 5.25 0.0208333 0.00349875 0.00755094 0.00264638 0.00340235 0.0107017 0.00756519
54 5.35 0.00833333 0.00101275 0.00966266 0.00479346 0.000373244 0.00240394 0.00154064
55 5.45 0.00833333 0.00378453 0.00538132 0.0108022 -0.000632383 -0.00056308 -0.000630474
56 5.55 0.00833333 0.00483276 0.00580797 0.00363898 -0.000382578 -0.000611673 -0.00072004
57 5.65 0 0 0 0 -0.000374678 -0.000603976 -0.00073117
58 5.75 0.00833333 0.0068951 0.00382484 0.0209254 -0.000421106 -0.00065054 -0.000795323
59 5.85 0.0125 0.00932378 0.0134016 0.0169562 -0.000500448 -0.000705826 -0.00094575
60 5.95 0.00833333 0.00217178 0.0070701 0.0104105 -0.000529856 -0.000695618 -0.00104905
61 6.05 0 0 0 0 -0.000497558 -0.000681493 -0.00106229
62 6.15 0.00833333 0.00187316 0.00276768 0.000935659 -0.000688365 -0.000698479 -0.00130735
63 6.25 0.0166667 0.00638502 0.00756896 0.0485107 -0.000999497 -0.000757628 -0.00191574
64 6.35 0.0166667 0.00973569 0.0128187 0.00812564 -0.00126951 -0.00103727 -0.00361207
65 6.45 0.00416667 0.000655901 0.000574037 3.69139e-05 -0.00135988 -0.00116552 -0.00418014
66 6.55 0.0125 0.00602865 0.00662364 0.00404749 -0.000168248 0.000797125 -0.0028604
67 6.65 0.00833333 0.0048559 0.00275041 0.00460111 0.00306315 0.00815694 -0.000192403
68 6.75 0.00833333 0.00553718 0.00552163 0.0159161 0.00283735 0.00794008 -0.000654884
69 6.85 0.00833333 0.0112702 0.00108126 0.00382515 0.00276277 0.00784372 -0.000868179
70 6.95 0 0 0 0 0.001617 0.00757767 -0.00103461
71 7.05 0.0166667 0.00876406 0.0065178 0.0134683 -0.000267278 0.00547041 -0.00314743
72 7.15 0.0208333 0.0100224 0.00821591 0.0194665 -0.0044545 8.28364e-05 -0.00639258
73 7.25 0.0208333 0.028307 0.00453329 0.0031914 0.00874339 0.000602954 0.00108399
74 7.35 0.025 0.00823392 0.0204661 0.0184305 0.0157972 -0.000929429 0.0021279
75 7.45 0.0208333 0.00538422 0.00518385 0.00910561 0.0160219 -0.00211878 0.000370652
76 7.55 0.0208333 0.0091224 0.0154262 0.00350456 0.0181388 -0.00245299 -0.0015354
77 7.65 0.0333333 0.00910166 0.0276453 0.0378841 0.000607953 -0.0116884 -0.00731343
78 7.75 0.05 0.0247868 0.058202 0.0244276 -0.00922435 -0.0168981 -0.0220683
79 7.85 0.0583333 0.0505733 0.0348214 0.0379774 -0.0363381 -0.0235784 -0.0398045
80 7.95 0.05 0.0568793 0.0281816 0.0368549 -0.0343572 -0.0299434 -0.0495828
81 8.05 0.0666667 0.0264097 0.059852 0.0431155 -0.0442966 -0.0521448 -0.0693437
82 8.15 0.0791667 0.0407939 0.0460867 0.0714629 -0.0507102 -0.0504887 -0.0833384
83 8.25 0.0666667 0.0787176 0.0219406 0.0870286 -0.076874 -0.0783242 -0.0937858
84 8.35 0.0375 0.054904 0.0196118 0.0357492 -0.088021 -0.0918434 -0.104652
85 8.45 0.129167 0.107366 0.0906175 0.0951434 -0.0867309 -0.113053 -0.122869
86 8.55 0.141667 0.12552 0.124799 0.0922903 0.0495067 -0.106601 -0.138179
87 8.65 0.120833 0.0637947 0.114178 0.129506 -0.0793831 -0.127408 -0.15947
88 8.75 0.15 0.0688008 0.0833733 0.125888 -0.176049 -0.112904 -0.190456
89 8.85 0.175 0.0993663 0.120711 0.134994 -0.142277 -0.116861 -0.210086
90 8.95 0.208333 0.275 0.18704 0.120154 -0.218967 -0.150137 -0.225351
91 9.05 0.191667 0.124814 0.134664 0.194516 -0.218398 -0.175896 -0.218667
92 9.15 0.2125 0.15549 0.191591 0.200819 -0.236541 -0.263373 -0.250155
93 9.25 0.275 0.213179 0.289982 0.162963 -0.372649 -0.357109 -0.286356
94 9.35 0.308333 0.210257 0.241719 0.287299 -0.483563 -0.556806 -0.337366
95 9.45 0.316667 0.342261 0.275115 0.286883 -0.482729 -0.515725 -0.375368
96 9.55 0.308333 0.284179 0.307136 0.223698 -0.32041 -0.469221 -0.37828
97 9.65 0.3875 0.383796 0.268754 0.256287 -0.555235 -0.541893 -0.440402
98 9.75 0.408333 0.285628 0.363989 0.348241 -0.730265 -0.491906 -0.490349
99 9.85 0.4625 0.517789 0.353483 0.376266 -0.729487 -0.850126 -0.528522
100 9.95 0.479167 0.391249 0.367053 0.42546 -0.792754 -0.787675 -0.50456
101 10.05 0.504167 0.546497 0.425321 0.48917 -0.818054 -0.884974 -0.448344
102 10.15 0.441667 0.419007 0.350902 0.327497 -0.676117 -0.984292 -0.461628
103 10.25 0.575 0.45647 0.508814 0.545902 -0.671894 -0.857125 -0.466624
104 10.35 0.558333 0.534147 0.419503 0.510181 -0.898195 -0.462114 -0.4723
105 10.45 0.6875 0.587411 0.568211 0.650668 -0.734784 -0.625628 -0.414929
106 10.55 0.666667 0.579841 0.497888 0.563885 -0.901944 -0.699261 -0.478622
107 10.65 0.620833 0.42596 0.60545 0.58827 -0.768699 -0.712604 -0.480005
108 10.75 0.65 0.459654 0.573356 0.40513 -0.947842 -0.51886 -0.527843
109 10.85 0.595833 0.376915 0.41509 0.433674 -0.923537 -0.738643 -0.548539
110 10.95 0.666667 0.601051 0.498153 0.576794 -0.915265 -0.709726 -0.488309
111 11.05 0.695833 0.598372 0.643988 0.516326 -1.07858 -1.05922 -0.512288
112 11.15 0.675 0.65702 0.552653 0.574053 -1.1475 -0.952881 -0.562366
113 11.25 0.575 0.5325 0.49645 0.470999 -0.950134 -1.05316 -0.596201
114 11.35 0.725 0.666043 0.66623 0.55126 -0.894718 -1.02743 -0.665385
115 11.45 0.758333 0.652907 0.54267 0.537791 -0.682807 -0.803787 -0.691507
116 11.55 0.6375 0.546253 0.476045 0.527017 -0.775188 -0.928446 -0.720106
117 11.65 0.758333 0.497261 0.534547 0.682055 -0.925803 -0.79174 -0.683727
118 11.75 0.704167 0.612325 0.740412 0.541683 -0.906831 -0.738344 -0.749058
119 11.85 0.795833 0.776925 0.664591 0.718602 -1.07522 -1.02929 -0.754409
120 11.95 0.6875 0.59714 0.568015 0.491682 -1.09907 -0.490817 -0.700491
121 12.05 0.729167 0.496599 0.542916 0.626002 -1.28559 -0.896638 -0.721338
122 12.15 0.695833 0.567792 0.684688 0.601859 -1.09257 -0.36643 -0.727612
123 12.25 0.645833 0.570596 0.54608 0.512428 -1.39472 -1.05323 -0.796849
124 12.35 0.6625 0.463931 0.536926 0.520465 -1.17672 -0.528827 -0.831658
125 12.45 0.895833 0.723948 0.718254 0.833131 -1.01772 -0.948853 -0.921143
126 12.55 0.766667 0.61338 0.567954 0.668795 -0.733507 -1.46552 -0.907686
127 12.65 0.741667 0.56996 0.63708 0.636954 -0.836893 -0.79318 -0.935491
128 12.75 0.75 0.627715 0.552059 0.697678 -1.06116 -0.815801 -0.892475
129 12.85 0.704167 0.623946 0.627404 0.586422 -1.25509 -0.928847 -0.728603
130 12.95 0.725 0.654446 0.595759 0.629172 -1.05305 -0.974841 -0.702521
131 13.05 0.695833 0.610117 0.621203 0.611692 -0.886125 -1.19145 -0.659755
132 13.15 0.733333 0.674917 0.746106 0.654364 -0.672674 -1.0961 -0.608535
133 13.25 0.691667 0.591929 0.609007 0.558458 -0.67065 -0.826503 -0.696074
134 13.35 0.829167 0.724331 0.615627 0.530895 -0.947996 -0.82063 -0.636748
135 13.45 0.804167 0.622202 0.63077 0.749968 -1.01925 -0.59533 -0.638634
136 13.55 0.8 0.631815 0.681905 0.693566 -0.699997 -0.656905 -0.710011
137 13.65 0.758333 0.847317 0.627851 0.57238 -0.886686 -0.931331 -0.784257
138 13.75 0.7375 0.650655 0.614784 0.511143 -0.377093 -0.344137 -0.701538
139 13.85 0.733333 0.786424 0.648478 0.553205 -0.837753 -0.666148 -0.752316
140 13.95 0.65 0.529582 0.421206 0.633832 -0.704953 -0.50944 -0.727362
141 14.05 0.804167 0.715475 0.757268 0.69951 -0.607187 -0.190511 -0.767093
142 14.15 0.716667 0.611982 0.610753 0.468102 -0.989571 -0.898094 -0.726286
143 14.25 0.758333 0.643563 0.655031 0.670843 -1.19673 -1.22164 -0.724921
144 14.35 0.904167 0.828279 0.856035 0.565878 -1.08377 -1.04463 -0.748777
145 14.45 0.708333 0.570527 0.653858 0.578168 -0.916077 -0.754092 -0.708601
146 14.55 0.795833 0.593546 0.604703 0.617185 -0.922153 -1.02366 -0.710099
147 14.65 0.729167 0.64261 0.569316 0.665531 -0.4908 -0.851782 -0.69227
148 14.75 0.7 0.608034 0.6254 0.506643 -0.976365 -1.03294 -0.727436
149 14.85 0.6875 0.514181 0.574845 0.636357 -0.866504 -0.963815 -0.735848
150 14.95 0.725 0.511567 0.718446 0.602653 -1.06503 -1.05908 -0.752477
151 15.05 0.808333 0.603677 0.810844 0.726132 -0.925392 -0.897727 -0.871086
152 15.15 0.770833 0.635017 0.509126 0.666506 -1.2118 -0.803762 -0.863061
153 15.25 0.7875 0.673043 0.59547 0.533858 -1.31451 -1.00887 -0.938452
154 15.35 0.7125 0.665969 0.553486 0.567988 -0.97279 -0.734811 -0.973636
155 15.45 0.7875 0.666154 0.79608 0.788751 -0.580049 -0.610118 -0.917793
156 15.55 0.679167 0.787169 0.564421 0.553481 -0.894542 -0.854177 -0.84443
157 15.65 0.65 0.563547 0.541548 0.462354 -1.00232 -0.680273 -0.862972
158 15.75 0.725 0.586887 0.60126 0.69088 -0.963779 -0.886629 -0.858213
159 15.85 0.7625 0.60663 0.734879 0.704362 -0.644169 -0.96339 -0.866131
160 15.95 0.754167 0.751848 0.550433 0.54461 -0.808943 -0.582303 -0.885305
161 16.05 0.841667 0.79464 0.733226 0.673393 -1.12006 -1.04333 -0.954938
162 16.15 0.666667 0.579045 0.632081 0.612481 -0.913828 -1.05841 -0.866304
163 16.25 0.783333 0.723686 0.729268 0.765333 -0.776833 -1.06084 -0.785022
164 16.35 0.816667 0.61354 0.602757 0.800608 -0.970589 -0.922279 -0.770277
165 16.45 0.6875 0.620095 0.484663 0.508536 -0.754231 -0.503225 -0.787917
166 16.55 0.758333 0.590819 0.753971 0.534825 -1.00195 -0.646426 -0.709813
167 16.65 0.65 0.666138 0.665843 0.570143 -1.05237 -0.787823 -0.615559
168 16.75 0.658333 0.595881 0.612087 0.611722 -1.03856 -0.697057 -0.595762
169 16.85 0.783333 0.605721 0.644677 0.570313 -0.8293 -0.545523 -0.678575
170 16.95 0.7125 0.539666 0.774913 0.501956 -0.311551 -0.914602 -0.706064
171 17.05 0.795833 0.62493 0.760705 0.720396 -0.650583 -0.917999 -0.777821
172 17.15 0.683333 0.470416 0.519863 0.610048 -1.25584 -1.01141 -0.850122
173 17.25 0.741667 0.569635 0.595889 0.60818 -1.17528 -0.942874 -0.883031
174 17.35 0.804167 0.67631 0.69804 0.667178 -0.656543 -0.823713 -0.892034
175 17.45 0.775 0.551994 0.610545 0.600799 -0.908519 -0.560862 -0.88513
176 17.55 0.833333 0.692067 0.821623 0.70505 -1.00414 -1.0264 -0.845341
177 17.65 0.641667 0.607131 0.518284 0.650126 -1.23855 -1.12745 -0.886613
178 17.75 0.691667 0.593507 0.56443 0.559203 -0.958355 -0.878351 -0.893774
179 17.85 0.741667 0.695673 0.607745 0.657898 -1.01067 -1.09621 -0.843409
180 17.95 0.7625 0.586796 0.697117 0.624189 -0.436627 -0.895654 -0.891211
181 18.05 0.816667 0.755306 0.563048 0.63669 -0.868477 -1.14821 -0.96047
182 18.15 0.766667 0.581892 0.711233 0.60464 -0.819669 -1.00988 -0.989668
183 18.25 0.691667 0.509359 0.548971 0.532517 -0.706621 -1.04039 -1.10882
184 18.35 0.733333 0.512113 0.557731 0.553567 -0.970203 -1.1562 -1.03529
185 18.45 0.7125 0.604938 0.626939 0.693798 -1.14781 -1.16789 -0.998555
186 18.55 0.775 0.68573 0.69462 0.626907 -0.698203 -1.29227 -0.980984
187 18.65 0.779167 0.819946 0.702946 0.660486 -1.07571 -0.929928 -0.903179
188 18.75 0.729167 0.667276 0.710807 0.557855 -1.16299 -0.953616 -0.825874
189 18.85 0.75 0.797701 0.516523 0.731085 -1.15251 -0.81574 -0.775558
190 18.95 0.779167 0.61676 0.77708 0.691591 -1.51357 -1.28423 -0.809082
191 19.05 0.75 0.542207 0.632811 0.683487 -1.20053 -0.613706 -0.728586
192 19.15 0.6875 0.563364 0.667638 0.59412 -0.979164 -0.689727 -0.805533
193 19.25 0.795833 0.709203 0.717247 0.551211 -0.844227 -0.698845 -0.816659
194 19.35 0.733333 0.63734 0.658583 0.57546 -0.774579 -1.1338 -0.931995
195 19.45 0.716667 0.71942 0.591539 0.673393 -0.753742 -0.832597 -0.880436
196 19.55 0.691667 0.542547 0.679425 0.577936 -0.913025 -0.797137 -0.875589
197 19.65 0.754167 0.703158 0.61645 0.660087 -0.758466 -0.747068 -0.925021
198 19.75 0.816667 0.650417 0.75108 0.617812 -1.1535 -0.689515 -0.937946
199 19.85 0.754167 0.515127 0.625721 0.693911 -1.51277 -0.849439 -0.963918
200 19.95 0.704167 0.528499 0.528126 0.5497 -0.991716 -0.651629 -0.895321
201 20.05 0.854167 0.705912 0.733556 0.676999 -0.904019 -0.929128 -0.880623
202 20.15 0.783333 0.671346 0.715851 0.696301 -1.31332 -1.16629 -0.890126
203 20.25 0.745833 0.674375 0.684581 0.556038 -0.999124 -0.732546 -0.84755
204 20.35 0.666667 0.477444 0.531005 0.526705 -0.821668 -0.557604 -0.805183
205 20.45 0.758333 0.634795 0.543201 0.70078 -1.07148 -0.874663 -0.724901
206 20.55 0.758333 0.651423 0.510571 0.704576 -0.81948 -0.741481 -0.757348
207 20.65 0.8125 0.787985 0.718796 0.702705 -1.04341 -1.02608 -0.818312
208 20.75 0.8 0.680982 0.716977 0.58786 -0.804545 -0.570567 -0.797789
209 20.85 0.729167 0.642239 0.527056 0.566138 -0.811848 -0.616978 -0.8498
210 20.95 0.733333 0.736418 0.716167 0.695252 -0.884837 -0.396697 -0.742279
211 21.05 0.775 0.588018 0.724602 0.659 -0.961865 -0.491102 -0.725308
212 21.15 0.729167 0.798939 0.631927 0.549403 -1.06178 -0.937988 -0.721877
213 21.25 0.616667 0.554228 0.48919 0.475518 -1.00851 -0.664537 -0.712648
214 21.35 0.795833 0.631576 0.698345 0.679053 -0.557677 -0.345529 -0.65025
215 21.45 0.833333 0.663746 0.694708 0.670868 -1.08097 -0.531854 -0.646591
216 21.55 0.879167 0.682389 0.688975 0.738289 -0.993521 -0.428304 -0.62788
217 21.65 0.679167 0.595301 0.617394 0.50308 -0.935182 -0.616977 -0.6129
218 21.75 0.833333 0.692254 0.756953 0.727942 -1.01617 -0.715403 -0.712844
219 21.85 0.704167 0.555807 0.588946 0.475215 -0.625699 -0.665714 -0.71652
220 21.95 0.666667 0.710844 0.547549 0.560406 -0.812842 -0.951385 -0.712848
221 22.05 0.7125 0.533454 0.525927 0.723972 -0.869366 -1.08264 -0.763985
