# Time-averaged data for fix fa
# TimeStep Number-of-rows
# Row c_pA[1] c_pA[2] c_pA[3] c_pA[4] c_pA[5] c_pA[6] c_pA[7] c_pA[8]
0 360
52 5.15 0.006 0.00129011 0.00150154 0.00312159 0.00112635 0.00516887 0.00420018
53 5.25 0.022 0.00329669 0.0125715 0.012966 0.00106301 0.00506503 0.00409764
54 5.35 0.014 0.00794626 0.00965051 0.0102735 -0.000717711 0.000796584 0.000871334
55 5.45 0.006 0.00183411 0.00336753 0.00991944 -0.00117315 -0.000595117 -0.000195685
56 5.55 0.006 0.00348971 0.00299062 0.0018699 -0.00105935 -0.000621408 -0.000244112
57 5.65 0.004 0.000278999 0.00379723 0.001199 -0.00106786 -0.00102959 -0.00167776
58 5.75 0.014 0.00559393 0.00254391 0.0209869 -0.00115016 -0.00106281 -0.00170315
59 5.85 0.014 0.00745045 0.00883824 0.0113554 -0.00144468 -0.00137042 -0.00171067
60 5.95 0.012 0.00579902 0.00542808 0.0104842 -0.00126447 -0.0013853 -0.00134014
61 6.05 0.01 0.00434324 0.00376733 0.00381448 -0.000485032 -0.00120271 0.00108857
62 6.15 0.016 0.00783234 0.00743022 0.00609426 -0.000592043 -0.00120692 0.000954591
63 6.25 0.018 0.00970961 0.0059761 0.0296134 -0.00199463 -0.00180991 0.000754271
64 6.35 0.018 0.0105086 0.00819586 0.0209429 -0.00148833 -0.00141321 -0.000346639
65 6.45 0.006 0.00140182 0.00104658 0.00458931 -0.0011998 -0.00112323 -0.000805818
66 6.55 0.01 0.00606125 0.00418436 0.00378061 -0.000640739 -0.000144688 -0.000167863
67 6.65 0.006 0.00233592 0.00132396 0.00437078 0.000896106 0.00338849 0.00112279
68 6.75 0.024 0.0136867 0.0116666 0.0214408 0.000476331 0.00297175 0.00064909
69 6.85 0.012 0.0118647 0.00208428 0.00537989 7.14662e-05 0.00262815 -0.000569059
70 6.95 0.004 0.00161631 0.000177836 0.000336424 -0.00179049 0.00222935 -0.0031324
71 7.05 0.014 0.00963872 0.00704043 0.0115198 -0.0022552 0.000836271 -0.00451533
72 7.15 0.014 0.00651781 0.00405467 0.0126001 -0.00411952 -0.0018518 -0.00579672
73 7.25 0.03 0.0306088 0.00897147 0.0219663 0.0025192 -0.0014984 -0.00206131
74 7.35 0.022 0.00628508 0.0249794 0.0155321 0.0014222 -0.00668261 -0.00320661
75 7.45 0.034 0.0224127 0.01493 0.0139137 0.00558784 -0.00299971 -0.00466538
76 7.55 0.026 0.0246055 0.00989897 0.0100458 0.0136894 -0.00399243 -0.00494326
77 7.65 0.024 0.00973 0.0142459 0.0258417 0.00322866 -0.011252 -0.00927313
78 7.75 0.046 0.030385 0.055424 0.0273225 -0.0066909 -0.0172001 -0.0181806
79 7.85 0.052 0.0449387 0.0266159 0.0242313 -0.0112785 -0.0260068 -0.0288968
80 7.95 0.068 0.0567941 0.0370046 0.0556733 -0.0263744 -0.0379036 -0.040266
81 8.05 0.06 0.0369817 0.0497845 0.0353513 -0.0370295 -0.0501579 -0.0534869
82 8.15 0.072 0.0499669 0.0386198 0.0510126 -0.0332612 -0.052899 -0.0541127
83 8.25 0.062 0.0519784 0.033702 0.0654514 -0.0484286 -0.0616227 -0.0595652
84 8.35 0.064 0.0822566 0.0474381 0.0589912 -0.0433081 -0.0524474 -0.0633401
85 8.45 0.114 0.100182 0.091532 0.0825107 -0.0513249 -0.0978089 -0.0665678
86 8.55 0.146 0.135441 0.115098 0.127763 -0.0280658 -0.0940109 -0.0851929
87 8.65 0.128 0.0705666 0.111446 0.158006 -0.0901142 -0.115919 -0.112975
88 8.75 0.134 0.0777579 0.076443 0.110623 -0.120319 -0.111036 -0.132072
89 8.85 0.144 0.0949709 0.0970963 0.0982624 -0.132853 -0.113868 -0.144224
90 8.95 0.176 0.221816 0.156429 0.115407 -0.172231 -0.144591 -0.173108
91 9.05 0.178 0.114009 0.173319 0.164862 -0.158394 -0.153131 -0.182694
92 9.15 0.19 0.18066 0.165203 0.151823 -0.16668 -0.197427 -0.208353
93 9.25 0.244 0.206282 0.24964 0.177003 -0.270719 -0.317204 -0.233986
94 9.35 0.292 0.248765 0.224128 0.318819 -0.288907 -0.419109 -0.274761
95 9.45 0.324 0.280606 0.246201 0.330564 -0.293663 -0.413741 -0.31407
96 9.55 0.292 0.284453 0.285349 0.239782 -0.179474 -0.393792 -0.347792
97 9.65 0.372 0.313764 0.30648 0.270325 -0.361161 -0.436233 -0.374702
98 9.75 0.382 0.33088 0.327302 0.338764 -0.554923 -0.426482 -0.389942
99 9.85 0.46 0.440898 0.36244 0.403718 -0.64631 -0.602867 -0.424695
100 9.95 0.464 0.379527 0.348297 0.378388 -0.64641 -0.726041 -0.433105
101 10.05 0.464 0.447244 0.368397 0.425353 -0.741617 -0.709567 -0.41794
102 10.15 0.45 0.390343 0.377868 0.305344 -0.697788 -0.790482 -0.410139
103 10.25 0.582 0.517885 0.486042 0.518329 -0.660198 -0.69989 -0.435609
104 10.35 0.554 0.474804 0.461135 0.547656 -0.726189 -0.556258 -0.472837
105 10.45 0.552 0.456684 0.487595 0.479193 -0.656731 -0.660397 -0.445159
106 10.55 0.648 0.55018 0.555979 0.554895 -0.79444 -0.76945 -0.506319
107 10.65 0.618 0.496086 0.613321 0.534381 -0.915512 -0.782242 -0.559512
108 10.75 0.608 0.477359 0.555366 0.454473 -0.993428 -0.725326 -0.616189
109 10.85 0.632 0.442196 0.491767 0.449683 -0.90422 -0.874141 -0.625748
110 10.95 0.67 0.624903 0.551268 0.569959 -1.10311 -0.822996 -0.56305
111 11.05 0.696 0.592901 0.601741 0.589596 -1.06109 -0.917969 -0.539142
112 11.15 0.656 0.677307 0.484398 0.568757 -1.02215 -0.923248 -0.571042
113 11.25 0.628 0.601523 0.579057 0.53085 -0.860925 -0.980194 -0.629581
114 11.35 0.682 0.619768 0.607351 0.504436 -0.962968 -1.01565 -0.691679
115 11.45 0.722 0.581771 0.552086 0.577301 -1.00669 -0.7655 -0.670657
116 11.55 0.666 0.568195 0.53721 0.569624 -0.835368 -0.690807 -0.602936
117 11.65 0.72 0.542195 0.546128 0.64185 -0.877587 -0.820704 -0.594171
118 11.75 0.73 0.607181 0.688743 0.600793 -0.868297 -0.852975 -0.627182
119 11.85 0.774 0.644162 0.678946 0.650185 -0.808796 -1.01103 -0.62968
120 11.95 0.72 0.61085 0.613696 0.503467 -0.914184 -0.856063 -0.645828
121 12.05 0.714 0.544309 0.585492 0.594416 -1.00172 -1.01435 -0.719205
122 12.15 0.716 0.589721 0.701272 0.616387 -1.15298 -0.740114 -0.774755
123 12.25 0.706 0.661018 0.555137 0.548903 -1.4474 -1.10071 -0.800415
124 12.35 0.652 0.511694 0.520837 0.569609 -1.02291 -0.825636 -0.817306
125 12.45 0.842 0.688054 0.639705 0.82749 -0.907316 -1.05133 -0.888611
126 12.55 0.762 0.653113 0.593478 0.632564 -0.873293 -1.4038 -0.886312
127 12.65 0.774 0.647191 0.657555 0.645435 -0.754991 -1.02312 -0.912783
128 12.75 0.74 0.621904 0.596971 0.680741 -1.08839 -0.908945 -0.885791
129 12.85 0.682 0.615203 0.605718 0.570353 -1.03366 -0.687372 -0.806365
130 12.95 0.758 0.695308 0.633738 0.650353 -1.04127 -0.9083 -0.714553
131 13.05 0.688 0.618226 0.57245 0.569253 -1.14361 -1.17587 -0.649603
132 13.15 0.718 0.651806 0.689029 0.584229 -0.689528 -1.09731 -0.599924
133 13.25 0.754 0.672976 0.711758 0.659486 -0.580532 -0.858768 -0.583906
134 13.35 0.774 0.610456 0.608735 0.613127 -0.656732 -0.683516 -0.581743
135 13.45 0.786 0.643722 0.657365 0.684372 -0.842532 -0.616239 -0.617479
136 13.55 0.796 0.68533 0.692076 0.715121 -0.655776 -0.889332 -0.687164
137 13.65 0.752 0.721806 0.601894 0.576268 -0.919806 -1.13374 -0.728918
138 13.75 0.746 0.614631 0.604867 0.558921 -0.469772 -0.707974 -0.73236
139 13.85 0.76 0.693214 0.692182 0.618098 -0.906484 -0.833913 -0.740059
140 13.95 0.708 0.58779 0.503058 0.624683 -0.808871 -0.822182 -0.698499
141 14.05 0.726 0.629264 0.667014 0.613657 -0.514424 -0.604554 -0.706894
142 14.15 0.78 0.647737 0.647519 0.54807 -0.881056 -0.72897 -0.725517
143 14.25 0.77 0.681111 0.689971 0.686418 -1.01563 -1.04856 -0.747591
144 14.35 0.832 0.721787 0.743878 0.621279 -1.09481 -0.825869 -0.732869
145 14.45 0.732 0.567659 0.669555 0.583761 -0.856022 -0.645497 -0.7589
146 14.55 0.754 0.596599 0.581966 0.613428 -0.940729 -0.982773 -0.78649
147 14.65 0.764 0.656109 0.571423 0.626627 -0.768075 -0.985729 -0.771558
148 14.75 0.784 0.636878 0.652974 0.663616 -1.02421 -0.91867 -0.799992
149 14.85 0.684 0.49072 0.632585 0.616308 -0.942912 -0.89325 -0.85448
150 14.95 0.71 0.572622 0.687944 0.575883 -0.893832 -1.08037 -0.892739
151 15.05 0.79 0.726684 0.782658 0.71347 -0.924746 -0.979489 -0.978828
152 15.15 0.772 0.626181 0.648514 0.675427 -0.979665 -0.99285 -0.941111
153 15.25 0.794 0.642998 0.656241 0.584457 -1.07158 -1.1201 -1.00391
154 15.35 0.722 0.689413 0.597095 0.549468 -0.783893 -0.930713 -1.03296
155 15.45 0.762 0.620277 0.673864 0.689928 -0.775395 -0.913034 -1.01653
156 15.55 0.736 0.850089 0.601884 0.566273 -0.978451 -0.892696 -0.977592
157 15.65 0.698 0.6302 0.553194 0.544363 -1.06186 -0.844728 -0.990322
158 15.75 0.76 0.607479 0.638035 0.691544 -0.792589 -0.845386 -0.945949
159 15.85 0.774 0.609862 0.656688 0.719392 -0.625094 -0.949736 -0.895781
160 15.95 0.784 0.675146 0.603721 0.64695 -0.811775 -0.80151 -0.856593
161 16.05 0.788 0.674856 0.662496 0.642708 -1.03466 -1.06415 -0.876429
162 16.15 0.736 0.582552 0.617079 0.564848 -0.888666 -1.09235 -0.816763
163 16.25 0.724 0.644207 0.647088 0.732974 -0.807853 -1.23651 -0.784538
164 16.35 0.782 0.653217 0.575381 0.739247 -0.941328 -1.05643 -0.779787
165 16.45 0.728 0.647167 0.599033 0.55041 -0.822567 -0.57849 -0.824981
166 16.55 0.748 0.622905 0.683293 0.587458 -0.714704 -0.607973 -0.759856
167 16.65 0.684 0.63404 0.621983 0.559023 -0.845839 -0.982423 -0.718132
168 16.75 0.724 0.653114 0.622442 0.670854 -1.04269 -0.764469 -0.659436
169 16.85 0.802 0.712611 0.681404 0.643662 -0.657446 -0.718104 -0.68657
170 16.95 0.75 0.61414 0.715559 0.614907 -0.596823 -0.814851 -0.623698
171 17.05 0.832 0.681542 0.781021 0.673041 -0.849254 -0.498262 -0.668177
172 17.15 0.734 0.594271 0.56602 0.588229 -1.07949 -0.853026 -0.678557
173 17.25 0.766 0.629365 0.613814 0.64295 -0.998947 -0.868443 -0.699526
174 17.35 0.752 0.579123 0.6746 0.672874 -0.581941 -0.750769 -0.685322
175 17.45 0.698 0.493794 0.563262 0.566492 -0.769418 -0.642486 -0.694628
176 17.55 0.812 0.633749 0.733329 0.679031 -0.611435 -0.893146 -0.700338
177 17.65 0.712 0.648038 0.542223 0.639988 -0.691489 -0.861211 -0.77334
178 17.75 0.77 0.6554 0.667074 0.650925 -0.612306 -0.695745 -0.82415
179 17.85 0.784 0.72819 0.662825 0.695341 -0.840416 -0.775842 -0.867956
180 17.95 0.76 0.701827 0.629166 0.574504 -0.514715 -0.852739 -0.914485
181 18.05 0.8 0.74797 0.646701 0.658689 -0.780477 -0.972465 -0.953578
182 18.15 0.708 0.586431 0.706479 0.608852 -0.928346 -1.11893 -1.00697
183 18.25 0.706 0.581048 0.524795 0.602863 -0.882427 -0.97126 -1.0754
184 18.35 0.764 0.608125 0.689096 0.610521 -0.867726 -1.13744 -1.04167
185 18.45 0.692 0.607357 0.584707 0.665171 -1.03535 -1.0832 -1.01948
186 18.55 0.754 0.660969 0.66256 0.588335 -0.903661 -1.20999 -0.984655
187 18.65 0.782 0.765648 0.615071 0.605438 -1.00767 -0.9774 -0.873613
188 18.75 0.798 0.714052 0.720057 0.729228 -0.928325 -0.90555 -0.783762
189 18.85 0.746 0.644511 0.5869 0.670974 -0.915406 -0.842992 -0.720575
190 18.95 0.826 0.668863 0.763901 0.701254 -1.17318 -1.18322 -0.72471
191 19.05 0.718 0.540922 0.596099 0.701853 -0.982878 -0.788446 -0.708041
192 19.15 0.68 0.575771 0.700274 0.618329 -1.07659 -0.819738 -0.716789
193 19.25 0.742 0.588429 0.633845 0.584934 -0.985007 -0.653125 -0.729756
194 19.35 0.772 0.637006 0.634433 0.69827 -0.913241 -0.978649 -0.808604
195 19.45 0.762 0.68777 0.644193 0.68627 -0.769367 -0.633514 -0.816146
196 19.55 0.726 0.551541 0.690698 0.599621 -0.717269 -0.758612 -0.859877
197 19.65 0.748 0.681756 0.623517 0.659817 -0.76549 -0.848245 -0.936925
198 19.75 0.82 0.752683 0.805237 0.632119 -1.04974 -0.784919 -0.967069
199 19.85 0.73 0.521669 0.68604 0.653569 -1.38016 -0.884269 -1.00062
200 19.95 0.736 0.60987 0.611348 0.626705 -1.01806 -0.726051 -0.953192
201 20.05 0.738 0.689982 0.632797 0.628779 -0.772966 -0.7717 -0.915509
202 20.15 0.796 0.637912 0.689237 0.678908 -1.10118 -1.1461 -0.909749
203 20.25 0.766 0.651038 0.661433 0.628741 -0.699204 -1.04146 -0.914614
204 20.35 0.696 0.489638 0.55863 0.623662 -0.756223 -0.907756 -0.863129
205 20.45 0.782 0.637759 0.579423 0.724655 -0.893201 -1.04133 -0.769398
206 20.55 0.786 0.61075 0.583558 0.721537 -0.828695 -0.929654 -0.71782
207 20.65 0.77 0.695162 0.665846 0.713112 -0.752739 -0.940202 -0.741249
208 20.75 0.778 0.622912 0.710455 0.630601 -0.721282 -0.66573 -0.685962
209 20.85 0.734 0.638567 0.636121 0.608643 -0.682336 -0.750596 -0.706788
210 20.95 0.746 0.742711 0.713228 0.702497 -0.72334 -0.564101 -0.661023
211 21.05 0.736 0.560711 0.69718 0.607484 -0.800914 -0.637556 -0.68963
212 21.15 0.746 0.723876 0.622218 0.658923 -0.965821 -0.867263 -0.703451
213 21.25 0.694 0.582349 0.525685 0.521071 -1.07998 -0.773438 -0.770951
214 21.35 0.778 0.639788 0.61043 0.641385 -0.74089 -0.776757 -0.7812
215 21.45 0.824 0.714208 0.694008 0.669472 -1.04537 -0.807296 -0.793917
216 21.55 0.786 0.618809 0.655358 0.656939 -1.00247 -0.551346 -0.800409
217 21.65 0.728 0.614858 0.638799 0.554217 -1.1624 -0.628043 -0.834553
218 21.75 0.754 0.587938 0.704593 0.659442 -1.02654 -0.834322 -0.859567
219 21.85 0.734 0.646359 0.587816 0.532938 -0.663585 -0.687324 -0.833555
220 21.95 0.698 0.720047 0.536129 0.544093 -0.836742 -0.944298 -0.805039
221 22.05 0.734 0.579096 0.565785 0.706212 -0.997964 -1.113 -0.826956
222 22.15 0.756 0.665841 0.586131 0.67907 -0.597515 -0.586652 -0.826177
223 22.25 0.772 0.620471 0.611993 0.601492 -0.599036 -0.666404 -0.808984
224 22.35 0.776 0.676226 0.742276 0.684089 -0.842086 -0.67666 -0.834197
225 22.45 0.816 0.655168 0.636752 0.715936 -0.858671 -0.808207 -0.844353
226 22.55 0.696 0.596064 0.600541 0.564748 -0.702292 -0.970351 -0.821657
227 22.65 0.774 0.634864 0.682729 0.641898 -0.950302 -1.20431 -0.822095
228 22.75 0.684 0.636849 0.602656 0.542374 -1.0219 -1.08911 -0.812983
229 22.85 0.766 0.720582 0.755526 0.639037 -0.831682 -0.611675 -0.864699
230 22.95 0.702 0.56378 0.607696 0.67812 -0.662673 -0.952188 -0.909829
231 23.05 0.758 0.703436 0.56663 0.600568 -0.662366 -0.79703 -0.946868
232 23.15 0.718 0.603469 0.708417 0.613961 -0.960277 -1.16948 -0.965465
233 23.25 0.77 0.723039 0.643099 0.715864 -0.965578 -0.825931 -0.927795
234 23.35 0.786 0.698975 0.603922 0.729788 -1.05031 -1.36277 -0.929185
235 23.45 0.734 0.591422 0.602176 0.699271 -0.891718 -1.3331 -0.894301
236 23.55 0.758 0.624875 0.66621 0.681371 -1.09168 -1.14029 -0.883647
237 23.65 0.696 0.644921 0.633062 0.656322 -1.17532 -1.01131 -0.840043
238 23.75 0.682 0.607497 0.620536 0.590839 -1.27191 -1.04812 -0.857012
239 23.85 0.764 0.664875 0.583904 0.636263 -1.06199 -1.07022 -0.840584
240 23.95 0.744 0.671867 0.632709 0.730102 -0.78123 -0.856899 -0.787153
241 24.05 0.718 0.642794 0.605425 0.6469 -0.770167 -0.833899 -0.787558
242 24.15 0.698 0.615794 0.585844 0.616905 -0.45511 -0.624213 -0.840378
243 24.25 0.746 0.645678 0.660593 0.76208 -0.964156 -0.615301 -0.854977
244 24.35 0.798 0.60979 0.677392 0.706802 -0.704289 -0.639541 -0.791871
245 24.45 0.64 0.512105 0.556441 0.648005 -0.676161 -0.632148 -0.755712
246 24.55 0.732 0.612148 0.627901 0.611443 -1.07683 -1.14083 -0.740506
247 24.65 0.692 0.569795 0.570078 0.588331 -0.863185 -0.818177 -0.713462
248 24.75 0.68 0.534152 0.630307 0.614989 -1.00128 -1.05962 -0.748227
249 24.85 0.748 0.628974 0.664517 0.709202 -1.1684 -1.02325 -0.765837
250 24.95 0.674 0.570715 0.467108 0.554761 -1.34413 -1.17661 -0.736255
251 25.05 0.72 0.613169 0.663988 0.592116 -1.30933 -0.955479 -0.671954
252 25.15 0.638 0.466586 0.503973 0.534011 -1.03858 -0.781275 -0.616939
253 25.25 0.672 0.576163 0.528464 0.547187 -1.06771 -0.648211 -0.622853
254 25.35 0.602 0.52951 0.500771 0.471689 -0.877118 -0.798004 -0.546551
255 25.45 0.634 0.559747 0.551772 0.542869 -0.838642 -0.924791 -0.501647
256 25.55 0.604 0.504855 0.544651 0.547518 -0.893212 -1.0049 -0.454449
257 25.65 0.576 0.425468 0.515284 0.407345 -0.913427 -0.908148 -0.433976
258 25.75 0.562 0.493297 0.497411 0.487013 -0.859613 -0.795101 -0.46236
259 25.85 0.5 0.396561 0.379078 0.354279 -0.862465 -0.701993 -0.447346
260 25.95 0.534 0.423678 0.491999 0.402071 -0.693575 -0.789928 -0.43507
261 26.05 0.458 0.37338 0.347974 0.373517 -0.641442 -0.696179 -0.437188
262 26.15 0.456 0.419755 0.403254 0.355393 -0.62301 -0.590785 -0.384538
263 26.25 0.37 0.322311 0.34006 0.314066 -0.512709 -0.547065 -0.317151
264 26.35 0.344 0.316195 0.334167 0.331035 -0.396107 -0.413844 -0.285522
265 26.45 0.342 0.315349 0.352354 0.282992 -0.27463 -0.346004 -0.233736
266 26.55 0.278 0.246835 0.240056 0.215696 -0.209327 -0.244495 -0.208974
267 26.65 0.252 0.214935 0.174984 0.201653 -0.230186 -0.23477 -0.196061
268 26.75 0.202 0.174413 0.210732 0.1798 -0.246661 -0.144212 -0.170294
269 26.85 0.19 0.133493 0.185115 0.172481 -0.228447 -0.0778553 -0.157736
270 26.95 0.166 0.0892383 0.122581 0.155929 -0.211533 -0.0301256 -0.134785
271 27.05 0.172 0.138914 0.118284 0.127735 -0.178639 -0.0668831 -0.109704
272 27.15 0.16 0.130741 0.111854 0.15951 -0.0937577 -0.0770524 -0.0847337
273 27.25 0.108 0.116817 0.0921682 0.0927942 -0.0886315 -0.103488 -0.0617093
274 27.35 0.092 0.0745625 0.06504 0.100341 -0.072394 -0.0536571 -0.0551634
275 27.45 0.068 0.0336001 0.0608246 0.0550323 -0.0721826 -0.0511489 -0.0549887
276 27.55 0.07 0.0761144 0.0404192 0.0652628 -0.0592073 -0.0383038 -0.0439534
277 27.65 0.06 0.0768624 0.0716474 0.0416416 -0.0403297 -0.033395 -0.0325817
278 27.75 0.054 0.0537976 0.047789 0.0355759 -0.0334791 -0.0278754 -0.027626
279 27.85 0.042 0.0324533 0.0279235 0.0193752 -0.0315764 -0.0285166 -0.0310197
280 27.95 0.042 0.0277565 0.0165315 0.0417803 -0.0264128 -0.0232085 -0.0297738
281 28.05 0.03 0.0265213 0.0197557 0.029018 -0.0225172 -0.0215992 -0.0309606
282 28.15 0.04 0.0464431 0.0237504 0.0172553 -0.0236189 -0.0229068 -0.0254871
283 28.25 0.03 0.0265839 0.0169366 0.0235549 -0.00126072 0.00459462 -0.018961
284 28.35 0.032 0.0294472 0.042144 0.0234442 -0.010254 -0.00949077 -0.0141973
285 28.45 0.03 0.0167721 0.0190519 0.0192507 -0.0057252 -0.00708716 -0.0105935
286 28.55 0.018 0.0100436 0.00832468 0.0300622 -0.00277147 -0.00665075 -0.00802986
287 28.65 0.016 0.0126872 0.0286066 0.00329496 -0.00135846 -0.00551192 -0.00637167
288 28.75 0.014 0.0145826 0.00351176 0.0101277 -0.00181879 -0.00486472 -0.00637775
289 28.85 0.024 0.0236218 0.00677084 0.0115127 -0.00277501 -0.00509417 -0.0067683
290 28.95 0.012 0.00499649 0.0126106 0.00514983 -0.00272396 -0.00530309 -0.00661295
291 29.05 0.016 0.00665128 0.0134867 0.0176101 -0.00285593 -0.00397488 -0.00553945
292 29.15 0.014 0.0129888 0.00616848 0.0200419 -0.00284379 -0.00350708 -0.00528971
293 29.25 0.01 0.00606038 0.0075046 0.00404879 -0.00231867 -0.00280498 -0.00423512
294 29.35 0.02 0.0116017 0.0062764 0.0141977 -0.00255927 -0.00191825 -0.00381251
295 29.45 0.008 0.00669484 0.00895773 0.00419056 -0.00192058 -0.00135618 -0.00338389
296 29.55 0.022 0.0157641 0.0127879 0.0121698 -0.00149609 -0.00137731 -0.00318914
297 29.65 0.006 0.00872403 0.00513637 0.00540173 -0.00094129 -0.00139084 -0.00303414
298 29.75 0.014 0.0153038 0.00515339 0.027869 -0.000945291 -0.00161352 -0.00300934
299 29.85 0.01 0.00226402 0.0021283 0.018406 -0.00158763 -0.00352778 -0.00281175
300 29.95 0.008 0.0113893 0.0056653 0.00471676 -0.00245804 -0.00224822 -0.00263996
301 30.05 0.016 0.00872239 0.0196866 0.00801345 -0.00691447 -0.00326334 -0.00266208
302 30.15 0.012 0.0156301 0.0140342 0.00868553 -0.0011304 -0.00314761 -0.00276856
303 30.25 0.022 0.0147468 0.00491064 0.0182206 -0.00159373 -0.00342958 -0.00305385
304 30.35 0.016 0.0132389 0.0119018 0.00705434 -0.00167773 -0.00445924 -0.00288265
305 30.45 0.008 0.00365335 0.00168477 0.000675953 -0.0016767 -0.00409312 -0.00269578
306 30.55 0.026 0.0285146 0.0098636 0.0293039 -0.00733482 -0.00386876 -0.00265101
307 30.65 0.022 0.0218106 0.0112908 0.0158087 -0.00223141 -0.00260213 -0.00258612
308 30.75 0.012 0.013204 0.00261144 0.00550108 -0.00237093 -0.00295168 -0.00246595
309 30.85 0.024 0.0191475 0.0286664 0.00780103 0.000364603 -0.00210192 -0.0024118
310 30.95 0.026 0.0137664 0.0203529 0.0128853 -0.0016543 -0.00543525 -0.00292084
311 31.05 0.014 0.0101499 0.0151926 0.0074079 -0.00691448 -0.00619879 -0.00326193
312 31.15 0.016 0.0116094 0.00535378 0.00819515 -0.00364623 -0.00577297 -0.00320807
313 31.25 0.034 0.0342359 0.017538 0.0113091 -0.00424607 -0.00537676 -0.00348857
314 31.35 0.024 0.0220036 0.0259901 0.0082027 -0.0052534 -0.00650718 -0.00400362
315 31.45 0.028 0.0344419 0.0229036 0.0127758 -0.0082207 -0.0108235 -0.00395235
316 31.55 0.018 0.0120389 0.0101868 0.00510508 -0.00478452 -0.00592271 -0.00262647
317 31.65 0.03 0.0256869 0.0154762 0.0163512 -0.00603368 -0.00588363 -0.00267062
318 31.75 0.012 0.00233753 0.0150015 0.00424935 -0.00714002 -0.00390462 -0.00222555
319 31.85 0.03 0.018487 0.0242369 0.00898313 -0.0054513 -0.00335354 -0.0018501
320 31.95 0.016 0.0125533 0.0104298 0.00912478 -0.00523569 -0.00205298 -0.00118197
321 32.05 0.02 0.0266415 0.0192197 0.0104733 -0.00821254 -0.00317287 -0.000719557
322 32.15 0.014 0.00423446 0.0137207 0.00953987 -0.00226424 -0.000468199 -0.000651412
323 32.25 0.024 0.0247724 0.0159413 0.0280273 -0.00183568 -0.000701562 -0.00146214
324 32.35 0.012 0.0128984 0.0042057 0.0167134 -0.00176384 -0.00138225 -0.0028443
325 32.45 0.008 0.00605884 0.00432784 0.00172266 -0.00383904 -0.00270139 -0.0028681
326 32.55 0.024 0.0222154 0.0139343 0.0240267 -0.00219906 -0.00166346 -0.0027814
327 32.65 0.018 0.021704 0.00698503 0.0200262 -0.00199223 -0.00125535 -0.00292019
328 32.75 0.03 0.0313737 0.0242984 0.011719 -0.00169224 -0.00108654 -0.00233431
329 32.85 0.02 0.0161154 0.0168548 0.00724234 0.000737088 -0.000903825 -0.00187876
330 32.95 0.014 0.0137956 0.00628358 0.00764548 0.00890672 -0.00107362 -0.000547764
331 33.05 0.012 0.00110223 0.00692814 0.00547038 0.0090711 -0.00111543 -0.000531656
332 33.15 0.01 0.0122561 0.00480297 0.00505912 0.00914407 -0.000954663 -0.000497223
333 33.25 0.014 0.0162846 0.00332017 0.0139437 0.00361907 -0.00123933 -0.00151092
334 33.35 0.006 0.000632742 0.00202226 0.0037936 -0.00256102 -0.0016825 -0.00294199
335 33.45 0.016 0.0050008 0.0209078 0.0114393 -0.000901275 -0.00240779 -0.00287806
336 33.55 0.024 0.0112636 0.0155535 0.0213166 -0.00329117 -0.00490135 -0.00267955
337 33.65 0.01 0.00581869 0.00922152 0.00545837 -0.0030935 -0.00199711 -0.00174838
338 33.75 0.014 0.0161463 0.00726771 0.00743171 -0.00320437 -0.00367388 -0.00163285
339 33.85 0.008 0.0020532 0.000383694 0.0103192 -0.00297981 -0.000658861 -0.00176778
340 33.95 0.01 0.0035193 0.00704081 0.0102987 -0.00364902 -0.00105675 -0.0019466
341 34.05 0.012 0.00956843 0.00955579 0.00758217 -0.00426854 -0.00123628 -0.00191772
342 34.15 0.02 0.0130097 0.0193383 0.0114717 -0.00466945 -0.000593091 -0.00153871
343 34.25 0.014 0.0150333 0.0104379 0.0069208 -0.00313175 0.000255424 -0.00174899
344 34.35 0.016 0.00719765 0.0039368 0.0168544 -0.0075026 -0.0019778 -0.00294999
345 34.45 0.014 0.0126495 0.00816621 0.0163939 -0.0014802 -0.00140207 -0.00296982
346 34.55 0.014 0.00504492 0.00601775 0.00644034 -0.000218516 -0.00110116 -0.00239247
347 34.65 0.014 0.00662242 0.0128524 0.00859774 0.000374618 -0.000817606 -0.0018743
348 34.75 0.018 0.00767486 0.0138567 0.025041 0.00144858 -0.000432477 -0.00142559
349 34.85 0.012 0.0111256 0.00297148 0.0124224 0.00187331 0.000247435 -0.0012119
350 34.95 0.03 0.0119701 0.0152184 0.00481163 0.00633315 0.00327775 -0.00101294
351 35.05 0.032 0.0140503 0.0236024 0.00735818 0.00745129 0.00224347 6.42135e-05
352 35.15 0.012 0.00260103 0.00574915 0.00837348 0.00387231 -0.000483436 0.000609372
353 35.25 0.02 0.00528107 0.0139787 0.012841 0.00297539 0.000710109 0.00133147
354 35.35 0.018 0.0105824 0.0127569 0.0161155 0.000139186 0.000780533 0.00166134
355 35.45 0.022 0.0087588 0.015431 0.0195642 0.00568668 0.000910656 0.000233062
356 35.55 0.018 0.00581242 0.00846513 0.00865984 0.00493022 0.000580066 0.000309124
357 35.65 0.014 0.00420349 0.00755258 0.00700285 0.00193256 0.000505695 0.000513165
358 35.75 0.018 0.00464282 0.00989399 0.0107693 0.00840302 0.00600724 -0.000717884
359 35.85 0.01 0.00557094 0.0058191 0.00188008 0.00229419 0.00129128 -0.00151536
