# Time-averaged data for fix fF
# TimeStep Number-of-rows
# Row c_pFull[1] c_pFull[2] c_pFull[3] c_pFull[4] c_pFull[5] c_pFull[6] c_pFull[7] c_pFull[8]
0 360
328 32.75 0.00945946 0.00675455 0.00827954 0.00504078 -0.00225561 -0.00137977 0.00270422
329 32.85 0.0121622 0.0203702 0.00422975 0.012738 -0.00538688 -0.00300838 0.00306156
330 32.95 0.0175676 0.015948 0.00891674 0.00959886 -0.00310544 -0.00354681 0.00283464
331 33.05 0.0148649 0.00619393 0.0156258 0.0236314 -0.00172129 -0.00208645 0.00330358
332 33.15 0.0175676 0.0130224 0.0252711 0.0159239 -0.000909625 -0.00140716 0.00331894
333 33.25 0.00675676 0.00271008 0.00623722 0.0026817 -0.000143548 -0.000628572 0.00356358
334 33.35 0.0175676 0.0168199 0.0162211 0.0114568 0.00199442 0.00354089 0.00427847
335 33.45 0.0202703 0.0251794 0.00711445 0.01866 0.000190311 0.00173248 0.00328843
336 33.55 0.0148649 0.014978 0.0238697 0.00879814 -0.00157278 -0.000360876 -0.000619889
337 33.65 0.00945946 0.014954 0.00332548 0.00537385 -0.00206222 -0.00122984 -0.00134337
338 33.75 0.0162162 0.0175672 0.0107151 0.0083647 -0.0031646 -0.00231673 -0.00168765
339 33.85 0.0108108 0.0118503 0.00353852 0.00971406 -0.00253462 0.00289311 -0.00122711
340 33.95 0.0135135 0.00408154 0.00976849 0.0146189 -0.006132 0.00692053 -0.00071937
341 34.05 0.0175676 0.0168764 0.0109394 0.0293756 -0.00339849 0.00800039 -0.000850867
342 34.15 0.0175676 0.0169695 0.0220595 0.0175181 -0.00354862 0.00825897 -0.000445968
343 34.25 0.0108108 0.00747107 0.00458569 0.0117904 -0.00190758 -0.000632436 -0.00168496
344 34.35 0.0148649 0.0165476 0.0106617 0.00655555 0.0011442 -0.000972783 -0.000252778
345 34.45 0.0148649 0.015989 0.0102075 0.00866702 0.00224039 -0.000543695 0.000599616
346 34.55 0.00540541 0.00819091 0.00180803 0.00273034 0.00228749 -0.000112497 0.000846874
347 34.65 0.0162162 0.0188819 0.0154539 0.0129951 0.00136019 -0.000125562 0.00139546
348 34.75 0.0148649 0.00712214 0.00792404 0.00981379 0.00134101 -0.00196411 0.00197993
349 34.85 0.0135135 0.00800844 0.0121272 0.0101577 -0.00172845 -0.00356211 0.000366329
350 34.95 0.0148649 0.028186 0.00717129 0.0102043 -0.00113754 -0.00122924 -6.84365e-06
351 35.05 0.00675676 0.00218398 0.0042426 0.00511864 -0.000598998 -0.000803393 0.000104079
352 35.15 0.00810811 0.0150115 0.00384469 0.00585611 -0.000779694 0.00023837 -0.000642874
353 35.25 0.0121622 0.00716258 0.00438186 0.0128208 -0.00118363 0.000313091 -0.000722853
354 35.35 0.0135135 0.00950854 0.0120129 0.0146939 -0.0015963 -0.000633751 -0.000834598
355 35.45 0.0121622 0.0113839 0.00637014 0.0140614 -0.00203731 -0.000831418 -0.00104366
356 35.55 0.0162162 0.00966811 0.0157044 0.0145003 -0.00163428 -0.00112071 -0.000918489
357 35.65 0.00810811 0.00394215 0.00641993 0.0104679 -0.00200602 -0.00175603 -0.00118224
358 35.75 0.00945946 0.00823578 0.00442195 0.00608857 -0.00213815 -0.00239093 -0.00171634
359 35.85 0.00945946 0.0134535 0.0135019 0.0056922 -0.00178512 -0.00231599 -0.00171818
360 35.95 0.0175676 0.0242586 0.0139134 0.0130819 -0.0016825 -0.00178032 -0.00156118
148000 360
1 0.05 0.0146667 0.0125911 0.017896 0.00912089 -0.00280968 -0.000666883 -0.00160913
2 0.15 0.0106667 0.00472021 0.0130902 0.00242796 -0.00315885 -0.00132447 -0.00188321
3 0.25 0.016 0.0141931 0.0160344 0.0143291 -0.00284075 -0.00151133 -0.002237
4 0.35 0.012 0.0126947 0.0088974 0.0217089 -0.00235501 -0.00182421 -0.00238691
5 0.45 0.008 0.00965872 0.00648757 0.00686973 -0.00218055 -0.00148569 -0.00235738
6 0.55 0.0146667 0.012152 0.00757569 0.00792677 -0.00204517 -0.00145963 -0.00219411
7 0.65 0.00933333 0.00281627 0.0216357 0.00975333 -0.00211472 -0.0012871 -0.00188914
8 0.75 0.0133333 0.010608 0.0221712 0.00877724 -0.00247346 -0.0024112 -0.00194044
9 0.85 0.0106667 0.0218643 0.00749104 0.00790704 -0.00270207 -0.00228513 -0.00150582
10 0.95 0.0106667 0.00997676 0.0139259 0.0125707 -0.0025635 -0.0038429 -0.00153648
11 1.05 0.0173333 0.0265081 0.00709376 0.0157521 -0.00226732 -0.0017422 -0.00157292
12 1.15 0.00933333 0.00368533 0.0168636 0.00377868 -0.00290651 -0.00331576 -0.00146464
13 1.25 0.0173333 0.0106962 0.0085605 0.0118978 -0.00407236 -0.00473416 -0.00152664
14 1.35 0.0133333 0.0108479 0.0037331 0.00892825 -0.00323657 -0.00334 -0.00145365
15 1.45 0.016 0.0234061 0.0208428 0.0172642 -0.00224926 -0.00198901 -0.00124749
16 1.55 0.016 0.00985494 0.0166564 0.0120401 -0.00211958 -0.00231783 -0.00124126
17 1.65 0.0173333 0.014665 0.0219523 0.0095413 -0.00340633 -0.00123197 -0.00163919
18 1.75 0.012 0.0157293 0.00573334 0.00968161 -0.00317888 -0.00168779 -0.000392695
19 1.85 0.0173333 0.00609278 0.00371228 0.0135145 -0.00654263 -0.00395985 -0.000492655
20 1.95 0.012 0.0147143 0.00686341 0.0046264 -0.00242136 -0.00212282 -0.000395011
21 2.05 0.0186667 0.0202316 0.0126273 0.0126242 -0.00199212 -0.00114937 -0.000529176
22 2.15 0.0146667 0.0157452 0.00192095 0.0110089 -0.00183338 -0.000431485 0.000139241
23 2.25 0.024 0.0100879 0.0275005 0.0204989 -0.00132054 -8.88206e-05 0.000786266
24 2.35 0.0106667 0.00216072 0.00687684 0.00621726 -0.00170693 -0.000249066 0.000429484
25 2.45 0.02 0.0146315 0.0135663 0.00628444 -0.00311375 -0.00158959 0.000171348
26 2.55 0.0146667 0.00523748 0.00418631 0.00576291 -0.00311033 -0.000575845 0.000243516
27 2.65 0.0106667 0.00742193 0.0210885 0.0118235 -0.00294155 0.00328021 -0.00120805
28 2.75 0.0106667 0.00410617 0.00979352 0.0114727 -0.00276862 0.00304542 -0.00118578
29 2.85 0.012 0.00960451 0.0104356 0.015473 -0.00142474 -0.000581676 -0.00159347
30 2.95 0.008 0.0032657 0.0101565 0.00759208 -0.00145872 -0.00113215 -0.00269917
31 3.05 0.012 0.0199246 0.0107253 0.0143491 -0.00185226 -0.0014854 -0.0031649
32 3.15 0.0186667 0.00975386 0.00996908 0.0146712 0.0125972 0.000598849 -0.00330068
33 3.25 0.0213333 0.0283153 0.0174774 0.00868953 -0.000399185 -0.00379994 -0.00329877
34 3.35 0.0133333 0.00437571 0.00676831 0.00906412 -0.00106099 -0.0029892 -0.00241932
35 3.45 0.0106667 0.0129782 0.0067819 0.0089837 -0.00326892 -0.00273108 -0.00136266
36 3.55 0.0186667 0.0160604 0.012508 0.0118907 -0.00196295 -0.00279634 -0.00134983
37 3.65 0.0146667 0.0062443 0.0117515 0.0107029 -0.00268877 -0.00272662 -0.00125799
38 3.75 0.02 0.0167132 0.0076509 0.00613547 -0.00362801 -0.00351128 -0.00124637
39 3.85 0.0186667 0.0114597 0.0159183 0.0162701 -0.00376712 -0.00556399 -0.00103339
40 3.95 0.0186667 0.0159488 0.0117603 0.0191973 -0.00396409 -0.00489272 -0.000773015
41 4.05 0.0146667 0.0137855 0.0160049 0.0179296 -0.0032807 -0.00377594 -0.000476272
42 4.15 0.0133333 0.00332576 0.0118458 0.00534479 0.00177144 -0.00247447 0.000113947
43 4.25 0.02 0.0219606 0.0173802 0.0262691 0.00398934 0.00176751 0.000474883
44 4.35 0.016 0.0138516 0.0128487 0.0178315 -0.00127626 -0.00176701 -0.00108973
45 4.45 0.012 0.00534814 0.00719701 0.00447916 -0.00189846 -0.00266308 -0.00176639
46 4.55 0.016 0.00595736 0.0080697 0.010383 -0.00183898 -0.00266591 -0.00189776
47 4.65 0.0133333 0.0160604 0.00809289 0.00566778 -0.00123063 -0.00139271 -0.00207033
48 4.75 0.0133333 0.00766528 0.0120882 0.0201637 -0.000848534 -0.00110958 -0.00145429
49 4.85 0.0173333 0.00974938 0.0132377 0.00869005 0.00103307 -0.00032577 0.00276094
50 4.95 0.0173333 0.0107874 0.0116379 0.0127287 0.00106541 -0.000160346 0.0038862
51 5.05 0.012 0.0069345 0.00412011 0.00598245 1.30219e-05 -0.00203245 0.00368673
52 5.15 0.016 0.00977322 0.00717727 0.0216036 -0.00198558 -0.000924258 0.00353571
53 5.25 0.0146667 0.00855474 0.0160326 0.00723133 -0.000395736 -0.00165483 0.00363991
54 5.35 0.0186667 0.0121164 0.0145936 0.023663 -0.00211933 -0.000225662 0.00378445
55 5.45 0.0133333 0.0150008 0.0130001 0.00380819 -0.000617057 -0.00146787 0.00317124
56 5.55 0.02 0.0263418 0.0157625 0.0151738 0.000938821 0.00519003 0.00264355
57 5.65 0.016 0.0202264 0.00983821 0.00923175 -0.00469856 -0.00388738 -0.00291022
58 5.75 0.0106667 0.0134024 0.0149198 0.00358768 -0.00123509 -0.0024745 -0.00138079
59 5.85 0.0226667 0.0267568 0.00872067 0.0201551 -0.000126547 -0.0029908 -0.0015432
60 5.95 0.0173333 0.0091183 0.0126991 0.0125403 -0.00436513 -0.00429544 -0.00208219
61 6.05 0.00533333 0.00285928 0.00786468 0.00843473 -0.00165358 -0.00397036 -0.00256868
62 6.15 0.016 0.00846797 0.0160594 0.00519464 -0.00156982 -0.0045438 -0.00307301
63 6.25 0.0133333 0.00467665 0.00476072 0.00473816 -0.00143287 -0.00417693 -0.00353325
64 6.35 0.016 0.00931796 0.0171619 0.00770267 -0.00513721 -0.00356939 -0.00285275
65 6.45 0.0173333 0.0136072 0.0110826 0.0138919 -0.00566127 -0.0036839 -0.00274406
66 6.55 0.0186667 0.0133604 0.00840093 0.00968511 -0.00608175 -0.00394613 -0.00442931
67 6.65 0.0266667 0.0190351 0.0247781 0.0311585 -0.00496443 -0.00648459 -0.00446083
68 6.75 0.02 0.0118874 0.0132676 0.0310289 -0.00434566 -0.00513817 -0.00419524
69 6.85 0.012 0.0124788 0.0113795 0.0088191 -0.00362877 -0.00477943 -0.00396298
70 6.95 0.016 0.0143687 0.0125277 0.0308343 -0.0033952 -0.00435211 -0.00315502
71 7.05 0.0213333 0.0205599 0.0157447 0.0100593 -0.00184931 -0.00340107 -0.00163379
72 7.15 0.032 0.0178429 0.0285582 0.0335925 -0.00537313 -0.00585635 -0.00242871
73 7.25 0.0173333 0.00742529 0.0125693 0.00439187 -0.0019227 -0.00858525 -0.00647218
74 7.35 0.0173333 0.0190585 0.0133207 0.0198252 -0.000403715 -0.00727503 -0.00816698
75 7.45 0.0266667 0.0306672 0.0208922 0.0216585 -0.00432022 -0.00980333 -0.00973974
76 7.55 0.02 0.00791195 0.0175584 0.00935023 -0.00609958 -0.0107976 -0.0124063
77 7.65 0.0213333 0.0123057 0.0136704 0.0110208 -0.0105695 -0.0109123 -0.0100349
78 7.75 0.0413333 0.055578 0.0284024 0.0301635 -0.00851227 -0.0135056 -0.0118539
79 7.85 0.0333333 0.024742 0.0176671 0.0405493 -0.0101013 -0.015159 -0.0164405
80 7.95 0.0226667 0.0319832 0.0174318 0.0287229 -0.0118701 -0.01565 -0.0206541
81 8.05 0.0493333 0.052286 0.0419996 0.0348434 -0.0112493 0.00344161 -0.0278402
82 8.15 0.04 0.039451 0.028741 0.0466453 -0.0220726 -0.0220761 -0.0367478
83 8.25 0.0453333 0.0499895 0.0407006 0.0447324 -0.0264376 -0.0224995 -0.0436083
84 8.35 0.056 0.0516171 0.0539331 0.060179 -0.0369688 -0.0347371 -0.0544723
85 8.45 0.072 0.0531654 0.0521408 0.0529566 -0.0254859 -0.0434297 -0.0607757
86 8.55 0.0866667 0.0715325 0.0621674 0.0800929 -0.0585263 -0.0648062 -0.0791672
87 8.65 0.104 0.115024 0.119479 0.0879081 -0.0744313 -0.10597 -0.0950258
88 8.75 0.145333 0.107396 0.114462 0.103036 -0.120183 -0.104859 -0.105199
89 8.85 0.109333 0.102991 0.115172 0.110268 -0.152212 -0.14063 -0.128105
90 8.95 0.157333 0.128615 0.166712 0.129877 -0.160345 -0.17053 -0.146161
91 9.05 0.172 0.149021 0.143824 0.125133 -0.218952 -0.20679 -0.171658
92 9.15 0.237333 0.197759 0.17267 0.200215 -0.281699 -0.210155 -0.194629
93 9.25 0.237333 0.20434 0.209106 0.176309 -0.312471 -0.323685 -0.222835
94 9.35 0.273333 0.233795 0.220414 0.198995 -0.307722 -0.362727 -0.258724
95 9.45 0.305333 0.243617 0.231568 0.222336 -0.428838 -0.360794 -0.292725
96 9.55 0.348 0.288921 0.279992 0.285962 -0.512911 -0.349054 -0.332913
97 9.65 0.390667 0.323858 0.310049 0.35325 -0.650437 -0.615569 -0.369561
98 9.75 0.377333 0.313121 0.329967 0.317092 -0.590194 -0.583853 -0.368924
99 9.85 0.390667 0.324514 0.290671 0.346996 -0.604922 -0.626962 -0.380795
100 9.95 0.450667 0.457432 0.371375 0.386337 -0.669622 -0.70636 -0.368714
101 10.05 0.534667 0.466616 0.411097 0.438421 -0.6715 -0.665484 -0.365049
102 10.15 0.557333 0.509791 0.457176 0.463098 -0.759915 -0.760603 -0.387685
103 10.25 0.570667 0.522911 0.501915 0.469493 -0.731556 -0.905777 -0.401318
104 10.35 0.549333 0.464604 0.446899 0.445978 -0.590255 -0.783433 -0.409657
105 10.45 0.645333 0.560569 0.579161 0.501293 -0.819981 -0.658174 -0.475155
106 10.55 0.630667 0.561538 0.55215 0.534521 -0.809355 -0.894747 -0.515977
107 10.65 0.588 0.50398 0.518599 0.5436 -0.965459 -0.868442 -0.532029
108 10.75 0.677333 0.564 0.649006 0.613479 -0.869754 -0.892503 -0.5632
109 10.85 0.669333 0.55655 0.568932 0.516284 -0.654109 -0.793679 -0.565958
110 10.95 0.673333 0.571087 0.571665 0.565026 -0.859964 -0.869333 -0.60051
111 11.05 0.682667 0.578722 0.610306 0.560806 -1.17131 -0.754452 -0.606205
112 11.15 0.681333 0.542125 0.574651 0.544556 -0.836786 -0.774009 -0.655591
113 11.25 0.693333 0.586408 0.574088 0.603373 -0.744998 -0.930432 -0.677217
114 11.35 0.712 0.59599 0.592543 0.612455 -0.817112 -0.999538 -0.668117
115 11.45 0.725333 0.585182 0.589316 0.643356 -0.896213 -0.759717 -0.685023
116 11.55 0.750667 0.635732 0.571996 0.606722 -0.889915 -0.968432 -0.693856
117 11.65 0.672 0.536882 0.540121 0.573526 -0.809217 -0.770952 -0.66787
118 11.75 0.742667 0.717849 0.659727 0.666097 -0.927848 -0.989933 -0.669225
119 11.85 0.765333 0.627441 0.742403 0.643341 -1.08356 -0.798537 -0.666737
120 11.95 0.713333 0.532561 0.631914 0.587562 -1.03867 -0.926036 -0.676541
121 12.05 0.725333 0.589545 0.611697 0.668062 -0.756015 -0.7672 -0.636565
122 12.15 0.690667 0.561005 0.611275 0.555294 -0.56069 -0.672992 -0.586487
123 12.25 0.782667 0.662595 0.692727 0.755259 -0.616233 -0.767108 -0.635989
124 12.35 0.756 0.62351 0.610407 0.627366 -1.11068 -0.856857 -0.656191
125 12.45 0.772 0.606461 0.646099 0.621795 -1.11153 -1.05682 -0.646537
126 12.55 0.766667 0.597563 0.655338 0.601254 -0.81052 -0.832199 -0.607108
127 12.65 0.721333 0.685065 0.641527 0.611874 -0.601565 -0.876943 -0.635113
128 12.75 0.741333 0.605287 0.57143 0.569837 -1.14324 -0.972134 -0.672173
129 12.85 0.749333 0.678484 0.641896 0.680371 -0.720321 -0.607104 -0.638541
130 12.95 0.766667 0.642244 0.638608 0.61163 -0.849902 -0.721162 -0.678419
131 13.05 0.716 0.649814 0.615474 0.573581 -0.968767 -0.666335 -0.703541
132 13.15 0.754667 0.633626 0.65394 0.671091 -0.845281 -0.777519 -0.759931
133 13.25 0.768 0.618585 0.605035 0.702777 -1.10644 -0.527037 -0.740408
134 13.35 0.796 0.762806 0.701881 0.651476 -1.01052 -0.812617 -0.757359
135 13.45 0.742667 0.645368 0.581129 0.697767 -0.93335 -0.888722 -0.782109
136 13.55 0.736 0.567969 0.626481 0.589252 -0.770228 -1.00487 -0.815312
137 13.65 0.756 0.565041 0.605167 0.693847 -0.978925 -0.998754 -0.85743
138 13.75 0.721333 0.613824 0.608994 0.608352 -1.02584 -0.853674 -0.876234
139 13.85 0.797333 0.669963 0.710382 0.655326 -0.900992 -1.02348 -0.927108
140 13.95 0.738667 0.569777 0.638101 0.648254 -0.908099 -0.950541 -0.911124
141 14.05 0.766667 0.636288 0.652945 0.624534 -0.963343 -0.998668 -0.916111
142 14.15 0.713333 0.56109 0.600469 0.639845 -0.900872 -1.03479 -0.898103
143 14.25 0.752 0.634584 0.576215 0.666765 -0.792179 -1.02748 -0.891146
144 14.35 0.74 0.592213 0.637366 0.688683 -0.630598 -1.01968 -0.890079
145 14.45 0.756 0.656544 0.679216 0.618135 -0.812753 -1.08659 -0.866373
146 14.55 0.7 0.506185 0.586958 0.616087 -0.954568 -1.05792 -0.891092
147 14.65 0.834667 0.749925 0.665276 0.715866 -1.20058 -1.08926 -0.964686
148 14.75 0.721333 0.642108 0.598309 0.593083 -1.22859 -1.21536 -0.939418
149 14.85 0.72 0.550857 0.633121 0.654545 -1.08512 -0.990813 -0.899517
150 14.95 0.8 0.611554 0.716779 0.623438 -0.959263 -0.77492 -0.890212
151 15.05 0.738667 0.584546 0.673362 0.550501 -0.86819 -0.908869 -0.888794
152 15.15 0.757333 0.662681 0.698202 0.618739 -0.929986 -0.75447 -0.779059
153 15.25 0.793333 0.636265 0.675978 0.580179 -0.838308 -0.901043 -0.732106
154 15.35 0.705333 0.600025 0.702714 0.645651 -0.731446 -0.928407 -0.713969
155 15.45 0.717333 0.596014 0.627182 0.67094 -0.85375 -0.999132 -0.721355
156 15.55 0.768 0.703655 0.672677 0.68317 -0.538407 -0.766144 -0.704234
157 15.65 0.737333 0.683854 0.629197 0.652712 -0.553659 -0.52135 -0.679704
158 15.75 0.792 0.659624 0.642566 0.596578 -0.624472 -0.865297 -0.654679
159 15.85 0.770667 0.594165 0.688165 0.678557 -0.815772 -1.1818 -0.685589
160 15.95 0.726667 0.5993 0.65818 0.608182 -0.745799 -1.13032 -0.737993
161 16.05 0.768 0.623268 0.693462 0.622206 -1.03392 -0.825755 -0.729594
162 16.15 0.749333 0.637857 0.661401 0.630594 -0.782638 -0.682342 -0.702273
163 16.25 0.749333 0.618263 0.668534 0.632077 -0.861439 -0.708074 -0.70258
164 16.35 0.74 0.565861 0.633326 0.631497 -0.727903 -0.776847 -0.696876
165 16.45 0.716 0.565828 0.600917 0.582044 -1.00907 -0.932161 -0.700638
166 16.55 0.832 0.695343 0.74361 0.72574 -0.90627 -0.866892 -0.737754
167 16.65 0.757333 0.667603 0.649695 0.642764 -0.884094 -0.82549 -0.773557
168 16.75 0.737333 0.635244 0.647148 0.62861 -0.926043 -0.756888 -0.827795
169 16.85 0.756 0.671703 0.590309 0.650052 -0.806028 -0.592847 -0.842511
170 16.95 0.728 0.571808 0.53446 0.613052 -0.813845 -0.914285 -0.861369
171 17.05 0.748 0.66214 0.668685 0.618985 -0.869177 -0.80126 -0.862431
172 17.15 0.772 0.657045 0.602684 0.706957 -0.865699 -0.649905 -0.818128
173 17.25 0.729333 0.642157 0.62629 0.609278 -0.793809 -0.940657 -0.770754
174 17.35 0.821333 0.675749 0.654703 0.619408 -0.602886 -0.858192 -0.787808
175 17.45 0.773333 0.672607 0.624313 0.583461 -0.913845 -0.937576 -0.796376
176 17.55 0.702667 0.570722 0.615632 0.588097 -0.790403 -0.847344 -0.820275
177 17.65 0.764 0.642908 0.625268 0.593446 -0.967507 -0.995378 -0.83398
178 17.75 0.752 0.58078 0.686407 0.684444 -0.823776 -0.712184 -0.816063
179 17.85 0.738667 0.649387 0.655256 0.575477 -0.813313 -0.80136 -0.771573
180 17.95 0.772 0.639648 0.678466 0.669836 -0.988687 -0.722239 -0.816765
181 18.05 0.750667 0.643456 0.637921 0.634254 -0.909497 -0.788274 -0.834907
182 18.15 0.776 0.740976 0.684651 0.69436 -0.824671 -0.796753 -0.827414
183 18.25 0.713333 0.57866 0.614952 0.636355 -0.813525 -0.846483 -0.788265
184 18.35 0.78 0.672099 0.642311 0.67197 -0.712377 -0.87055 -0.775239
185 18.45 0.750667 0.677656 0.639769 0.55435 -0.842594 -0.626743 -0.728793
186 18.55 0.732 0.62706 0.64368 0.668098 -0.89908 -0.526454 -0.71685
187 18.65 0.794667 0.639063 0.66112 0.72791 -0.95165 -1.03573 -0.785845
188 18.75 0.722667 0.637359 0.627259 0.560871 -1.00546 -0.996981 -0.787139
189 18.85 0.776 0.68233 0.706507 0.666213 -0.770756 -0.938726 -0.855014
190 18.95 0.741333 0.611103 0.613793 0.606623 -0.700237 -0.962794 -0.868175
191 19.05 0.781333 0.681014 0.660652 0.623222 -0.923248 -0.818609 -0.907319
192 19.15 0.770667 0.638321 0.631669 0.669299 -0.793015 -0.783493 -0.907547
193 19.25 0.730667 0.638642 0.609335 0.620054 -0.830349 -0.87375 -0.939358
194 19.35 0.724 0.640843 0.640485 0.590263 -0.729412 -0.762404 -0.908617
195 19.45 0.750667 0.62543 0.637408 0.623466 -0.683276 -0.704123 -0.905226
196 19.55 0.762667 0.696223 0.708132 0.656116 -0.733158 -0.765669 -0.921105
197 19.65 0.804 0.703385 0.776385 0.651892 -0.645977 -0.400834 -0.88871
198 19.75 0.742667 0.653017 0.609436 0.651825 -0.76424 -0.807163 -0.846883
199 19.85 0.757333 0.697572 0.696457 0.624384 -0.802184 -0.79228 -0.824763
200 19.95 0.784 0.677977 0.685312 0.764243 -0.964575 -0.787809 -0.829338
201 20.05 0.789333 0.646197 0.581662 0.676313 -0.958175 -0.871718 -0.867969
202 20.15 0.746667 0.660051 0.658757 0.640728 -0.742192 -0.939385 -0.930242
203 20.25 0.737333 0.654115 0.619452 0.690449 -0.669971 -0.726128 -0.831728
204 20.35 0.705333 0.55655 0.634599 0.562524 -0.595347 -0.727668 -0.79362
205 20.45 0.768 0.60018 0.653608 0.718863 -0.833561 -0.952871 -0.806319
206 20.55 0.806667 0.610982 0.679565 0.716212 -0.609511 -0.731851 -0.86244
207 20.65 0.769333 0.63129 0.649395 0.667682 -0.788957 -0.684919 -0.900777
208 20.75 0.752 0.681767 0.692395 0.590153 -0.811537 -0.835881 -0.922717
209 20.85 0.761333 0.665279 0.661877 0.709575 -0.850524 -0.780307 -0.893758
210 20.95 0.742667 0.56772 0.633278 0.647478 -0.898105 -0.688179 -0.887459
211 21.05 0.777333 0.651085 0.631742 0.632534 -0.918056 -0.366169 -0.859311
212 21.15 0.764 0.605284 0.54123 0.690906 -0.858321 -0.75131 -0.815131
213 21.25 0.728 0.638067 0.599959 0.635581 -1.00037 -0.889748 -0.817687
214 21.35 0.773333 0.592217 0.668401 0.715634 -0.957341 -0.95322 -0.817277
215 21.45 0.693333 0.604069 0.53835 0.592132 -0.928477 -0.760963 -0.798726
216 21.55 0.766667 0.642376 0.676003 0.570065 -0.462902 -0.881626 -0.793954
217 21.65 0.782667 0.64253 0.641689 0.648661 -0.925719 -0.731217 -0.779987
218 21.75 0.766667 0.67807 0.595638 0.672172 -0.635393 -0.595295 -0.744267
219 21.85 0.797333 0.686947 0.649518 0.691821 -0.953068 -0.54063 -0.71905
220 21.95 0.764 0.629052 0.667869 0.673056 -0.95287 -0.840672 -0.751254
221 22.05 0.713333 0.616344 0.593842 0.62749 -1.0354 -0.923735 -0.734896
222 22.15 0.761333 0.632362 0.623225 0.688801 -0.854807 -0.61586 -0.771425
223 22.25 0.725333 0.632631 0.602522 0.637033 -0.333243 -0.731042 -0.703206
224 22.35 0.732 0.6739 0.637291 0.622093 -0.43795 -0.962695 -0.709799
225 22.45 0.712 0.639329 0.567233 0.647355 -0.754029 -0.762696 -0.720233
226 22.55 0.769333 0.594563 0.615483 0.556774 -0.768499 -0.812632 -0.80471
227 22.65 0.832 0.681697 0.796023 0.7358 -0.733147 -0.868949 -0.793257
228 22.75 0.744 0.616283 0.575043 0.611803 -0.586024 -0.802364 -0.76549
229 22.85 0.677333 0.58801 0.612309 0.543922 -0.588431 -0.819219 -0.761527
230 22.95 0.765333 0.679049 0.640161 0.629442 -0.665335 -0.690666 -0.749456
231 23.05 0.749333 0.618217 0.644595 0.666705 -0.680246 -0.574651 -0.757253
232 23.15 0.746667 0.713776 0.643356 0.677661 -0.549642 -0.749521 -0.78086
233 23.25 0.773333 0.648365 0.659492 0.600334 -0.772568 -1.01013 -0.828
234 23.35 0.674667 0.549055 0.611616 0.582354 -1.0013 -0.977267 -0.838756
235 23.45 0.828 0.743069 0.70989 0.797959 -0.850961 -0.953171 -0.796447
236 23.55 0.761333 0.660074 0.704013 0.715266 -0.736768 -0.797468 -0.744462
237 23.65 0.712 0.623951 0.673975 0.540594 -0.66024 -0.865871 -0.765394
238 23.75 0.725333 0.649095 0.623891 0.627772 -0.528707 -0.722418 -0.775994
239 23.85 0.749333 0.631861 0.621864 0.70014 -0.902125 -0.723926 -0.767698
240 23.95 0.728 0.670902 0.759377 0.670806 -0.938254 -0.963525 -0.726723
241 24.05 0.702667 0.568908 0.621374 0.555976 -0.659998 -0.937429 -0.70675
242 24.15 0.714667 0.609127 0.617043 0.591121 -0.841325 -1.10244 -0.735086
243 24.25 0.764 0.668091 0.605626 0.608338 -0.529604 -0.649822 -0.704782
244 24.35 0.713333 0.595757 0.60358 0.581149 -0.880394 -0.734914 -0.694608
245 24.45 0.694667 0.563508 0.600855 0.63085 -0.895501 -0.769856 -0.702622
246 24.55 0.724 0.605981 0.6053 0.667453 -1.1178 -1.04967 -0.73356
247 24.65 0.669333 0.64412 0.529877 0.542464 -1.02662 -1.10122 -0.721882
248 24.75 0.76 0.666414 0.64394 0.66302 -0.812157 -1.11873 -0.727067
249 24.85 0.670667 0.536281 0.587422 0.616167 -0.836042 -1.04957 -0.702539
250 24.95 0.648 0.535062 0.502825 0.61068 -1.05144 -0.925526 -0.677302
251 25.05 0.681333 0.620917 0.560315 0.543966 -1.03585 -0.936977 -0.7187
252 25.15 0.66 0.545566 0.575183 0.622589 -1.05874 -1.04852 -0.755369
253 25.25 0.62 0.575186 0.560407 0.528636 -1.15884 -1.01113 -0.752949
254 25.35 0.633333 0.520517 0.550853 0.56785 -1.14639 -1.06814 -0.7541
255 25.45 0.588 0.486856 0.456169 0.46766 -0.682225 -0.745175 -0.715485
256 25.55 0.533333 0.439009 0.428759 0.439729 -0.787749 -0.74922 -0.658863
257 25.65 0.557333 0.492738 0.467273 0.512871 -0.88925 -0.843901 -0.614025
258 25.75 0.525333 0.461587 0.499758 0.473573 -0.634066 -0.652811 -0.565541
259 25.85 0.516 0.481246 0.443601 0.430457 -0.687822 -0.635109 -0.513582
260 25.95 0.474667 0.41331 0.38285 0.453109 -0.740599 -0.681352 -0.505197
261 26.05 0.442667 0.361147 0.333589 0.381203 -0.652275 -0.541919 -0.455644
262 26.15 0.408 0.336634 0.356279 0.383283 -0.620017 -0.452765 -0.397876
263 26.25 0.377333 0.352992 0.326627 0.246078 -0.605379 -0.55442 -0.340555
264 26.35 0.341333 0.321617 0.282699 0.291763 -0.449305 -0.481181 -0.283211
265 26.45 0.294667 0.197526 0.285475 0.253768 -0.349346 -0.347408 -0.269518
266 26.55 0.277333 0.276048 0.246054 0.226828 -0.331673 -0.243718 -0.225483
267 26.65 0.241333 0.189155 0.181728 0.177016 -0.293729 -0.248417 -0.19454
268 26.75 0.210667 0.165849 0.197054 0.205499 -0.262595 -0.249704 -0.172819
