# Time-averaged data for fix fF
# TimeStep Number-of-rows
# Row c_pFull[1] c_pFull[2] c_pFull[3] c_pFull[4] c_pFull[5] c_pFull[6] c_pFull[7] c_pFull[8]
0 360
177 17.65 0.754167 0.631876 0.527894 0.527873 -0.88632 -1.04095 -0.988186
178 17.75 0.679167 0.55271 0.556418 0.568111 -0.77641 -0.66642 -0.919647
179 17.85 0.729167 0.57152 0.711436 0.640462 -0.698488 -0.8463 -0.886232
180 17.95 0.766667 0.602167 0.649714 0.628336 -1.12803 -0.69714 -0.828752
181 18.05 0.754167 0.598279 0.653651 0.661841 -1.19278 -0.975388 -0.883278
182 18.15 0.8125 0.831194 0.680592 0.782607 -1.11648 -0.668654 -0.940061
183 18.25 0.720833 0.665482 0.606156 0.576526 -1.12667 -1.11148 -0.916621
184 18.35 0.795833 0.72948 0.636655 0.686659 -0.624721 -0.984538 -0.877357
185 18.45 0.720833 0.605219 0.531987 0.461268 -0.672876 -0.583224 -0.802636
186 18.55 0.683333 0.545482 0.586268 0.667606 -0.623207 -0.0370218 -0.754858
187 18.65 0.770833 0.588604 0.713467 0.605349 -0.951166 -0.912412 -0.791724
188 18.75 0.816667 0.677096 0.605352 0.570245 -1.36117 -1.53222 -0.930333
189 18.85 0.7875 0.713551 0.664605 0.736078 -1.27477 -1.05889 -1.00962
190 18.95 0.683333 0.506169 0.55587 0.599256 -0.818299 -0.775718 -0.959333
191 19.05 0.8375 0.807823 0.698663 0.658196 -1.01947 -0.455909 -0.96969
192 19.15 0.754167 0.659394 0.737244 0.687406 -1.14165 -1.08073 -0.93732
193 19.25 0.75 0.630825 0.592134 0.609959 -1.0631 -1.40048 -0.920105
194 19.35 0.7125 0.588481 0.694221 0.581754 -0.700974 -1.11392 -0.793023
195 19.45 0.7 0.546967 0.608979 0.613939 -0.329298 -0.341456 -0.740762
196 19.55 0.791667 0.796713 0.704403 0.768448 -0.732298 -0.662382 -0.804598
197 19.65 0.820833 0.759293 0.855616 0.698848 -0.918479 -0.340226 -0.866583
198 19.75 0.75 0.668274 0.578582 0.66607 -0.851599 -0.34607 -0.838669
199 19.85 0.75 0.662269 0.723042 0.729635 -0.787615 -0.590537 -0.87585
200 19.95 0.8 0.685241 0.653267 0.82263 -1.03038 -1.08901 -0.922398
201 20.05 0.804167 0.654161 0.575053 0.528235 -1.05051 -0.895379 -0.944869
202 20.15 0.7125 0.648529 0.589051 0.566781 -0.683248 -1.10525 -0.996486
203 20.25 0.745833 0.696645 0.628853 0.612561 -0.553552 -0.53615 -0.914556
204 20.35 0.645833 0.474215 0.557438 0.565673 -0.702198 -0.583438 -0.820156
205 20.45 0.825 0.615679 0.728995 0.758988 -1.23143 -1.12154 -0.869443
206 20.55 0.75 0.583678 0.617339 0.702735 -0.525224 -0.734428 -0.869491
207 20.65 0.775 0.66705 0.601987 0.68823 -0.616665 -0.614786 -0.865892
208 20.75 0.75 0.688839 0.535093 0.579135 -0.615941 -0.744475 -0.884847
209 20.85 0.766667 0.550515 0.719686 0.663374 -0.687257 -0.450722 -0.87789
210 20.95 0.7375 0.594301 0.53397 0.587344 -0.605459 -0.50869 -0.876283
211 21.05 0.804167 0.652912 0.665043 0.643038 -0.799928 -0.457126 -0.794207
212 21.15 0.766667 0.562402 0.606562 0.694747 -1.00448 -0.696171 -0.609604
213 21.25 0.675 0.598413 0.539884 0.560399 -1.19618 -0.755878 -0.619446
214 21.35 0.8 0.532633 0.706933 0.762729 -1.39909 -1.22307 -0.748171
215 21.45 0.645833 0.551142 0.589501 0.610735 -1.13304 -1.01561 -0.733668
216 21.55 0.754167 0.630806 0.678387 0.491025 -0.531266 -1.19746 -0.819977
217 21.65 0.758333 0.628674 0.581766 0.648309 -0.953878 -0.533692 -0.843339
218 21.75 0.775 0.795926 0.739931 0.704334 -1.09936 -0.489937 -0.935546
219 21.85 0.8375 0.712002 0.685334 0.692274 -1.29577 -0.665783 -0.843939
220 21.95 0.825 0.660764 0.655496 0.739917 -1.26593 -0.819356 -0.848633
221 22.05 0.666667 0.534124 0.595294 0.533868 -1.58451 -1.23176 -0.88986
222 22.15 0.725 0.63934 0.570489 0.708064 -1.03136 -0.943942 -0.918558
223 22.25 0.695833 0.529318 0.613527 0.654348 -0.532482 -0.556547 -0.878587
224 22.35 0.695833 0.641138 0.597634 0.639852 -0.607626 -1.08373 -0.836836
225 22.45 0.733333 0.688664 0.586214 0.610479 -0.453838 -0.72265 -0.87727
226 22.55 0.75 0.521488 0.544371 0.564898 -0.494023 -0.807072 -0.920429
227 22.65 0.870833 0.714581 0.880783 0.727123 -0.837915 -0.910119 -0.94622
228 22.75 0.741667 0.532717 0.563781 0.576261 -0.784194 -0.913554 -0.991487
229 22.85 0.7375 0.684849 0.762831 0.613447 -0.406715 -0.879904 -0.955998
230 22.95 0.816667 0.693029 0.71947 0.709507 -0.244349 -0.45519 -0.877464
231 23.05 0.716667 0.636187 0.550402 0.561099 -0.520821 -0.22559 -0.852721
232 23.15 0.6625 0.620816 0.557895 0.556693 -0.425961 -0.80019 -0.80563
233 23.25 0.783333 0.574687 0.663361 0.557686 -1.2497 -1.24429 -0.833877
234 23.35 0.7125 0.613755 0.592605 0.625429 -0.856798 -1.04466 -0.831924
235 23.45 0.816667 0.7999 0.776102 0.918644 -1.07627 -0.968373 -0.845509
236 23.55 0.770833 0.594623 0.534925 0.615951 -0.852897 -0.809463 -0.807257
237 23.65 0.770833 0.76317 0.76598 0.560272 -0.294117 -0.871935 -0.837552
238 23.75 0.75 0.724728 0.609597 0.659748 -0.00542601 -0.55226 -0.841449
239 23.85 0.775 0.610895 0.63967 0.737361 -0.542098 -0.812232 -0.853796
240 23.95 0.658333 0.64175 0.627042 0.606222 -0.622366 -0.963359 -0.790794
241 24.05 0.6625 0.567777 0.528943 0.421338 -0.563438 -1.06564 -0.723752
242 24.15 0.670833 0.569455 0.5935 0.581353 -0.95411 -1.49706 -0.72589
243 24.25 0.758333 0.645756 0.588251 0.57385 -0.742979 -1.02828 -0.736489
244 24.35 0.804167 0.71306 0.620083 0.663967 -0.884732 -0.686809 -0.699545
245 24.45 0.716667 0.511684 0.605716 0.52434 -0.891399 -0.89987 -0.641713
246 24.55 0.7 0.652025 0.577334 0.543008 -1.14388 -1.07197 -0.701776
247 24.65 0.65 0.571767 0.506271 0.521546 -1.16364 -1.2927 -0.629899
248 24.75 0.808333 0.785209 0.628156 0.81267 -0.8326 -1.02617 -0.669778
249 24.85 0.704167 0.570784 0.645066 0.614504 -0.821786 -0.910128 -0.660886
250 24.95 0.629167 0.512985 0.489625 0.566721 -1.06642 -0.862653 -0.641962
251 25.05 0.658333 0.612721 0.562241 0.524566 -0.956626 -0.869911 -0.675077
252 25.15 0.666667 0.507311 0.58733 0.449719 -0.919967 -1.05651 -0.775642
253 25.25 0.641667 0.651801 0.620577 0.618675 -1.08191 -0.798433 -0.807642
254 25.35 0.666667 0.569106 0.528322 0.67329 -0.99086 -0.917381 -0.836946
255 25.45 0.604167 0.554077 0.527657 0.437846 -0.489286 -0.528997 -0.763101
256 25.55 0.508333 0.385551 0.385628 0.390898 -0.736781 -0.726893 -0.68829
257 25.65 0.6 0.533403 0.506237 0.562566 -0.789196 -0.704902 -0.642095
258 25.75 0.5375 0.431088 0.499057 0.419507 -0.622361 -0.566549 -0.577263
259 25.85 0.470833 0.472293 0.406779 0.390703 -0.764038 -0.735398 -0.534752
260 25.95 0.4875 0.384448 0.366914 0.464761 -0.651972 -0.818265 -0.554434
261 26.05 0.504167 0.424226 0.343442 0.460711 -0.664075 -0.79903 -0.499005
262 26.15 0.4375 0.375492 0.40401 0.328424 -0.736433 -0.580145 -0.3868
263 26.25 0.3375 0.316066 0.341579 0.203699 -0.686732 -0.512092 -0.315356
264 26.35 0.354167 0.419164 0.30615 0.329874 -0.406939 -0.461732 -0.295904
265 26.45 0.333333 0.18514 0.350684 0.282592 -0.499676 -0.362941 -0.307977
266 26.55 0.325 0.377675 0.313062 0.32217 -0.488256 -0.259527 -0.274693
267 26.65 0.279167 0.216103 0.2082 0.217695 -0.476868 -0.402327 -0.250053
268 26.75 0.2625 0.159944 0.221989 0.297011 -0.382171 -0.427469 -0.225026
269 26.85 0.1625 0.140284 0.130772 0.101571 -0.105672 -0.328938 -0.195426
270 26.95 0.1625 0.111775 0.13932 0.14576 -0.193012 -0.219014 -0.178986
271 27.05 0.15 0.148048 0.139521 0.109393 -0.20673 -0.203264 -0.157864
272 27.15 0.158333 0.120047 0.128635 0.161725 -0.0606576 -0.168279 -0.155188
273 27.25 0.133333 0.123119 0.134075 0.12761 -0.0951464 -0.105301 -0.116328
274 27.35 0.075 0.052432 0.0310495 0.0502866 -0.0863911 -0.0790518 -0.0794636
275 27.45 0.0875 0.0584522 0.0394624 0.0450602 -0.0423003 -0.0171982 -0.0631951
276 27.55 0.0708333 0.0360944 0.0667633 0.071369 -0.0173673 -0.0442313 -0.0612443
277 27.65 0.0458333 0.019455 0.0266483 0.0359857 0.00923308 -0.0320624 -0.0662971
278 27.75 0.0541667 0.032604 0.0428039 0.0661382 -0.0434143 -0.0357914 -0.0587047
279 27.85 0.0416667 0.0377639 0.0214135 0.0271867 -0.0351659 -0.012672 -0.0474085
280 27.95 0.0416667 0.0221974 0.0411942 0.010892 -0.0249687 0.00928561 -0.0429187
281 28.05 0.0333333 0.0465285 0.00750414 0.0404258 -0.0191451 -0.000997272 -0.0353898
282 28.15 0.0291667 0.0612485 0.0267554 0.0140932 -0.0113332 -0.0172358 -0.0265033
283 28.25 0.0166667 0.0315598 0.0285765 0.0185295 -0.0100209 -0.0168078 -0.0220158
284 28.35 0.025 0.0263445 0.0151688 0.0186545 -0.0029227 -0.0106035 -0.0164011
285 28.45 0.0291667 0.00868633 0.0108102 0.0252337 -0.0108882 -0.0142497 -0.0126967
286 28.55 0.0208333 0.0151386 0.015569 0.00301267 -0.0103024 -0.0110683 -0.0119298
287 28.65 0.0375 0.0186831 0.0202292 0.0447942 0.0261991 -0.0105477 -0.00816933
288 28.75 0.0125 0.0145621 0.0020643 0.0066737 0.0504091 0.00828481 -0.00388868
289 28.85 0.0166667 0.00899485 0.0117399 0.0231204 0.00966664 0.00127065 -0.0056635
290 28.95 0.0166667 0.00376907 0.00415362 0.0090931 -0.000988854 -0.0012206 -0.00539201
291 29.05 0.00833333 0.000846041 0.00393663 0.00012177 -0.000478558 -0.000735309 -0.00411154
292 29.15 0.0208333 0.00216113 0.024752 0.0233536 -0.000923035 -0.00147741 -0.00414107
293 29.25 0.0208333 0.0100769 0.0147748 0.0156403 -0.00440865 -0.00429368 -0.00590757
294 29.35 0.0291667 0.0334821 0.0205403 0.0260436 -0.00413879 -0.00442142 -0.0062474
295 29.45 0.0166667 0.00687805 0.0276636 0.00213162 -0.00348722 -0.00462413 -0.00741322
296 29.55 0.0125 0.0190556 0.0344028 0.0233641 -0.00356094 -0.00566143 -0.00602414
297 29.65 0.0125 0.018999 0.00196551 0.00524135 -0.00472585 -0.0105014 -0.00607781
298 29.75 0.0166667 0.0271787 0.00496851 0.00458446 -0.00335739 -0.00501608 -0.0059795
299 29.85 0.00833333 0.00286905 0.0143167 0.00597758 -0.0034079 -0.00446613 -0.00609755
300 29.95 0.00833333 0.0125962 0.0085402 0.0268147 -0.00321112 -0.00403702 -0.00544902
301 30.05 0.0125 0.00135282 0.000707159 0.0155315 -0.00175553 -0.00255917 -0.00398277
302 30.15 0.00416667 0.00276975 0.000961124 1.3055e-07 -0.00154261 -0.00248569 -0.00377757
303 30.25 0.00833333 0.0162028 0.0354363 0.00652935 -0.00145385 -0.00246377 -0.00401172
304 30.35 0.0291667 0.0250363 0.0269911 0.0332908 -0.0052522 -0.00283259 -0.00421517
305 30.45 0.0125 0.00547706 0.00332136 0.00793991 -0.00756221 -0.00231176 -0.0044432
306 30.55 0.0208333 0.0161842 0.00975436 0.0146294 -0.00679232 -0.00269899 -0.00451533
307 30.65 0.025 0.01812 0.0146318 0.024189 -0.00583967 -0.00288475 -0.00524426
308 30.75 0.025 0.0264797 0.0107433 0.0120936 -0.00587452 -0.00345008 -0.00568993
309 30.85 0.00833333 0.000243969 0.0202803 0.000135539 -0.00487893 -0.00342039 -0.00544101
310 30.95 0.025 0.014213 0.0287067 0.0366488 -0.00383277 -0.00342654 -0.00507774
311 31.05 0.0208333 0.0440357 0.029253 0.0116221 -0.0040878 -0.00272806 -0.00500199
312 31.15 0.0125 0.041907 0.00475359 0.0103971 -0.00349431 -0.00186349 -0.00483304
313 31.25 0.00833333 0.00567737 0.000809228 0.00294731 -0.00261878 -0.008606 -0.00454675
314 31.35 0.0125 0.00314148 0.00189432 0.00495677 -0.0022781 -0.00405122 -0.0039619
315 31.45 0.00416667 0.0102018 0.000297674 0.00466437 -0.000570156 8.58559e-05 -0.00354828
316 31.55 0.0125 0.00133755 0.000918083 0.0145232 0.000496034 0.00102992 -0.0034063
317 31.65 0.0166667 0.0115297 0.0143682 0.024443 -0.00227532 -0.00206312 -0.00373474
318 31.75 0.00833333 0.00274224 0.00293768 0.00123267 -0.00286067 -0.00443783 -0.00340256
319 31.85 0.00833333 0.0100003 0.000297094 0.020397 -0.00265634 -0.00687572 -0.00315759
320 31.95 0.0125 0.00591435 0.00319101 0.00269636 -0.00377138 -0.00690579 -0.00279163
321 32.05 0.0291667 0.0295551 0.0175775 0.0260051 -0.00497684 -0.00560366 -0.00285799
322 32.15 0.025 0.0219837 0.0206797 0.0354268 -0.00434775 -0.00448422 -0.00231722
323 32.25 0.00416667 0.00152865 0.00637447 0.00149158 -0.000774457 -0.000892623 -0.00165744
324 32.35 0.00833333 0.00130819 0.0297043 0.0163258 -0.00421381 -0.00841933 -0.0016835
325 32.45 0.00833333 0.00221503 0.00171389 0.0116353 -0.000612746 -0.000660013 -0.00131829
326 32.55 0.0125 0.00392617 0.0144353 0.00173192 -0.00099548 -0.000792891 -0.00147825
327 32.65 0.0208333 0.00426937 0.01219 0.0186937 -0.0046061 -0.00260678 -0.00256544
328 32.75 0.00833333 0.0010162 0.00203133 0.00143005 -0.00403109 -0.00187975 0.00147172
329 32.85 0.00833333 0.00211038 0.000246401 0.00465771 -0.00355669 -0.00170246 0.00240965
330 32.95 0.025 0.0362201 0.0153304 0.0232335 -0.00339089 -0.00154222 0.00186501
331 33.05 0.0208333 0.00590958 0.0306219 0.0451771 -0.00223936 0.000933904 0.00369687
332 33.15 0.025 0.0217377 0.0297917 0.0353972 -0.00136599 0.000975901 0.00396934
333 33.25 0.00833333 0.00749288 0.00107745 0.00527744 0.00142649 0.00389006 0.00407529
334 33.35 0.0208333 0.0277336 0.0281031 0.00799547 0.00840655 0.014288 0.00700597
335 33.45 0.0125 0.00604819 0.00298764 0.00859316 0.00324504 0.00629361 0.00764854
336 33.55 0.0208333 0.0151268 0.0367692 0.0216727 -0.00105048 0.00138232 0.00352055
337 33.65 0.00833333 0.0153193 0.00498122 0.0106204 -0.00240776 0.000153075 0.00162371
338 33.75 0.0208333 0.00503449 0.0206338 0.0100085 -0.00537141 -0.00319233 0.00125424
339 33.85 0.00416667 0.00019882 0.00142107 0.000281446 -0.00332539 -0.00694898 -0.000497548
340 33.95 0.0125 0.00454119 0.00148515 0.0141829 -0.00332066 -0.00581736 -0.000770368
341 34.05 0.00833333 0.0158473 0.000410919 0.00753715 -0.00387007 -0.00241155 -0.000788504
342 34.15 0.025 0.0158592 0.0268298 0.0460342 -0.00631333 -0.00331783 -0.00164911
343 34.25 0.00833333 0.00472381 0.00180168 0.000373502 -0.00366298 -0.00241982 -0.00326287
344 34.35 0.0166667 0.0114758 0.0138429 0.00538007 0.00559235 0.000662751 0.000961701
345 34.45 0.0125 0.00607196 0.00586991 0.0200674 0.00958761 0.00423959 0.00374221
346 34.55 0.00416667 0.00159729 6.37787e-07 7.46437e-05 0.00944593 0.00560213 0.00446885
347 34.65 0.0166667 0.0457038 0.00500886 0.0159773 0.0074788 0.00448605 0.00526927
348 34.75 0.0166667 0.00723735 0.00649022 0.0118743 0.00755854 -0.00214258 0.00662244
349 34.85 0.0291667 0.0126354 0.0301748 0.0300219 0.00157405 -0.00473603 0.00182157
350 34.95 0.0125 0.0052392 0.0102389 0.011673 -0.000219543 -0.000967329 7.57505e-05
351 35.05 0.00416667 0.00102449 0.00769896 5.07941e-06 -0.000194253 -0.000945998 9.86216e-05
352 35.15 0.00833333 0.0178398 0.00198678 0.00799952 -0.000200385 -0.000973895 7.65988e-05
353 35.25 0.00416667 0.000766616 0.00117559 0.00796562 -0.000185866 -0.000959375 9.03327e-05
354 35.35 0.0208333 0.0163704 0.0082029 0.0126203 -0.000635219 -0.00354792 -0.000448771
355 35.45 0 0 0 0 -0.00156601 -0.00434067 -0.00104769
356 35.55 0.0166667 0.00772042 0.0109194 0.0170537 -0.00171862 -0.00439846 -0.00108451
357 35.65 0.00833333 0.00220672 9.75681e-05 0.00238311 -0.00282117 -0.00398552 -0.0014457
358 35.75 0.00416667 0.00823623 0.000173342 0.00115955 -0.00289316 -0.00194138 -0.00282404
359 35.85 0.0125 0.00473463 0.021262 0.0129982 -0.00183929 -0.00196182 -0.00284953
360 35.95 0.0166667 0.0036478 0.0148305 0.00491014 -0.00196144 -0.00207253 -0.00282271
48000 360
1 0.05 0.016 0.0130679 0.00867145 0.00345214 -0.00276214 -0.00170265 -0.00242051
2 0.15 0.012 0.00696837 0.0173027 0.00509991 -0.00261845 -0.00159159 -0.00234479
3 0.25 0.032 0.0228929 0.0400951 0.0388962 -0.00376404 -0.00207244 -0.00329028
4 0.35 0.012 0.0133787 0.0091207 0.00954629 -0.00372049 -0.00212929 -0.00330075
5 0.45 0.004 0.00137412 0.000579852 0.000175471 -0.00367186 -0.00208912 -0.00329308
6 0.55 0.012 0.0139532 0.001567 0.00187916 -0.00371498 -0.00206694 -0.00331965
7 0.65 0.008 0.00491535 0.0108921 0.00765857 -0.00205999 -0.00140831 -0.0032275
8 0.75 0.012 0.00860274 0.0170173 0.00505748 -0.00193367 -0.00131388 -0.00308071
9 0.85 0.016 0.0310866 0.00129171 0.0168473 -0.00145552 -0.00076202 -0.00209012
10 0.95 0.004 6.2994e-05 0.000338089 0.00367342 -0.00124386 -0.000608074 -0.00196934
11 1.05 0.008 0.0229548 0.000900357 0.00631159 -0.00117743 -0.0013996 -0.00201346
12 1.15 0.012 8.07631e-05 0.0176743 0.0019432 -0.00119285 -0.00166125 -0.00205974
13 1.25 0.02 0.00820018 0.0178784 0.00801362 -0.00113379 -0.0013059 -0.00191018
14 1.35 0.008 0.00085903 0.000336059 0.0014015 -0.000493812 -0.000326136 -0.00102612
15 1.45 0.008 0.0112132 0.00344118 0.0059668 -0.000518813 -0.000354725 -0.00101466
16 1.55 0.02 0.0137065 0.0348755 0.0115694 -0.000379619 -0.000426134 -0.000753569
17 1.65 0.02 0.0228438 0.0219974 0.0163341 -0.000295133 -0.000451636 -0.000553769
18 1.75 0.004 0.00302123 0.000720044 0.000706598 -0.000278165 -0.000440496 -0.000525851
19 1.85 0.02 0.00811784 0.00114165 0.02135 -0.000853668 -0.000690186 -0.000785209
20 1.95 0.008 0.0038332 0.0016628 0.00943552 -0.000982234 -0.000717965 -0.00080631
21 2.05 0.012 0.024116 0.0121865 0.0147457 -0.00102183 -0.000764388 -0.00104103
22 2.15 0.012 0.00912064 0.00100183 0.00191177 -0.00106384 -0.000766189 -0.00108923
23 2.25 0.02 0.00686643 0.00660792 0.0193253 -0.00138036 -0.00093307 -0.00151323
24 2.35 0.008 0.00018352 0.0141729 0.0054568 -0.00190501 -0.000827095 -0.00216604
25 2.45 0.032 0.0156002 0.0250954 0.0151305 -0.00294742 -0.000811971 -0.00282949
26 2.55 0.008 0.0044205 0.00128034 0.00723593 -0.00251531 -0.000560016 -0.00266516
27 2.65 0.012 0.00655506 0.0403671 0.0183878 -0.00251219 -0.000580405 -0.0027461
28 2.75 0.012 0.00257298 0.00465544 0.000103102 -0.00249729 -0.00057569 -0.00273048
29 2.85 0.016 0.0177128 0.0208786 0.00156015 -0.00257291 -0.000858949 -0.00274148
30 2.95 0.02 0.00832729 0.0293925 0.0223379 -0.00144339 -0.000724344 -0.00266865
31 3.05 0.012 0.013103 0.0128414 0.00909405 -0.00155341 -0.000954676 -0.00348934
32 3.15 0.016 0.00107489 0.00297743 0.0191238 -0.00162328 -0.00109303 -0.00370875
33 3.25 0.016 0.00486795 0.00818403 0.00446043 -0.00702327 -0.00717988 -0.00430396
34 3.35 0.016 0.00198646 0.013969 0.00578336 -0.00886307 -0.00430257 -0.00406749
35 3.45 0.012 0.0266001 0.00597993 0.014291 -0.00660423 -0.00214982 -0.00477866
36 3.55 0.028 0.0356314 0.023963 0.0200095 -0.00251409 -0.00273784 -0.00489102
37 3.65 0.02 0.00452261 0.014401 0.0079409 -0.00497843 -0.00356713 -0.00512052
38 3.75 0.016 0.0101182 0.00713458 0.00123239 -0.00610154 -0.00391489 -0.00492512
39 3.85 0.012 0.00361595 0.000548637 0.0199224 -0.00530799 -0.00313029 -0.00416877
40 3.95 0.024 0.00780499 0.0172747 0.0253609 -0.00562274 -0.00591939 -0.0039626
41 4.05 0.016 0.0133012 0.0140669 0.0189125 -0.00573825 -0.00823896 -0.00399239
42 4.15 0.02 0.00629058 0.0123034 0.00311074 -0.0042439 -0.00558344 -0.0030261
43 4.25 0.024 0.00924258 0.0142042 0.0458953 -0.00165127 0.00709005 -0.00176714
44 4.35 0.02 0.00516173 0.0218833 0.0194923 -0.00247807 -0.00254706 -0.00170182
45 4.45 0.008 0.000469414 0.00855812 0.00706146 -0.00422328 -0.00562432 -0.00179816
46 4.55 0.024 0.00287889 0.0120148 0.0107454 -0.00381226 -0.00563571 -0.00186435
47 4.65 0.008 0.00243859 0.00025298 0.00213857 -0.00169984 -0.00117546 -0.00199992
48 4.75 0.008 0.00366325 0.00224398 0.0169861 -0.0016392 -0.00166532 -0.00207806
49 4.85 0.024 0.0141503 0.0211599 0.0125683 -0.00154487 -0.00280935 -0.00280495
50 4.95 0.012 0.00470832 0.00548108 0.013663 -0.0020445 -0.0028649 -0.00372401
51 5.05 0.012 0.00500439 0.0058314 0.00827191 -0.00244533 -0.00283185 -0.00401634
52 5.15 0.016 0.00494593 0.00382423 0.006726 -0.00244839 -0.00283784 -0.00426771
53 5.25 0.016 0.00992063 0.00350473 0.0170353 -0.00236691 -0.00276324 -0.00407549
54 5.35 0.024 0.0113639 0.0266825 0.0367458 -0.00246873 -0.00269097 -0.00391519
55 5.45 0.008 0.00242547 0.00663251 0.00771777 -0.0026336 -0.00255451 -0.00396702
56 5.55 0.024 0.0162512 0.0175836 0.0125706 0.00376172 0.018371 -0.00381505
57 5.65 0.024 0.0259323 0.0189852 0.00916587 -0.00167007 -0.00184934 -0.00367829
58 5.75 0.004 0.0197283 0.00125338 0.000956112 8.34853e-05 -0.00108499 -0.000301601
59 5.85 0.024 0.0159165 0.00781027 0.01494 -0.000985844 -0.00279855 -0.00093079
60 5.95 0.016 0.00730733 0.0140836 0.00413688 -0.00222053 -0.00206002 -0.00209358
61 6.05 0 0 0 0 -0.00219078 -0.00200481 -0.00206655
62 6.15 0.016 0.00540908 0.00760021 0.00772158 -0.0024536 -0.00222758 -0.00266248
63 6.25 0.004 0.000231584 0.00110916 0.000196432 -0.0027287 -0.00186412 -0.00285884
64 6.35 0.016 0.00370875 0.00592207 0.00367379 -0.00679661 -0.00224027 0.00213336
65 6.45 0.02 0.0158802 0.0140816 0.0238262 -0.00709181 -0.00254125 0.00366019
66 6.55 0.02 0.0154223 0.00289793 0.0148662 -0.00861962 -0.00349566 -0.000616305
67 6.65 0.028 0.0299897 0.0173034 0.0504155 -0.00658196 -0.0111079 -0.000584987
68 6.75 0.028 0.0137719 0.0228833 0.044954 -0.00936575 -0.00655406 -0.000657617
69 6.85 0.012 0.0100017 0.00597721 0.0125845 -0.00868899 -0.00603604 -0.00043805
70 6.95 0.012 0.0179293 0.0123648 0.0095526 0.00044161 -0.00425701 0.00331886
71 7.05 0.024 0.0113976 0.0303499 0.00957403 0.00338963 -0.00538179 0.00369699
72 7.15 0.02 0.0106916 0.0127027 0.00768589 0.00378692 -0.00492045 0.00353825
73 7.25 0.016 0.00187267 0.00966753 0.00901204 0.00260292 -0.00623614 -0.00513477
74 7.35 0.032 0.0368484 0.0113879 0.0288914 0.00376847 -0.00455753 -0.00842637
75 7.45 0.036 0.0375053 0.0356784 0.0241037 -0.00675399 -0.0113122 -0.011006
76 7.55 0.028 0.00378009 0.034767 0.00617391 -0.00901163 -0.0134569 -0.0183283
77 7.65 0.024 0.0063397 0.0149593 0.0142226 -0.0204179 -0.0111768 -0.0158511
78 7.75 0.048 0.0884042 0.0283992 0.0402213 -0.0065967 -0.0134519 -0.0171146
79 7.85 0.036 0.033802 0.0231092 0.0374264 -0.0143848 -0.0226058 -0.0217692
80 7.95 0.032 0.0429105 0.0386613 0.047021 -0.014547 -0.0183801 -0.0232113
81 8.05 0.064 0.0622168 0.0339979 0.0455446 -0.0337852 -0.0398054 -0.0306589
82 8.15 0.044 0.0559607 0.0397015 0.0633457 -0.0266698 -0.0140765 -0.0420404
83 8.25 0.044 0.0369168 0.0151078 0.0520262 -0.0182372 -0.00129291 -0.0447346
84 8.35 0.084 0.06586 0.092082 0.069421 -0.0252174 -0.0257146 -0.0538445
85 8.45 0.088 0.0506291 0.0688452 0.0570837 0.049801 -0.0376623 -0.0569763
86 8.55 0.076 0.0849758 0.0434375 0.0813351 -0.0210969 -0.051269 -0.0653546
87 8.65 0.116 0.104273 0.183325 0.133378 -0.000737767 -0.114013 -0.0862407
88 8.75 0.144 0.130583 0.111952 0.100218 -0.103306 -0.130047 -0.0844986
89 8.85 0.096 0.0656353 0.114268 0.111752 -0.155084 -0.165803 -0.0941912
90 8.95 0.132 0.119571 0.122829 0.123718 -0.146302 -0.152865 -0.10373
91 9.05 0.188 0.168744 0.147217 0.141655 -0.234221 -0.226732 -0.13744
92 9.15 0.236 0.179744 0.164332 0.167232 -0.277315 -0.214104 -0.167
93 9.25 0.236 0.150613 0.153058 0.148963 -0.226694 -0.35159 -0.198309
94 9.35 0.3 0.251111 0.238543 0.244373 -0.153639 -0.314637 -0.218807
95 9.45 0.324 0.191513 0.263441 0.210381 -0.324228 -0.218975 -0.271395
96 9.55 0.316 0.297094 0.286353 0.216005 -0.461533 -0.258808 -0.331036
97 9.65 0.336 0.367444 0.219231 0.259816 -0.591631 -0.575105 -0.345875
98 9.75 0.324 0.270453 0.32424 0.232747 -0.571256 -0.681818 -0.356202
99 9.85 0.372 0.353806 0.28935 0.307275 -0.555896 -0.686 -0.376792
100 9.95 0.424 0.523304 0.360873 0.384496 -0.636288 -0.70658 -0.374556
101 10.05 0.512 0.429725 0.413916 0.526362 -0.493392 -0.651634 -0.377604
102 10.15 0.524 0.536645 0.449353 0.473546 -0.829686 -0.772404 -0.390309
103 10.25 0.54 0.474182 0.44588 0.461537 -0.922697 -1.02726 -0.409285
104 10.35 0.48 0.490448 0.366175 0.37346 -0.652497 -0.626099 -0.425776
105 10.45 0.696 0.593164 0.600192 0.601471 -0.766903 -0.218787 -0.514431
106 10.55 0.624 0.598687 0.562332 0.429768 -0.777213 -0.551559 -0.522282
107 10.65 0.548 0.501424 0.553829 0.536629 -0.875962 -0.442212 -0.468608
108 10.75 0.68 0.467607 0.657429 0.63584 -1.11897 -1.006 -0.510547
109 10.85 0.68 0.545647 0.639423 0.516972 -1.17225 -0.961628 -0.491361
110 10.95 0.652 0.53933 0.617873 0.483401 -0.65911 -0.560469 -0.542889
111 11.05 0.644 0.515215 0.566892 0.523157 -0.952272 -0.905171 -0.560309
112 11.15 0.644 0.519754 0.553858 0.587422 -0.418366 -0.409912 -0.611816
