# Time-averaged data for fix fK
# TimeStep Number-of-rows
# Row c_pKS[1] c_pKS[2] c_pKS[3] c_pKS[4] c_pKS[5] c_pKS[6] c_pKS[7] c_pKS[8]
0 360
102 10.15 0 0 0 0 -0.136156 -0.136156 -0.0929314
103 10.25 0 0 0 0 -0.142745 -0.142745 -0.0960274
104 10.35 0 0 0 0 -0.154477 -0.154477 -0.102222
105 10.45 0 0 0 0 -0.176368 -0.176368 -0.117116
106 10.55 0 0 0 0 -0.182518 -0.182518 -0.121029
107 10.65 0 0 0 0 -0.186183 -0.186183 -0.12401
108 10.75 0 0 0 0 -0.209008 -0.209008 -0.140917
109 10.85 0 0 0 0 -0.220795 -0.220795 -0.149479
110 10.95 0 0 0 0 -0.223794 -0.223794 -0.153311
111 11.05 0 0 0 0 -0.230088 -0.230088 -0.158868
112 11.15 0 0 0 0 -0.242795 -0.242795 -0.169558
113 11.25 0 0 0 0 -0.256564 -0.256564 -0.181337
114 11.35 0 0 0 0 -0.258121 -0.258121 -0.184974
115 11.45 0 0 0 0 -0.27275 -0.27275 -0.198313
116 11.55 0 0 0 0 -0.278431 -0.278431 -0.206299
117 11.65 0 0 0 0 -0.277356 -0.277356 -0.208897
118 11.75 0 0 0 0 -0.285044 -0.285044 -0.217981
119 11.85 0 0 0 0 -0.302062 -0.302062 -0.234806
120 11.95 0 0 0 0 -0.294807 -0.294807 -0.232049
121 12.05 0 0 0 0 -0.309949 -0.309949 -0.247602
122 12.15 0 0 0 0 -0.298813 -0.298813 -0.241912
123 12.25 0 0 0 0 -0.316474 -0.316474 -0.260231
124 12.35 0 0 0 0 -0.318614 -0.318614 -0.266046
125 12.45 0 0 0 0 -0.327781 -0.327781 -0.278168
126 12.55 0 0 0 0 -0.324551 -0.324551 -0.279739
127 12.65 0 0 0 0 -0.323368 -0.323368 -0.28229
128 12.75 0 0 0 0 -0.325154 -0.325154 -0.286477
129 12.85 0 0 0 0 -0.328243 -0.328243 -0.291292
130 12.95 0 0 0 0 -0.333166 -0.333166 -0.298349
131 13.05 0 0 0 0 -0.327052 -0.327052 -0.295015
132 13.15 0 0 0 0 -0.342005 -0.342005 -0.310724
133 13.25 0 0 0 0 -0.34427 -0.34427 -0.313625
134 13.35 0 0 0 0 -0.353908 -0.353908 -0.32534
135 13.45 0 0 0 0 -0.337676 -0.337676 -0.313425
136 13.55 0 0 0 0 -0.33884 -0.33884 -0.316338
137 13.65 0 0 0 0 -0.340346 -0.340346 -0.319595
138 13.75 0 0 0 0 -0.340287 -0.340287 -0.321518
139 13.85 0 0 0 0 -0.345467 -0.345467 -0.327655
140 13.95 0 0 0 0 -0.338344 -0.338344 -0.321593
141 14.05 0 0 0 0 -0.354108 -0.354108 -0.338391
142 14.15 0 0 0 0 -0.347076 -0.347076 -0.332356
143 14.25 0 0 0 0 -0.349665 -0.349665 -0.336428
144 14.35 0 0 0 0 -0.342038 -0.342038 -0.330134
145 14.45 0 0 0 0 -0.345333 -0.345333 -0.334532
146 14.55 0 0 0 0 -0.330909 -0.330909 -0.32198
147 14.65 0 0 0 0 -0.35631 -0.35631 -0.346641
148 14.75 0 0 0 0 -0.345023 -0.345023 -0.335512
149 14.85 0 0 0 0 -0.350551 -0.350551 -0.341326
150 14.95 0 0 0 0 -0.364748 -0.364748 -0.355063
151 15.05 0 0 0 0 -0.350159 -0.350159 -0.340923
152 15.15 0 0 0 0 -0.349647 -0.349647 -0.340442
153 15.25 0 0 0 0 -0.353472 -0.353472 -0.345823
154 15.35 0 0 0 0 -0.339737 -0.339737 -0.334048
155 15.45 0 0 0 0 -0.345989 -0.345989 -0.340931
156 15.55 0 0 0 0 -0.355028 -0.355028 -0.348683
157 15.65 0 0 0 0 -0.344608 -0.344608 -0.339591
158 15.75 0 0 0 0 -0.360368 -0.360368 -0.354329
159 15.85 0 0 0 0 -0.355377 -0.355377 -0.349323
160 15.95 0 0 0 0 -0.349317 -0.349317 -0.343907
161 16.05 0 0 0 0 -0.354194 -0.354194 -0.348331
162 16.15 0 0 0 0 -0.348041 -0.348041 -0.34194
163 16.25 0 0 0 0 -0.352869 -0.352869 -0.347262
164 16.35 0 0 0 0 -0.350348 -0.350348 -0.345949
165 16.45 0 0 0 0 -0.346385 -0.346385 -0.342368
166 16.55 0 0 0 0 -0.362148 -0.362148 -0.3581
167 16.65 0 0 0 0 -0.359604 -0.359604 -0.354134
168 16.75 0 0 0 0 -0.355591 -0.355591 -0.351577
169 16.85 0 0 0 0 -0.34417 -0.34417 -0.341261
170 16.95 0 0 0 0 -0.341742 -0.341742 -0.340523
171 17.05 0 0 0 0 -0.347135 -0.347135 -0.344853
172 17.15 0 0 0 0 -0.358207 -0.358207 -0.354204
173 17.25 0 0 0 0 -0.356016 -0.356016 -0.353723
174 17.35 0 0 0 0 -0.360441 -0.360441 -0.357557
175 17.45 0 0 0 0 -0.355984 -0.355984 -0.354041
176 17.55 0 0 0 0 -0.341126 -0.341126 -0.340672
177 17.65 0 0 0 0 -0.34625 -0.34625 -0.344434
178 17.75 0 0 0 0 -0.35234 -0.35234 -0.35025
179 17.85 0 0 0 0 -0.350776 -0.350776 -0.34843
180 17.95 0 0 0 0 -0.356981 -0.356981 -0.353499
181 18.05 0 0 0 0 -0.350869 -0.350869 -0.34941
182 18.15 0 0 0 0 -0.358137 -0.358137 -0.356551
183 18.25 0 0 0 0 -0.345323 -0.345323 -0.344315
184 18.35 0 0 0 0 -0.355481 -0.355481 -0.353381
185 18.45 0 0 0 0 -0.352118 -0.352118 -0.349686
186 18.55 0 0 0 0 -0.346917 -0.346917 -0.344129
187 18.65 0 0 0 0 -0.359091 -0.359091 -0.355528
188 18.75 0 0 0 0 -0.348939 -0.348939 -0.345552
189 18.85 0 0 0 0 -0.353045 -0.353045 -0.349306
190 18.95 0 0 0 0 -0.350284 -0.350284 -0.344242
191 19.05 0 0 0 0 -0.373428 -0.373428 -0.366393
192 19.15 0 0 0 0 -0.353484 -0.353484 -0.347833
193 19.25 0 0 0 0 -0.345655 -0.345655 -0.342012
194 19.35 0 0 0 0 -0.347977 -0.347977 -0.343442
195 19.45 0 0 0 0 -0.353099 -0.353099 -0.347109
196 19.55 0 0 0 0 -0.361235 -0.361235 -0.353271
197 19.65 0 0 0 0 -0.36627 -0.36627 -0.357954
198 19.75 0 0 0 0 -0.346171 -0.346171 -0.340188
199 19.85 0 0 0 0 -0.35469 -0.35469 -0.346754
200 19.95 0 0 0 0 -0.363193 -0.363193 -0.353974
201 20.05 0 0 0 0 -0.357711 -0.357711 -0.349394
202 20.15 0 0 0 0 -0.3506 -0.3506 -0.342717
203 20.25 0 0 0 0 -0.34917 -0.34917 -0.343104
204 20.35 0 0 0 0 -0.343561 -0.343561 -0.337618
205 20.45 0 0 0 0 -0.356437 -0.356437 -0.34948
206 20.55 0 0 0 0 -0.357813 -0.357813 -0.348691
207 20.65 0 0 0 0 -0.356584 -0.356584 -0.346729
208 20.75 0 0 0 0 -0.350977 -0.350977 -0.341039
209 20.85 0 0 0 0 -0.352906 -0.352906 -0.343084
210 20.95 0 0 0 0 -0.346691 -0.346691 -0.337868
211 21.05 0 0 0 0 -0.354796 -0.354796 -0.344327
212 21.15 0 0 0 0 -0.356453 -0.356453 -0.34591
213 21.25 0 0 0 0 -0.341866 -0.341866 -0.332722
214 21.35 0 0 0 0 -0.353775 -0.353775 -0.34293
215 21.45 0 0 0 0 -0.336462 -0.336462 -0.326545
216 21.55 0 0 0 0 -0.338651 -0.338651 -0.326769
217 21.65 0 0 0 0 -0.354957 -0.354957 -0.340908
218 21.75 0 0 0 0 -0.350397 -0.350397 -0.334534
219 21.85 0 0 0 0 -0.351538 -0.351538 -0.334687
220 21.95 0 0 0 0 -0.353448 -0.353448 -0.334909
221 22.05 0 0 0 0 -0.333139 -0.333139 -0.316813
222 22.15 0 0 0 0 -0.343427 -0.343427 -0.325356
223 22.25 0 0 0 0 -0.336306 -0.336306 -0.316932
224 22.35 0 0 0 0 -0.335694 -0.335694 -0.314858
225 22.45 0 0 0 0 -0.335468 -0.335468 -0.312
226 22.55 0 0 0 0 -0.343839 -0.343839 -0.317627
227 22.65 0 0 0 0 -0.354157 -0.354157 -0.323495
228 22.75 0 0 0 0 -0.33173 -0.33173 -0.300956
229 22.85 0 0 0 0 -0.325572 -0.325572 -0.292756
230 22.95 0 0 0 0 -0.341245 -0.341245 -0.304754
231 23.05 0 0 0 0 -0.330665 -0.330665 -0.29225
232 23.15 0 0 0 0 -0.315718 -0.315718 -0.275988
233 23.25 0 0 0 0 -0.325301 -0.325301 -0.281882
234 23.35 0 0 0 0 -0.312611 -0.312611 -0.266825
235 23.45 0 0 0 0 -0.33363 -0.33363 -0.279735
236 23.55 0 0 0 0 -0.325022 -0.325022 -0.268877
237 23.65 0 0 0 0 -0.313536 -0.313536 -0.256323
238 23.75 0 0 0 0 -0.302978 -0.302978 -0.24449
239 23.85 0 0 0 0 -0.307375 -0.307375 -0.243688
240 23.95 0 0 0 0 -0.290334 -0.290334 -0.226821
241 24.05 0 0 0 0 -0.283196 -0.283196 -0.218812
242 24.15 0 0 0 0 -0.279505 -0.279505 -0.211886
243 24.25 0 0 0 0 -0.286652 -0.286652 -0.213938
244 24.35 0 0 0 0 -0.277652 -0.277652 -0.203413
245 24.45 0 0 0 0 -0.265154 -0.265154 -0.189926
246 24.55 0 0 0 0 -0.25629 -0.25629 -0.181018
247 24.65 0 0 0 0 -0.245041 -0.245041 -0.170783
248 24.75 0 0 0 0 -0.251238 -0.251238 -0.173067
249 24.85 0 0 0 0 -0.230462 -0.230462 -0.156559
250 24.95 0 0 0 0 -0.214802 -0.214802 -0.144827
251 25.05 0 0 0 0 -0.210124 -0.210124 -0.141284
252 25.15 0 0 0 0 -0.204193 -0.204193 -0.13721
253 25.25 0 0 0 0 -0.183411 -0.183411 -0.121444
254 25.35 0 0 0 0 -0.1793 -0.1793 -0.119602
255 25.45 0 0 0 0 -0.15571 -0.15571 -0.102907
256 25.55 0 0 0 0 -0.143503 -0.143503 -0.0960251
257 25.65 0 0 0 0 -0.137483 -0.137483 -0.0929714
258 25.75 0 0 0 0 -0.130013 -0.130013 -0.0892716
259 25.85 0 0 0 0 -0.110993 -0.110993 -0.07686
260 25.95 0 0 0 0 -0.101473 -0.101473 -0.0721973
261 26.05 0 0 0 0 -0.0895121 -0.0895121 -0.0653792
262 26.15 0 0 0 0 -0.0779189 -0.0779189 -0.0586668
263 26.25 0 0 0 0 -0.0658829 -0.0658829 -0.0507278
264 26.35 0 0 0 0 -0.0577773 -0.0577773 -0.0460605
265 26.45 0 0 0 0 -0.0478803 -0.0478803 -0.039345
266 26.55 0 0 0 0 -0.0413054 -0.0413054 -0.0353205
267 26.65 0 0 0 0 -0.0343709 -0.0343709 -0.0310955
268 26.75 0 0 0 0 -0.0280329 -0.0280329 -0.0271913
269 26.85 0 0 0 0 -0.0215161 -0.0215161 -0.021858
270 26.95 0 0 0 0 -0.0173998 -0.0173998 -0.0184694
271 27.05 0 0 0 0 -0.0147876 -0.0147876 -0.0163345
272 27.15 0 0 0 0 -0.0137663 -0.0137663 -0.0166598
273 27.25 0 0 0 0 -0.0098741 -0.0098741 -0.0124373
274 27.35 0 0 0 0 -0.0076152 -0.0076152 -0.0100441
275 27.45 0 0 0 0 -0.00650379 -0.00650379 -0.00926236
276 27.55 0 0 0 0 -0.00501868 -0.00501868 -0.00740756
277 27.65 0 0 0 0 -0.00408831 -0.00408831 -0.00643782
278 27.75 0 0 0 0 -0.00343223 -0.00343223 -0.0058012
279 27.85 0 0 0 0 -0.00276436 -0.00276436 -0.00491097
280 27.95 0 0 0 0 -0.00233198 -0.00233198 -0.00434778
281 28.05 0 0 0 0 -0.00205592 -0.00205592 -0.00402172
282 28.15 0 0 0 0 -0.00174896 -0.00174896 -0.00356942
283 28.25 0 0 0 0 -0.00159399 -0.00159399 -0.00351598
284 28.35 0 0 0 0 -0.00133241 -0.00133241 -0.00284514
285 28.45 0 0 0 0 -0.00121804 -0.00121804 -0.00274565
286 28.55 0 0 0 0 -0.00108486 -0.00108486 -0.00249638
287 28.65 0 0 0 0 -0.0010615 -0.0010615 -0.00247758
288 28.75 0 0 0 0 -0.000828876 -0.000828876 -0.00202531
289 28.85 0 0 0 0 -0.000747041 -0.000747041 -0.00195358
290 28.95 0 0 0 0 -0.000651508 -0.000651508 -0.00168171
291 29.05 0 0 0 0 -0.000622463 -0.000622463 -0.00158848
292 29.15 0 0 0 0 -0.000586238 -0.000586238 -0.00153481
293 29.25 0 0 0 0 -0.000547806 -0.000547806 -0.00134642
294 29.35 0 0 0 0 -0.000500938 -0.000500938 -0.00126953
295 29.45 0 0 0 0 -0.000413231 -0.000413231 -0.00111235
296 29.55 0 0 0 0 -0.000368827 -0.000368827 -0.0010061
297 29.65 0 0 0 0 -0.000345454 -0.000345454 -0.00093879
298 29.75 0 0 0 0 -0.000332105 -0.000332105 -0.000902039
299 29.85 0 0 0 0 -0.000317594 -0.000317594 -0.000866043
300 29.95 0 0 0 0 -0.000303182 -0.000303182 -0.00080088
301 30.05 0 0 0 0 -0.000316699 -0.000316699 -0.000787362
302 30.15 0 0 0 0 -0.000251262 -0.000251262 -0.000701798
303 30.25 0 0 0 0 -0.000262522 -0.000262522 -0.000702116
304 30.35 0 0 0 0 -0.000313762 -0.000313762 -0.000703085
305 30.45 0 0 0 0 -0.000320137 -0.000320137 -0.000672266
306 30.55 0 0 0 0 -0.000296144 -0.000296144 -0.000629324
307 30.65 0 0 0 0 -0.000300361 -0.000300361 -0.000608783
308 30.75 0 0 0 0 -0.000268729 -0.000268729 -0.000553774
309 30.85 0 0 0 0 -0.000259817 -0.000259817 -0.000522272
310 30.95 0 0 0 0 -0.000290967 -0.000290967 -0.000530281
311 31.05 0 0 0 0 -0.000245562 -0.000245562 -0.000490027
312 31.15 0 0 0 0 -0.000210048 -0.000210048 -0.000442184
313 31.25 0 0 0 0 -0.000197136 -0.000197136 -0.000420069
314 31.35 0 0 0 0 -0.000187966 -0.000187966 -0.000411332
315 31.45 0 0 0 0 -0.000199724 -0.000199724 -0.000410631
316 31.55 0 0 0 0 -0.000185448 -0.000185448 -0.000410484
317 31.65 0 0 0 0 -0.000212777 -0.000212777 -0.000411047
318 31.75 0 0 0 0 -0.00019157 -0.00019157 -0.00039751
319 31.85 0 0 0 0 -0.000211725 -0.000211725 -0.000394624
320 31.95 0 0 0 0 -0.000202117 -0.000202117 -0.000402813
321 32.05 0 0 0 0 -0.000235594 -0.000235594 -0.000380869
322 32.15 0 0 0 0 -0.000247043 -0.000247043 -0.000382293
323 32.25 0 0 0 0 -0.000165002 -0.000165002 -0.000330751
324 32.35 0 0 0 0 -0.00019476 -0.00019476 -0.000342963
325 32.45 0 0 0 0 -0.00014995 -0.00014995 -0.000320809
326 32.55 0 0 0 0 -0.000185 -0.000185 -0.000333126
327 32.65 0 0 0 0 -0.00021626 -0.00021626 -0.000369748
328 32.75 0 0 0 0 -0.000171229 -0.000171229 -0.000317856
329 32.85 0 0 0 0 -0.000180801 -0.000180801 -0.000344505
330 32.95 0 0 0 0 -0.000224664 -0.000224664 -0.000346312
331 33.05 0 0 0 0 -0.000200455 -0.000200455 -0.000324711
332 33.15 0 0 0 0 -0.000201406 -0.000201406 -0.0003277
333 33.25 0 0 0 0 -0.000177242 -0.000177242 -0.000296671
334 33.35 0 0 0 0 -0.000199965 -0.000199965 -0.0003188
335 33.45 0 0 0 0 -0.000195012 -0.000195012 -0.000322554
336 33.55 0 0 0 0 -0.000175132 -0.000175132 -0.000303039
337 33.65 0 0 0 0 -0.000156486 -0.000156486 -0.000285928
338 33.75 0 0 0 0 -0.000198004 -0.000198004 -0.000297422
339 33.85 0 0 0 0 -0.000158628 -0.000158628 -0.000278112
340 33.95 0 0 0 0 -0.00016408 -0.00016408 -0.000291545
341 34.05 0 0 0 0 -0.000169944 -0.000169944 -0.000288827
342 34.15 0 0 0 0 -0.000192311 -0.000192311 -0.000304754
343 34.25 0 0 0 0 -0.000150028 -0.000150028 -0.000269081
344 34.35 0 0 0 0 -0.000180848 -0.000180848 -0.000297931
345 34.45 0 0 0 0 -0.000160181 -0.000160181 -0.000276291
346 34.55 0 0 0 0 -0.000136952 -0.000136952 -0.000263352
347 34.65 0 0 0 0 -0.000175219 -0.000175219 -0.000277637
348 34.75 0 0 0 0 -0.000165628 -0.000165628 -0.00027876
349 34.85 0 0 0 0 -0.000203391 -0.000203391 -0.000282599
350 34.95 0 0 0 0 -0.00016402 -0.00016402 -0.000292757
351 35.05 0 0 0 0 -0.000125932 -0.000125932 -0.000256235
352 35.15 0 0 0 0 -0.000137377 -0.000137377 -0.000281932
353 35.25 0 0 0 0 -0.000112226 -0.000112226 -0.000255994
354 35.35 0 0 0 0 -0.000165646 -0.000165646 -0.000292832
355 35.45 0 0 0 0 -0.000121769 -0.000121769 -0.000258276
356 35.55 0 0 0 0 -0.000140539 -0.000140539 -0.000280012
357 35.65 0 0 0 0 -0.00013312 -0.00013312 -0.00027165
358 35.75 0 0 0 0 -0.000115051 -0.000115051 -0.000261776
359 35.85 0 0 0 0 -0.000158247 -0.000158247 -0.000296626
360 35.95 0 0 0 0 -0.000152949 -0.000152949 -0.000281482
82000 360
1 0.05 0 0 0 0 -0.000179645 -0.000179645 -0.000302934
2 0.15 0 0 0 0 -0.00014058 -0.00014058 -0.000265271
3 0.25 0 0 0 0 -0.000204116 -0.000204116 -0.000304377
4 0.35 0 0 0 0 -0.000155828 -0.000155828 -0.00028714
5 0.45 0 0 0 0 -0.00013007 -0.00013007 -0.000262524
6 0.55 0 0 0 0 -0.000182482 -0.000182482 -0.00029411
7 0.65 0 0 0 0 -0.000148897 -0.000148897 -0.000267325
8 0.75 0 0 0 0 -0.000173543 -0.000173543 -0.000284223
9 0.85 0 0 0 0 -0.000192562 -0.000192562 -0.000289367
10 0.95 0 0 0 0 -0.000181203 -0.000181203 -0.000268845
11 1.05 0 0 0 0 -0.000178228 -0.000178228 -0.000261821
12 1.15 0 0 0 0 -0.000138053 -0.000138053 -0.000263432
13 1.25 0 0 0 0 -0.00018005 -0.00018005 -0.000292784
14 1.35 0 0 0 0 -0.000146483 -0.000146483 -0.000272755
15 1.45 0 0 0 0 -0.000167679 -0.000167679 -0.000278213
16 1.55 0 0 0 0 -0.000197086 -0.000197086 -0.000318217
17 1.65 0 0 0 0 -0.000174677 -0.000174677 -0.000306342
18 1.75 0 0 0 0 -0.000145276 -0.000145276 -0.000276577
19 1.85 0 0 0 0 -0.000203362 -0.000203362 -0.000307036
20 1.95 0 0 0 0 -0.000166278 -0.000166278 -0.000285198
21 2.05 0 0 0 0 -0.000218943 -0.000218943 -0.00032053
22 2.15 0 0 0 0 -0.000184823 -0.000184823 -0.000302504
23 2.25 0 0 0 0 -0.000233399 -0.000233399 -0.000351308
24 2.35 0 0 0 0 -0.000185879 -0.000185879 -0.00030743
25 2.45 0 0 0 0 -0.000250775 -0.000250775 -0.000334744
26 2.55 0 0 0 0 -0.000243787 -0.000243787 -0.00033406
27 2.65 0 0 0 0 -0.000214981 -0.000214981 -0.000342559
28 2.75 0 0 0 0 -0.000214049 -0.000214049 -0.000328412
29 2.85 0 0 0 0 -0.000184741 -0.000184741 -0.000322049
30 2.95 0 0 0 0 -0.000204009 -0.000204009 -0.00033063
31 3.05 0 0 0 0 -0.000211661 -0.000211661 -0.000329799
32 3.15 0 0 0 0 -0.000205058 -0.000205058 -0.000346478
33 3.25 0 0 0 0 -0.000256159 -0.000256159 -0.000364987
34 3.35 0 0 0 0 -0.000215025 -0.000215025 -0.000358332
35 3.45 0 0 0 0 -0.000192264 -0.000192264 -0.000344341
36 3.55 0 0 0 0 -0.000276206 -0.000276206 -0.000395379
37 3.65 0 0 0 0 -0.00023843 -0.00023843 -0.000379037
38 3.75 0 0 0 0 -0.00025393 -0.00025393 -0.000416928
39 3.85 0 0 0 0 -0.000240496 -0.000240496 -0.000416583
40 3.95 0 0 0 0 -0.000226644 -0.000226644 -0.000408358
41 4.05 0 0 0 0 -0.000268615 -0.000268615 -0.000457823
42 4.15 0 0 0 0 -0.000251173 -0.000251173 -0.000453607
43 4.25 0 0 0 0 -0.00026239 -0.00026239 -0.000459022
44 4.35 0 0 0 0 -0.000250022 -0.000250022 -0.000475569
45 4.45 0 0 0 0 -0.000244323 -0.000244323 -0.000484633
46 4.55 0 0 0 0 -0.000279997 -0.000279997 -0.000525696
47 4.65 0 0 0 0 -0.000214494 -0.000214494 -0.000481004
48 4.75 0 0 0 0 -0.000246672 -0.000246672 -0.00051594
49 4.85 0 0 0 0 -0.000283556 -0.000283556 -0.000574118
50 4.95 0 0 0 0 -0.000286995 -0.000286995 -0.000605274
51 5.05 0 0 0 0 -0.000261243 -0.000261243 -0.000576765
52 5.15 0 0 0 0 -0.000287735 -0.000287735 -0.000623619
53 5.25 0 0 0 0 -0.000294448 -0.000294448 -0.000643337
54 5.35 0 0 0 0 -0.000349975 -0.000349975 -0.000698273
55 5.45 0 0 0 0 -0.000278388 -0.000278388 -0.000683248
56 5.55 0 0 0 0 -0.000316593 -0.000316593 -0.000754288
57 5.65 0 0 0 0 -0.000367661 -0.000367661 -0.000820207
58 5.75 0 0 0 0 -0.000316515 -0.000316515 -0.000817572
59 5.85 0 0 0 0 -0.000431775 -0.000431775 -0.000943037
60 5.95 0 0 0 0 -0.000378371 -0.000378371 -0.000980202
61 6.05 0 0 0 0 -0.000329838 -0.000329838 -0.000926509
62 6.15 0 0 0 0 -0.000433507 -0.000433507 -0.0010696
63 6.25 0 0 0 0 -0.000378132 -0.000378132 -0.00105842
64 6.35 0 0 0 0 -0.000466805 -0.000466805 -0.00119136
65 6.45 0 0 0 0 -0.000517793 -0.000517793 -0.00132819
66 6.55 0 0 0 0 -0.000605421 -0.000605421 -0.00146981
67 6.65 0 0 0 0 -0.000716774 -0.000716774 -0.00178764
68 6.75 0 0 0 0 -0.000772817 -0.000772817 -0.00190185
69 6.85 0 0 0 0 -0.000684262 -0.000684262 -0.00175637
70 6.95 0 0 0 0 -0.000757149 -0.000757149 -0.00189678
71 7.05 0 0 0 0 -0.000931958 -0.000931958 -0.00221685
72 7.15 0 0 0 0 -0.00118046 -0.00118046 -0.00269794
73 7.25 0 0 0 0 -0.00104479 -0.00104479 -0.00243866
74 7.35 0 0 0 0 -0.00122204 -0.00122204 -0.00272247
75 7.45 0 0 0 0 -0.00140077 -0.00140077 -0.00315493
76 7.55 0 0 0 0 -0.00165182 -0.00165182 -0.00356699
77 7.65 0 0 0 0 -0.00171649 -0.00171649 -0.00357211
78 7.75 0 0 0 0 -0.00222951 -0.00222951 -0.00441345
79 7.85 0 0 0 0 -0.00237806 -0.00237806 -0.00445601
80 7.95 0 0 0 0 -0.00256806 -0.00256806 -0.00475474
81 8.05 0 0 0 0 -0.00365295 -0.00365295 -0.00626048
82 8.15 0 0 0 0 -0.00370382 -0.00370382 -0.00610498
83 8.25 0 0 0 0 -0.00422035 -0.00422035 -0.00667685
84 8.35 0 0 0 0 -0.00618496 -0.00618496 -0.00932187
85 8.45 0 0 0 0 -0.00774364 -0.00774364 -0.0108733
86 8.55 0 0 0 0 -0.00884579 -0.00884579 -0.0113328
87 8.65 0 0 0 0 -0.0111614 -0.0111614 -0.0137537
88 8.75 0 0 0 0 -0.0156361 -0.0156361 -0.0181413
89 8.85 0 0 0 0 -0.015758 -0.015758 -0.0171887
90 8.95 0 0 0 0 -0.0205377 -0.0205377 -0.0213498
91 9.05 0 0 0 0 -0.0249738 -0.0249738 -0.0243485
92 9.15 0 0 0 0 -0.0323761 -0.0323761 -0.0304116
93 9.25 0 0 0 0 -0.0378061 -0.0378061 -0.0336494
94 9.35 0 0 0 0 -0.0471462 -0.0471462 -0.0402194
95 9.45 0 0 0 0 -0.0540604 -0.0540604 -0.0437414
96 9.55 0 0 0 0 -0.0663501 -0.0663501 -0.05171
97 9.65 0 0 0 0 -0.0733575 -0.0733575 -0.0553359
98 9.75 0 0 0 0 -0.0809126 -0.0809126 -0.0590986
99 9.85 0 0 0 0 -0.0886312 -0.0886312 -0.0637988
100 9.95 0 0 0 0 -0.103612 -0.103612 -0.0731088
101 10.05 0 0 0 0 -0.121679 -0.121679 -0.0846309
102 10.15 0 0 0 0 -0.135703 -0.135703 -0.0923655
103 10.25 0 0 0 0 -0.14335 -0.14335 -0.0962962
104 10.35 0 0 0 0 -0.154479 -0.154479 -0.102061
105 10.45 0 0 0 0 -0.177559 -0.177559 -0.117674
106 10.55 0 0 0 0 -0.183396 -0.183396 -0.121389
107 10.65 0 0 0 0 -0.186004 -0.186004 -0.123655
108 10.75 0 0 0 0 -0.21006 -0.21006 -0.141436
109 10.85 0 0 0 0 -0.221177 -0.221177 -0.149617
110 10.95 0 0 0 0 -0.224043 -0.224043 -0.153279
111 11.05 0 0 0 0 -0.231534 -0.231534 -0.159716
112 11.15 0 0 0 0 -0.242881 -0.242881 -0.169425
113 11.25 0 0 0 0 -0.255791 -0.255791 -0.180655
114 11.35 0 0 0 0 -0.258353 -0.258353 -0.185116
115 11.45 0 0 0 0 -0.273573 -0.273573 -0.198892
116 11.55 0 0 0 0 -0.278384 -0.278384 -0.206117
117 11.65 0 0 0 0 -0.277369 -0.277369 -0.208813
118 11.75 0 0 0 0 -0.285722 -0.285722 -0.218302
119 11.85 0 0 0 0 -0.30407 -0.30407 -0.235975
120 11.95 0 0 0 0 -0.293892 -0.293892 -0.231012
121 12.05 0 0 0 0 -0.310915 -0.310915 -0.248035
122 12.15 0 0 0 0 -0.300675 -0.300675 -0.243186
123 12.25 0 0 0 0 -0.317455 -0.317455 -0.261015
124 12.35 0 0 0 0 -0.319932 -0.319932 -0.267187
125 12.45 0 0 0 0 -0.327036 -0.327036 -0.277597
126 12.55 0 0 0 0 -0.323918 -0.323918 -0.27925
127 12.65 0 0 0 0 -0.323926 -0.323926 -0.282897
128 12.75 0 0 0 0 -0.325285 -0.325285 -0.286719
129 12.85 0 0 0 0 -0.329547 -0.329547 -0.292563
130 12.95 0 0 0 0 -0.332573 -0.332573 -0.297844
131 13.05 0 0 0 0 -0.327289 -0.327289 -0.295306
132 13.15 0 0 0 0 -0.342368 -0.342368 -0.31097
133 13.25 0 0 0 0 -0.345071 -0.345071 -0.314186
134 13.35 0 0 0 0 -0.354568 -0.354568 -0.325733
135 13.45 0 0 0 0 -0.339333 -0.339333 -0.31487
136 13.55 0 0 0 0 -0.338202 -0.338202 -0.315738
137 13.65 0 0 0 0 -0.339983 -0.339983 -0.319273
138 13.75 0 0 0 0 -0.339593 -0.339593 -0.320846
139 13.85 0 0 0 0 -0.346256 -0.346256 -0.328226
140 13.95 0 0 0 0 -0.341666 -0.341666 -0.324485
141 14.05 0 0 0 0 -0.35311 -0.35311 -0.337505
142 14.15 0 0 0 0 -0.347557 -0.347557 -0.333061
143 14.25 0 0 0 0 -0.348193 -0.348193 -0.33526
144 14.35 0 0 0 0 -0.341441 -0.341441 -0.329796
145 14.45 0 0 0 0 -0.34357 -0.34357 -0.333057
146 14.55 0 0 0 0 -0.330315 -0.330315 -0.321486
147 14.65 0 0 0 0 -0.357815 -0.357815 -0.348052
148 14.75 0 0 0 0 -0.345456 -0.345456 -0.335903
149 14.85 0 0 0 0 -0.351919 -0.351919 -0.342654
150 14.95 0 0 0 0 -0.363999 -0.363999 -0.35417
151 15.05 0 0 0 0 -0.350819 -0.350819 -0.341289
152 15.15 0 0 0 0 -0.350253 -0.350253 -0.340841
153 15.25 0 0 0 0 -0.353271 -0.353271 -0.345466
154 15.35 0 0 0 0 -0.340868 -0.340868 -0.335012
155 15.45 0 0 0 0 -0.345139 -0.345139 -0.339993
156 15.55 0 0 0 0 -0.354871 -0.354871 -0.348572
