# Time-averaged data for fix fK
# TimeStep Number-of-rows
# Row c_pKS[1] c_pKS[2] c_pKS[3] c_pKS[4] c_pKS[5] c_pKS[6] c_pKS[7] c_pKS[8]
0 360
108 10.75 0 0 0 0 -0.19772 -0.19772 -0.134701
109 10.85 0 0 0 0 -0.207421 -0.207421 -0.141975
110 10.95 0 0 0 0 -0.21256 -0.21256 -0.146948
111 11.05 0 0 0 0 -0.218308 -0.218308 -0.151479
112 11.15 0 0 0 0 -0.227475 -0.227475 -0.158432
113 11.25 0 0 0 0 -0.248851 -0.248851 -0.175911
114 11.35 0 0 0 0 -0.248533 -0.248533 -0.1768
115 11.45 0 0 0 0 -0.262254 -0.262254 -0.189515
116 11.55 0 0 0 0 -0.273485 -0.273485 -0.201994
117 11.65 0 0 0 0 -0.262835 -0.262835 -0.196597
118 11.75 0 0 0 0 -0.27696 -0.27696 -0.210448
119 11.85 0 0 0 0 -0.286795 -0.286795 -0.220979
120 11.95 0 0 0 0 -0.283243 -0.283243 -0.220146
121 12.05 0 0 0 0 -0.307947 -0.307947 -0.242976
122 12.15 0 0 0 0 -0.291141 -0.291141 -0.23209
123 12.25 0 0 0 0 -0.317902 -0.317902 -0.257058
124 12.35 0 0 0 0 -0.325345 -0.325345 -0.267955
125 12.45 0 0 0 0 -0.32326 -0.32326 -0.272815
126 12.55 0 0 0 0 -0.317383 -0.317383 -0.272237
127 12.65 0 0 0 0 -0.311866 -0.311866 -0.270304
128 12.75 0 0 0 0 -0.312299 -0.312299 -0.273384
129 12.85 0 0 0 0 -0.317417 -0.317417 -0.279939
130 12.95 0 0 0 0 -0.327062 -0.327062 -0.291103
131 13.05 0 0 0 0 -0.322109 -0.322109 -0.289023
132 13.15 0 0 0 0 -0.336756 -0.336756 -0.304242
133 13.25 0 0 0 0 -0.341918 -0.341918 -0.309811
134 13.35 0 0 0 0 -0.350273 -0.350273 -0.320001
135 13.45 0 0 0 0 -0.337929 -0.337929 -0.311552
136 13.55 0 0 0 0 -0.340756 -0.340756 -0.316075
137 13.65 0 0 0 0 -0.332952 -0.332952 -0.310837
138 13.75 0 0 0 0 -0.34332 -0.34332 -0.323496
139 13.85 0 0 0 0 -0.330777 -0.330777 -0.313639
140 13.95 0 0 0 0 -0.341194 -0.341194 -0.323478
141 14.05 0 0 0 0 -0.355075 -0.355075 -0.338082
142 14.15 0 0 0 0 -0.345816 -0.345816 -0.329772
143 14.25 0 0 0 0 -0.351342 -0.351342 -0.337
144 14.35 0 0 0 0 -0.339879 -0.339879 -0.327189
145 14.45 0 0 0 0 -0.333181 -0.333181 -0.322385
146 14.55 0 0 0 0 -0.327865 -0.327865 -0.318478
147 14.65 0 0 0 0 -0.361796 -0.361796 -0.351596
148 14.75 0 0 0 0 -0.340319 -0.340319 -0.330778
149 14.85 0 0 0 0 -0.354854 -0.354854 -0.345275
150 14.95 0 0 0 0 -0.364473 -0.364473 -0.353748
151 15.05 0 0 0 0 -0.355372 -0.355372 -0.344456
152 15.15 0 0 0 0 -0.351551 -0.351551 -0.340901
153 15.25 0 0 0 0 -0.341579 -0.341579 -0.33336
154 15.35 0 0 0 0 -0.331558 -0.331558 -0.325186
155 15.45 0 0 0 0 -0.34575 -0.34575 -0.339258
156 15.55 0 0 0 0 -0.35655 -0.35655 -0.349713
157 15.65 0 0 0 0 -0.347895 -0.347895 -0.34161
158 15.75 0 0 0 0 -0.355701 -0.355701 -0.34897
159 15.85 0 0 0 0 -0.36565 -0.36565 -0.357844
160 15.95 0 0 0 0 -0.350992 -0.350992 -0.343994
161 16.05 0 0 0 0 -0.341415 -0.341415 -0.33558
162 16.15 0 0 0 0 -0.352422 -0.352422 -0.345156
163 16.25 0 0 0 0 -0.356602 -0.356602 -0.350053
164 16.35 0 0 0 0 -0.354797 -0.354797 -0.348155
165 16.45 0 0 0 0 -0.354085 -0.354085 -0.348092
166 16.55 0 0 0 0 -0.361213 -0.361213 -0.356334
167 16.65 0 0 0 0 -0.364717 -0.364717 -0.358978
168 16.75 0 0 0 0 -0.342746 -0.342746 -0.339981
169 16.85 0 0 0 0 -0.343273 -0.343273 -0.339968
170 16.95 0 0 0 0 -0.333577 -0.333577 -0.332343
171 17.05 0 0 0 0 -0.350133 -0.350133 -0.346941
172 17.15 0 0 0 0 -0.364205 -0.364205 -0.35845
173 17.25 0 0 0 0 -0.361044 -0.361044 -0.357518
174 17.35 0 0 0 0 -0.36742 -0.36742 -0.362932
175 17.45 0 0 0 0 -0.355869 -0.355869 -0.353418
176 17.55 0 0 0 0 -0.340248 -0.340248 -0.339156
177 17.65 0 0 0 0 -0.352079 -0.352079 -0.349123
178 17.75 0 0 0 0 -0.33829 -0.33829 -0.337396
179 17.85 0 0 0 0 -0.346832 -0.346832 -0.345057
180 17.95 0 0 0 0 -0.353971 -0.353971 -0.350862
181 18.05 0 0 0 0 -0.352124 -0.352124 -0.350491
182 18.15 0 0 0 0 -0.36153 -0.36153 -0.359121
183 18.25 0 0 0 0 -0.346797 -0.346797 -0.345544
184 18.35 0 0 0 0 -0.358862 -0.358862 -0.356384
185 18.45 0 0 0 0 -0.347297 -0.347297 -0.345595
186 18.55 0 0 0 0 -0.341134 -0.341134 -0.339418
187 18.65 0 0 0 0 -0.355332 -0.355332 -0.351221
188 18.75 0 0 0 0 -0.36379 -0.36379 -0.3583
189 18.85 0 0 0 0 -0.358816 -0.358816 -0.35404
190 18.95 0 0 0 0 -0.343418 -0.343418 -0.338247
191 19.05 0 0 0 0 -0.366542 -0.366542 -0.359594
192 19.15 0 0 0 0 -0.354599 -0.354599 -0.347955
193 19.25 0 0 0 0 -0.35168 -0.35168 -0.347532
194 19.35 0 0 0 0 -0.346081 -0.346081 -0.342093
195 19.45 0 0 0 0 -0.344438 -0.344438 -0.33988
196 19.55 0 0 0 0 -0.35943 -0.35943 -0.352872
197 19.65 0 0 0 0 -0.364945 -0.364945 -0.357606
198 19.75 0 0 0 0 -0.351991 -0.351991 -0.346113
199 19.85 0 0 0 0 -0.353574 -0.353574 -0.345316
200 19.95 0 0 0 0 -0.361313 -0.361313 -0.351607
201 20.05 0 0 0 0 -0.360254 -0.360254 -0.351901
202 20.15 0 0 0 0 -0.345989 -0.345989 -0.338281
203 20.25 0 0 0 0 -0.348616 -0.348616 -0.343696
204 20.35 0 0 0 0 -0.333086 -0.333086 -0.329527
205 20.45 0 0 0 0 -0.36155 -0.36155 -0.355341
206 20.55 0 0 0 0 -0.350179 -0.350179 -0.343767
207 20.65 0 0 0 0 -0.354378 -0.354378 -0.346759
208 20.75 0 0 0 0 -0.351027 -0.351027 -0.341988
209 20.85 0 0 0 0 -0.352121 -0.352121 -0.343889
210 20.95 0 0 0 0 -0.347036 -0.347036 -0.33927
211 21.05 0 0 0 0 -0.357419 -0.357419 -0.348642
212 21.15 0 0 0 0 -0.351751 -0.351751 -0.342923
213 21.25 0 0 0 0 -0.335099 -0.335099 -0.329187
214 21.35 0 0 0 0 -0.354359 -0.354359 -0.346022
215 21.45 0 0 0 0 -0.32942 -0.32942 -0.321001
216 21.55 0 0 0 0 -0.346433 -0.346433 -0.33455
217 21.65 0 0 0 0 -0.3478 -0.3478 -0.33444
218 21.75 0 0 0 0 -0.350784 -0.350784 -0.336003
219 21.85 0 0 0 0 -0.359284 -0.359284 -0.343302
220 21.95 0 0 0 0 -0.356704 -0.356704 -0.338639
221 22.05 0 0 0 0 -0.329805 -0.329805 -0.314993
222 22.15 0 0 0 0 -0.337336 -0.337336 -0.322423
223 22.25 0 0 0 0 -0.33177 -0.33177 -0.31555
224 22.35 0 0 0 0 -0.331386 -0.331386 -0.312921
225 22.45 0 0 0 0 -0.337439 -0.337439 -0.315535
226 22.55 0 0 0 0 -0.339587 -0.339587 -0.314403
227 22.65 0 0 0 0 -0.35801 -0.35801 -0.327945
228 22.75 0 0 0 0 -0.336365 -0.336365 -0.305164
229 22.85 0 0 0 0 -0.333883 -0.333883 -0.300986
230 22.95 0 0 0 0 -0.344666 -0.344666 -0.308973
231 23.05 0 0 0 0 -0.326766 -0.326766 -0.290236
232 23.15 0 0 0 0 -0.31699 -0.31699 -0.278483
233 23.25 0 0 0 0 -0.332771 -0.332771 -0.288855
234 23.35 0 0 0 0 -0.320031 -0.320031 -0.274115
235 23.45 0 0 0 0 -0.33433 -0.33433 -0.281979
236 23.55 0 0 0 0 -0.323394 -0.323394 -0.269521
237 23.65 0 0 0 0 -0.31998 -0.31998 -0.262517
238 23.75 0 0 0 0 -0.311378 -0.311378 -0.253013
239 23.85 0 0 0 0 -0.311577 -0.311577 -0.248545
240 23.95 0 0 0 0 -0.288348 -0.288348 -0.228111
241 24.05 0 0 0 0 -0.284028 -0.284028 -0.223019
242 24.15 0 0 0 0 -0.281961 -0.281961 -0.216954
243 24.25 0 0 0 0 -0.289787 -0.289787 -0.219533
244 24.35 0 0 0 0 -0.290583 -0.290583 -0.215479
245 24.45 0 0 0 0 -0.271575 -0.271575 -0.197351
246 24.55 0 0 0 0 -0.261988 -0.261988 -0.187138
247 24.65 0 0 0 0 -0.248158 -0.248158 -0.174449
248 24.75 0 0 0 0 -0.261725 -0.261725 -0.18212
249 24.85 0 0 0 0 -0.239658 -0.239658 -0.164579
250 24.95 0 0 0 0 -0.221377 -0.221377 -0.150798
251 25.05 0 0 0 0 -0.215141 -0.215141 -0.146656
252 25.15 0 0 0 0 -0.207432 -0.207432 -0.140788
253 25.25 0 0 0 0 -0.195247 -0.195247 -0.130832
254 25.35 0 0 0 0 -0.187526 -0.187526 -0.126153
255 25.45 0 0 0 0 -0.170534 -0.170534 -0.113853
256 25.55 0 0 0 0 -0.149657 -0.149657 -0.100087
257 25.65 0 0 0 0 -0.149781 -0.149781 -0.101676
258 25.75 0 0 0 0 -0.132886 -0.132886 -0.090896
259 25.85 0 0 0 0 -0.117515 -0.117515 -0.081237
260 25.95 0 0 0 0 -0.110419 -0.110419 -0.0778342
261 26.05 0 0 0 0 -0.101734 -0.101734 -0.0741388
262 26.15 0 0 0 0 -0.0866539 -0.0866539 -0.0643585
263 26.25 0 0 0 0 -0.0702665 -0.0702665 -0.0529198
264 26.35 0 0 0 0 -0.0651478 -0.0651478 -0.0507176
265 26.45 0 0 0 0 -0.0567449 -0.0567449 -0.0454605
266 26.55 0 0 0 0 -0.0499547 -0.0499547 -0.0417721
267 26.65 0 0 0 0 -0.0407821 -0.0407821 -0.0358174
268 26.75 0 0 0 0 -0.0338923 -0.0338923 -0.0324109
269 26.85 0 0 0 0 -0.0240425 -0.0240425 -0.0235418
270 26.95 0 0 0 0 -0.0213622 -0.0213622 -0.0221148
271 27.05 0 0 0 0 -0.0180493 -0.0180493 -0.0194832
272 27.15 0 0 0 0 -0.015937 -0.015937 -0.0184506
273 27.25 0 0 0 0 -0.0123518 -0.0123518 -0.0152032
274 27.35 0 0 0 0 -0.0085759 -0.0085759 -0.0108981
275 27.45 0 0 0 0 -0.00780406 -0.00780406 -0.0107337
276 27.55 0 0 0 0 -0.00628925 -0.00628925 -0.00902224
277 27.65 0 0 0 0 -0.00477214 -0.00477214 -0.00695917
278 27.75 0 0 0 0 -0.00428472 -0.00428472 -0.00689241
279 27.85 0 0 0 0 -0.00343379 -0.00343379 -0.00584637
280 27.95 0 0 0 0 -0.00295034 -0.00295034 -0.00533285
281 28.05 0 0 0 0 -0.00245782 -0.00245782 -0.00461713
282 28.15 0 0 0 0 -0.00205649 -0.00205649 -0.00406867
283 28.25 0 0 0 0 -0.00166355 -0.00166355 -0.00341263
284 28.35 0 0 0 0 -0.00169574 -0.00169574 -0.00346816
285 28.45 0 0 0 0 -0.00149062 -0.00149062 -0.00329488
286 28.55 0 0 0 0 -0.00125867 -0.00125867 -0.00283346
287 28.65 0 0 0 0 -0.00134053 -0.00134053 -0.00304897
288 28.75 0 0 0 0 -0.000884134 -0.000884134 -0.0021642
289 28.85 0 0 0 0 -0.00083867 -0.00083867 -0.00215751
290 28.95 0 0 0 0 -0.00077284 -0.00077284 -0.00195892
291 29.05 0 0 0 0 -0.000645689 -0.000645689 -0.00171017
292 29.15 0 0 0 0 -0.000698146 -0.000698146 -0.00179856
293 29.25 0 0 0 0 -0.000641497 -0.000641497 -0.001584
294 29.35 0 0 0 0 -0.000637781 -0.000637781 -0.00155775
295 29.45 0 0 0 0 -0.000509101 -0.000509101 -0.00130685
296 29.55 0 0 0 0 -0.000408456 -0.000408456 -0.0011042
297 29.65 0 0 0 0 -0.000395464 -0.000395464 -0.00106501
298 29.75 0 0 0 0 -0.00037769 -0.00037769 -0.00101159
299 29.85 0 0 0 0 -0.000350656 -0.000350656 -0.000953276
300 29.95 0 0 0 0 -0.000342418 -0.000342418 -0.000888558
301 30.05 0 0 0 0 -0.000331155 -0.000331155 -0.000885011
302 30.15 0 0 0 0 -0.000282921 -0.000282921 -0.000795636
303 30.25 0 0 0 0 -0.00031658 -0.00031658 -0.00081745
304 30.35 0 0 0 0 -0.000388365 -0.000388365 -0.000821701
305 30.45 0 0 0 0 -0.000317935 -0.000317935 -0.000706667
306 30.55 0 0 0 0 -0.000354379 -0.000354379 -0.000726333
307 30.65 0 0 0 0 -0.000331474 -0.000331474 -0.000684694
308 30.75 0 0 0 0 -0.00033236 -0.00033236 -0.000632202
309 30.85 0 0 0 0 -0.000269599 -0.000269599 -0.000552072
310 30.95 0 0 0 0 -0.000336596 -0.000336596 -0.000582377
311 31.05 0 0 0 0 -0.000308188 -0.000308188 -0.000557389
312 31.15 0 0 0 0 -0.000238169 -0.000238169 -0.000465374
313 31.25 0 0 0 0 -0.000226953 -0.000226953 -0.000447435
314 31.35 0 0 0 0 -0.000226408 -0.000226408 -0.000439514
315 31.45 0 0 0 0 -0.000200876 -0.000200876 -0.000418735
316 31.55 0 0 0 0 -0.000224204 -0.000224204 -0.000448089
317 31.65 0 0 0 0 -0.000238228 -0.000238228 -0.000430565
318 31.75 0 0 0 0 -0.000212102 -0.000212102 -0.000404223
319 31.85 0 0 0 0 -0.000216517 -0.000216517 -0.000399261
320 31.95 0 0 0 0 -0.000224348 -0.000224348 -0.000427523
321 32.05 0 0 0 0 -0.000256378 -0.000256378 -0.000406281
322 32.15 0 0 0 0 -0.000298546 -0.000298546 -0.000401826
323 32.25 0 0 0 0 -0.000163569 -0.000163569 -0.00033789
324 32.35 0 0 0 0 -0.000210878 -0.000210878 -0.000348535
325 32.45 0 0 0 0 -0.000169869 -0.000169869 -0.000339274
326 32.55 0 0 0 0 -0.000183174 -0.000183174 -0.000340224
327 32.65 0 0 0 0 -0.000235668 -0.000235668 -0.000395141
328 32.75 0 0 0 0 -0.000185717 -0.000185717 -0.000335223
329 32.85 0 0 0 0 -0.000182399 -0.000182399 -0.00036713
330 32.95 0 0 0 0 -0.000240234 -0.000240234 -0.000380391
331 33.05 0 0 0 0 -0.000232222 -0.000232222 -0.000361998
332 33.15 0 0 0 0 -0.000240432 -0.000240432 -0.000368151
333 33.25 0 0 0 0 -0.000179093 -0.000179093 -0.000301505
334 33.35 0 0 0 0 -0.000213648 -0.000213648 -0.000339335
335 33.45 0 0 0 0 -0.000178715 -0.000178715 -0.000309647
336 33.55 0 0 0 0 -0.000202115 -0.000202115 -0.000336063
337 33.65 0 0 0 0 -0.000163244 -0.000163244 -0.000295898
338 33.75 0 0 0 0 -0.000210158 -0.000210158 -0.000303028
339 33.85 0 0 0 0 -0.000155407 -0.000155407 -0.000275976
340 33.95 0 0 0 0 -0.000175003 -0.000175003 -0.000302219
341 34.05 0 0 0 0 -0.000149261 -0.000149261 -0.000280827
342 34.15 0 0 0 0 -0.000240145 -0.000240145 -0.000335271
343 34.25 0 0 0 0 -0.000169995 -0.000169995 -0.000285879
344 34.35 0 0 0 0 -0.000198757 -0.000198757 -0.000306719
345 34.45 0 0 0 0 -0.000168656 -0.000168656 -0.000273783
346 34.55 0 0 0 0 -0.000142031 -0.000142031 -0.000263295
347 34.65 0 0 0 0 -0.00019128 -0.00019128 -0.000285211
348 34.75 0 0 0 0 -0.000186909 -0.000186909 -0.000289511
349 34.85 0 0 0 0 -0.000262497 -0.000262497 -0.000303532
350 34.95 0 0 0 0 -0.000154896 -0.000154896 -0.000292742
351 35.05 0 0 0 0 -0.00012651 -0.00012651 -0.00026306
352 35.15 0 0 0 0 -0.000126897 -0.000126897 -0.000274953
353 35.25 0 0 0 0 -0.000112378 -0.000112378 -0.000261219
354 35.35 0 0 0 0 -0.000195752 -0.000195752 -0.000315255
355 35.45 0 0 0 0 -0.000102236 -0.000102236 -0.000250037
356 35.55 0 0 0 0 -0.000144947 -0.000144947 -0.000283277
357 35.65 0 0 0 0 -0.000142346 -0.000142346 -0.000278925
358 35.75 0 0 0 0 -0.000113967 -0.000113967 -0.000265604
359 35.85 0 0 0 0 -0.000158816 -0.000158816 -0.000305637
360 35.95 0 0 0 0 -0.00015584 -0.00015584 -0.000278201
48000 360
1 0.05 0 0 0 0 -0.000163555 -0.000163555 -0.000277438
2 0.15 0 0 0 0 -0.000161272 -0.000161272 -0.000282421
3 0.25 0 0 0 0 -0.000257661 -0.000257661 -0.000335424
4 0.35 0 0 0 0 -0.000158454 -0.000158454 -0.000273598
5 0.45 0 0 0 0 -0.000117307 -0.000117307 -0.000264721
6 0.55 0 0 0 0 -0.000162454 -0.000162454 -0.000295873
7 0.65 0 0 0 0 -0.00013008 -0.00013008 -0.000265418
8 0.75 0 0 0 0 -0.000150779 -0.000150779 -0.000298552
9 0.85 0 0 0 0 -0.000163078 -0.000163078 -0.00027533
10 0.95 0 0 0 0 -0.000126274 -0.000126274 -0.000265872
11 1.05 0 0 0 0 -0.000145885 -0.000145885 -0.000263617
12 1.15 0 0 0 0 -0.000151625 -0.000151625 -0.000275384
13 1.25 0 0 0 0 -0.000194949 -0.000194949 -0.000299743
14 1.35 0 0 0 0 -0.000138581 -0.000138581 -0.000274269
15 1.45 0 0 0 0 -0.000153379 -0.000153379 -0.000261067
16 1.55 0 0 0 0 -0.000192218 -0.000192218 -0.000312193
17 1.65 0 0 0 0 -0.000175602 -0.000175602 -0.000324588
18 1.75 0 0 0 0 -0.000121399 -0.000121399 -0.000273216
19 1.85 0 0 0 0 -0.000187697 -0.000187697 -0.000308575
20 1.95 0 0 0 0 -0.000134306 -0.000134306 -0.000283161
21 2.05 0 0 0 0 -0.000162552 -0.000162552 -0.000303905
22 2.15 0 0 0 0 -0.000172663 -0.000172663 -0.000301399
23 2.25 0 0 0 0 -0.000227419 -0.000227419 -0.000339015
24 2.35 0 0 0 0 -0.0001734 -0.0001734 -0.000305912
25 2.45 0 0 0 0 -0.000251786 -0.000251786 -0.00035313
26 2.55 0 0 0 0 -0.000165664 -0.000165664 -0.000301336
27 2.65 0 0 0 0 -0.000181631 -0.000181631 -0.000330069
28 2.75 0 0 0 0 -0.000177124 -0.000177124 -0.000325188
29 2.85 0 0 0 0 -0.000207299 -0.000207299 -0.000334062
30 2.95 0 0 0 0 -0.000241715 -0.000241715 -0.000348824
31 3.05 0 0 0 0 -0.000205225 -0.000205225 -0.000331262
32 3.15 0 0 0 0 -0.000209857 -0.000209857 -0.000350155
33 3.25 0 0 0 0 -0.000250853 -0.000250853 -0.000353067
34 3.35 0 0 0 0 -0.000238402 -0.000238402 -0.000377728
35 3.45 0 0 0 0 -0.000218756 -0.000218756 -0.000355866
36 3.55 0 0 0 0 -0.000290803 -0.000290803 -0.00040824
37 3.65 0 0 0 0 -0.000275409 -0.000275409 -0.000389393
38 3.75 0 0 0 0 -0.000252696 -0.000252696 -0.000402963
39 3.85 0 0 0 0 -0.000232975 -0.000232975 -0.000381226
40 3.95 0 0 0 0 -0.000272923 -0.000272923 -0.000433491
41 4.05 0 0 0 0 -0.000277871 -0.000277871 -0.000448685
42 4.15 0 0 0 0 -0.000295437 -0.000295437 -0.000469466
43 4.25 0 0 0 0 -0.00029696 -0.00029696 -0.000471569
44 4.35 0 0 0 0 -0.00029003 -0.00029003 -0.000504444
45 4.45 0 0 0 0 -0.000237301 -0.000237301 -0.000483496
46 4.55 0 0 0 0 -0.000317325 -0.000317325 -0.000546084
47 4.65 0 0 0 0 -0.000226492 -0.000226492 -0.000496754
48 4.75 0 0 0 0 -0.000231421 -0.000231421 -0.000509163
49 4.85 0 0 0 0 -0.000304854 -0.000304854 -0.000614826
50 4.95 0 0 0 0 -0.000271311 -0.000271311 -0.000603561
51 5.05 0 0 0 0 -0.000278035 -0.000278035 -0.000600974
52 5.15 0 0 0 0 -0.000294561 -0.000294561 -0.000653007
53 5.25 0 0 0 0 -0.000314459 -0.000314459 -0.0006758
54 5.35 0 0 0 0 -0.00033974 -0.00033974 -0.000711704
55 5.45 0 0 0 0 -0.000292269 -0.000292269 -0.000695259
56 5.55 0 0 0 0 -0.000344963 -0.000344963 -0.000808307
57 5.65 0 0 0 0 -0.000388683 -0.000388683 -0.000870771
58 5.75 0 0 0 0 -0.000305322 -0.000305322 -0.000818988
59 5.85 0 0 0 0 -0.000445297 -0.000445297 -0.000957698
60 5.95 0 0 0 0 -0.000397998 -0.000397998 -0.00102228
61 6.05 0 0 0 0 -0.000329063 -0.000329063 -0.000932419
62 6.15 0 0 0 0 -0.000431742 -0.000431742 -0.0010901
63 6.25 0 0 0 0 -0.000382954 -0.000382954 -0.00104778
64 6.35 0 0 0 0 -0.000500596 -0.000500596 -0.00119744
65 6.45 0 0 0 0 -0.000554973 -0.000554973 -0.00134666
66 6.55 0 0 0 0 -0.000621949 -0.000621949 -0.00140197
67 6.65 0 0 0 0 -0.000710079 -0.000710079 -0.0017025
68 6.75 0 0 0 0 -0.000821383 -0.000821383 -0.00188005
69 6.85 0 0 0 0 -0.000725329 -0.000725329 -0.00176477
70 6.95 0 0 0 0 -0.000770447 -0.000770447 -0.00183887
71 7.05 0 0 0 0 -0.00101221 -0.00101221 -0.00228724
72 7.15 0 0 0 0 -0.00104716 -0.00104716 -0.00222581
73 7.25 0 0 0 0 -0.00106388 -0.00106388 -0.00239698
74 7.35 0 0 0 0 -0.00137616 -0.00137616 -0.00289402
75 7.45 0 0 0 0 -0.00158182 -0.00158182 -0.00339892
76 7.55 0 0 0 0 -0.00170284 -0.00170284 -0.0034762
77 7.65 0 0 0 0 -0.00177448 -0.00177448 -0.00362662
78 7.75 0 0 0 0 -0.00256372 -0.00256372 -0.00492983
79 7.85 0 0 0 0 -0.00273029 -0.00273029 -0.00491585
80 7.95 0 0 0 0 -0.00287907 -0.00287907 -0.00514083
81 8.05 0 0 0 0 -0.00417953 -0.00417953 -0.00688511
82 8.15 0 0 0 0 -0.00413934 -0.00413934 -0.00670505
83 8.25 0 0 0 0 -0.00458435 -0.00458435 -0.00719738
84 8.35 0 0 0 0 -0.00660251 -0.00660251 -0.00987077
85 8.45 0 0 0 0 -0.00754446 -0.00754446 -0.0108066
86 8.55 0 0 0 0 -0.00856676 -0.00856676 -0.0111313
87 8.65 0 0 0 0 -0.011272 -0.011272 -0.0143096
88 8.75 0 0 0 0 -0.01446 -0.01446 -0.0174901
89 8.85 0 0 0 0 -0.0139805 -0.0139805 -0.0157834
90 8.95 0 0 0 0 -0.0172792 -0.0172792 -0.0188958
91 9.05 0 0 0 0 -0.0235559 -0.0235559 -0.0243811
92 9.15 0 0 0 0 -0.0297605 -0.0297605 -0.0293625
93 9.25 0 0 0 0 -0.0339604 -0.0339604 -0.0315425
94 9.35 0 0 0 0 -0.0432634 -0.0432634 -0.0387793
95 9.45 0 0 0 0 -0.0504496 -0.0504496 -0.0431653
96 9.55 0 0 0 0 -0.0565171 -0.0565171 -0.0458786
97 9.65 0 0 0 0 -0.0635509 -0.0635509 -0.0505164
98 9.75 0 0 0 0 -0.0700611 -0.0700611 -0.0536441
99 9.85 0 0 0 0 -0.0796018 -0.0796018 -0.0609178
100 9.95 0 0 0 0 -0.0921278 -0.0921278 -0.068371
101 10.05 0 0 0 0 -0.110139 -0.110139 -0.0798195
102 10.15 0 0 0 0 -0.120585 -0.120585 -0.084998
103 10.25 0 0 0 0 -0.132025 -0.132025 -0.0916878
104 10.35 0 0 0 0 -0.135558 -0.135558 -0.0916066
105 10.45 0 0 0 0 -0.16903 -0.16903 -0.114351
106 10.55 0 0 0 0 -0.171936 -0.171936 -0.115567
107 10.65 0 0 0 0 -0.173098 -0.173098 -0.115851
108 10.75 0 0 0 0 -0.197627 -0.197627 -0.134263
109 10.85 0 0 0 0 -0.207701 -0.207701 -0.141881
110 10.95 0 0 0 0 -0.212188 -0.212188 -0.146259
111 11.05 0 0 0 0 -0.219473 -0.219473 -0.151999
112 11.15 0 0 0 0 -0.228362 -0.228362 -0.158573
113 11.25 0 0 0 0 -0.249113 -0.249113 -0.175648
114 11.35 0 0 0 0 -0.25134 -0.25134 -0.178481
115 11.45 0 0 0 0 -0.259956 -0.259956 -0.187384
116 11.55 0 0 0 0 -0.275332 -0.275332 -0.202809
117 11.65 0 0 0 0 -0.265714 -0.265714 -0.198109
118 11.75 0 0 0 0 -0.277621 -0.277621 -0.210462
119 11.85 0 0 0 0 -0.288439 -0.288439 -0.221819
120 11.95 0 0 0 0 -0.283412 -0.283412 -0.219909
121 12.05 0 0 0 0 -0.307257 -0.307257 -0.241949
122 12.15 0 0 0 0 -0.292457 -0.292457 -0.232615
123 12.25 0 0 0 0 -0.317741 -0.317741 -0.256531
124 12.35 0 0 0 0 -0.324578 -0.324578 -0.266921
125 12.45 0 0 0 0 -0.325757 -0.325757 -0.274562
126 12.55 0 0 0 0 -0.317104 -0.317104 -0.271719
127 12.65 0 0 0 0 -0.311818 -0.311818 -0.270073
128 12.75 0 0 0 0 -0.314934 -0.314934 -0.275553
129 12.85 0 0 0 0 -0.320565 -0.320565 -0.282732
130 12.95 0 0 0 0 -0.327749 -0.327749 -0.291955
131 13.05 0 0 0 0 -0.321174 -0.321174 -0.288362
132 13.15 0 0 0 0 -0.335256 -0.335256 -0.303026
133 13.25 0 0 0 0 -0.342041 -0.342041 -0.310117
134 13.35 0 0 0 0 -0.350189 -0.350189 -0.32006
135 13.45 0 0 0 0 -0.337361 -0.337361 -0.311017
136 13.55 0 0 0 0 -0.341829 -0.341829 -0.317182
137 13.65 0 0 0 0 -0.334992 -0.334992 -0.312855
138 13.75 0 0 0 0 -0.341199 -0.341199 -0.321663
139 13.85 0 0 0 0 -0.331489 -0.331489 -0.31454
140 13.95 0 0 0 0 -0.341252 -0.341252 -0.323368
141 14.05 0 0 0 0 -0.357493 -0.357493 -0.34035
142 14.15 0 0 0 0 -0.344348 -0.344348 -0.328593
143 14.25 0 0 0 0 -0.351413 -0.351413 -0.33745
144 14.35 0 0 0 0 -0.339624 -0.339624 -0.327326
145 14.45 0 0 0 0 -0.333811 -0.333811 -0.323088
146 14.55 0 0 0 0 -0.326151 -0.326151 -0.317144
147 14.65 0 0 0 0 -0.36061 -0.36061 -0.350674
148 14.75 0 0 0 0 -0.339593 -0.339593 -0.330315
149 14.85 0 0 0 0 -0.354154 -0.354154 -0.345006
150 14.95 0 0 0 0 -0.368119 -0.368119 -0.357573
151 15.05 0 0 0 0 -0.35439 -0.35439 -0.34372
152 15.15 0 0 0 0 -0.350572 -0.350572 -0.340211
153 15.25 0 0 0 0 -0.343014 -0.343014 -0.334596
154 15.35 0 0 0 0 -0.334337 -0.334337 -0.327862
155 15.45 0 0 0 0 -0.342516 -0.342516 -0.336308
156 15.55 0 0 0 0 -0.35823 -0.35823 -0.351366
157 15.65 0 0 0 0 -0.345801 -0.345801 -0.339686
158 15.75 0 0 0 0 -0.357517 -0.357517 -0.350822
159 15.85 0 0 0 0 -0.364125 -0.364125 -0.356661
160 15.95 0 0 0 0 -0.351102 -0.351102 -0.344668
161 16.05 0 0 0 0 -0.341192 -0.341192 -0.335976
162 16.15 0 0 0 0 -0.351695 -0.351695 -0.345118
