# Time-averaged data for fix fB
# TimeStep Number-of-rows
# Row c_pB[1] c_pB[2] c_pB[3] c_pB[4] c_pB[5] c_pB[6] c_pB[7] c_pB[8]
0 360
360 35.95 0.02 0.00437736 0.0177965 0.00589217 -0.00225319 -0.00238926 -0.00308178
40000 360
1 0.05 0.0142857 0.0102757 0.0093351 0.00338732 -0.00157109 -0.00130151 -0.00247757
2 0.15 0.00952381 0.00187313 0.0118084 0.000111842 -0.00151716 -0.00115988 -0.00224694
3 0.25 0.0380952 0.0272535 0.0477323 0.046305 -0.00395856 -0.00210201 -0.00331036
4 0.35 0.0142857 0.015927 0.010858 0.0113646 -0.00397291 -0.00221231 -0.00339542
5 0.45 0.0047619 0.00163586 0.0006903 0.000208893 -0.00395727 -0.00220223 -0.00339383
6 0.55 0.00952381 0.0124095 0.000980403 0.000915706 -0.00396292 -0.00215176 -0.00339314
7 0.65 0.00952381 0.00585161 0.0129668 0.00911735 -0.00204252 -0.0013849 -0.00333832
8 0.75 0.0142857 0.0102414 0.0202587 0.00602081 -0.00187081 -0.00125478 -0.00312544
9 0.85 0.0142857 0.0263126 0.00151024 0.01968 -0.00129827 -0.000602359 -0.00197386
10 0.95 0 0 0 0 -0.00129249 -0.000594391 -0.00197359
11 1.05 0.00952381 0.0273271 0.00107185 0.0075138 -0.00133196 -0.00158454 -0.00211079
12 1.15 0.0142857 9.61466e-05 0.0210409 0.00231334 -0.00135203 -0.00187894 -0.00214912
13 1.25 0.0190476 0.00970588 0.0208965 0.00629367 -0.00135253 -0.001394 -0.00193996
14 1.35 0.0047619 2.13274e-07 0.000397664 0.0007859 -0.000490824 -0.000264733 -0.000910979
15 1.45 0.00952381 0.0133491 0.00409664 0.00710333 -0.000523077 -0.000275242 -0.000908549
16 1.55 0.0238095 0.0163173 0.0415185 0.0137731 -0.000278153 -0.000328236 -0.000529084
17 1.65 0.0238095 0.027195 0.0261874 0.0194454 -0.000178591 -0.000380562 -0.000283221
18 1.75 0.0047619 0.0035967 0.000857195 0.000841188 -0.000223737 -0.000432028 -0.00031227
19 1.85 0.0238095 0.0096641 0.0013591 0.0254167 -0.00082894 -0.000650504 -0.000577642
20 1.95 0.0047619 0.000125351 0.000449167 4.04045e-05 -0.00101608 -0.000734155 -0.000657663
21 2.05 0.0142857 0.0287095 0.0145078 0.0175544 -0.00102263 -0.000814984 -0.000912781
22 2.15 0.0142857 0.0108579 0.00119265 0.00227591 -0.00106417 -0.000827199 -0.000974124
23 2.25 0.0190476 0.00816872 0.00706218 0.0209241 -0.00138433 -0.000889567 -0.00144156
24 2.35 0.0047619 0.000202223 0.0166092 0.00572697 -0.001361 -0.000790389 -0.00185308
25 2.45 0.0285714 0.0162698 0.029446 0.0121681 -0.00103042 -0.000632773 -0.0017821
26 2.55 0.00952381 0.0052625 0.00152422 0.0086142 -0.000618663 -0.000498876 -0.00165796
27 2.65 0.0142857 0.00780364 0.0480561 0.0218902 -0.000597918 -0.000529957 -0.00172858
28 2.75 0.0047619 0.00235314 2.3388e-05 8.30192e-05 -0.000589033 -0.000521144 -0.00173215
29 2.85 0.00952381 0.0140693 0.0223391 0.00102762 -0.000640127 -0.000586595 -0.00174404
30 2.95 0.0190476 0.00888423 0.0312497 0.0144838 -0.00083445 -0.000618908 -0.00190446
31 3.05 0.00952381 0.015147 0.0118581 0.00788395 -0.00118467 -0.000924696 -0.0029253
32 3.15 0.0142857 0.00108799 0.00249202 0.0215786 -0.00127271 -0.00108623 -0.00316149
33 3.25 0.0142857 0.00557922 0.00966007 0.00515557 -0.0077038 -0.00830757 -0.00386822
34 3.35 0.0190476 0.00236483 0.0166298 0.00688496 -0.00985993 -0.00491121 -0.00355412
35 3.45 0.0142857 0.0316668 0.00711897 0.0170131 -0.0072079 -0.00237 -0.00443137
36 3.55 0.0333333 0.0424184 0.0285273 0.0238209 -0.00219481 -0.00302153 -0.00450889
37 3.65 0.0190476 0.00306676 0.0164019 0.00603564 -0.00514015 -0.00403612 -0.00480201
38 3.75 0.00952381 0.00496991 0.00543285 0.00114973 -0.00582112 -0.00447898 -0.00468311
39 3.85 0.0142857 0.0043047 0.000653139 0.0237171 -0.00188417 -0.00358675 -0.00434639
40 3.95 0.0285714 0.00929166 0.0205652 0.0301916 -0.00221996 -0.00685891 -0.00404778
41 4.05 0.0142857 0.00908861 0.00242678 0.0195464 -0.00261627 -0.00954533 -0.00407048
42 4.15 0.0190476 0.0061137 0.00974617 0.0020176 -0.000971856 -0.00355513 -0.00286004
43 4.25 0.0238095 0.00744924 0.0131043 0.0542153 0.00188052 0.0113226 -0.00136394
44 4.35 0.0190476 0.00594293 0.0216404 0.022715 -0.000827461 -0.0018351 -0.00125712
45 4.45 0.00952381 0.000558826 0.0101882 0.0084065 -0.00294485 -0.00553207 -0.00140305
46 4.55 0.0190476 0.000635894 0.00420573 0.00268192 -0.00363521 -0.00606911 -0.00165447
47 4.65 0.00952381 0.00290309 0.000301166 0.00254592 -0.00171468 -0.00111006 -0.00198844
48 4.75 0.00952381 0.00436101 0.0026714 0.0202215 -0.00162729 -0.00168034 -0.00208116
49 4.85 0.0142857 0.00531733 0.016284 0.0128435 -0.0012258 -0.00167059 -0.00207023
50 4.95 0.0142857 0.00560515 0.0065251 0.0162655 -0.00177241 -0.00169743 -0.00269149
51 5.05 0.0142857 0.0059576 0.00694215 0.00984751 -0.0022648 -0.00166281 -0.0030636
52 5.15 0.0142857 0.00029746 0.00420486 0.00270742 -0.00222753 -0.00161848 -0.00322716
53 5.25 0.0142857 0.0108108 0.00416504 0.0201862 -0.00206781 -0.00145613 -0.00279459
54 5.35 0.0238095 0.0134372 0.0281221 0.0356319 -0.00208075 -0.00112887 -0.00241755
55 5.45 0.0047619 0.00026294 0.00777852 0.00576484 -0.00225187 -0.00105788 -0.00241239
56 5.55 0.0238095 0.0145574 0.0172067 0.0143046 0.00528566 0.023141 -0.00244975
57 5.65 0.0285714 0.0308717 0.0226015 0.0109117 -0.00116643 -0.000945129 -0.00230384
58 5.75 0.0047619 0.0234861 0.00149212 0.00113823 0.000807091 -0.000147937 0.00162297
59 5.85 0.0190476 0.0159941 0.00663369 0.0113492 0.000351159 -0.000649315 0.00141885
60 5.95 0.0190476 0.0086992 0.0167662 0.00492485 -0.000513945 -0.000873886 0.000540267
61 6.05 0 0 0 0 -0.000568328 -0.00088783 0.000444125
62 6.15 0.00952381 0.00435955 0.00577582 0.00656246 -0.000641073 -0.000907448 0.00030881
63 6.25 0.0047619 0.000275696 0.00132043 0.000233847 -0.000827638 -0.000961873 0.000120419
64 6.35 0.0047619 1.50447e-05 0.0055888 0.000214308 -0.00108904 0.000894374 0.00753984
65 6.45 0.0238095 0.0189051 0.0167638 0.0283646 -0.00106812 0.000672648 0.00944131
66 6.55 0.00952381 0.00352246 0.0026573 0.0170075 -0.00367198 -0.000770072 0.00423412
67 6.65 0.0333333 0.035702 0.0205993 0.0600184 -0.00530284 -0.0118789 0.00436204
68 6.75 0.0333333 0.0163952 0.0272421 0.0535167 -0.00860087 -0.00641674 0.00428532
69 6.85 0.0142857 0.0119068 0.00711572 0.0149816 -0.0079259 -0.00596666 0.00431421
70 6.95 0.00952381 0.0210492 0.0141328 0.00904298 0.00217213 -0.00393836 0.00873972
71 7.05 0.0238095 0.0108561 0.0354195 0.00832934 0.00578007 -0.00363174 0.00967581
72 7.15 0.0142857 0.00878243 0.00912062 0.00137993 0.00761585 -0.000904101 0.00930563
73 7.25 0.0190476 0.00222937 0.011509 0.0107286 0.00767881 -0.00175256 -0.000982246
74 7.35 0.0190476 0.0155266 0.00764266 0.0114043 0.00786582 -0.00218366 -0.0035333
75 7.45 0.0333333 0.0244447 0.0402486 0.0243643 -0.00334624 -0.00943332 -0.00538844
76 7.55 0.0285714 0.00365137 0.0153981 0.00498014 -0.00526865 -0.0118714 -0.0139312
77 7.65 0.0238095 0.000309667 0.0168222 0.0160569 -0.00793208 -0.0111843 -0.0181158
78 7.75 0.0380952 0.0908393 0.0290878 0.0443404 -0.0108367 -0.0150819 -0.0193566
79 7.85 0.0428571 0.0402404 0.027511 0.0445552 -0.0255045 -0.0270753 -0.0237783
80 7.95 0.0380952 0.0510839 0.0460254 0.0559774 -0.025719 -0.0221645 -0.0256032
81 8.05 0.0619048 0.0630484 0.0278698 0.0437064 -0.0459103 -0.0457046 -0.0304189
82 8.15 0.047619 0.0493703 0.0472571 0.0726754 -0.0304746 -0.0138631 -0.0414261
83 8.25 0.047619 0.0378337 0.0174267 0.0539297 -0.0160228 0.0074383 -0.0428226
84 8.35 0.0714286 0.0519934 0.0667275 0.0633137 -0.0334629 -0.0189613 -0.0536787
85 8.45 0.0952381 0.0574699 0.0674843 0.0599726 0.0502018 -0.0363431 -0.049639
86 8.55 0.0857143 0.095019 0.0512119 0.0961742 -0.0334116 -0.0518239 -0.0595432
87 8.65 0.128571 0.0965167 0.199364 0.144757 -0.00541965 -0.123923 -0.0809035
88 8.75 0.157143 0.153676 0.131567 0.112731 -0.113003 -0.139131 -0.0774534
89 8.85 0.0857143 0.0722103 0.0942247 0.0736242 -0.15604 -0.177441 -0.0803794
90 8.95 0.12381 0.136421 0.097683 0.119496 -0.139615 -0.154141 -0.0868832
91 9.05 0.204762 0.190707 0.172987 0.16186 -0.238405 -0.234351 -0.12061
92 9.15 0.266667 0.205213 0.186665 0.184011 -0.282684 -0.235738 -0.154295
93 9.25 0.228571 0.13751 0.128478 0.153508 -0.209708 -0.366437 -0.191648
94 9.35 0.295238 0.219629 0.225383 0.237025 -0.0988586 -0.289827 -0.201212
95 9.45 0.304762 0.178116 0.25969 0.209134 -0.343376 -0.240116 -0.248344
96 9.55 0.333333 0.254438 0.295111 0.243686 -0.446383 -0.275198 -0.30817
97 9.65 0.357143 0.353402 0.241954 0.270926 -0.590395 -0.630486 -0.344873
98 9.75 0.361905 0.296148 0.359791 0.261106 -0.565167 -0.769893 -0.377891
99 9.85 0.366667 0.376837 0.303301 0.307237 -0.578032 -0.770385 -0.396438
100 9.95 0.42381 0.561442 0.349704 0.36412 -0.689336 -0.782159 -0.392043
101 10.05 0.528571 0.4644 0.385937 0.535946 -0.464406 -0.614608 -0.392021
102 10.15 0.533333 0.571388 0.443968 0.472681 -0.81151 -0.68449 -0.393732
103 10.25 0.52381 0.457661 0.421455 0.447376 -0.924999 -0.971075 -0.433865
104 10.35 0.485714 0.476171 0.414618 0.38403 -0.827805 -0.519013 -0.454132
105 10.45 0.652381 0.580495 0.596891 0.531415 -0.726212 -0.1854 -0.600245
106 10.55 0.642857 0.610396 0.562506 0.415308 -0.940705 -0.854893 -0.665003
107 10.65 0.542857 0.538695 0.57522 0.506933 -0.964526 -0.701807 -0.63707
108 10.75 0.704762 0.488934 0.653974 0.700013 -1.13587 -1.07714 -0.674636
109 10.85 0.666667 0.52972 0.627003 0.486023 -1.21579 -1.03131 -0.681278
110 10.95 0.671429 0.518571 0.64159 0.532471 -0.612829 -0.561719 -0.740127
111 11.05 0.590476 0.47356 0.523106 0.482481 -0.913902 -0.795428 -0.742244
112 11.15 0.661905 0.518157 0.597903 0.561842 -0.516592 -0.31336 -0.825942
113 11.25 0.752381 0.666275 0.585785 0.744044 -0.795609 -0.946155 -0.822506
114 11.35 0.690476 0.625921 0.544991 0.516716 -1.04717 -1.05313 -0.828276
115 11.45 0.742857 0.610876 0.626231 0.779466 -0.816005 -0.793344 -0.837215
116 11.55 0.747619 0.667828 0.552619 0.560629 -1.00909 -0.934419 -0.829171
117 11.65 0.614286 0.511546 0.577847 0.445182 -1.09717 -0.790658 -0.747276
118 11.75 0.719048 0.688428 0.737038 0.594787 -0.851594 -1.15454 -0.759023
119 11.85 0.742857 0.684772 0.709457 0.644686 -1.18247 -1.08778 -0.805394
120 11.95 0.657143 0.463473 0.608949 0.565443 -1.07622 -0.831935 -0.757086
121 12.05 0.828571 0.697292 0.679344 0.782201 -0.374291 -0.494301 -0.630132
122 12.15 0.62381 0.502797 0.513721 0.511144 -0.209789 -0.289885 -0.532531
123 12.25 0.8 0.716056 0.613322 0.839035 -0.181992 -0.689624 -0.644688
124 12.35 0.814286 0.671787 0.685966 0.749412 -0.950426 -0.316485 -0.709897
125 12.45 0.814286 0.666073 0.659181 0.680478 -1.38755 -1.2295 -0.738592
126 12.55 0.752381 0.564961 0.562066 0.682065 -0.911201 -0.522567 -0.604162
127 12.65 0.714286 0.714048 0.686893 0.604138 -0.550967 -1.23724 -0.611417
128 12.75 0.638095 0.548877 0.472864 0.534583 -1.14263 -1.22357 -0.595453
129 12.85 0.690476 0.647719 0.529336 0.623932 -0.92055 -0.700009 -0.594561
130 12.95 0.752381 0.715336 0.677905 0.599842 -1.36188 -1.17988 -0.691507
131 13.05 0.719048 0.632334 0.526713 0.554343 -0.661184 -0.542964 -0.681853
132 13.15 0.785714 0.747939 0.612443 0.674336 -0.899732 -0.564415 -0.631821
133 13.25 0.761905 0.631043 0.613924 0.577288 -0.929613 -0.539031 -0.648244
134 13.35 0.828571 0.718927 0.889414 0.707323 -0.863132 -0.692291 -0.754226
135 13.45 0.709524 0.613491 0.6015 0.582468 -0.914459 -0.858079 -0.857857
136 13.55 0.8 0.605675 0.727484 0.662467 -0.976433 -0.849196 -0.869016
137 13.65 0.695238 0.538016 0.511534 0.667297 -1.15926 -0.754449 -0.907272
138 13.75 0.780952 0.615492 0.675042 0.594573 -1.31769 -0.96917 -1.01966
139 13.85 0.685714 0.614284 0.460118 0.581811 -1.19568 -1.30183 -1.03099
140 13.95 0.72381 0.540235 0.600665 0.672028 -1.03737 -0.927634 -1.05692
141 14.05 0.8 0.674498 0.710787 0.593352 -1.53993 -1.08587 -1.15003
142 14.15 0.761905 0.617141 0.689826 0.65747 -1.4902 -1.27353 -1.07654
143 14.25 0.761905 0.576399 0.464625 0.609811 -0.719052 -1.28109 -0.952504
144 14.35 0.761905 0.58219 0.694579 0.698706 -0.437823 -1.00085 -0.768242
145 14.45 0.7 0.615469 0.658095 0.693435 -0.370445 -0.556243 -0.617114
146 14.55 0.628571 0.381159 0.468153 0.545428 -0.463662 -0.958245 -0.692222
147 14.65 0.828571 0.745485 0.7544 0.799288 -0.87049 -0.765767 -0.771583
148 14.75 0.7 0.668117 0.561917 0.537863 -1.14725 -0.821889 -0.767605
149 14.85 0.790476 0.658935 0.775977 0.677091 -1.04512 -0.926006 -0.709552
150 14.95 0.857143 0.597321 0.746455 0.482659 -1.06705 -1.06724 -0.712854
151 15.05 0.804762 0.592244 0.788765 0.600412 -0.97945 -1.20624 -0.9148
152 15.15 0.738095 0.736989 0.775952 0.49838 -1.29045 -0.898527 -0.799634
153 15.25 0.72381 0.668829 0.693763 0.492627 -1.03783 -0.821746 -0.768232
154 15.35 0.652381 0.530118 0.700055 0.575359 -0.776765 -1.03531 -0.827848
155 15.45 0.72381 0.679761 0.620286 0.666112 -0.749295 -0.973362 -0.779532
156 15.55 0.804762 0.560864 0.624387 0.776502 -0.296208 -0.850574 -0.738677
157 15.65 0.72381 0.704947 0.63211 0.774245 -0.592697 -0.302325 -0.726094
158 15.75 0.785714 0.707457 0.636234 0.61206 -0.331764 -0.436164 -0.725912
159 15.85 0.838095 0.599873 0.808419 0.84771 -0.847638 -0.891764 -0.68642
160 15.95 0.738095 0.646329 0.708864 0.513828 -1.00456 -1.06365 -0.776796
161 16.05 0.67619 0.660371 0.525074 0.518808 -1.14077 -0.968671 -0.708592
162 16.15 0.747619 0.648931 0.66609 0.661071 -0.609922 -0.861965 -0.725596
163 16.25 0.804762 0.543079 0.799366 0.633475 -0.701024 -0.714201 -0.651673
164 16.35 0.752381 0.465359 0.734382 0.784251 -0.68626 -0.68861 -0.635354
165 16.45 0.757143 0.636942 0.63285 0.640325 -1.50847 -1.17027 -0.658822
166 16.55 0.82381 0.723569 0.740837 0.710789 -1.1895 -0.764939 -0.591002
167 16.65 0.809524 0.685551 0.709767 0.776661 -0.96922 -0.820537 -0.627742
168 16.75 0.685714 0.52414 0.619164 0.611492 -0.8769 -0.755927 -0.724174
169 16.85 0.72381 0.634397 0.577315 0.615599 -0.989932 -0.0366636 -0.778503
170 16.95 0.666667 0.446636 0.487175 0.465209 -1.2218 -0.794221 -0.803599
171 17.05 0.747619 0.644896 0.577382 0.650427 -0.984969 -0.882862 -0.866595
172 17.15 0.833333 0.673916 0.690131 0.888349 -1.03066 -0.589997 -0.871805
173 17.25 0.780952 0.782469 0.626203 0.614926 -0.962298 -1.01163 -0.834179
174 17.35 0.833333 0.659929 0.720872 0.607824 -0.800525 -0.58074 -0.858643
175 17.45 0.742857 0.66016 0.563759 0.521098 -1.2374 -1.01312 -0.911887
176 17.55 0.709524 0.578374 0.626363 0.614372 -0.580545 -0.778766 -0.902786
177 17.65 0.7 0.509139 0.519027 0.505509 -0.781498 -0.999452 -0.905399
178 17.75 0.704762 0.567462 0.550766 0.597163 -0.740206 -0.579436 -0.891477
179 17.85 0.728571 0.578164 0.691007 0.659986 -0.78776 -0.858308 -0.855487
180 17.95 0.77619 0.598122 0.667862 0.656985 -1.35981 -0.700632 -0.802338
181 18.05 0.738095 0.580037 0.6604 0.643735 -1.2649 -1.05706 -0.862803
182 18.15 0.819048 0.836801 0.642322 0.799755 -1.05868 -0.73286 -0.913311
183 18.25 0.742857 0.70446 0.65596 0.607694 -1.1723 -1.17853 -0.913106
184 18.35 0.8 0.761602 0.630033 0.654425 -0.677217 -1.03565 -0.850717
185 18.45 0.695238 0.597192 0.554812 0.422528 -0.583528 -0.721995 -0.79494
186 18.55 0.671429 0.555342 0.613203 0.650499 -0.508649 0.0638454 -0.744586
187 18.65 0.766667 0.593861 0.700998 0.600929 -0.793304 -0.756876 -0.80348
188 18.75 0.780952 0.639602 0.602868 0.548979 -1.28443 -1.53137 -0.958011
189 18.85 0.780952 0.710765 0.656776 0.759792 -1.20984 -0.940601 -1.05691
190 18.95 0.714286 0.53114 0.587968 0.638471 -0.724325 -0.606882 -1.01953
191 19.05 0.847619 0.775151 0.729775 0.675785 -1.09481 -0.550485 -0.991326
192 19.15 0.766667 0.691847 0.751435 0.683254 -1.09205 -0.928333 -0.961363
193 19.25 0.766667 0.62803 0.614569 0.626445 -1.10831 -1.22312 -0.919212
194 19.35 0.714286 0.619119 0.644941 0.609343 -0.615939 -0.910938 -0.787143
195 19.45 0.714286 0.570199 0.651362 0.563137 -0.261759 -0.379191 -0.719662
196 19.55 0.757143 0.73293 0.698782 0.745115 -1.01944 -0.80685 -0.788668
197 19.65 0.804762 0.736093 0.810611 0.630121 -1.08358 -0.291576 -0.854112
198 19.75 0.761905 0.718221 0.55789 0.695238 -1.00784 -0.563188 -0.854344
199 19.85 0.738095 0.629929 0.747273 0.756346 -0.940249 -0.599204 -0.961315
200 19.95 0.77619 0.664685 0.652393 0.813188 -1.10518 -1.31699 -0.996938
201 20.05 0.795238 0.691041 0.559449 0.483518 -1.11561 -1.20513 -0.996488
202 20.15 0.719048 0.631581 0.568556 0.56018 -0.782884 -1.24113 -1.04916
203 20.25 0.752381 0.681831 0.643972 0.625146 -0.610282 -0.561856 -0.940959
204 20.35 0.614286 0.451426 0.488941 0.550849 -0.673718 -0.618312 -0.847466
205 20.45 0.866667 0.67299 0.729526 0.815062 -1.18109 -1.13247 -0.865528
206 20.55 0.761905 0.624967 0.619799 0.734718 -0.354187 -0.67327 -0.884391
207 20.65 0.795238 0.700069 0.630214 0.697234 -0.537977 -0.437542 -0.846063
208 20.75 0.704762 0.639344 0.492839 0.51106 -0.75282 -0.868874 -0.814462
209 20.85 0.752381 0.51556 0.712403 0.640078 -0.716525 -0.343106 -0.849862
210 20.95 0.733333 0.613626 0.537259 0.61536 -0.760373 -0.322242 -0.880128
211 21.05 0.82381 0.674605 0.684536 0.631984 -0.615424 -0.361434 -0.796148
212 21.15 0.766667 0.541798 0.595708 0.692447 -0.969006 -0.652076 -0.638121
213 21.25 0.666667 0.576868 0.567532 0.548408 -1.20054 -0.705425 -0.670951
214 21.35 0.790476 0.488622 0.662336 0.753581 -1.39556 -1.12672 -0.766899
215 21.45 0.671429 0.595963 0.608876 0.614483 -1.15401 -0.91255 -0.793971
216 21.55 0.757143 0.591006 0.680942 0.427762 -0.766526 -1.26422 -0.896128
217 21.65 0.757143 0.596842 0.572182 0.668685 -0.968864 -0.686012 -0.879201
218 21.75 0.752381 0.827348 0.720084 0.647378 -1.07115 -0.379559 -0.954656
219 21.85 0.814286 0.698518 0.629025 0.688663 -1.3654 -0.382961 -0.855766
220 21.95 0.847619 0.652375 0.678756 0.796799 -1.21516 -0.823613 -0.859286
221 22.05 0.680952 0.506373 0.597909 0.524487 -1.5468 -1.17441 -0.916566
222 22.15 0.709524 0.649546 0.591884 0.653666 -0.963094 -0.894501 -0.928037
223 22.25 0.704762 0.517506 0.628986 0.63495 -0.398626 -0.447635 -0.869635
224 22.35 0.719048 0.599473 0.597666 0.618415 -0.539355 -0.934909 -0.830955
225 22.45 0.728571 0.665778 0.603652 0.632288 -0.304926 -0.522147 -0.850485
226 22.55 0.738095 0.521031 0.553636 0.5542 -0.507621 -0.533096 -0.900366
227 22.65 0.852381 0.743552 0.898535 0.675029 -0.827511 -0.721155 -0.883129
228 22.75 0.747619 0.522525 0.583049 0.58761 -0.860002 -0.740464 -0.950699
229 22.85 0.77619 0.760836 0.813404 0.649473 -0.347814 -0.836722 -0.900878
230 22.95 0.809524 0.667094 0.707891 0.756408 -0.111237 -0.345585 -0.795379
231 23.05 0.733333 0.650642 0.573692 0.591325 -0.411171 -0.00319169 -0.794075
232 23.15 0.652381 0.633782 0.576385 0.543596 -0.405494 -0.690896 -0.796853
233 23.25 0.785714 0.556062 0.638872 0.522789 -1.18306 -1.16052 -0.846848
234 23.35 0.733333 0.589218 0.652713 0.655418 -0.837537 -1.05215 -0.856967
235 23.45 0.809524 0.786376 0.672492 0.913165 -1.22162 -0.999544 -0.881433
236 23.55 0.752381 0.595356 0.498916 0.608385 -0.760923 -0.683049 -0.89679
237 23.65 0.790476 0.747931 0.758671 0.604725 -0.245164 -0.786626 -0.930241
238 23.75 0.738095 0.737725 0.627851 0.627867 -0.00782936 -0.463166 -0.955605
239 23.85 0.77619 0.620226 0.616453 0.728168 -0.483018 -0.657882 -0.97455
240 23.95 0.661905 0.64254 0.583669 0.61257 -0.816868 -0.971653 -0.971335
241 24.05 0.62381 0.551369 0.525763 0.415689 -0.786639 -1.18385 -0.934057
242 24.15 0.647619 0.57413 0.54027 0.591294 -1.15662 -1.5453 -0.891122
243 24.25 0.785714 0.692928 0.605256 0.564125 -0.914383 -1.00632 -0.865166
244 24.35 0.8 0.698667 0.611573 0.639594 -1.04223 -0.672626 -0.791728
245 24.45 0.72381 0.51463 0.613545 0.552877 -0.828412 -0.786368 -0.709369
246 24.55 0.685714 0.633747 0.600781 0.566982 -1.07439 -0.933406 -0.706131
247 24.65 0.657143 0.575383 0.485242 0.49361 -1.12928 -1.33936 -0.625968
248 24.75 0.804762 0.759103 0.640464 0.815819 -0.674151 -1.16914 -0.654162
249 24.85 0.695238 0.579244 0.669429 0.602272 -0.708118 -0.976428 -0.629156
250 24.95 0.638095 0.52155 0.511206 0.556073 -0.958321 -0.937384 -0.580535
251 25.05 0.642857 0.604295 0.56367 0.518104 -0.755826 -0.759781 -0.596986
252 25.15 0.67619 0.498214 0.577696 0.435767 -0.835321 -1.00057 -0.711423
253 25.25 0.614286 0.610581 0.562188 0.531793 -1.05778 -0.780774 -0.743812
254 25.35 0.666667 0.580006 0.536108 0.708265 -0.925753 -0.902919 -0.787111
255 25.45 0.638095 0.551249 0.572124 0.454926 -0.373918 -0.425188 -0.710479
256 25.55 0.514286 0.379902 0.400615 0.383999 -0.773831 -0.686002 -0.645356
257 25.65 0.6 0.514744 0.539776 0.564564 -0.742445 -0.623749 -0.58218
258 25.75 0.542857 0.408452 0.504543 0.429598 -0.491304 -0.46336 -0.51247
259 25.85 0.471429 0.472975 0.372272 0.364291 -0.703502 -0.638102 -0.479551
260 25.95 0.490476 0.392372 0.364429 0.447851 -0.609222 -0.771835 -0.517447
261 26.05 0.490476 0.406337 0.347203 0.459534 -0.617131 -0.772318 -0.498675
262 26.15 0.414286 0.35664 0.394426 0.309647 -0.758067 -0.610701 -0.380882
263 26.25 0.342857 0.341537 0.355118 0.20321 -0.713399 -0.510536 -0.336206
264 26.35 0.380952 0.451425 0.332288 0.371844 -0.370954 -0.477795 -0.309701
265 26.45 0.338095 0.198282 0.346297 0.304856 -0.517262 -0.413693 -0.319557
266 26.55 0.342857 0.385376 0.328017 0.345009 -0.513955 -0.248415 -0.282492
267 26.65 0.261905 0.211693 0.184806 0.213473 -0.486341 -0.368331 -0.262943
268 26.75 0.27619 0.169513 0.242523 0.328625 -0.386532 -0.447302 -0.237574
269 26.85 0.171429 0.149216 0.136755 0.106977 -0.0884 -0.355069 -0.211236
270 26.95 0.171429 0.123651 0.154271 0.152989 -0.186712 -0.221575 -0.18795
271 27.05 0.142857 0.145385 0.157386 0.115173 -0.189235 -0.212264 -0.168691
272 27.15 0.157143 0.130233 0.139251 0.159895 -0.0478762 -0.166453 -0.147002
273 27.25 0.138095 0.113806 0.147726 0.128006 -0.10568 -0.0989204 -0.106374
274 27.35 0.0809524 0.0586994 0.0350134 0.0404726 -0.098711 -0.0736283 -0.0695504
275 27.45 0.0904762 0.0571634 0.0300555 0.0500973 -0.0441694 -0.00314931 -0.0519549
276 27.55 0.0666667 0.0274364 0.0476105 0.0656909 -0.0039381 -0.0369461 -0.0512716
277 27.65 0.047619 0.0214693 0.0220121 0.0408357 0.0238772 -0.0270126 -0.0605856
278 27.75 0.0428571 0.0251896 0.0341355 0.0680487 -0.0347549 -0.0322627 -0.0536522
279 27.85 0.0428571 0.0426401 0.0209586 0.0251559 -0.0263868 -0.00924667 -0.0453712
280 27.95 0.0333333 0.00680409 0.0374847 0.00631205 -0.0237727 0.0137946 -0.0424058
281 28.05 0.0380952 0.0531755 0.00857615 0.0462009 -0.0174967 0.000864006 -0.0352311
282 28.15 0.0285714 0.0687012 0.0300135 0.012252 -0.00889015 -0.0181308 -0.0255383
283 28.25 0.0190476 0.0360683 0.0326588 0.0211765 -0.00786343 -0.018205 -0.021278
284 28.35 0.0285714 0.030108 0.0173358 0.0213194 0.000484183 -0.0109036 -0.0144822
285 28.45 0.0285714 0.00629281 0.0123383 0.0233244 -0.00888319 -0.0151722 -0.0107488
286 28.55 0.0190476 0.0125442 0.0177701 0.00138542 -0.00851394 -0.0116888 -0.0104481
287 28.65 0.0285714 0.0176614 0.0187011 0.0446332 0.0336116 -0.00191387 -0.0067003
288 28.75 0.0142857 0.0166424 0.0023592 0.00762708 0.0586401 0.0101156 -0.0029889
289 28.85 0.0190476 0.0102798 0.013417 0.0264233 0.0120734 0.00211528 -0.00489569
290 28.95 0.00952381 0.00282767 0.000685307 0.010392 -0.000525191 -0.000600539 -0.0052619
291 29.05 0.00952381 0.000966904 0.00449901 0.000139166 -0.00023575 -0.000261597 -0.00423264
292 29.15 0.0190476 0.00118794 0.0259955 0.0262086 -0.000665682 -0.00102082 -0.00407479
293 29.25 0.0238095 0.0115164 0.0168855 0.0178746 -0.00480841 -0.00466911 -0.00613208
294 29.35 0.0333333 0.0382652 0.0234746 0.0297641 -0.00441611 -0.00470088 -0.00643428
295 29.45 0.0190476 0.00786062 0.0316155 0.00243614 -0.00371683 -0.00502271 -0.00787519
296 29.55 0.0142857 0.0217779 0.0393175 0.0267018 -0.00389605 -0.00627804 -0.00645656
297 29.65 0.0142857 0.0217132 0.0022463 0.00599012 -0.00522061 -0.0118108 -0.00649141
298 29.75 0.0190476 0.0310613 0.00567829 0.00523939 -0.00364275 -0.00553967 -0.00637178
